,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,X601788.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X601696.CH.Equity,X2891.TT.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY
X601166.CH.EQUITY,0,0,0,0,0,0.15642500789169,0.193425313804196,0,0,0,0.0483791507922672,0,0,0,0,0.0583425743196263,0,0,0,0.0561692547946191,0,0,0,0,0,0.0718273018545589,0,0,0.00878951929928471,0,0,0,0,-0.0197098144213373,0,0,0,0,0.0459270131593631,0,0.428950952868996,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0531618548244064,0,0.09416390919918,0.0182444950807224,0,0,0,0,0,0,0,0,0.0408463918010375,0,0,0,0.389970975471755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229340351678669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.132330947310857,0,0,0,0,0,0,0,0,0.0666014241640304,0,0,0,0,0,0,0.454269206961406,0,0,0,0,0,0,0,0,0.0860834446667098,0,0,0,0,0,0.0191480895589446,0,0,0.186179760228547,0,0,0.0370118184986945,0.1459925619596,0,0,0,0,0.00158297027417556,0
X601319.CH.EQUITY,0,0.245964836595599,0,0.0788311738290233,0,0,0,0,0,-0.0230888482521119,0,0,0,0,0,0.00712048227944563,0,0,0.0920930522356374,0,0,0.0330141752070676,-0.0379457351946823,0,0,-0.0509115802033902,0,0.167960954545638,0,0,0,0,0.228987630908253,0,0,0,0,0.237195254416487,0,0,0,0,0,0,-0.171816767628974,0,0,0,0,0
X000001.CH.EQUITY,0,0.150921462805659,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.156144889427419,0,0.156120200256381,0,0,0.0824482635976967,0,0,0,0.0553377393552161,0,0,0.139738913596478,0,0,0,0,0.0861880240099449,0,0,0,0.00229479789242473,0,0,0,0,0,0,0,0.087921292053971,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.673602744717718,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161915511730314,0,0,0,0,0,0,0,0.0982466994062204,0,0,-0.157470460911834,0.17010479163114,0,0,0,0,0,0,0,0.168868809469592,0,0,0.0543808853696445,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,-0.114724080595712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245455081625253,0,0,0,0,0,0,0,0,-0.249013883859721,0,0,0,0.0887410023101152,-0.0655563205244895,0,0,0,0,0,0.707528020819849,0,0,-0.0600864274086548,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.145222375871194,0,0.0953110655712313,0.169913106590454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223124621159102,0,0,0,0,0,0,0,0,0,0,0,0.147879278159059,0,0,0,0,0.061816955669024,0,0,0,0,0
X601998.CH.EQUITY,0.244566415016669,0,0,0,0,-0.105063704874965,0,0,0,0,0,0,0,0,0,0,0.163203690152121,0,0,-0.0172816407795035,0,0,0.0112927270444339,0,0,-0.0203299525277957,0,0,0,0,0,0,0,0,0,0,0,0.084714236796364,0,0,0.54939635910005,-0.0554853438559758,0,0.086812029520894,0,0,0,0.0580188763184658,0.0197113411863351,0.0411053539917188
X11.HK.EQUITY,-0.0248538804739045,0,0,0,0,0,0,0.180791934939282,0.291711974421326,-0.155136114579486,0,0,0.0711012411193951,0,0,-0.134845257105463,0,0,-6.93889390390723e-18,0,0,0,0,0.2659031582653,0,0.0975500138818847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969375064928818,0,0,0,0,0.152429943856077,-0.0208923675009562,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,-0.263764591831826,0,0,0.339467513288678,0,0,0,0,-0.0593394026065196,0,0,0,0,0,0,0,0,0,0.535613200773293,0,0.178515839139754,0,0,0,0,0,0,0,0.125152113150598,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267665059274009,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0.172005802547327,0.11530976188933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109961818975294,0,0.230126696623316,0.0804265943795273,0,0,0,0,0,0,0.0273979691922552,0,0,0,0,0,0.119371861353698,0,0,0,0,0,0,0,0.187397415088806,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.566903851144755,0,0,0,0.0338293384355498,0,0,0,0,0,0,0,0,0,0.217750719593045,0,0,0,0,-0.0863712435810491,0,0,0,0,0,0,0,-0.222360314843214,0,0,0,0,0,0,0.226560415350537,0,0.287804155802181,0,0,0,0,0,0,0,0.107605367613627
X601818.CH.EQUITY,0,0,0.120729717176125,0.124703950611708,0,0,0.0246461000276722,0,0,2.16840434497101e-19,0,0,0.0747065506783577,0,0.0358804174719925,0.0675990689535111,0,0,0,0.00304855550993987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426047800888543,0,0,0,0,0,0,0,0,0,0,0,0,0.116879010860666,0.13023554475598,0,0
X601688.CH.EQUITY,0.0324585086377587,0,0,0,0,0,0,0.0106652405329846,0,0,0,0.179155407643677,0,0,0,0,0,0,0,0,0,0,0,-0.0151359616882835,0,0,0,0,0,0.137302709694833,0,0.401299983828384,0,0.00292247971106699,0,0.0694570707813473,0,0.1927130975531,0,0.0519661606838765,0,0,0,0,0,-0.0493058540202284,-0.0560977874409193,0.0948813855357248,0,0
X600999.CH.EQUITY,0,0,0,0,-0.0738600222725682,0,0,0,-0.108665120043892,0,0,0,0.164400616693755,0,0,0,0,0,-0.240430698114329,0.0966325238786527,0,0,0,0,0,0.0226865945511846,0,0,0,0,0,0,0,0,-0.0830177771709643,0.0520697231278075,0,-4.33680868994202e-19,0,0,0,0.129833691538218,0,0,0,0,0,0.286772939210676,0.539036777725689,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0444339607789154,0.0616330738506009,0,0,0,0,0,0,0,0.0057166929595262,0.180325402330302,0,0,0,0,0.0279268541091073,0,0,2.16840434497101e-19,0,0,0.437873802789697,0,0,0,0,0,0,0,0,0.0391109323697307,0,0,0,0,0,0,0,0.0839088378164287,0,0,0,0,0
X601336.CH.EQUITY,0,0.128760195275153,0,0,0,0,0,0.00601998715709354,0,0,0,0,0,0,0,0,0,0,0.371426047232214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955619365104804,0,0,0,0.145466971952744,0,0,0.0948432190572093,0,0,0.00547076947106113,0,0.0328988719426604
X600837.CH.EQUITY,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.172105022393403,0.0299459414536848,0,0,0,0,0,0,0,0.00368966806568474,0,0.129030327676,0,0,0,0,0.37546875473835,0,0,0,0,0,0.0170809969832596,0,0,0,0.0643020844577226,0.186217455385616,0,0,0,0,0,0.0299113605217171,0,0,0.0493269757874109,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176337632926074,0,0,0,0,0,0,0.00163963742822324,0,0,0,0,0,0,0,0.2641930430425,0,0.0608040497900641,0,0,0,0,0.0594683264767874,0,0,0.0635389544532576,0,0,0,0,0.112892811461898,0.213983852067095,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19774545648345,0.0101787280352356,0.379668264283352,0,0,0.0980566882085706,0,0,0,0,0,0,0,0,0.0582764394158179,0,0.0928351876347176,0,0,0.0797716718677957,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,-0.193528754690446,0.307268942280664,0,0,0,0.300428088287319,0,0,0,0,0.214720779983029,0.0639663212857961,0,0,0,0,0,0,0,-0.146773335033321,0,0,0,0,0,0.0411270283146632,0,0,-0.295371027968319,0,-0.118467608285576,0,0,0,0,0.718252765623329,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.61280641868462,0,0.424686680762041,0,0,0,0,0,0,0,0,0,0,0,0,0.119437639151141,0,0,0,0,0,0,0,0,-0.14500252636691,0,0,0.0152522977084667,0,0,0.0297584039870145,0,0,0.105852189305957,0,0,0,0,0,0,0,0.0963642751746831,0,0,0,0,-0.57071901724423,0,-0.0582697709672712,0
X002736.CH.EQUITY,0,0,0,0,0,0,0.0814474932539167,-0.0315464989312784,0,0.0368855906046939,0,0.201901243226159,0,0,0.169215443467311,0,0,0,0,0,0,0,0,0,0,0,0,0.0381598617278206,0,0.2512256599418,0,0,0,-0.026128669995041,0,0.0563888606912516,0,0,0.0147743808068205,0,0.00118925377660865,0.0648935782075284,0,0,0.101002985472894,0,0,0.107866411608341,0,0
X000776.CH.EQUITY,0,0,0,0,0,-0.0236153741435325,0,0,0,0,0,0,0,0,0,0,0.461814893490408,0,0,0.175970152861282,0,0,0,0,0,-0.0461791898553093,0,0.140110720788906,0.0233673348661136,0.0794400371702852,0,0.10346902404327,0,0,0,0.127437698972842,0,0,0,0,0,0,0,0,0,0.0050812744871228,0,0,0,0.0221030280965806
X601881.CH.EQUITY,0,0,0,0,-1.38777878078145e-17,0,0.0842719564876284,0,-0.0477905357967593,0.00587717996444137,0,0.144204914178235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357193076471401,0,0,0,0,0,0,0.0102492449692487,0,0,0.0234254372700471,0,0,0,0.198418652780442,0.226322377529195,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0335316386918021,-0.0544775744029311,0.0914097853128103,-0.0388862740963169,0,0.306472767352252,0,0,0,0,0.070176659016474,0,-0.295800192978056,0.117981213757513,0.200351639046208,0,0,0,0,0,0,0,0.313988353511916,0,0,0.188486762463341,0,0,0,0.179671982899509
X601169.CH.EQUITY,0,0,0,0,0,0,0.81500036685065,0.0502896704734225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474253355794689,0,0,0,-0.0555754848399518,0,0.0490221984647537,-0.0440354519239557,0,-0.0164082234038273,0,0,0,0,0,0.0260310770183233,0.0470801982460983,0,-0.0473533625545567,0,0,0,0,0,-0.0505018953525189,0,0,0,0
X601788.CH.EQUITY,0,-0.150094829137703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00890921967466358,0,0,0,-0.062261711135874,-0.14674590513012,0,0,0,0,0,0,0,0.104271337575246,0,0,0,0.808342868030819,0,0.176013548451891,0,0,0,0,0.131989671197713,0,0,0,0,0
X2881.TT.EQUITY,0.0905767338682868,0,0,0,0,0,0,0,0,0.102665338576665,0,0,0,0,0,0,0,0,-0.0873598577841616,0,0,0,0,0,0,0,-0.00923330117025914,0,0,0,-0.0461526449374144,0,0,0,0.760317526074236,0,0,0,0,0,0,0.0120535609984673,0,0,0.17641970000603,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,-0.0621667327173462,0,0,0.0332518590011758,0,0,0.100873896543954,0,0,0.0768789099211215,0,0,0,0,0,0,0,0,0,0.0229780995948567,0,-0.0933572137273611,0,0,0,0,0,0,0.0761058423685187,0,0,0,0,0,0,0,0,0,0,0,0.0313746032771564,0,0,0.00793755618235812,0.768327556806669
X601696.CH.Equity,0,0,0,0,0,0,0,-0.0450313073352721,0,-0.0458834637590745,0,0,0,0,0,0,0,0,0,0.116287480222306,0.124308462440566,0,0,0,0,0,0,0,0.112021662776097,0,0,0,0,0.181755175993652,0,0,0,0.0566127599174789,0,0,0.111819798077252,0.0755186283158484,0,0,0,0,0,0.216889614187214,0.0426940426994831,0
X2891.TT.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.139960601981056,0,0,-0.139401778509281,0,0,0,0,0,0.584867679343474,0,0,0.322967135999063,0,0.261738849763841,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.148514543402358,0,0,0,0.583276650984376,0,0,0,0,0,0,0,-0.268919221017898,0,-0.0281049432814112
X601916.CH.Equity,0,0,0,0.640807073934736,0,0,0,0,-0.19307601602935,0,0.21463321794419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776707474246452,0.0826957293176899,0,0,0.0966827757027724,0,0,0,0,0,0,0,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358388832370826,0,0,0.127613162746114,0.0051971072973404,0,0.119158725269,0.250043184108902,0,0,0,0,0.0371360490547858,0,0,0,0,0,0,0,0.0549037316188304,0,0,0,0.074337833895763,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,-0.0390192430688253,0.0516143601731936,0,0,0,0,-0.036042475569572,0,0,0,-0.0554743539127047,0,-0.0302979355867114,0,0,0,-0.0450033600907151,0,0.49352786711779,0,0,0,1.03421674497448,-0.201674198808641,0,0,-0.132585290907364,0,0,0,0,0,0,0,0,-0.293794304857867,0,0,0.0293053396939266,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0.0507287356350438,0,-0.110681322199017,0.0456846995407016,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.104662518684662,0,0,0,-0.00323800684370164,0,0.0966894417765769,0,0,0,0,0.0448076589624174,0,0,0,0.0256690786490152,0,-0.05600753954771,0,0.854008065124126,0,0,0,0,0,0
