,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X601788.CH.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0,0.271068007213115,0,0.0555303214156835,0,-0.0127505219228733,0.466521691737158,0,0,0,0.0549009700426825,0,0,0,0,0,0,0,0,0.0904099242359905,0,0,0,0.0335969239952539,0,0,0,0,0,0,0.0858533592178496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.138539461031117,0,0.168154577209514,0,0,0,0.166686792658181,0,0,0,0.0734321305534114,0,0.0742327499235149,0,0.0733914220532794,0,0.0287672045767955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236146447106528,0,0,0,0,0,0.0838808358223969,0,0,0,0.0874402370223382,0,0,0,0
X601939.CH.EQUITY,0.540904321207866,0.318527009244504,0,0,0,0,0,0.179037701201633,0,0,0,0.0408827794317257,0,0,0,0,0,0,0,-0.186788837981747,0,0,0,0,0,0.103812375794586,0,0,0,0,0,0,-0.299035383088767,0,0,0,0,0,0,0,0,0.0721850385721073,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0742533345427355,0,0,0,0,0.427198792045396,0,0,0,0.0726688723250764,0,0,0,0,0,0,0.0445837254017498,0,0.0573034194307095,0.0481992792367429,0,0,0,0.151455750907326,0,0,0,0,0,0,0,0,0,0,0,0,0.0191019693836358,0,0,0,0,0,0,0,0.0669157926429741,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.175450110969441,0,0.148693191854338,0.0489298496408375,0,0,-0.125355278796348,0.0659972985222999,0,0,0,0,0,0,0,0.115257216827629,0,0,0,-2.16840434497101e-19,0.204657778327073,0,0,0,0,0,0,0,0,0,0,0,0,-0.0742606740435032,0.323206071114038,0,0,0,0,0.0947876083268861,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0591717323603612,0,0.156760467671569,0,0,-0.235053951416186,0,0.146895665811078,-0.138563715877597,-0.0540800979678433,0,0,0,0,0,0,0,0,0,0.214383682533817,0,0,0,0,0,0,0,0,0,0.308062498465361,0,0,0,0,0,0,0,0,0,0.193312890618942,0,-1.73472347597681e-18,-0.0599756685901858,0,0,0,0,0
X601628.CH.EQUITY,0.12140600939679,0,0,0,-0.112644747056486,0.0938525414234479,0,0,0,0.0269746731192988,0,0,0,0,0,0,0,0,0,0.184075561934169,0,0,0,0,-0.0730984683217562,0,0,0.0857981939784064,0.548672440109936,-0.150039940503969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316851250897746,0,-3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0.191856417889814,0,0.0660659141756763,0.391541685401927,0,0,0,0,0,0.0906540842109343,0,0,0.184874664329899,0,0,0,0,0,0,-0.0422464672064068,0.0357309653527959,0.0575396095803551,0,0,0,0,0,0,0,0,0.0349572463742057,0,0,0,0,0,0,0,0,0,0.0696588610285517,0,0,0,0,0,0,1.0842021724855e-19,0,0
X5.HK.EQUITY,0,0.496052995252326,0,0,0,0.0212304219739291,0.0714164928515206,0,0,0,0,0.0667566553384022,-0.0628899548113138,-0.23781010208514,-0.151380472028367,0,0,0,0.0527247333818478,0,0,0.267719751019495,0,0.167548193552776,0,0,0,0,0,0,0,0.100767268336693,0,0,0,0,0,0,0.0954715036540146,-0.0347350111869503,0,0,-0.196400493994468,0,0,0,0,0.0853979293039056,0,0
X388.HK.EQUITY,0,0,-0.00687617108624345,0,-0.257150430179209,0.0947202464507682,-0.184407546415035,0,0,0,0,0,0,0,0,0,0,0,0,0.445183929207252,0,0,0,0,0,0,0,0,0,0,0,0,0.065316606525647,0,0,0,0,0.135351294111929,0,0,0,0,0.303255279126413,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.129803774739995,0,0,-0.0744162911142574,0,0,0.0447713169508797,0,0,6.93889390390723e-18,0.23783333319591,0,0,0,0,0,0,0,0,0,0,0.0220788210848851,0.106125377037559,0.391598133332319,0,0,0.0332946805679509,0,0.0435579362185654,0,0,0,0,0,0,0,0.00485296673250309,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,-0.31179364415467,0,0,0.173899330840925,-0.0347985049289327,0,0.36234085609343,0,0,0,0,0.144201490824106,0,0,0,0.106850267577076,0,0,0,0,0,0,-0.140333353004107,0,-0.104636731546744,0,0,0,0,0,0,0,0,0,0,0,0.3551545898988,0,-0.0179496877909966,0,0.216381273738458,0,0.0981173158845578,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0981134432161766,0.251975862306657,0,0,0,0,0,0,0,0,0,0,0.0355460564404671,0,0,0.451053779977101,0,0,0,0,0,0.00265590205340126,-0.0417945059846066,0,0,0,0,0,0,0,0,0,0,0,-0.118409072876217,0.329061181080283,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.00305377387420622,0,0,0,0,0,0.0222956231177601,0,0,0,0,0.0479760191372935,0,0,0,0.103368381473458,0.215186226177448,0.0319039361257027,-8.67361737988404e-19,0,0,0,0,0.185704159325196,0,0.000543568075956847,0,0,0.00845130443659467,0,0,0,0,0,0,0,0,0.00848141246697039,0.336006685057557
X601601.CH.EQUITY,0,0.438546726489311,0,0,0,0,0,0.0811276522075926,0.0715447075027547,-0.00641580730762086,0,0,0.196835901505165,0,0,0,0,0,0.29165094303262,0,0,0,0,0,0,0,0,0,0,0,-0.0677832643398634,0,0,0,0,0.0200501193818205,0.0568693587603294,0,0,0,0,0,0,-0.0477295170438369,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0707724915016768,0,0,0,0,0.0334808572528501,0,0,0,0.165422123254866,0,0,0,0,0.241892612170746,0,0,0,0,0,0.111848491891186,0,0,0,0.00411715727988209,0,0,0.0951777695853069,0.0977935437315885,0.0950892348571879,0,0,0,0,0,0,0,0,0.0414536595548946,0.00751547677834179,0,0.0928826053400463,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0929886519849149,0,0,0,0,0,0,0,0,0,0,0.509843646944624,0,0,0,0,0.0220678980759924,0,0,0,0,0,0,0,0,0,0,0,0,0.05180854280717,0,0,0.0499538370034904,0,0,0,0,0,0,0.0197397609108865,0,0.0113482147114523,0.0554813648589766,0,0,0.00723212640835159
X601066.CH.EQUITY,0,0,0.0584886071446123,0,-0.103995099972012,0,0.105874677679494,0,0,0,0,-3.46944695195361e-18,-0.0440251310387805,0.497055534763797,0,0,0,0,0,0,0.161590392572023,-0.170128680138844,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0103586692973225,0,0,0,0,0,0,0,0,0,0,0.156376640581672,0,-0.0198369348411978,0,0,0,0.125956991592996,0
X601319.CH.EQUITY,0,0.298829390269474,0,0,0,0,0,0.004658752602794,0,0,0,0,0,0,0,0,0,0,0,0.146792885539613,0,0,0.0603459860093685,0,0,0,0,0,0.11531840064914,0,0,0,0,0,0,0,0,0,0,0.0391412477212791,0.0707175061262295,0,0,0,0,0.0277235081114486,0.204461992659472,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0.0421054867232295,0,0,0.0879513221477018,0,0.0354134326950243,0.0247317826855972,0,0,0,0,0.191671814825322,0,0,0,-0.0250153942407219,0,0,0,0,0,0,0,0,0,0,0,0,0.596894908415835,0.103901548877857,0,0,0,0,0,0,0,-0.0966956273527723,0.00266074110487668,0,0,0,0,0
X601998.CH.EQUITY,0,0,-0.0515180665154801,0.458062722302756,0.0791139620029384,0.11705571883831,0,0,0,0,-0.0745382437708255,0,0,0,0,0,0.0570616338896723,0.254294207903703,0,0,0,0,0,0,0,0.419726244250304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238825734774743,0,0.119146283627923,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0688377010057479,0.694097845836381,0.0609120572168666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284414142712733,-0.0291174634909319,0,0,0,0,0,0,0.133112393671793,-0.100097810556172,0,0,0,0,0,0,0,-0.0951027802463299,0.161076941321181,0,-0.0324398802076481,0,0,0,0.0531986187364943,0,0.0287760929413674
X600016.CH.EQUITY,0,0,0,0,0,0,0.0270550466760083,0,0,0,0,0,0,0,0,0.108264530978269,0.240042653768835,0,0,0,0.0169165260970147,0,0,0,0,0.0136421247367766,0,0.233184309828414,0.216106140037615,0,0,0,0,0,0,0,0,0,0,0.404837642584918,0,-0.091208213177409,-0.554831355934778,0,0,0.121337009619483,0,0,0,0
