,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X601916.CH.Equity,X2884.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601009.CH.EQUITY,X5880.TT.EQUITY,X2880.TT.EQUITY
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.698602093973418,0,0,0,0,0,0,0.104180340092591,0,0.0422672277869771,0,0,0,0,0,0,0,0,0,0.0730276370485853,0,0,0,0,0,0,0,0,0,0.0150150186012151,0,0,0,0,0.0397343881122484,0,-1.73472347597681e-18,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.525611422967069,0,0,0.164853113706513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12573694192218,0,0,0.117023410692817,-1.38777878078145e-17,0,0,0,0,0,0,0.00434137405244994,0,0,0.0811432713427165,0,0,0
X388.HK.EQUITY,0,0,0,0,0.153430237712887,0,0,0.0175750606232191,0.0100180203253469,0,0,0,0,0,0.00555700464038006,0.0730296160349905,0,0,0.577796598246629,0,0,0,0,0,0,0.0108227082977759,0,0,0,0,0,0,0,0,0,0,0,0.0750953954326274,-0.0691874039973942,0.0594287853178211,0,0,0,0,0,0,0,0,0.158310426192822,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.273855440078325,0,-0.125873497558226,0,0,0,0.0912564883531221,0,0,0,0,0.108779709431673,0,0,0,0,0,0,0.271670219202672,0.224518620547882,0,0,0,0,0,0,0,0,0,0.117708818800247,0,0,0,0,0.0601918274862855,0,0.0701656857088587,-0.0311202762438401,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.0413224099910446,0,0.130633831101898,0,0,0.0186128366312364,0,0,0,0,0,1.38777878078145e-17,0,0,0.00844946699900422,0,0,0,0,0,0,0.0883668877869237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53670942412152,0,0.067007958787698,0,0,0.147259412906381
X11.HK.EQUITY,0,0.090346848595549,0.0057678128382243,0,0.154708321088095,0,0,0.136926854744081,-0.113382943306839,0,0,0,0,0.0502619521420685,0,0,0,0,0.602197755620811,0,0,0,0.00674487952358091,0,-0.0445271151946513,0,0,0,0,0,0,0,-0.00597178998455631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.0703492998278987,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.177279871009413,0,0,0,0,0,0,0,0,0.183009091399731,0,-0.123337986137202,0,0,0,0,0.442774512216074,0,0,0,0,0,2.77555756156289e-17,0.0276943162863337,0,0,0.144558516186506,0,0,0,0,0,0,0,-0.0276203259898323,0
X2388.HK.EQUITY,0,0,0,0,0.0905377926875753,0,0,0,0,0,0,0,0.0632426868359416,0,0,0,0.528150204342534,0,0,0,0,0,0.107602548203319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132421356720462,0.102212016249348,0,0,0,0,0,0.0552994300633674,0,0,0,0.0636868075817606,0,0
X600016.CH.EQUITY,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.471897479015663,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0979614330813017,0,0,0,0,0.130196618037243,0,0,0,0,0,0,0,0,0.144804575774786,0,0,0,0,0,0.0918830262322106,0,0,0.0701578074346364,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237980637923907,0,0,0,0,0,0,0.0784261406262233,0.514755752982591,0.0180157834422756,0,0,0,0,0,0,0,0.118576359710021,0,0,0.0363491524459505,0,0,0,0,0,0.0159025636157969,0,0,0,0
X601998.CH.EQUITY,0,0,0.368138249161817,0,0.0316059602132851,0,0,-0.0145050946692774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956704109110456,0,0,0,0,0,0.0970381996961295,0,0,0.243077310875634,0,0,0,0,-0.0556608595796882,0,0,0,0.218431861312126,0,0,0,0,0,0,0.0849703078830123
X267.HK.EQUITY,0,0,0,0,0.286743508654361,0,0,0.107592617578496,0,0,0,0,0,0,0,0,0.0669166875142843,0,0.114052896275651,0.111714067502842,0,0,0,0,0,0,0,0,0,0.0480317949927307,0,0,0,0,0,0,0,0,0,0,0,0,0.207645061288032,0,0,0,0,0,0.0900798293339035,0
X601066.CH.EQUITY,-0.0276213934233187,0,0,0,0,0,0,0,0.048070419613773,-0.070916997296173,0,0,0,0,0,0,-0.111788063071699,0,0,0,0,0,0,0,0,0,0,0,0,0.0997447736014907,0,0,0,0,0,0,0,0,0,0.716991353014817,0,0.326898384543108,0,0,0.129068779928513,0,0,-0.261546535717812,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494970229350713,0,0,0,0,0,0,0,0,0.0425708729310915,0,0,0,0,0,-0.0890641091811186,0.0619684937256962,0,0,0,0.00397595384901244,0,0,-0.113812731720845,0,0,0,0,0,0,0,0,0,0.84054569328605,0,0
X002142.CH.EQUITY,0,0.329060412815858,0,0,0,0,0.400556395451153,0,0,0,0,0,0,0.166260382737871,0,0,0,0,0,0,0,-0.0910920519930783,0,0,0,0,0,0,0,-0.0232643554617705,0.233960586330266,0,0,0,0,-0.120447392398436,0,0,0,0,0,0.154076511697221,0,-0.0286120224574902,-0.15470918363779,0,-0.230538030262717,0.0930064705173601,-0.0122140533341107,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648527492527104,0.186755908246661,0,0,0,0,0,0,0.00557149629020424,0,0,0,0.0610266812966117,0,0,0,0.0938896253594608,0.120171657542198,0,0,0.174864736181277,0,0,0,0,0,0,0,0.226780703312216,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586383998738051,0.396261061271223,0,0,0,0,0,0,0,0,0.0609049470781187,0,0,0.0563687311946198,0,0,0,0.184104563890018,0.0272581552573787,0,0,0,0.117512934345025,0.0814418828980416,0.0110401121048506,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0.0536729824167909,0,0,0.0482767879585729,0.0238242737384506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010132693513639,0,0,0,0,0.242872685514781,0.204303843614439,0,0,0,0,0,0,0,0,0.142601160636181,0,0,0.130829712750112,0,0,0,0,0.118014860961775,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0.065831319626886,0,0,0,0.0254023251703647,0,0,0,0,0,0.213514187356198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166705874482326,0,0,0,0.249030362575629,0,0,0,0.166582702667684,0,0,0,0,0,0,0,0,0,0,0.0407533668446204
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018757815072241,0,0,0,0,0,0.0302187821385467,0.0556494541845512,0.0496607980164753,0,0,0,0,0,0,0,0.485344724881828,0.176501169729507,0,0,0,0,6.93889390390723e-18,0,0.198368907630417,0,0,0,0,0,0,-0.0209845376930877,0
X601229.CH.EQUITY,0,0,0,0.205587316990171,0.26729720633749,0,0,0,0.000555174504441092,0.0906990080152158,0,0,0,0,-0.0444221260471173,0.0208822673567343,0,0,0,0,0,0,0,0.0968091921357962,0,0,0,0,0,0,0,0,0,0,0,0.07112800915572,0,0,-0.146063433783008,0,0,0.215989223011226,0,0,0,0,0,0.250029734687905,0,0
X601169.CH.EQUITY,0,0.0817777068162616,0,0,0,0.147130225610688,0,0.0940344349392112,0,0,0.100027274196471,-6.93889390390723e-18,0.116303436126396,0,0,0,0,0,0,0,0,0,0,0.0156026963743292,0,0,0,0,0,0,0.196582357265106,0,0,0.242120027842298,0,0,0,0.0554407667226772,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0313118277037607,0,0,0,0,0,0.0832174141535419,3.46944695195361e-18,0,0,0,0,0.108537910020573,0,0,0,0,0,0.206804954136533,0,0.0885992115666465,0,0.0982582552268673,0,0.206215811783858,0,0,0,0,0,0.0286806094176028,0,0,0,0,0.142559349600314,0,0
X2881.TT.EQUITY,0.342646146108098,0,0,0,0,0,0,0,0,-0.0288946009251002,0,0,0,0,0,0,-0.0359347399312814,0,0,0,0,0,0,-0.0779197621947562,0.00218297775030188,0,0,0,0,0.392537938313905,0.447810454165677,0,0,0,0,0,0,0,0,0,0,0,0,0.022437355624712,-0.325103381775143,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0906892583750258,-0.0338948820454862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040636161200245,0,0.527287325408922,0,0.0523277086526648,0,0,0,0,0,0,0,0,0,0,0.3182432406828,0,0.0160693903901956,-0.000523506262933546,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818710638279483,0,0,0,0,0,0.0120340544497567,0,0.401421243273183,0,0,0,0.191499726239885,0,0,0.228239074656039,0,0,0,0,0,0.0825084000093534,0,-0.0479858551537856,0.0712147142112117,0,0.0137576311765005,0,0,0
X2891.TT.EQUITY,0,-6.93889390390723e-18,0.127318927122247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938878274356455,0,0,0,0,0,0,0,0,0.046216920063578,0,0,0,0,0.4639817438183,0
X2886.TT.EQUITY,0.177923900922608,0,0,0,0.226002523801352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318158903823925,0,0,-0.370103268725564,0,0,0,0,0,0,0,0,0.0367415849544205,-0.358901917710046,0,0.134489115598288,0,0,0,0,0.0918233361613969,0.224177718257692,0,-0.00852477178290731,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,-0.00624954889504834,0,0,0,-0.09884471049558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109370536877912,0,0,0,0,0.0867797532928232,0,0,0,-1.38777878078145e-17,0,0,0.206993126144091,0.293246169433154,0,0,0,0,0,0,0,0.0812664815451411,0.354404859158168,0,0,0,0.0347326935049084
X002736.CH.EQUITY,0,0,0,0,0,0,0.0224019950029874,0,0,0,0,0,0,0,0.0865513788475507,0,0,0,0,0,0,0,0,0.171476333091148,0,0.0381219289637892,0.0409577474136202,0,0,0,0,0,0,0,0,0.0910694238477885,0.387517111134007,0,0,0,0,0.0264420482805283,0.104133433518765,0,0,0,0.0910709029926211,0,0,0
X300059.CH.EQUITY,-0.0140722676639115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026622019056449,0,0,0,0,0,0,0.156170173297594,0,0.0380343819379474,0,0,0.679554172876934,-0.200835448942233,0,0.0696084726846599,0,0,-0.0411842882296287,0,0,0,0,0,0,0,0,-0.0215212294065794,0.0310242087004388,0,0.128237283308158,0.122358139855649,0,0
X601916.CH.Equity,-0.014100503336968,0.0669437143430287,0,0,0,0,-0.326562149290628,0,0,0.0905295640711532,0,0,0,0.17076008698436,0.0331153167256079,0,0,0,0,0,0,0.859507218315865,0,0.136186153701884,0,0,0,0,0,0,0,0,0,0,0,0.0263905052598224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0.165116530676401,0,0,0,0.0946113637033472,0,0,0,0,0,0,0,0,0,-0.318441871537798,0,0.261163041992324,0,0,0,0,0,0,0,0,0,0,0,0,0.174972182578754,0.333722795102754,0,0,0.00722124442444557,0,0,0,0,0.141540919574031,0,0.145056854074567,0
X601881.CH.EQUITY,0,0,0,0,0.215679651003636,0,0,0,0,0,0.30778262530134,0,0,-0.16220406185436,0,0,0.141631744343493,0,0,0,0.357748393938984,0,0,0.0886312162393987,0,0,0.0812165396167224,0,0,0,0,0,0,0,-0.48092625863444,0,0,0,-0.0925495389077897,0,0,0.255325228861927,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.243082176317761,0,0,0,0,0,0,0,0,0.0719822671354235,3.46944695195361e-18,0,0,0,0,0,0,0.355949814446879,0,0,0,0,0,0,0,0,0,0,0,0.0265953142728105,0,0,0,0,1.38777878078145e-17,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.198015767057329,0
X2892.TT.EQUITY,0,0,0,0,0,0,0.060236211396355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456096233263244,0,-0.157859137765364,0,0,0,0.133632573147012,0,0,0,0,0,0,0,0,0.195486528876131,0,-0.130984520081417,0,0,0.541897063702087,0
X601009.CH.EQUITY,0,0,0.145936365302705,0.15090906962931,0,0,0,0,0,0,0.0632548388665217,0,0,0.02129995234628,0.0598522868820357,0,0.0409734025022415,0,0,0,0,0,0,0,0.196439716457717,0,0,0,0,0,0,0.0647800424869594,0,0.158860943103483,0,0,0,0,0,0.0815358025383353,0,0,0,0,0,0,0,0,0,0
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316778085072335,0,0,0,0,0,0,-0.00841358666204875,0,0,-0.0105351688876517,0,0,0,0,0,0,0,0,0,0,-0.111314843053991,0,0,0,0.107121827422314,0,0,0,0,0.42394529626068,0,0.109990962575748,0,0,0,0.144530199340825
X2880.TT.EQUITY,0,0,0,0,0,0,0.0975839989824826,0.0863233870280333,0,0,0,0,0,0,0,0,0,0,0.0346189416922763,0,0,0,0,0,0.144141543551629,0,0,0,0,0.136700029668077,0,0,0,0.0159096335376299,0,0,0,0,0,0,0,0,0,0.0898848118702227,0,0.194179333264062,0,0,0.0853858231081994,0
