,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY
X2882.TT.EQUITY,0.0441901987566653,0,0,0,0.220996556369596,0,0,-0.0273364759289977,0,0,0,0,0,0,-0.0319536991968147,0,0,0,0,0,0,0,-0.0514598813529419,0,0,0.17458849218884,0,0,0,0,0,0.0459246165398413,0,0.0192428719296594,0.534713541243871,0,0,0,0,0,0,0,0.0319888621931601,0,0,3.46944695195361e-18,0,0
X000166.CH.EQUITY,0,0.0422876588651239,0,0,0,0,0,0,0.0467094263641856,0,0,0,0.064280609816208,0,0,-0.0137678275782127,0,0,0,0,0,0,0,0,0,0,0,0.135875378214188,0,0,0,0,0,0,0,0.199347775554082,0.110458431902017,0,0.0926960655468808,0,-0.0489936171376583,0,0,0,0,0.390501574180367,0,0
X600015.CH.EQUITY,0.0325460742141534,0,0,0,0.0234128665551717,0.107990928897372,0,0,0,0,0,0.09586570099606,0,0,0,0,0.151327450057977,0,0,0.132519131532834,0,0.0345819895195895,0,0,0,0,0,0,0,0,0,0,0,0.492861454597158,0,0,0,0,0,0,0,0,0,0,0.0355114005384966,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4815235296116,0,0,0,0,0,0,0,0,0,0.0637186723703085,0,0,0,0,0,0,0.186541483373795,0,1.04186195139324,0,0,0,0,0,0,0,0.170408365930505,0,0,-0.365791484650493,0,0,0,0.0952193574978279
X2881.TT.EQUITY,0,0,0,-0.0189904715653783,0,0,0,0,0.207777900269265,0,0,0,-0.537490722871562,0,0,0.253585710681835,0,0,-0.0697033910712286,0,-0.027632633563836,0,0,0,0,0,0.278832307494375,0.398167824925763,0,0.252891876637057,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0862689095281661,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0.0160350932961616,0,0,0,0,0,0,0.167983392696574,0,0,0.131158435459341,0.31957625935404,0,0,0,0,0.0051237886330067,0,0,0.164571080612748,0,0,0,0,0,0,0.0739051831442783,0,0,0,0,0,0,0,0,0,0.00374859884563282,0.0441078537556518,0,0,0,0
X300059.CH.EQUITY,0,0,0,0.000191695327450099,0,0,0,0,0,0,0,0,0.0481204427930131,0,0,0,0,0,0,0,0.0911088944210579,0,0,0,0,0,0.0760880695692726,0,0,0.231978128001126,0,0.333748060708152,0,0,0.061440464034169,0,0,0,0,0,0,0.181637083966804,0,0,0,0,0.130059026133578,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.171616158560569,0.18529010432176,0,0,0,0.0939562254727251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178094622382471,0,0,0,0,0,0.0469051712808654,0,0.0250273692168456,-0.0442801323986961,0.268093765659299,0,0
X000776.CH.EQUITY,0,0,-0.05507671112348,0,0,0.0585524364284992,0,0,0,0,0,0,0,0,0,0,0.0365286550452852,-1.73472347597681e-18,0.0627486844881362,0,0,0,0,-0.0765082166491942,0.45351894312208,0.173042323994795,0,0.0363321698304881,0,0,0,0.213653391925965,0,0,0,0,0,0,0,0,0,0,0,0.0127165126715936,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0.0677757271299289,0.119374645574991,0,0,0,0,0,0,0,0,0,0.311093777640099,0,0,0,0,0,0.450439983379287,0,0,0,0,0,0,0,0,0,-0.11751656123645,0,0,0,0,-0.478459173121351,0,0,0,0.0508254294283609,0,0.0567523574174011,0,0,0,0,0
X2886.TT.EQUITY,-0.0815595544430309,0,0,0,0,0,0,0,0,0,0.0573839158801113,0,0,0.0123935928745913,0.0797913309421696,0,0,0,0,0,0,0,-0.146927980141643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103967291723407,0,0,0,0,0,0,0,0.0232939804289941,0.0198894272642169,0.89634098619094
X601881.CH.EQUITY,0.00441571475144255,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.127891403970008,0,0,0,0,0.0627784976177157,0.0502987794067244,0.0393878640822388,0.25978640032138,0,0,0,0.0114675097094428,0,0,0,0,0.3673951004044,0,0,0,-0.129986136256878,0.053835836892038,0,0,0,0,0,0,0,0,0.194749276356215,0,0
X600919.CH.EQUITY,0,0.20662426025684,0,0.0670681797499098,0,0.350427112118487,0.239813046213659,0,-0.910968389474815,0,0,0,0,-0.0143388032674651,0,0,0,0,0.108657103776645,0,0,0,0,0.0651805096381608,0,0.489664910403526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708950349755576,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0.0434777391665178,0,0,0,-0.0280354381078278,0.0112658637983863,0,0,0,0,0,0,0,-0.0316816266592932,0.145653846489902,0,0,0,0,0,0.147951832840297,0.282503691925011,0,0,-0.2463733346775,0,0.196803046779933,0,0,0.0878366778510566,0,0,0,0,0,-0.16795798568533,0,0.214703660239344,0
X601009.CH.EQUITY,0,0.311952466850609,0,0,0,0,0,0.240508508319442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313674775318982,0.533282618567668,0.107065161077128,0,-0.0604986883184703,-0.0320852897746756,0,0,0,0,0,0,0,0,0,0,0,0,0.154247335196878,0,0,0,-0.366377873303496,0,-0.0144139676471494,0,0
X600958.CH.EQUITY,0,0,0.0501687277218238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217062242249082,0.0115176024518248,0.122074453384769,0,-0.0853153028762678,0.212165682354266,0,0,0,0,0.291221021006115,0.0452347650230501,0,-0.01381298198948,0.041055181411828,0.0874591561691102,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,0,0,0,-0.241152442503776,0.0617812549917449,0.00174905513512936,0,-0.0280549152193287,0,0,0.131235921423046,-0.0669517873056641,-0.0732353513564862,0,0,0.0803015157215868,0,0,0,0,-0.0952295556784731,0,0,0,0,0,0,0,0,0,0,0,0,0.25706583082717,0,0.163101130073524,0,0,0,0,0.168564599549476,0,0,0,0
X2892.TT.EQUITY,0.0236450890869403,0,0,0,0.177387158874997,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0749956947725814,-0.0142478801968596,0.0736735647774091,-0.00460387342949061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590588117763811,0.776266460754416,-0.0519596458306716,-0.00172729298205497,0,0,0,0,0
