,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,-0.277488370520357,0,-0.229085988618331,0,0,0,0,0,0,0,0,0.738950563073401,0,0,0,0,0,0,0,-0.13250590554448,0,0,0,0,0,0,0,0,0.724750853831286,0.128962799543422,0,6.93889390390723e-18,0,0,-0.269431099214129,0,0,0,0,-0.236713824379001,0,0,-0.0535857696414767,-0.0466213766996462,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0130160835451014,0.0284784642425066,0,0,0,0.257774668595588,0,0,0,0,0,0,0,0.0599316576310693,0,0,0,0,0,0.339425111358479,0,0,0,0,0,0,0,0,0,0,0,0.0832058022876594,0,0,0.033260989617073,0,0.00528017968426776,0,0,0
X601939.CH.EQUITY,0.171127237520889,0,0,0,0,0,0,0.221178606382984,0,0,0,0,0,-0.385608154738771,0,0,0,0,0,0,0.0678628760983119,0,0,0,0,-0.263880617461195,0,0,0.55436224764831,0,0,0,0,0,0,-0.113530403830056,0,0,0,0,0,0,0,0,0.553577646778012,0.0350355509946477,-0.228251505103311,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.182496764920636,0.179742311673589,0,0.732949233713764,0,0.151662666357732,0,-0.305856079208341,0,0,0,0,0,0,0,0,0,-0.78085178047397,0,0,0,0,0,0,0.291837888073333,0,0,0,0.0783944964207592,1.38777878078145e-17,0,0,0,0,-0.043119065242665,0,0,0,0,0,-0.286667103447607
X5.HK.EQUITY,0,0,0,0,0,-0.0163670303860397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468198368450565,0,0,0,0,0,0,0,-0.0117365273389797,0,0.113361992789457,0,0,0,-0.0975294611260866,0,0,0,0,0,0.218771259395119,0,0,0.120564539046812,0,0,0.103608220947783,0.104849442653374
X601988.CH.EQUITY,0.172429220075628,0,0.0386257995484334,0.588185553396258,0,0,0,0,0,0,0.101743976479348,0.0334607553269187,0,0,0.122549782397641,0,0,0,0,0.0180855043313904,0,0,0,0,0,0,0,0,0.16779454280347,0,0,0,0,0,0.0510065511959274,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0585084971103238,0,0,0,0,0,0,0,0.194304934643757,0.0841963868168023,0.295345496177137,0,0.0361657691147812,0,0,0.109480235278125,0,0,0,0,0,0.122566848309014,0,0,0,0,0.0639749143830825,0,0,0,0,0,0,-0.0887874373748956,0,0,0,0,0,0,-0.0556821747981816,0.260186412574792,0.0137641805452827,0,0,0.103658919847518,0
X1299.HK.EQUITY,0,0.0556327953068414,0,0,0.121229263386843,0,0,0,0.176781124041813,0,0,0,0,0.0116652494477659,0.0861432368138095,0.0842117939727643,0.222886099119655,0,0.133255403073674,0,0,0,0,0,0,0,0,0,0,-0.089378108873963,0.0215171288767032,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0199451614287246,0.0494432887509792,0,0,0,0,0,0,0.0455629123874272,0,0,0.367988654248883,0,0.0450020771563607,0,0,0,0,0,0,0,0,0,0,0.0741578249273883,0.103999781688778,0,0,0,0,0,0,0,0,0,0.0918176473076605,0.102418442122561,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.198975600222409,0.360360165814165,0,0,0,0.23502163805302,0,0,0,0,0,0,0,0,0.23210104246217,0.0412120043405366,0,0,0.0474138346979867,0,0,0,0,0,0,0,0,0,0,0,0,0.116958005984945,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.221063830441162,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.245338682844765,0,0.184985118370307,0,0,0.195810129045029,0,0,0,0,0.363167749485584,0,0,0,0,-0.109925764334603,0,0,0,0,0.0903710539280554,0,0,0,0,0.241977199938131,0,-0.141478286552606,0,0,0,0,0,0,0,0,0,0.0859863276507774,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,-1.38777878078145e-17,0.356404745404033,0,-0.14641409530967,0.0754647370030783,0.0706988691485191,0,0,0.470018598465046,0,0,0,0,0,0,0,0,0,0,0,-0.0132788948194027,0,-0.195156229684699,0,0,0,0,0.0998369455287414,0.186888869615427,0,0,0,0,1.73472347597681e-18,0,0,-0.0365308551427848,0.164804942320331,0.102225901214601,0,0,0.0264050992675136,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0483373440377798,0,0,0,0.318186393060862,0,0.124901287693036,0,0,0,0,0.109790932049925,0,0,0,0,0,0,0,0,0.01878775826557,0,0.214005047397294,0,0,0,0,0.128434087054129,0,0,0.104311718536088,0.017324701294994,0.10535122860446,0,-0.00328586300235317,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.224239979334673,0.109501054647213,0,0.55403555301009,0,0,0.0469881134692027,0,0,0,0,0,0,0,0,0,0.138499506988872,0.055142419057359,0,0,0,0,0,0,0,0,0,0.139558340063147,0,-0.026677941778164,0.0903212653682637,0,0,0,0,0,0,-0.214360234225978,0,0,0,0,0
X11.HK.EQUITY,0.0386611946375096,0,0,0,0.0898315921669318,0.274269592245885,0,0.0388285195768504,0,0,0,0,0,0,0,0,0,0,0.410125141004757,0,0,0,0,0,0,-0.145594877219321,0,0,-0.0506861448051385,0,-0.124139856701482,0,0,0,-0.10442564288259,0,0,0,0,0,0,0,0,0.0696521688519794,0.0805578348179101,0,0,-0.0251344321130769
X267.HK.EQUITY,0,0,0,0,0,0,0.190069902398504,0.0252903097302967,0,0.0446731962700806,0,0,0,0,0.0560933182929885,0,0.244355321071429,0,0,0,0,0,0,0,0,0,0,0,-0.0135307636477037,0,0,0,0,0,0,0,0,0,0,0,0,0.053587298038655,0.106101233375856,0,-0.0641117630122537,0,0,0.174214608288024
X388.HK.EQUITY,0,0,0,0,0,0,0,0.635172382447792,0,0,0,0,-0.125399870677549,0.164499925388701,0,0,0,0,0,0,0.0245815859603234,0,0,0,0,0,-0.367115188321982,0,0,0,-0.0507994220524912,0,0,0,0,0.446337941641624,0,0,0,0.0607974731849304,0.0144371084908386,0,1.73472347597681e-18,0,0,-0.0195968634533246,0,0
X600030.CH.EQUITY,0.0754150295572647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0259397458321257,0,0,0.0258741790151981,0,0,0,0.246176321498023,0,0.0531739635252312,0,0,0,0,0,0,0,0.233717604817543,0,0,0,0,0,0.295102820047198,-0.0381721348316014,0,0.173539843785941,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.333686831548995,0.0369056235976056,0,0,0,0,0,0,0,0,0.630751606320599,-0.0993834268283864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318637870250028,0,0,0,0,0,0.0260486333355777,0,0,0,0,0.145619060706969,0,0.215313391412795,0,0.0592110895885609,0,0.143021343513662,0
X600016.CH.EQUITY,0,0,0,0,0.0538994607878071,0.159855957392073,-0.0918368051495736,0,0,0.14196589188258,0,0,0,0,0,0,0,0,0.136132810115576,0,0,0,0,0,0,0.334848795992605,0,0,0,0,0,0,0,0,0.0121858986165196,0,0,0,0,0,0,0,0.140542639214355,0,0,0,-0.776569739266357,0
X601998.CH.EQUITY,0,0,0,0,0.33435311815242,0,0,0,-0.0991209096038133,0,0,0.0350630998168786,0.480742484122043,0,0,0.0755031576164836,0,0,0,1.35525271560688e-20,0,0,0,0,-0.0953257437049102,0,0,0,-0.0249506918103015,0,-0.478990390207014,-2.71050543121376e-20,0,0.0611480159528817,0,0,0.339263814614541,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.148981291804921,0,0,0,0.134354182011236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055240310317735,0,0,0.0384204888598312,0,0.193412892862841,0.132246457315108,0,0,0,0,-0.0127806607298988,0,0,0,0,0.189901699607345,0,0,0,6.93889390390723e-18,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.106690601424836,0,0.316345560171591,0.541292352884106,0,-0.0592228335009103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300268884209092,0,0,0,-0.0378922606756684,0,0,0,0,0,0,-0.0830290048278255,-0.455968269286784,0,0,0,0,0,0.55336698339863,-0.45230628386369,0,0,0,0,0.0863051697131297
X601066.CH.EQUITY,-0.0988345025531554,0,0,0,-0.114398983761696,0,0,0,0,0,0,0,0,0,0,-0.00808632826952025,-0.299671578368669,0,3.46944695195361e-18,0,0,-0.0531646130425298,0.363378584836072,0,0,0,0,0,0,0,0,0,0,0,-0.15861264301352,0.317534358808877,0.101278121436819,0,0,0,0,0,0,0.00986032380208854,0,0,0.0536597412555882,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0130926420282179,0,0,0,0,0.107195104382441,0,0,0,0,0,0,0,-0.142495526469306,0,0,0,0,0,0,0,0,0,0,0.0753662390679637,-0.0696816959522756,0,0.386460881180594,0,0.313650795705825,0.0361648877540269,0,0.268151328012309,0,0,0,0,0,-0.0585524094292048
X601211.CH.EQUITY,0,0,-0.0142579061375385,0,0,0,0,0,0,0,0,0,0.13387114984112,0,0,0,0,0.13685100121814,0,0.0305513007475869,0,0,0,0.0439573231856899,0.00217837029341855,0,0.049219062628667,0,0,0,0,0,0,0,0,0.25712229498424,0,0,0.140155397043071,0,0,0.167269869843248,0.00457409385565009,0,0,0,0,0.0598668758464021
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0.129417622707809,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.354109476807912,0,0,0,0,0,0,0,0,0.012055439256415,0,0.239091881461796,0.122572793305688,0,0,0,0.0863961953835859,0,0,0,0,0.0537616380339978,0
X601336.CH.EQUITY,1.73472347597681e-18,0,0,0,0,0,0.0963278112787932,0,0,0,0.0670375289489626,0,0,0,0,0,0,0,0,0,0,0,-0.089566154880917,0,0,0.310952912288239,0,0,0,0,0.0967059060071145,0.307934934634785,0,0,0.135915924735107,0,-6.93889390390723e-18,0.0219255511080071,0,0,0,0,0,0,0.114810959444717,0,0,0
X002142.CH.EQUITY,0,0,0.287286580648266,0,0,0,0,0,0.120113100743705,0,0.0782682671613089,0,0,0,0,-0.0592613915730876,-0.0944782302296853,0,0,0,-0.122937662273738,0.474920293085888,0,0,0,0,0,0,0,0,0,0,0,0,0.130447924519521,0,0,0,0,0,0,0,-0.0197118839727251,-0.10229768109539,0.0514163999961878,0.113623042936321,0,0
X601229.CH.EQUITY,0.450490787807678,0,0,0,0,0,-0.0913874311095628,0,0,-0.0335285760206471,0,0,0,0.0537729377996576,0,0,0,0,0,0,0,0.241461495784677,-0.00370088318031373,0.0943639257614023,0,0,0,0,0.0585213857810316,0,0,0,0,0,0.156528496260983,0,0,0,0,0,0,0,0,-0.133285750666247,0,0.200923131708655,0.144833670423201,0
