,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X601696.CH.Equity,X2891.TT.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.135574826377473,0,0.00750601453742909,0.0153811023552147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263104323067815,0,0,-0.151423663558405,0,0,0,0.330770254745532,-0.189544937282789,0,0,0,0,0,0,0,-0.12185318614293,0,0,0,0.0325118957826024,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-1.38777878078145e-17,0,0.0198856690420543,0.175041083334813,0,0,0,0,0.00581088507467405,0,0,0,0,0,0,0,0.323713059955944,0,0,0,0,0,0.152430768656674,0,0,0,0,0,0.210187705888081,0,0,0,0,0,0,0.0933092482237263,0,0,0,0,0,0,0.0971905432146115,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.794753129324049,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372269688288518,0,0.0541598328153478,0,0,0.00798156250637522,0,0.0445229570494081,0,0,0.0276107588672178,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182080925115958,0.0349869745237103,0.0932261738433038,0,0,-0.0911613548601062,0.0977210855367268,0,0,0
X601288.CH.EQUITY,0,0,0.821727414043305,0,0.0608365431318971,0,-0.0396343917234598,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0815077155596842,0,0,0.0544972942374921,0,-0.0557189381926714,0,0,0,0.0569103326347726,0,0,0,0,-0.0226140097749959,0,0,0,0,0,-0.0335421625893617,0,-0.0873562875909459,0,0.108756151677137,0,0,0
X601988.CH.EQUITY,0.047974677085943,0,0,0,0,0,-0.268991940034526,0,0,0.0180899569833721,0,0,0,0.812569035533186,0,0.131127699906438,0,0,-0.202969338831731,0,0.112487988105054,0,0,0,-0.0868655530715728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780510236559874,0,0.164242605619257,0,0,0.0239046444430227,0,0,0.131242329687247,0,0
X600036.CH.EQUITY,0,0.0439981380767659,0.398409280378208,0.0658746056891566,0,0,0.0200354630159174,0.012910100040265,0.0392871323477424,0,0,0,0,0,0.000699999639782936,0,0,0,0,0,0,0,0.0936612445869103,0,0,0,0,0.371505982667775,0,0,0,0,0,-0.0247360360282284,0,0.0402657929403255,0,0,0,0,0,0,0,0,0,0,-0.085841911449346,0,0,0
X601628.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0112220402586674,0,0.707666532098646,0,0,0,0,0,0,0,0.0439737057573296,0,0,0,0,0,0,0,0.0536065675333739,-0.117677858938875,0,0.344264425045203,0,0,0.245575986338602,0,-0.156950228747765,0,0,0,0,0,0,0.0712752386257192,0,0.0181246464641818,0.0853911308884937,0,0,0,-0.0875425403356996
X1299.HK.EQUITY,-0.00725335994093638,0.0483077575657591,0,0,0,0,0,0,0.335647993794029,-0.0540658040891533,0.251948844587089,0,0,0,0,0,0,0,0,0,-0.01262850672999,0,0.192677393884067,0,0,0,0,0,0,0,0.119916407145712,0,0,0,0,-0.0798117559409771,0,0,0,0,0.14468223163964,0,0.205592717555227,0,0.189529118594367,-0.0390566164855149,0,0,0,0
X5.HK.EQUITY,0,0,0.0535759313251707,0,0,6.93889390390723e-18,-0.0312588910985491,0,0,0,0.0289593431670564,0,0,0,0,0,0,0,0,0,0,0.632824393602365,0.0439112020861463,0,0.0512823166051977,0.173422330872174,0,0,0,0,0,0,0,-0.0956699728232688,4.33680868994202e-19,0.0884558012506927,0,0,0,0,0,0,0,0,0,0.145161856399239,-0.239710066690803,0,0,0
X601658.CH.Equity,0,0,0,0.219078767950447,0,0,0,0,0,0,0,0,0,0,0,0,0.0873661340656559,0.12167028981148,0,0,0,0,0,0,0,0,0,0,0,0,0.21659618345946,0,0,0,0,0,0,0,0,0,0,0,-0.0145944235243173,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.0325756691963799,0,0,0,0,0.303851860878306,0.181455145211408,0,0,0,0,0.0876613776647633,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.62936225063027,0.0266466596697656,0,0,0,-0.0565358015763625,0,0,0,0,0,0,-0.165955555772009,0,0,0,0,0,0,0,0,0,0,0,-0.319097162838432,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.120036105180672,0,0,0,0.0600904331634105,0,0.0530536283300709,0,0,0.306111929189006,0,0,0,0,0,-0.0143084468399842,0,0.0280996097071097,0,0,0.469586183423703,0,-0.0399342140364263,0,0,0,0,0.0201548624159324,0,0,-0.0332504664327553,0,0,0.0259574373592021,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.237257108247744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392806216095435,0,0,0.00516809362470314,-0.0608234019147944,0,0,0,0,0,0,0,0,0,0,0,0.157448646284767,0,0.113320485752384,0,0.00875101785977764,0,0,-0.0116555849100952,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0380918169409419,0,0,0.276335589901525,0,0,0,0,0.0190396776929969,0.00201208888325443,0,0,0,0.198514837860926,0,0,0.0706929115000663,0,0.0715342501293732,0.109829342873281,0,0,0,0,0,0,0.0134838886559546,0,0,0,0,0,-0.00959080601792491,0,0,0,0,0,0.0262865225143769,0,0.235786291971478,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0751186823542324,0,0.0312917026934623,0,0,0,0,0.16819025172993,0.559498815477423,0,0,0,0,0,0,0,0,0,0,0.0231987407717674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0252656761753539,0,0,0,0,0,0.0760478061214283,0,0,0.525507565004461,0,0,0,0,0,0,-0.0539455920781896,0,0,0,0,0.0947729726821873,0,0,0,-0.115770122483101,0,0.204073789699043,0,0,0,0,0.000651212490458758,0,0,0,0.0325504173140606,0,0.00165610342226463,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.172584826727772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187044073055092,-0.020466705158879,0,-0.0356498017881291,0,0,0,0,0.130965803556652,0,0,0,0,0,0.205070830936316,0,0,0.101311626924562,-0.0303372324862993,0,0.270914354636708,0,0,0,-0.0230119102683467,0,-0.120463500501795,0,0,0,0,0
X000001.CH.EQUITY,0,0.23221125892093,0,0,0.0986595886185595,0.0225844136567988,0,0,0,0,0,0,0,0,0,0,0,0,0.134493488794569,0,0,0,0.0874248308958225,0,0,0,0,0.165725269310846,0,0,0.0499328191965678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
