,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.371724303750745,0.129181115356908,0,0.0620662492546507,0,0.110191528745244,-0.0540843806037107,-0.0599937579931783,0.0171533303918299,0,-0.0174668243720869,0,0,0,0,0,0,0,0,0,0.270732492577797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226480418549296,0,0,0.0952344842553058,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.128419996334652,0,0,0,0,0.155237642043149,0.0503091097507733,0,0,0.0571543283590322,0,0,0,0.029329552668931,0,0,0,-2.16840434497101e-19,0.0502734557971518,0,0.0517239682919134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.438581505930948,0,0.0908924257926122,0,0,0,0.026430148715631,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.215312192910347,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0238899763983297,0.0450057570787639,0,0,0,0,0,0,-0.0379148525335201,0.0633382703440049,0,0,0,0.043832883928821,0,0,0,-0.0401060264300179,0
X601988.CH.EQUITY,0.0481178566154649,0,0.484260883056055,0,0,0,0,0,0.036575594486277,0,0,0,0,0,0,0.0731442011362634,0.0764743727474309,0,0,0,0,0.131389677998459,0,0,0.0366746088495294,0,0,0,0.0702958371838473,0,0,0,0,0,0.0350143675443598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.201083785474367,0,0,0,0,0,0,0,0.115659665855394,0,0,0,0,0,0,0.0428662193182958,-0.142625844069549,0,-6.93889390390723e-18,0.560456815450979,0,0,0,0.242761506478988,0,0,0,0,0,0.128646530739018,0,0,-0.245555516678857,0.26660341011827,0,0,0,0,0
X601658.CH.Equity,0,0,0.0433051490610306,0,0,0,0,0.0545486753367492,0,0,0,0,0,0.0329806712342695,0,0,0,0,0,0.246453573654456,0.175522855870749,0,0,0.218680180672881,0,0,0,0.111090303209573,0,-0.00100526831315305,0,0,0,0,0,0.201486422594713,0,0,0,0,0,0,0,-0.185650663551479,0,0,0,0,0,0
X601328.CH.EQUITY,0.0914680926076935,0.0117837168538223,0,0.157729304672472,0,0,0,0,0,0,0.165985661009555,0,0,0,0.210183206719694,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0029722355071797,0,0,0,0,0,0,0,0,0,-0.0694122540311742,0,0.200529920472637,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490709456895207,0,0,0,0,0,0,0.141780608233343,0.167869725795488,0,0,0,0,0,0,0.0902532932217131,0,0,0.121686786100837,0,0,0,0,0,0,0,0,0,0,0.115076008164531,0,0,0.114905162337555
X600036.CH.EQUITY,0,0.0746930571351972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408039503184741,0,0,0,0,0,0,0.0599037518567643,0,0,-0.0971207191040532,0,0,0,0,0,0,0,0,0,0,0,0,0.343211971062432,0,0,0,0,-0.00776836026928594,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.153641225989354,0,0,0.0127526815123614,0,0.174536953266411,0,0.0563828416405232,0,0,0.153947784361622,0,0,0,0,0,0.162209482112405,0,0,0,0,0,0,0,0,0,-0.257886980605377,0,0.127275974611329,0,0,0,0,0,0,0,0,0.0317271860172156,0
