,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X600958.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.293554826986708,0,0,0,0,0,0,-0.275601832710657,0.191537253107996,-0.108714214675936,0.0094593667537061,0,0,0,-0.315000883382439,0.846632520450774,0,0,0,0,0.188406312602956,0,0,0,0,0,-0.0547122122728356,0,0,0,0,-0.0802474787299997,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.050324627788008,0.331913726978007,0.0701163264072749,0,0,0.11986084289517,0,0,0,0.074017332905923,0,0,0,0,0,0,0,0,0,0,0,0.0776096383733886,0.306178996257429,0,0,0,0,0.032206531936993,0,0,0,0,0,-0.024523949823364,0,0.185621927649295,0,0,0,0,0
X601939.CH.EQUITY,0.115961577673661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113906695559041,-6.93889390390723e-18,0.363622873249616,0,0,0.202613224604889,0,0,0,0,0,0,0,0,0,0,0,0.126090667643274,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.40409537052156,0.277633780388984,0.0895890248252064,0.669662732383209,0,0,0,0,0,0,0,0,0,0,-0.169428369735151,0,-0.501576859395648,0,0,0,0,0,-0.288304009492924,0.297006058130891,0,0,0,0,0.275634339978399,0,0,0,-1.73472347597681e-18,0,0,-0.00310808205067292,0,0,0,-0.247413696747533,-0.21117564145245
X5.HK.EQUITY,0,-0.146580987395091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853314809688376,0,0,0.119542949686337,0,0.181081442410576,0,0,0,0,0.11050446882716,0,0,0,0,0,0,0.20413078357834,0.130479246071909,0.00818197382521735,0,0,-0.195346955642263,0,0,0.214874033221548,0,0,0,0,0,0.109510914838021,0.259110773214482
X601988.CH.EQUITY,-0.163601589998219,0,0,0,0.484010841451967,0,0,0,0,0,0,0,-0.169711251455478,0,0,0,0,0,0.588169940104388,0,0,-0.112615939292124,-0.0445998875372477,0,0,0,0,-0.0912801314611695,0,0,0,0.114516943417954,0,-0.171650265326093,0,0,0,0,0,0,0,0,0,0,0,0,0.377823710862792,0
X600036.CH.EQUITY,0,0.141361608912406,0,0,-0.055653036025111,0,0,0,0,0.167595560486402,0,0.355750353677912,0.0461409825103462,0,0,0.158195682637959,0,0,0,0,0,0,0.19574913381096,0,0,0.0869359253808878,0,0,0,0,0.258638808611336,-0.194444901535765,0,0,0,0,0,0,0,0,0,-0.187970869253774,0.251291538025807,0,0,0.097665677909118,0,0.103415840917112
X1299.HK.EQUITY,0,0,0,0,0.31824196197705,0,0,0,0.136103515601252,0,0,-0.0928871921094441,0,0,0,0.0102322463330074,0.135047731460093,0.133814853720593,0,0,0,0,0,0.02307755448117,0,0,0,0,0,0,0,0.0996455080356484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664517183471179
X601628.CH.EQUITY,0,0,0.0318868920104287,0.0449104121615847,0,0,0,0,0,0,0.0468867737221029,0,0.455518205249793,0.0151064008319866,0,0,0,0,0,0,0,0,0,0,0,0.0990097967020254,0.183643600295401,0,0,0,0,0.0397078998951739,0,0,0,0,0,0,0.0271619321156681,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.57735358305657,0,0,0,0,0,0,0,0,0.0469487716130072,0,0,0,0,0,0.135653975984848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.319648143816153,0,-0.0454655137168275,0,0,0.00601382017454453,0,0,0.323333884974153,0,0,0,0,0.0185115716058783,0,0,0,0,0.0827898391487649,0,0,0,0,0,-0.0372185190423294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221690235730325,0,0,0.113136335917777
X600000.CH.EQUITY,0,0,0,0,0,0,0.346857794844974,0,0,0.0640769833003732,0.164956584370847,0,0,0,0,0,0,0,0,0,0.0664823374987164,0,0,0,0,0,0,0,0,0,0,0.0368552629206952,0,-0.173408211459211,0.0710782281799458,0,0,0,0,0,0,-0.114644584383526,0.0629206593808886,0,0,0.32513700113533,0,0
X601601.CH.EQUITY,0,-1.38777878078145e-17,0,-0.160175051125697,-0.0180490786091828,-0.0196194125328584,0.0313693184511671,0,0.739473713507462,0,0,0,0,0.0662288242984689,0,0,0,0,0,0.0188413749694751,0.0173503562689671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00751240259831156,0,0,0,0,-0.123502516618282,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,-0.119246129474339,0,0,0,0,0,-0.0761032299767816,0,0,0.239763768119615,0,0,0,0,0,0,0,0.105350278431799,0,0,0,0,0.362229857687095,0,0,0,0,0.161920566083534,0,0,0,0,0,0,0,0,0.0220500137819706,0,0.0632456478865139,0,0,0,-0.0290151600459647,-0.0691612197719844,0
X11.HK.EQUITY,0.0267729578607518,0,0,0,0.344675631962322,-6.93889390390723e-18,0,0,0,0,0.121800764268511,0.156991880141927,0.141735777771644,0,0,0,0.118013388104156,0,0,0,0,0,0,-0.00757147426218771,0,0,0,-0.0666886232023071,0,0,0,0,0.060457936110795,0,0,0,0,0,0,0,0,0,0,0,0.0235236955623666,0.218661120182057,0,0
X388.HK.EQUITY,0,0,0,0,0.100472143728962,0,0,0.320356460984289,0,0.0290846845456205,-0.101995763919315,0,0.188677487246235,0,0,0,0.301630343400657,0,0,0,0.10196599625164,0.0587408966571496,0,-0.136767310248238,0,0.0726089187207746,0,-0.0297018196185453,0,0,0,0,0,0,0,0,0,0,0,0.130630895787964,0,0,-0.0455996734480247,0,0,0,0,0
X2388.HK.EQUITY,-0.0931169520119046,0.254246873595247,0,0,0,0,0,0,0,0,0.0371497136171219,0.0702479722623811,0,0,0.399834782510195,0.304956513979311,0,0,0,0,0,0.115008873709082,0,-0.111372636192676,0,0,0,0,0,0,0,0,0,-0.0943713237771843,0,0,0.0334918724704651,-0.181973616123269,0,0.0904418417461149,0,0,0,0,-0.0225504467144317,0,0.200206322825993,0
X600030.CH.EQUITY,0.0461313810992726,0,0,0,0,0,0,0,0,0.00755342109736215,0,0,0,0,0,0,0,0,0.0794814868368145,0,0,0,0,0,0.0863246768769326,0,0.326322985516412,0,8.67361737988404e-19,0,0,0,0,0,0,0.37191159618511,0,0,0,0,0,0.220692195872844,0,0,0,0.0343850436699945,0,0
