,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601009.CH.EQUITY,X5880.TT.EQUITY,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0.179017428309721,0,0.33984230367611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.00205174645639783,0,0,0,0,0,0,0,0,0,0,0,0.0772715722166316,0.170882341996031,0.0953579648803824,0
X601318.CH.EQUITY,0.294247514269733,0,0,0,0,0,0,0,0.055808022561294,0,0,0,0,0,0.192813084913212,0.108281575656006,0,0,0,0,0,0,0,0,0,0.159383172782957,0.00118998765522326,0.152221392309829,0,0,0,0,0,0,0,0,0,0.0889420166041036,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.354026832219869,0,0.0426847801670477,0,0,0,0,0,0,0.441488373950669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604422028966116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.299853169936925,0,0.166980534045928,0,0,0.389419078461841,0,0,0,0,0,0,0,0.0119176310754828,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291161401358641,0,0.038297902278594,0,0,0,0,0,0,0,0,0.0494023789395239,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0999976782765637,0,0,0,0,0,0,0,0,0,0.528214786101706,0,0,0,0.0708953649713106,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177208807698699,0,0,0,0,0
X601988.CH.EQUITY,0.371887160635125,0,0.260129308194131,0,0,0,0,0,0.0358090702804093,0,0,0,0,0,0,0.110845730448456,0,0,0,0,1.38777878078145e-17,0.0684478467431026,0,0,0,0,0,0.0276835122587967,0,0,0,0,0,0,0,0,0.110769139278574,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.271047153114872,0,0,0,0,0.0708250561163753,0,0.460753816783784,0,0,0,0,0,0,0,0,0.0376103197996029,0,0,0,0.0244394616005782,0,0,0,0,0,0,0,0,0,0,0.0464818542978607,0.0879567700491918,0,0,0,0,0,0,0,0,-0.0827910702121083,0
X1299.HK.EQUITY,0,0,0,0,0.19132459544321,0,0,0,0,0,0,0.0280847997554456,0,0.486179483413423,0,0.0121412318928452,0.0662773922148946,0,0,0,0,0,0.439304465560564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051570604563257,0,-0.192870786397217,-0.0111077218623269
X601628.CH.EQUITY,0.312270202893882,-6.93889390390723e-18,0,0,0,0.00336255078968391,0,0,0,0,0,0.0199335348410304,0,0,0,0,0,0,0,0,0.230645795956643,0,0,0,0,0,0,0.0646022361212873,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.116856585490047,0.0571348019197618,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272082089853369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154296953066499,0,0.521873249484696,0,0,0,0,0,0,-0.733104744357219,0,0.19948954976183,0,0,0.0949826779410668,-0.0113578049727799,0.563188894531953,-0.385813539396281,0.225741387491401
