,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600999.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X600919.CH.EQUITY,X601788.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY
X600837.CH.EQUITY,0,0,0,0,-0.284305416584815,0,0,0,0,0,0.165504764083516,0,0,0.385595137897268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787543190098289,0,0,0,0,0,0,0,0,0,0,0,0.154168213198749,0,0,0.191488872341305,-0.385757658805747,0,0,0.0488988218332747,0,0
X601336.CH.EQUITY,0,0,0,0,-0.0515625875473692,0.0914199552488038,0.491478414015835,0,0,0.209594188705232,0,0,0,0,0.0986838409739879,0,0,0,0,0.290958413057114,0,0.0561191134086107,0,0,0,0,0,0,0,0,0,0,0,-0.00353413568822777,0,0,0,0,0,0,0,0,0,0,0.160790911784318,0,0.0423491703255191,0,0.0514211737135017,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0509108858674165,0,-0.0169581589111875,0,0,0,0.0870896671580381,0,0,0,0.114144266245868,0,0,0,0,0,0,0,0,0.00123862470743697,0,0,0,0,0,0,0,0.393120762284736,0,0,0,0.262446031874183,0,0,0,-0.0384690379192462,0.0352872231075269,0,0,0.13922665235059
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.100084405159211,0,0,-0.0170899706602159,0,0,0,0,0,0.0787506030816536,0,-0.132187290426772,0,0.147320677798953,0.0512239706226955,0,-0.0891489748108176,0,0,0,1.73472347597681e-18,0,0,-0.307905660018341,0,0,0,0.28855161203265,0,0.38647554676275,0,0,0,0,0,0,0,0,0,0.218325369590591,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0557946348554277,0,0,0,0,0,0.212267378575069,0,0,0.168865566938999,0,0,0,0,0,0,0,0,0,0,0,0.00483188752694088,0,0,0.03707155096915,0,0,0.18667834183568,0,0,0,0,0,0.200770237483748,-0.0998109758059757,0,0,0,0.0168131405457877,0.0327567961452436,-0.00449768835115521
X601229.CH.EQUITY,0,0,0,0.00497824450876064,0.280223641327199,0,0,0,0,-0.0346657010571596,0.0892248714810999,0.193611686306174,0,0,0.13985666311409,0,0,0,0,0.182075036654451,0,0.0271056786284528,0,0,0,0.113462432863292,0.0665980748049372,0,0,0,0,-0.0589859452300172,0,0,0,0,0,0,0,0,0.219010702343265,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,-0.00211569673636426,0,0,0,0,0,0,-0.217607759057998,0,0,0,0.10881050160732,0,0,0,0,0,0.103466600875108,0,0,0,0,0,0,0,0,0,0.22663413299808,0,0,0,0,0,0,0,0,0.248296186693355,0,0,0,0.224109453648479,-0.117711019387995,0,0,0,0.208594428713317,0.0360254267102241,0
X2881.TT.EQUITY,0,0,0,0.190723474879658,0.0289948812845854,0,0,0,0.300267159105784,0.102610810660805,0,0.129136787130973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341051334209634,0,0,0,0,0,0,0,0,0.336793426570736,0,0,0,-0.0244984477421925,-0.168205761977835,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198121646996621,0,0,0,0.0790284677713595,0.0750272652811326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.115709029571412,0.0372436201971134,0.0310877245702466,0,0,0,0,0,0.0802414450240013,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.128072726341058,0.0704888450479744,0.152718376453065,0,0,0,0,0,0.0749153557856653,0,-0.0125638443271746,0,0,0,8.67361737988404e-19,0,0.115259423520003,-0.0681187538620618,0,0,0,-0.00336007719216085,0,0.695032688418761,0.152353739496084,0,0,0,0,0,0,0,0,0,0,0,-0.243711175224467,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,-0.10778552258875,0,0.168981554484595,0,0,0,0.092111219391175,0,0,0,0,0,0,0,0,0.0888253971286285,0,0,0,0,0,0,0,0.0597935791394568,0,0.00934518565743683,0,0,0,0,-0.0405605921631262,0.163456934497642,0,0,0.0650254907033462,0,0,0,0,0,0.195333761092663,0.521129363138538,0,0,0
X2886.TT.EQUITY,0,0,0,0.110954114500643,0,0,0,-0.1404736877998,0,-0.0127312761107408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775212813479683,0,0,0,0.414128952003349,0,0,0,0.0109844754962029,0.180420982385098,0,0,0.117207425712438,0,0,0.256054968493326,0,0.0153771191740733,0,0,0.0494980806224183,0
X601881.CH.EQUITY,0,0,0,0,-0.0367399373461021,0,0,0,0,0,0,0,0,0,0.0264203672922852,0.239161863039415,0,0,0,0,0.00292376125906763,0,0,0,-0.018115459592621,0,0,0,0,0.340721044251068,0,0,0,0.0278655164190589,0.162489138393756,0,0.107908622527295,0,0.247074383717713,-0.0793884585079646,0,0,0,0.0700541974022807,0,0,-0.00684452393349601,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,-3.46944695195361e-18,-0.0549048535742199,0,0.0348301402447143,0,0,0,0,-0.193562736167828,0,0,0,0,0,0,0,0,0.120720745752895,0,-0.011623958751629,0,0,0,-0.0257711096028734,0,0.185078345253793,-0.0340386734149133,0.218919681935894,0,-0.0433961121918134,0,0,0.532486225409558,-0.0390446117323119,0,0,0,0,0,-0.0356055166786295,0,0.0220770051658521,0,0,0
X600926.CH.EQUITY,-0.248239559832597,0,0.21037851807318,-0.0283998156097368,0,0,0,0,-0.0917823706567236,0.0388929193906438,0.568427853433193,0,0,0,0,0,0,0,0,0,-0.0907113180587559,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.141132853518134,0,0.0902709352631908,0,0,0,0,0,0,0,-0.0250536525691802,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.123098552596801,0,0,0.18798877098883,0,0,0,0.00158907718806651,0,0,0,0,0,0,0.198689221204838,0,0,0,0.113634705495387,0,0,0,0,0,0,0.106598499100615,0,0,-0.225816873790475,0,0,0,0,0,0,0,0,0,0,0.273673200654642,0,0,0,0,0,0.0719644513357825,0,0,0.0826879656963003
X600919.CH.EQUITY,0,0,0,0.059450395257361,0,0,0,0,0,0,0,0.0855921074339862,0,0,0,0,0.302238842651642,0.0630525896687625,0,0.393199971508469,0,0,0,0,0.0440772354950185,0.011013041022413,-0.0551450048506357,0.258628248383971,0,0.154086394285967,0,0,0,0,0,0,0,0,0,0,0,0,-1.03923350298544,0.0816578908248113,0,0.172292886890613,0,0.372776831140017,0,0
X601788.CH.EQUITY,0,0.153235314671338,0,0,0,0.0582213457717353,-0.0906731940599102,0,-0.0395927754049552,0,-0.095736694171782,0,-0.0423851449058258,0,0,0.21094095376076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295086506997846,0,0,0.126381552029516,0.221972470745455,0,0,0.0482103269234151,0,0,0,0
X601901.CH.EQUITY,0.387053943593416,0,0,0,0,0,0,0,0.0122964242016219,0,0,0,0,0,0,0,0,-0.411550519030397,0,0,0,-0.115183183855179,0,0,0,-0.107060313843418,0,0,0,0,0,0.233686798958166,0,0,0,0,0.350194640691847,0,0.35554754922337,0,-0.0941900073140565,0.0109100244147899,0,0,0.10174256236872,0,0,-0.202281800417987,0,0
X2884.TT.EQUITY,0,0,0,0.0738742013949657,0,0,-0.135668665241337,0.0473619052168403,0,0.00665857495441715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184882515084382,0,0,0.0431580354992216,0,0,-0.136895971870487,-6.93889390390723e-18,0,0.151487597430161,0,0.108653527490871,0.335044844235994,0,0,0,0.181816803621197,0,0,0,0.1561188501447,0,-0.120683794269037,0,0
