,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600999.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X600919.CH.EQUITY,X601788.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0.0136894964610445,0.330203576569138,0.0383403309163381,0,0,0.347433282535154,0,0,0,0,0,0,0,0,0,0,-0.062840538951501,0,-0.0290145434833348,0,0.16104748790892,0.0589548795154028,0,0,0,0,0.0868881726813312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457933959088967,0
X601318.CH.EQUITY,0,0,0,0.144860622155891,0,0.0602430567050895,0,0.133574354734046,0.102337819312769,0,0,0,0.306238552562019,0,0.0294787560901671,0,0,0,0,0.0291818479502776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166772696667243,0,0,0,0.042263530988376,0,0,0,0,0,0.0492726952276185,0,0.249116073531388,0,0.00926293243549799
X600036.CH.EQUITY,0,0,0,0,0,0.0755883255596968,0,0,0,-0.0322247195333197,0.097191142329087,0,0.0576219627393145,0,0,0,0,0,0,0,0,0,0.160105460333477,0,0,0,0,0,0,0,0,0.0353126238722556,0,0,0,0,0,0,0,0.42870527451438,-0.103664319526214,0,0,0.103539203234145,0.0802572126538025,0,-0.0319666505692829,0,0.0692132731350501,0
X601939.CH.EQUITY,0.512388373952685,0,0,0,0,0,0,0,0.23940080652986,0,0,0,0,0,1.73472347597681e-18,0,0.0838991289704027,0,0,0,0,0,0,0,0,0,0.088848690907689,0,0,0,0,0,0,0,0,0,0,0,0,0.10766241791633,0,0,0,0,0,0.117355759855889,0.0539433721088598,0,0,0
X601288.CH.EQUITY,0,0,0,0.234188763063757,0,0,0.0634591193037068,0.420482411416339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858581069460042,0.0573108551152207,0,0,0,0.0135326663970897,0,0,0,0,0,0,0,0,0,0,0.0649206923508464,0,0,0,0.0168424553646707,0,0,0,0.101734926590238,0,-0.0451888943305946,0,0.000958378042470439
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.247827220941815,-0.176368150895237,0,-0.0509178467407754,0,0.220454718157618,-0.0627253514052606,0,0,0,0,0.229509578075225,0,0,0,0,0,-0.100794765779087,0,0.0818717972750552,0,0,0,0,0,0,0,0,0,0,0,0,0.102678134976134,0,0.14966443156981,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-0.0593412489920944,0,0,0,0,0,0.22684955300196,0,0,0,0,0.0308745913295694,0,0,0,0,0,0.144326892185561,-0.0532743302796166,0,0,-8.67361737988404e-19,0,0,1.38777878078145e-17,0,-0.00254618160446605,0,0.400639226183728,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0680967520540865,0,0,-0.0229987026738953,0
X601988.CH.EQUITY,0,0,0,0,0.43551947509363,0,0,0,0,0,0,0.0868718899737469,-0.0696638605529688,0,-0.010916014373788,0,0,0,0,0,0,0,0.0301698494370416,0,0,0,0,0,0,0,0,0,0.163363553318568,0,0,0,0.0951278267246514,0,0,0,0,0,0,0,0,0,0,0.221290213184552,0,0
X5.HK.EQUITY,0,0.360049011222865,0,0.166203822471784,0,0,0,0,0,-0.0676439954069531,0,0.0340663150512414,0,0,0,0,0,0,0,0,0.325245506128857,0,0,0,0,0.153580814146397,0,0,0,0,0,-0.146291226823482,0,0,0,0,-0.0508844517293663,0,0,-0.102729181639458,0,0,0,0,-0.00928674828984982,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.0899115947515683,0,0,0,0,0,-0.137011432422143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814796273427494,0,0,0,0,-0.217854530764037,0,0,0,0.197314806317861,0,0,0.358180954266112,0,0,0,0,0.0663654138740633,0.0300447982343445,0,0,-0.247857686947808,0,-0.028671509199684,0,0,0.0385137918833178,0
X601166.CH.EQUITY,0,3.46944695195361e-18,0.0605941541454082,0,0,0,0,0,-0.0333214754047961,-0.128702784265382,0,0,0.470145733036147,0,0,0,0,0,0,0,-0.0695367191496944,0,0,0,0,0,0.368738118125906,0,-0.0885156851649633,0,0.0536958874246976,0,0,0,0,0,0,0.117007585619036,0.0951210836835617,0,0,0,-0.135023551884759,0,0.0729054210115968,0,0,0,0,0.0380228030330619
X601658.CH.Equity,0,0,0,0,0,-0.0164858898223264,0.123828849852809,0.437889090338082,0.0363998027135268,0,0,0,-0.05832102383114,0,0.19925680144123,0,0,0,0,0,0,0,0,-0.386768071342612,0,0,0,0,0,0,0,0,0.109133152313062,0,0,0.0989167275508153,0,0,0,0,0.0712602843465811,0,0,0,0.00280288693550255,0,0,0,0,0
X000001.CH.EQUITY,0,0.0900753185880108,0,0,0,0.0683249832464387,0.00224459092414797,0,0,0,0.0726580725061344,0,0,0,0.0148709069848306,0.183736511443794,0,0,0,0,0,0.308125923224916,0,0,0,0,0,0,-0.184217745777069,0,0,0,0,-0.0719319594726,0,0,0,0,0,0,0,0,0,0,0.346727022923281,-0.0209566388821251,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0286466941468154,0,0,0,0,0,0.234274013086434,0,0,0,0,0,0,0,0,0,0,0.203463636147847,0.232292246852349,0.0443985164402822,0,0.0386309385710658,0,0,0,0,0.0380138908288334,0,0,0,0.0963748995742377,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.328298681001269,0,0.123037289610771,0,0.228310988171094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474529820395459,0,0,0.0905467178234038,0,0,0,0,0.196970409231414,0,0,0,0.150613466427906,0,0.0530160872295794,0,0,0,0.0622966315924739,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,-0.0878546772116888,0,0,-0.0135377431253251,0.0227084653154543,0,0,0.0931744132270798,0.164562186516411,0,0,0,0,0.204870495950426,0,0,0,0,0.225088510875145,0,0,0,0,0,0.0706038360355874,0,-0.124263751907077,0,0,-3.46944695195361e-18,0,0.0628948253466259,0,0.180052181702255,0,0,0,4.33680868994202e-19,0,0,0,0,0.140888365345196,0,0
X601328.CH.EQUITY,0.0879319093801438,0,0,0.00259351559520283,0,0,0.105571840072347,0.0719921827714552,0,0,0,0.127190065527502,0,0,0,0,0,0.280252054964026,0,0,0,0,0,0,0.0751435884598061,0,0,0,0.0429336861045707,0.00798505664840779,0,0,0.00490440736017547,0,0,0.107362158660541,0,0,0,0,0.0266161210390403,0,0,0,0,0.0567634848908073,0.0359112809328332,0,0,0.129813659989195
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.114458770593328,0,0,0,0,0,0,0.0522711797603408,0,0.258681479809148,0,0,0,0.0719950626579103,0,0,0,0,0,8.67361737988404e-19,0,0.0376736999998672,0,0,0,0,0.0587435862690325,0,0,0,0,0,0.214427554809778,0.100084903864101,0.012259789011711,0,-1.73472347597681e-18,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876117652079515,0,0,0,0,0,0,0,0.0343254176192325,0,0,0,-0.0246290678927139,0,0.0293501734435285,-0.111897317189947,0.175924315818969,0,0,0,0,0.129500855740631,0,0,0,0.0300552735559673,0,0.124274296991421,0,0,0,0,0.047644305751099,0.0112553325491529,0,0.22719611497006,-0.0363586595574022
X601319.CH.EQUITY,0,0.161676142820926,0,0,0,0,0,0.00752328797062496,0,0,0,0,-0.0120711411539712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131206926723432,0.0957687988608481,0,0,0,0,1.38777878078145e-17,0,0,0.0783105522614765,0.152722036796154,0,0,0,0,0,0.0729133568626504,0.0711510182075211,0,0
X11.HK.EQUITY,0,0,-0.00419775821130424,0,0,0.121092834934507,0.0594611577440134,0,0.524113489887314,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0644900404684714,0,0,0.239690661376359,0,0,0,0.0304166377596129,0,0,0,0,0,0,0,-0.16534395353928,0,0,0,-0.0764682269110228,0,0,0,0,8.67361737988404e-19
X002142.CH.EQUITY,0,0,0,-0.00534412515525647,0,0,0,0,-0.120502414035412,0,0,0,0.262013432428816,0,0,0.060283279408964,0,0,0,0.0893448082641999,0,0,0,0,0,0,0,0,0,0,0.115804817467106,0,0,0.07783270534815,0,0,0,0,0,0,0,0,0,0,0.309793245515425,0,0,0,0,0
X601998.CH.EQUITY,0.0998649278449499,0,0.0443068848690124,0,0.21462177465645,0.0449544294855292,0,0.283394557843177,0,0.0544214958506952,0,0,0,0,0,0,0,0.185400853288369,0,0.0348095957575911,0,0,0,0,0,0,0,0,0,0.0305870367382342,0,0,0,0.00620582336697367,0,0,0,0,0,0,0,0.100021791189822,0,0.0384538624413097,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0.00343749175782916,0,0,0,0,0,0,0,0,-0.255371652012484,0,0.141962430909943,0,0.150032347156042,0,0,0.0858484445202569,0,0,0,0,0,0,0,0,0,0.0391050631254294,0,0,0,0,0.125813423776336,0,0,0,0,0.151450158918829,0,0,0,0,0,0,0,0,0.312499299894813,0,0
X600016.CH.EQUITY,0,0,0,0.0891350904131827,0,0,0,0,0.00476205872746398,0,0,0,0,0,0,0,0.112588818509447,0.0470273399014584,0,0,0,0,0,0,0,0.125597068650717,0.111551114550506,0.235416306798532,0,0,0,0,0,0,0,0,0,0,0,0.379279873516424,0,0,-0.163346291738484,0,0,0,0.378905002174788,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.292535977944811,0,0,0.0136225799072977,0,0,0,0,0,-0.228376579819292,-0.135967731345977,0,0.398750665151783,0,0,0,0.0514372121072455,0,0.0914476789677023,0.0991109332276368,0,0,0,-0.134171601826715,0.00741841487618832,0,0,0.0235199854881135,0,0,0,0.143231545870915,0,0,0,0,0,0,0.0029398310961673,0.0190759131966661,0,0
X601818.CH.EQUITY,-0.12496196901977,0.160837418207571,0,0,0,0,0,0,0.0820897518721743,0,0.205295984827959,0.139893632951367,0,0,0.120106381567187,0,0,0.0307434913910821,0,0,0,0.189973459587383,0.361091609067933,0,0,-0.103965337009322,0,0,0,0,-0.0869900246090107,0.0518684008095049,0,0,0,0,0,-0.0678950620959018,0,0,0,0,0,0,0,0,0,0,0,0.241092114755424
X601688.CH.EQUITY,0,0,0,0,0,-0.0311828705103951,0.1076275704801,0,0,0,0,-0.101100684139861,0,0.0865972288045843,0,0.124281441506439,0,0,0.118954693721246,0,0,0,0,0,0,0.032787317979713,0,0,0,0.294972261559505,0,0.130302737053637,0,0,0,0,0,0,0,0,0,-0.0537673367282045,0,0,0,0,0.238705050383052,0,0,0
X267.HK.EQUITY,0.187472233095693,0,0,0,0,0.123874333985873,0.0543965534384957,0,0,0,0,0,0,0,0,0,0,0,0,-0.118111140434637,0.128453070593374,0.173452608775444,0,0.164055929350395,0,0,0,0,0,0,0.0977162827821213,0,0,0,0,0,0,0,0,0,-0.0455296214814078,0,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0.0366771725183205,0.0886890747089699,0,0,0,0,0,0,0,0,0,0.153800726598677,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.433695918481698,0,0,0,0,0.0317888195887329,0.123784829714231,0,0,0,0,0,0,0,0,0.11700209386076,0,0,0,0,0.0688656830524444,0,0
