,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601916.CH.Equity,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.201617709700337,0,0.0175290419599774,0.270383872047448,0,0,0,0,0,0.391603084251018,0.0610349334934288,0,-0.277846614432943,0.0201989259166488,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.00575136704089805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711625554640649,0,0.101051162231759,0.083874408214168,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.356128416549078,0,1.38777878078145e-17,0.219355835307849,0,0,0,0,0,0,-0.118088877975543,0,0.0259828107648721,0,0,0.149063213878357,0,0,0,0,-0.282193213738286,0,0,0.265102250442789,0,0,0,0.203462232518515,0.1110557018502,0,-0.112927103266384,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.48410891701024,0,0,0,0,0.178929963642533,0,0,0,0,0,0,0.0590633858650263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375061408087825,-0.120861775467257,0,0.0496609113858838,0,0,-0.0474862147234426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.517646231590574,0,0.129790526884809,0,0,0.0260777746032591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131091856103193,0,0.0162787938236642,0.0833869113886658,0,0,0,0,0,0,0,0.183696129411193,0,0,0,0,0.0438216501163492,0,-0.0352467032697838,0,0
X5.HK.EQUITY,0,0,0.0259932952590673,0.224183870451849,0,0,0,-0.291829246594015,0,0,0.0131425025766404,0.15248011548158,0,0,0,0.866339082474247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125614372092814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.00549347799595939,0,0.110257567134937,0.269706222979151,0,0,0,0,0.0566331306012513,0.137212068697804,0.0403298665491821,0,0,0,0,0,0,0.290253038101291,0,0.148330502615569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.231018159414229,0
X600036.CH.EQUITY,0,0.107884387866626,0,0,0,0,0,0.162480663152114,0,0.0469808094518788,0,0.0239265449480392,0.240037139655273,3.46944695195361e-18,0,0,0,0,0,0,0,0.0932350784394586,0,0.0881457283968196,0,0,0.119347227567229,0,0,0.0456372080619024,0.10625681293813,0,0,0,0.00308793879509613,0,0,0,0,0,0,0,0,0,-0.0726954619163334,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.192935368421831,0,0,0.0797996509975926,0,-0.0826773471500399,-0.154912746400639,0,0.354194381583671,0.30350435789514,0,0,0,0.0910308148656474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107931968692954,0.0152157764978156,-0.00755485350943108,0.0941278447030902,0,0,0,0
X601628.CH.EQUITY,0.0989175223147768,0.406248508845974,0,0.01882803179597,0,0,0,0,0,0.00463028834854324,0,0,-0.0518860570899855,0,0,-0.14719933316858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149021179714116,0,0,0,-0.150510379355092,0,0,-0.156280423567863,0,0,0,0,0,0,0,0.119979046612625,0,0,0,0
X601166.CH.EQUITY,0,0,0.0438499538333144,0,0,8.67361737988404e-19,0.320210378963011,0,0,0,0,0,0,0.204199136695115,0,0,0,0,0.0855677841955716,0,0,0,0.0475264725818904,0,0,0,0,0,0,0,0,0.12301718736599,0,0,0,0,0,0,0,0,0,0,0.111325831615665,0,0,0.166604477590383,0,0,0
X601328.CH.EQUITY,0,0.0878861609881806,-1.38777878078145e-17,0,0.0655135604036688,0,0,0,0,0,0,0.348593470381967,0,0,0,0,0,0,0.163655316963594,-0.0245523665604803,0,0.0164465006468588,0,0,0,0,0,0,0,0,0,0.162406968466562,0,0,0,0,0,0,0.15830310636616,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0784853406774849,0,0,0,0.109435809129192,0.215602306867399,-0.0665605112631548,0,0,0.204032125863771,0,0.128774026338509,-0.0519137038516765,0,0,0,0.0743532432526876,0,0,0,0,0.192731376740573,0,0,0,0,0,0,0,0,0,0,0,0,0.00434361731803044,0.169356714954086,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.197940029466412,-0.114255034414805,0,0,0,0,0,0.114213517306908,0,0,0,0.116913411542841,0,0,0,0,-6.93889390390723e-18,0.0114342533119228,0,0,0,0.185365501380613,0,-0.152699067196616,0,0,0.0943317856536651,0,-0.112708283502138,0,0,0,0,0.47519407395339,0,0,0,0,0,0.0253869837105597,0.0510000288118902,0,0,0.0108997463273672,0.154939102210861,0,-0.158458562438163
X601601.CH.EQUITY,-0.00156617497419878,0,0,0,-0.24008536497932,0,0,0,0.199653707854611,0.395603908367348,0,0,0.00977128100688813,0,0.120187836480325,0,0,0,0,0.256858029882651,0,0,0,0,0,0,0.0609860753318578,0,0.150605249627255,0,0,0,0,0,0,0,-0.0230049715901481,0,0,0,0,0.0787437147062339,0.206227073427222,0,-0.119709329312343,0,0,0.0730478450093407,0
X388.HK.EQUITY,0,-0.0530937505904216,0.0598290598048141,0,0,0,0,0.539937406033838,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.491422614367645,0,0,0,0,0,0,0,0.240244347556647,0,0.0919449394963389,0.0693628893421941,0.0519669021582703,0,0.0957358324629322,0,0.371205572048512,0,0,0,-0.212663061642326,0
X11.HK.EQUITY,0,0,0,0,0.122079649689164,0,0,0.126229097414087,0,0,0,0,0,0,0,0,0,0,0,0,0.064239299089582,0.606600392042123,0,0,0,0,0,0,-0.145878884145108,-0.162747150599362,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.0276349510350464,0,0,0,0,0.0271550555617749,0
X601319.CH.EQUITY,0,0,0.0507425779022598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100148106834464,0,0,0,-0.0583074702567756,0,0,0,0,0,0,0,0,0,0,0,0,0.0719831020347523,0,0.12982994564504,0,0,0,0.263693782265667,0.181711276388349,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0508210675485859,0.234447464474043,0.0273635615540868,0,0,-0.0110710459856983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200413566057638,0,3.46944695195361e-18,0,0,0.154005347606295,0,0.328464596665172,0.0232653046035007,0,0,0,0,0,0.085393407184542,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0245734720316577,0,0,8.67361737988404e-19,0,0,0,-3.46944695195361e-18,0,0,3.46944695195361e-18,0,0,0,0,0.444643653937093,0,0,0,0,0,0,-0.230669719826949,0,0,0,0.031008948602483,0,0.0100508729579116,0,0.303657139246746,0,0.0207688811343549,0,0,0,0,0,0.0577547845282224,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.279495408831174,0.198454946020065,0,0,0,0.172039962047113,0,0,0.532625717586289,0,0,0,0,0,0,0.0648721967255064,0.0785150093853279,-0.0599595015615692,0,-0.0769966089114599,0,0,0,0,0,0,0,0.157791136796724,0,0,0,0,0,0.0914910839530267,0,0,0,0,0,0.0803913505101736,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285554158472714,0,0,0,0.0424202093797172,0.2652751563185,0,0,0.0649076405595275,0.0426517279272971,0,0.0229725647253604,0.0641864347252518,0,0,0,0,0,0.28181970538319,0,0,0.146870111389525,0,0,0,0,0,0.0620160704119383
X2388.HK.EQUITY,0,0,0.133304658073206,0,0.409762395070406,0.00501153159707518,0,0.24595078077032,-4.33680868994202e-19,0,0,0,0,0,0,0.228749033568095,0,0,0,-0.117435989820494,0,0,0,0,0,0,0,0,0,0,0.0178802304751081,0,0,0,0,0,0,0,0.190241479309978,0,0,0.21804809054281,0,0.0381771135392393,0,0,0,0,0
X601818.CH.EQUITY,0,0,-0.215771264005165,0,0,0,0,0,0,0,0,0.0302595313638867,0.0952838869183212,0.0135092498517332,0,0,0,0,0.192110577963502,0,0,0,0,0,0,0,0,0,0,-0.0726629225849916,0.234533310124594,0,0.215363045106076,0,0,0,0,0,-0.0679299857676,0,0,0,0,0,0,0.109008840596606,0.107729627678956,0.0964984162981241,0
X002142.CH.EQUITY,0,0.177212570163321,0,0,0,0,0.187861173506547,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855143797611731,0,0,-0.150982944425243,0,0,0,0.128333550340732,0,0,0.0534284535217979,0,0,0,0,0.278607631701344,0,-0.247373628762989,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461226908892194,0,-0.338357591527624,0,0,0,0,0,0.225068744504263,0.193332333996034,-0.038557601387689,0,0,0.108545259099582,0,0,0,0,0.438890667584111,0,0,0,0,0.173955865741091,0,0,0,0,0.00661709074636836,0
