,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X600919.CH.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0,0.461381782052698,0,0,0,0.0467679622437067,0,0,0,0.126032587825332,0,0.13483980134737,0,0.0823722753260135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675224149905258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0923748813381247,0.173125941156203,0,0,0,0,0,0.30905056716043,0.0660838162203746,0,0,0,0,0,0.119497764624103,0,0,0,0,0,0.0386000341011437,0.105327252054192,0,0,0.111111071881147,-6.93889390390723e-18,0,0.0585386992234727,0,0,0,0,0.0177426364617673,0,0,0,0,0,0,0,-0.0564109971388844
X601939.CH.EQUITY,0.213984562102787,0,0,0.458111860705186,0,0.0948590037049103,0,0,0,0,0,0,-0.00947165738109733,0,0,0,0,0,0,0,0,0,0.124094208936484,0,0,0,0,0,0,0,0,0,0,0,0.029934903272443,0,0,0,0,0,0,0,0,0.0656361667429012,0,0,0.0226706735941154,0
X601288.CH.EQUITY,0,0,0.171920068294396,0,0,0,0,0,0.0210866745658056,0,0,0,0,0,0,0,0,0,0,0,0,0.191169752563589,0.220162137536084,0,0,0,0,0,0,0.0552617362039451,0.140465467657604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794098672741055,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.192758862483174,-0.0371517460547057,0.231349798838052,0,0,0,0,0.0259221227796253,0,0,0.122385528795394,0.00380640551044045,0,0,0,0,0,0,0.176937243808076,0,0,0,0,0.239741229410656,0,0,0,0.0617636112724381,0,0,0,-0.118838487943151,0,0.391849429783373,0,0,0,0,0.11609536673917,0.0380069155752105,0,0,-0.195197001934893
X601988.CH.EQUITY,0,0,0,0,0.369634567708267,0,0,0.208846455317734,0,1.38777878078145e-17,0,0,0.104595709468867,0.106878724116296,0,0,0,-0.321687101241992,0,0,0,0.311963228542284,0,0,0,0,0,0,0,0,0.126173760854457,0,-0.0987586775131922,0,0,0,0,0,0,0,0,0,0,0,0.151526342857548,0,0.218733642754406,0
X600036.CH.EQUITY,0,0.156423070434797,0,0,-0.110699934079154,0,0,0,0.0170494417745361,-2.16840434497101e-19,0,0,-0.146418257708381,0,0,-0.0136202324451108,0,0,0,0,0,0.65775250892352,0.0820887246608437,0,0,0,0.0728309292637513,0,0,0,0.151246947337662,0,0,0,0,0,0,0,0,0,-0.0430789631588351,0,0,0,0,0,0.177577833552286,0
X1299.HK.EQUITY,0,0.157082744568199,0,0,0.200366307451761,0,0,0,0,0.157967322926983,0,0,0.240805731120778,-0.0337836076745393,-0.0153459059322072,0,0.214491802617829,0,0,0,0,0,0,0,0,0,-0.0359251550754093,0,0,0,0,0.322065600978749,-0.136135767551504,0,0,0,0,0.142117782914958,0,0,0,0,0,-0.45529360180304,-0.261689512263246,0,0,0
X601628.CH.EQUITY,0,0.146730834154341,0,0.0189743895838412,-0.0480449201586756,0,0,0,0,0,0,0,0,0,0.241485744952958,0,0,0,0,0,0,0.0742503976435833,0,0,0,0,0.26284431361701,0,0,0.148886169479436,0.0378992256552146,0,0.068328964543429,0,0,0,0,0,0,0.0621070869695901,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0595887004759458,0,0.248539580919526,0,0,0,0.0182745165567085,0,0,0,0.0188201423946743,0.395110552529713,0,-0.0406950017176142,0,0,0,0,0,0.313007662275283,0,0,0,0,0,0,0,0,0.00726905749484271,0,0.125598034776183,-0.0706597918581355,0,0,0.103240872311272,0,0,0,0.00104616006924873,0,0,0,0,-0.0193816503745967,0,0,0,0
