,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY,X601236.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.0484168463271811,0.00305320196445618,0.1435414311317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617023511816414,-0.358174395536324,0,0,0,0,0,0.00689648050393301,-0.149591020014993,0,0,0,0,0,0,0,0,0.0986006330624088,0,0,0.149308895092049,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.234703454553359,0,0,0,-0.0703279056483695,0,0,0,0.139136495145919,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0953023662896424,0,0.259389673730729,0,0.015393141489819,0,0,0,0,0,0,0.163071258038677,0,0,0,0,0,0,0,0.0134867083154708,0,0,0
X601939.CH.EQUITY,0,0.087570059594317,0,0.801672858087065,0,0,0.00943894525482725,0,0,0.0397353332275585,0,0,-0.0106392167250627,0,0,0,0.0842470120567931,0,0,0.00150263934442509,0,1.73472347597681e-18,0,0.0290600420361506,0,0,0,0,0,0,0,0.0628218588374999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.812011162100231,0,-0.0295266706178217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03954779183272,0.0100564742638191,0.0553707173344772,0,0.0137430111319313,0,0,0,0,0,0,0,0.0868224559163955,0,0,0,0.0494422132437521,0,0.0759249215290791,0,0,0,0,-0.00212700299663139,0,-0.217461369314533,0,0,0
X601628.CH.EQUITY,0.0106107174479823,0,0,0,0,0,0,0,0,0.251012188114464,0.18021136770871,0,0,0,0,0,0,0,0.257917871736841,0,0,0,0,-0.0828958842815953,0,0,0,0,0,0,0,0.299565258968439,0,0,0,0,0,0.272305448019505,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0336952624754245,0,0.360640737801265,0,0,0,0,0.0600853564181951,0,0,0,0,0,0,0.134598563538655,0.0291148687882135,0,0,0,0,0,0.104321317509965,0.0782689833628912,0,0,0,0.0437429095665311,0,0,0,0,0,0,0,0.0103335490173409,0,0,0,0,0.0337803172286803,0,0,0.00103008773032873,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0704835454083265,-0.05243373391202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0185660646377476,0,0,0,0,0,0.0122018329398369,0,-0.120329129579359,0,0.979264130098488,0.0920913050631101,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0229334222751576
X1299.HK.EQUITY,0,0,0,0,0.13311602075305,0,0,0,0.00329475521477441,0,0,0,0,0,0,0,0,0,0,0,-0.049831903818899,0,0,0,0.141699199807258,0,0,0.470072656293811,0,0.274400705304995,0,0,0,0,0.00955057268313554,0,0,0,0,0,0.00218253982298871,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0908043840505373,0,0,-0.00575856603241665,0,0,0.232382788391972,0.521903615766289,0,0,0,0,0,0,0,0,0,0,0.117855218668965,0,-0.126729128959435,0,0,0.0554205583601379,0,0,0,0,-0.158752176427574,0,0,-0.0524049124897846,-0.0546447568028332
X388.HK.EQUITY,0,0,0,0,0.337636885670745,0,0,0.320949136527023,0.147373322460146,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.233321135900463,0.0775113836513808,0,0,0,0,0,0,0,0,0,0,-0.0110237783792498,0,0,0,0,0,0,-0.23312222495938,0,0,0,-0.0316075352296102,-0.353186818046281,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.194327798716199,0,0,-0.0477747013707074,-0.0396337179803707,0.0511122050730347,0,0.0140382861041112,0.284668902764967,0,0.00735824528874309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627554165711688,0,0,0,0.026439152171772,0.0561516241363092,0,0,0.129860937048219,0,0.193500253222214,0,0,-0.0234438744246376,0,0,0,0,0,0,0.203059676166589
X601658.CH.Equity,0,0,0,0.239054160159189,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.201806306888626,0.154114401134813,0.0224139273765988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211713488214331,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.00731790397305244,0,0,0,0,0.0308124909668555,0.427131336059088,0,0,0,0,0,0,0,-0.0600445565752989,0,0,0,0,0,0,0,0,0,0,0.237247522971928,0,0,0.156609206550905,0,0.0155871275952591,0,0,0,0,0,0,0,0,0.0615303160001919,0,0,0,0,0.0727136327497245,0
X601166.CH.EQUITY,0,0,0,0.0117694209772374,0,0.152633271498188,0.259888156801755,0.0340019750426144,0,0,0,0.057229024090901,0,0,0,0.0506485083520691,0,0,0,0.0753157721746081,0.00137243177985469,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.340858857212701,0.0531701094598762,0,0,0,0,0,0,0.0281853156623511,0.00988966251981611,0,0
X601328.CH.EQUITY,0.108375158718278,0,0,0.140313572038542,0,3.46944695195361e-18,0,0,0,0,0.0533861310387819,0,0,0,0,0.0849000884705541,0,0,0,0.390581269664768,0,0,0,0,0,0,0,0,0,0,0,0,0.025379686721876,0,0,0.0783652461612519,0,0,0.00559858275859604,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0879286177878384,0,0,0,0,0,0,0,0,0.0679397978259504,0,1.38777878078145e-17,0,0,0,0.378669407775339,0.0792730697354805,0,0.207078350660637,0,0,0,0,0,0,0,0.118085128691985,0,0,0,0,0,0,0,0,0,0.288564843154045,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.186666933903439,0,0,0,0,0.0363708852261093,0,0,0.0199998989127402,0,0.0562376140943542,0,0,0,0.0109657758088551,0,0,0,0,0.097824920096948,0,0,0,0,0,0,0,0.196399098607472,0,0.0932968503873543,0,0,0,0,0,0,0,0,0.00328832737194755,0,0.207392643871555,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.123126666417021,0,0,0,-0.0436670859555278,0,0,0,0,0,0,0,0,0.17854727516879,0,0.187988918681268,0,0.0263405550110048,0,0,0.00714250098178351,0,0,0,0,0,0,0,0,0,0,0,0,0.356187049187581,0,0,0,0,0,0,0,-0.0502999877035937,0.0616663399560687,-0.0614313668245795,-0.0463359226055058,0,0
X601601.CH.EQUITY,0,0,0,1.38777878078145e-17,0.352207937158897,0.0714408098662666,0,0,0,0,0,0,0,0,0,0,0.0233380433224804,0.430895811083665,0,0,0,0,0.0865578543942542,0,0.101243998357569,0,0,0,0,0,0,0,0,0,0.253492961473832,0,0,0,0,0,-0.0228835913365438,0,0,0,0.0311877102706802,0,0.010244393259444,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234041753061806,0.0991171602119806,0,0,0,0,0.059315764706872,0,0,0,0,0,0,0,0,0,0,0,-0.242865511337981,0,0,-0.0480866185684913,0.700655475920739,0,0.0501745581801579,-0.0516528834693105,0,0
X601998.CH.EQUITY,0.202773965474198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165603918033715,0,0,0,0,0,0,0.0515039144159168,0,0,0,0,0,0,0,0,0,0,0,0.189727665501013,0,0.483486407593273,0,0,0.0640615818160415,-0.0557328098079922,0.00239201318646988,-0.0834496034562156,0.0843605680030741,0,0,0.0703122715032001,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.242475903708449,0.00327608082047219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265525243713408,0,0,0.150555909006643,0,0.0115267570683146,0,0,0,0,0.134787779603123,0.2231732643696,0.00586004380388813,0.0130256505796181,0,0,0,0,-0.151620470073754,0,0,0,0.0205684904655389,0
X002142.CH.EQUITY,0,0,0,0,0,0.536658577188442,0,-0.250679325051459,0,0.0860270170184679,0,0,0,0,0,0,0.0331109345550595,0,0,0.0309881528869919,0,0.114160620749346,0,0,0,0,0,0,0,0,0,0.412125740445251,0,-0.303071805653907,0,0,0,0,0,0,0,0,0.0581369127183822,0.154544252654309,0.147143030179559,0.0338345076246535,0,0.0263115067920787,0,0
X2388.HK.EQUITY,0,0,0,0.122593806182457,-0.18117613770559,0,0,0.136292881830831,0.0277042774909284,0,0,0,0,0,0,0.0638369874209663,0,3.46944695195361e-18,0,0,0,0,0,0,0.425327648533368,0,0,0.0560000456586444,0,0,0,0,0,0.204951717867875,0,0,0,0,0,0,0,0,-0.116925221338394,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0637957113654818,0.425737388149899,0,0.072060195965684,0,0,0,0,0,0,0,0.0696468005203435,0,-0.222391609038308,0,0,0.153423909038614,0,0,0,0,0,0,0,0,-0.000914649028326287,0,0,0,0,-0.0350118257687738,0,0,0,0,0,0,0.0399316896608612,0,0,0,0.115706303959055,0
