,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X600919.CH.EQUITY,X600958.CH.EQUITY,X601009.CH.EQUITY,X000069.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0.383299288270363,0,0.143788290273126,0.0309877428567922,0.00019828782109799,0,0,0,0,0,0,0.0168185257654974,0,0,0.0767586233180362,0.0365166825978523,0,0,0,0,0.139955972111386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232953644636899,0.0330440475084645,0,0.0638640348536252
X601939.CH.EQUITY,0.469915053907825,0,0,0.183056228540422,0,0.107812932892395,0,0,0,0.0183150342396948,0.131226054564398,0,0,0,0,0,0,0,0,0,0,0,0.00493651136715882,0,0,0,0,0,0,0.00370207308938689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146385579023312,0,0
X601318.CH.EQUITY,0,0.00388587426033011,0,0.0447750477777715,0,0,0.0624485103120321,0,0,0.109190492525325,0,0,0,0,0,0.270918020774805,0,0,0,0,0,0,0.115636229359797,0,0,0,0,0,0.266839692050027,0,0,0,0.0914613141908333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.164896956068188,0.373085042712065,0,0,0,0,0,0,0,0.153016121911697,0,0,0,0,0,0.0236401541521625,0.0740009614318906,0,0.183370825206884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.099634763472218,0,0.0198238777033179,0,0,1.73472347597681e-18,0,0,0.000807238300828433
X5.HK.EQUITY,0,0,0,0,0,0.224311371994894,0,0.123429083762028,0,0.00215848846063899,0,0,0,0,0.259481495516391,-0.33904883632479,-0.0439562030821493,0,0,0,0,0,0,0,0.449101026254975,0.370882364135906,0,0.0143213371840398,0,0,0,0,0,0,0,0,0,0,0,0.0647220869132919,-0.102362858393544,0,0,-0.920786029069069,0.173514358592605,0,0,0.203908262150579
X601988.CH.EQUITY,0,0.284773602268192,0,0,0.0961945623779198,0,0,0,0.2788406621876,1.0842021724855e-19,0,0,0,0,0,0.109494794836256,0,0,0,0,0.260736618818542,0,0,0,0,0,-6.93889390390723e-18,0,0.00576133453458594,0,0,0,0,0,0.0449252712739508,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273145362678773,-0.0417390427328114,0.0922762118570072,0,0,0,0,0,0.440069039669325,0.0867430995926157,0,0,0.0209980066058432,0,-0.0352002156648637,0,0,0,0,0,0.040428769112878,0,0,0,0,0,0,0.0423713997685153,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0806553483491375,0,0.217873820441147,0,0,0,0,0,0.15389254337388,0,0.0968893228931407,-0.0388299758478203,-0.11418669417271,0,0,0,0,0,0,0,0,-0.0639073037269263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390639367181688,-0.0794328766018797,-0.130115108773899,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0963627903476539,0.00156154445132089,0.0102217488418753,0,0,0,0,0,0.164202466427735,0.0421317857675545,0,0,0.0422460606462291,0,0,-0.168136591691974,0,0,0,0,0,0,0,0.295690294057627,0,0,0,0.210052487711388,0,0.132679897570663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0420952160964247,0.214214639361494,0.0646988286446276,0,0,0.00837818061161311,0,0,0,0,-0.0067509164346538,0,0,0,0,0,0,0.142604889282835,0,0,0,0.0328696369636856,0,0,0,0,0,0.0626681187887775,0.326051095412576,0,0,0,0.045788588947881,0,0,0,0,0,0,0.0517687395582594,0,0,0,0,0.016296738944968,0,0
X601166.CH.EQUITY,0,0.143243018157531,0.057491412100984,0,0,0.0705023892621125,0.17052364702517,0,0.155498249448558,0.125965006212705,0,0,0,0,0,0,0,0,0,0,0.0472442338084037,0,0,0,0,0,0,0,0,0,0,0,0,0.0106019597204213,0,0,-0.000718844754547573,0,0,0,0,0,0,0,0.0620330557531143,0.0972580782803978,0,-0.0527937509532648
X601319.CH.EQUITY,0,0,-0.150927260699185,0,0.0212698918840609,0,0,-0.309253522735216,0,0,0,0,0,0,0,0,0,0,0,0.124155538760801,0,0,0,0.669119099900074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141630471277354,0,0.160190520802269,0,-0.121394053295698,0.150858504364339,-3.46944695195361e-18,0.249944316321824,0,0,0.0243226631451956
X11.HK.EQUITY,0,0,0,0,0.00500157402958783,0,0,0.0833208246538274,0,-0.125976538118929,0,0,0,0,0.450615090382297,0.0204566472414581,0.345094656998303,0.208677407522769,-6.93889390390723e-18,0,0,0,-0.397110988827546,0.0509036042614514,0,0,0,0.109702748607322,0,0,0,0,0.148618348990296,0,0,0,0,0,0,0,0.031148269693166,0.180664221555215,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.0222444711145475,0,0.0216027610730145,0,0.21877374408383,0.115789806596017,0,0.157025053566525,0,0,0,0,0,0,0,0,0,0,0.139132646525698,0.0353377348822826,0,0,0,0.0768303965647759,0,0,0,0,0,0,0,0,0,0.00726329219816403,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.193719482159784,0,0,0.0359267138572133,0,0,0,0,0,-0.0817922030404025,0,0,0,0.0291224392421982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357986579743073,0,0,0.0449180072916772,-0.00101298853926104,0,0.146481500718682,0,0.0714276994237398,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.325536440165117,0,0.109280245396083,0,0,0,0.0592163482054748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348580778630273,0,-0.0353173159535278,0,0.0252641856586406,0,0,0,0,0,0,0,0,0.295711931177928,0,0,0,0.117881855893209,0,0,0,0,0,0,-1.0842021724855e-19,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.026541342803507,0,0.124811264984225,0,0,-0.00449762754362996,0.168342579131139,0,0,0.214281523839594,0,0,0,0,0.163929462305682,0,0,-0.0269528887854933,0,0,0,0,0,0,0,0,0,-0.0208416372710254,0,0,0,0,0.120530393374879,0,0,0,0,0,0,0.106481887573748,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566530551509344,0,0.0262398634392109,0,0,0,0,0.686316424179219,0,0,0,-0.680827511798351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102883256950511,0,0,0.247557495318677
X601998.CH.EQUITY,0,0,0,0,0,0.0631219268700219,0,0,0,0.387834624452981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120502438678079,0,0.314567032909416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0702480263394843,0,0,0,0,0,0.021860237948315,0,0,0,0,0,0,0.0498453641567443,0,0.477237247463437,0,-0.0345129035702366,0,0.122994288170473,0,0.00463835734638577,0,0,0,0,0,0.218980773730222,0.0706452290164293,0,0,0,0,-0.0283991718545324,0,0,0.0485294549418474
X600016.CH.EQUITY,0,0,0,0,0,0.103198004553771,0,0,0,0.0413430606812021,0.325207011927136,0,0,0.0497009777680857,0,0,0.0035113702405589,0,0,0,0,0,0,0,0,0.0437704004010503,0,-0.0250767614182048,-1.38777878078145e-17,0,0,0.318265154770993,0,0,0,0,0,0,0,0,0.0873130126550692,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.124909696449619,0.0991633812061665,0,0.120877939858514,0.161712553668961,0,0,0,0,0.0555815557946529,0,0.0493598790966788,0,0,0.0140598822398925,0,0,0.0191030343300802,0,0,0,0,0,0,0,0.195020129605741,0,0,0,6.93889390390723e-18,0,0,0.00338587600080864,0,0,0,0,0,-1.73472347597681e-18,0.0785085074934546,0,0
X601818.CH.EQUITY,0,0.0766849592735428,0,0,0,-6.93889390390723e-18,0.290404221890707,0,0.0635530075234345,0.156467773301014,0,0,0,0,0,1.73472347597681e-18,-0.0153795355762836,0,0,0,0,0,0,0,0,0.150331922370151,0,0,0.0665249075903746,0,0,0,0,0,0,0,0,0,0,0.0985697573741851,0,0,0,0,0,0.0305608895941651,0,0
X601066.CH.EQUITY,0,-0.128068479604605,0,0,0,0,0,0,0,0,0,0.509799657188483,0,0,0,0,0,0,0,0,0,0,0,0,0.100499359209853,0,0,0,0.449829625154671,0,0,0,0,0,0,0,0.191196674530395,0.0500696662894555,0,0,-0.0517987183194778,-0.252561790830974,0,0,0,-0.317332860706069,0,0
X601211.CH.EQUITY,0.0124100547614244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114052983203308,0,0,0,0.0768217641222966,0,0,0,0,0,0,0,0.0787177922079533,0,0,0.31605017516667,0,0,0.0260924457500552,0.32044779421613,0,0.0895721770462779,0,0,0.0428327104652274,0,0,0.0480239156326887,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0.0573421644337615,0.24289347908288,0,0,0,0,0,0,0,0.229593388085343,0,0.141672609429611,1.38777878078145e-17,0,0.369455354577611,0,0,0,0,0,0,0,0,0,0,0.0500752419440855,0,0,0,0,0,0,0,0.0456601665352223,0,0,0,0,0,0,0
X601688.CH.EQUITY,0.0312017869313488,0,0,0,0,0,0,0,0.041340902951882,0.00774613534116146,0,0,0.0486549543013919,0,0.0310445347326628,0,0,0,0,0.515560953931205,0,0,0,0,0,0,0,0,0,0,0.0869970585671944,0.0982971817256815,0,0,0.104291008888011,0,0,0,0,0,0,0,0,0,0,0,0,0.0277166493848644
X600837.CH.EQUITY,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0.0157783894931418,0,0,0,0.105469119011288,-0.0148765670792182,0,0,0.106676855789131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183516802422664,0,0.149709927818117,0,0,0,-0.030110205619401,0,0,0.329294174158818,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0.00420302889612221,0,0,0,0,0,0,0.161690590006104,0,0.179266031927449,0,0,0,0,0,0,0.200006451991239,-0.0112099583468729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832905342511994,0,0.45695248190041,-0.00155602172800917
X601169.CH.EQUITY,0,0,0,0,0,0.200261045361006,0.0544159915775623,0.0674970932449414,0,0.0124781223117365,0,0,0,0,0,0,0.0746050682917954,0,0.153436775977937,0.0512314732089376,0,0,0,0,0,0.0672234437148051,0,0,0,0,0,0.035706113134115,0,0,0,0.0996095769416849,0,0,0,0,0,0,0,0.0976345043642871,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0699526298902419,0,0,0.207123721749263,0,0,0,0,0.156018069569793,0,0.079016300916785,0.0480454935398716,0,0,0,0,0,0,0,0.415334206688193,0,0,0,0,0.0138737645006364,0.0476837793384846,0,0.0794386333385142,0,0,0.0566704015958199,0
X600015.CH.EQUITY,0,0.0516319761901207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183706030074478,0,0,0.0507668530383223,0,0,0,0,0,0.100462289073832,0,0.052776008099703,0,0,0,0,0,0,0,0,0.021289250724697,0,0,0.607615966556628,0,0.066067224161185,0,0,0
X2882.TT.EQUITY,0,0,0.161693705408645,-0.0809557809209966,0,0,0,-0.189954779382533,0.329017308977536,0,0,0,0,0,0,0,0,-0.311693025847595,0,0,0,0,-0.104008359979059,0,0,0,0,0,0,0,0,0,0,-0.122107671771393,0,0,0.0555694525757373,0.534894801056356,0,0,0.18729193817699,0,0,0,0,0,0,0.147393900186946
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.0677519654488741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185359273365127,0.218817677407033,0,0,0.196425565228489,0,0,0,0,0,0,0,0,0,0,0,0.161257793780561,0.228187631953868,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.00705177767276236,0,0,0,0,0,0,0.459377197441934,0,0,0,-0.0517950424426393,0.304282181255226,0,0,0,0,0,0.150191436944407,0,0,0,0,0.0636991941532379,0.0176328896588592,0,0,0.00739102576441993,-0.0273023648979932,0,0,0.024008394485609,0,0,0.0160833337279777,-0.056807898698065
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388088058649191,0,0,0,0,0,0,0,0,0,0,0.338783829998389,0.0621573794923327,0,0,0,0,0,0,0,0.106816896711157,0,0,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,-0.0931380114123925,0,0,0,0.194973273906527,0,0,0,0,0,0,0,0,0,0,0,0,0.280606097440362,0,0,0.321122439905097,0,0,0,0,0,0,0,0,0,-0.107984009397313,0.110749959132147,0.0349151381797485,0.0675111301939111,0,0,0.157736425198058,0,0,0.0130873267647056,-0.0086727147415224
