,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X002958.CH.EQUITY,X002736.CH.EQUITY,X600958.CH.EQUITY,X600928.CH.EQUITY,X388.HK.EQUITY,X000627.CH.EQUITY
X601398.CH.EQUITY,0,0.43533579759646,0.53817373101355,-6.93889390390723e-18,0,0,0,0,0,0.13154852279572,0,0.0945875383301263,0,0,0.0491362838705598,0,0,0,0,0,0,0,0,0,0.0629257853811036,-0.0385735506679702,0,0.0330209025990734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13541929413629,0,0,0,0,0,0,-0.124623130323404
X601288.CH.EQUITY,0,0,0.672055832390003,0.204329125316844,0,0,0.101781229171529,0,-0.0845681569489186,0,0,0,0,-0.0569726721124314,0,0,0,0,0,0.15948770387885,0,0,-0.211949725929695,0,0,0,0,0,0,0.0554813924698717,0,0,0,0,0,0,0,0,0,0,0.0655761971637298,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.155211827921177,0.27890997011096,0,0.170297384513477,0,0.0415093829660886,0,0,0,0,0,0,0.0209803435219742,1.73472347597681e-18,0.165681078453131,0,0,0.0309348831383894,-8.67361737988404e-19,-0.0650083322546743,0,0,-0.044468460681494,0,0,0,0,0,0,0,0,0,0,0.205468527693163,0,0,0,0,0,0,0,0,0,0,0.0418086197126384,0,0,0,0,0
X601988.CH.EQUITY,0.307062193794535,0.38072512774302,0,0,0,0,0,0,0,0.14903115101437,0,0.119778668410877,0,0,0,0,0,0,0,0.214251705676743,0,0,-0.137484443051948,0,-0.270464726650927,0,0.0629099752409245,0,0,0.0609621932083002,0,0,0,0.086253729497033,0,0,0,0,0.142854344625771,0,-0.135876800594579,0,0,0,0,0,0,0,-0.0808296079989028,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360453696266709,0,0,-0.0724009187903164,0.156844163896077,-0.389711243070982,0,0,0.209582771704822,0,0,0.153446004658695,0.251828134959701,0,0.0512541547187757,0,0,0,0,0.310839940435903,0,0,0,0,-0.214096888303595,0.618205784510187,-0.421447972246962,0,0,0,0,0,0,0.242863169167937,0
X601658.CH.Equity,0,0.0173962463375182,0.116662709672769,0,0,0,0.122277841611845,0,0,0,0.0061136613199636,0,0,0,0,0.00847211630789025,0.0700591721699212,0,0,0,0.18148988709249,0,0,0,0.0043705133003246,0.125297132836783,0,0,0,0,0,0,0,0.193462237857639,0,0,0,0,0,0,0,0,0.0418160066864392,0,0,0.0456355786238841,0,0,0,0
X601328.CH.EQUITY,0,0.448413628658216,0,0,0,0,0,0,0,0.00901616742042626,0,0,0,0,0.137462948045844,-0.282699123552199,0,0,0,0.0167604958974788,0,0.376871381776006,-0.0291752303011937,0,0.0216940794506889,0,0,-0.079089986390541,0.334582625652585,-0.00567291327460231,0,0,-0.0398781953713737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172984778029856,0,0,0,0,0.0309417614459856,0.100644959329314,0,0,0,0,0,0,0,0,0.537501531824321,0,0,0,0,0,0,0,-0.034042073708067,0,0,0,0.0241570996285325,0.268527509986582,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0574217796193129,0.153881168059314,0,0,0,0.118462360024609,0,0.33203957692155,0,-0.140898596824341,0.20462581588575,0,0,0,0.125709577938025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103136583565813,0,0
X267.HK.EQUITY,0,0,0,-2.77555756156289e-17,0.0981742651921457,0.131520156138537,0.249433262055504,0,0.234140285074105,0,0,0.179139003483429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123103809405023,0,0,0,0,0,0,-0.191116554559395,0,0,0,0,0.065740597273878,0,0,0,0,0,0,0,0,0.00322059238513483,0
X601166.CH.EQUITY,0,0,0,0.0280301185532014,0,0,0.00301040968909395,0,0.482190314788397,0,0,0,0,0,0,0,0,0,0,0,0.252169947388747,0,0,0.100035681889243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184781108515416,0,0,0,0
X601998.CH.EQUITY,0,0,0.0317518264733414,0.0596186483718846,0,0,0,0,3.46944695195361e-18,0,0.142168329707077,0,0,0,0,0,0,0,0,0,0,0,0,0.14762449130479,0.365618079249596,0,0,0.153601836196437,-8.67361737988404e-19,0.0364987357571995,0,0,0,0.0728661680825648,0,0,0,0,0,0,0,0,-0.0991193858855068,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.103221503204243,0,0,0,0,0,0.162769179140793,0,0,0,0,0,0.0730215818375352,0.208021879066247,0,0.00709256865354065,0,0,0.0311384987061306,0.611411620624016,0,0,0,0,0,0,0,0,0,0,0,0,-0.136505237734193,0.0414922345113759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530601194500541,0.302245330197158,0,0,0,0,-0.00799753497951311,0,0.0752764061259183,0,0,0,0,0,0,0.00544591215108473,0,0.0407076358449035,0.250043755713868,0,0,0,0,0,0,0,0,0.163710087453289,0.146047861160557,0,0,0.101945333678469,0,0
X601818.CH.EQUITY,0,0,0,0,0.0622887751246817,0,0.187980752459527,0,0,0,0,0.21202520438666,0,0.447633713602975,0,0,0,0,0,-0.00338955057809806,0,0,0,0,0,0,0,0,0,0,0.124310498286449,0,0,0,0,0.0158306948934152,0.0298175486794727,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0459891207826868,0,0.0582488332416607,0,0.1284949880771,0,0,0.322558561543459,0,0.0774033533449057,0,0,0,0,0,0,0,0.233991298362286,0,0,0.238069334899765,0,0,0,0.098670761966398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639429991828525,0,0.0117992359739762,0.0725006407671547
X000001.CH.EQUITY,0,0,0,0,0,0.0227230335413568,0,0,0.0679981173111914,0,0.342125046397487,0,0,0.114629485028981,0,0,0,0,0,0,0,0,0,0,0,0.085902148501704,0.0440176111695098,0,0,0,0.0245967543553084,0.15784722401416,0,0,0,0,0,0,0,0.025533093779088,0,0,0.0323271275090813,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0812471521346178,0,0,0.135923186467438,0.0110219386012772,0,0.15821194033475,0,0,0.335817327179002,0.104748491725414,0,2.77555756156289e-17,0,0,-0.0156562851233713,0,0,0,0,0.0752175849986272,0.323915964682197,0.0208552687841831,0,0,0,0,0,0,0.101223740006974,0,0,-0.117255420917902,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,-0.0785956907538186,0,0,0,0,0,0,0,0,0.138340543667791,0.333949878153196,0,0,0,0,0,0,0,0.00380008733900315,0,0,0,0,0.0386635344704825,0,0.150946956035826,0.199354652111985,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.144067490122474,0,0
X2388.HK.EQUITY,0.242292470051734,0,0,0,0.207061320865862,0.313302475573764,0,0,0,0,0,0,0,0.321703657876796,0.164595271089009,-0.0176965202376459,0,0,-0.256028504365763,0,0,0.220999101711624,0,0,0.0392506489973554,0,0,0,0,-0.239666653940119,0,0,0,-0.646914291612874,0,-0.325955624010292,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.256679545941927,0
X600919.CH.EQUITY,0.0965297321903937,0,0.0260130122756379,0.0516714896111259,-0.103397024004134,0,0.0853042726445621,0,0,0,0,0,0,0,-0.0848478511982045,0,0,0.325178178599009,0,0,0,6.93889390390723e-18,0,0.045479757030582,0,0,0.0354801470619439,-0.0565770789372387,0.491834195129506,-0.0725934432025752,0,0,0,0,0,0,0,0,0.0910486219471388,0.0723995856975423,0,0,0,0,0,0,0,0,0,-0.1915753939295
X601229.CH.EQUITY,0,0,0,0,0.0382971156327128,0,0,0,0,0,0,0,0.380864419426047,0,0.0314684541861757,0,0,0.106559370318765,0.119334045882872,0,0,0,0,0,0,0,0,0,0,0,0,0.0107144148831478,0,0,0,0,0,0.189916017874606,0,0,0,0,0,0,0.0840271615431528,0,0,0.0361653653317509,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.171968754336954,-0.0924423135604423,0,0,0,0,0,0,0,0,0,0,0,0,-0.0790824705939256,0,0,0,0.0845301233776017,0,0.132177983149142,0,0.32223690746156,0,0,0.116681927531349,0,0,0,0.213306791272374,0,0,0,0.100042493985856,-0.22775827879415,0,0,0,-0.0081149949893975,0,0,1.73472347597681e-18,0,0.373316470196192,0
X002142.CH.EQUITY,0,0,0,0,2.16840434497101e-19,0,0,0,0.153424537617757,0,0,0.0607979045709563,0.162536362267701,0,0,0,0,0,0,-0.0352718920315128,0,0,0.139344136756438,0,0,0,0,0,0.238145835782909,0,0,0.214045539523164,0,0.0371398517795319,0,0,0,0,0,0,0,-0.0581296276914119,0,0,0,0,0,0,0,0
