,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0.380983097824473,0.0793920104814243,0,0.284240526197169,0,0,0,0,0.0914445641688447,0,0,-0.0182326417121558,0,0.0144759711895328,0,0,0,0,0,0,0,0,0.327034635987382,0,0,0,-0.0224981701668567,0,0,0,0,0,-0.0482838521917421,0,-0.261145140675477,-0.114899193241721,0,0,0,0,0.135303662237292,0.0257668690493587,0,0,0,-0.101562526119193
X601318.CH.EQUITY,0,0,0,0,0,0,0.0249522945743267,0,0,0,0,0,0,0.148658161450459,0.283029031431219,0,0,0,0,0,0,0,0,0.0404182998779398,0.000112484760213365,0,0,0,0,0.372261053145229,0,0,0,0,0,0,0,0,0.0269702376537118,0,0,0,0.0273011103010449,0.0221020127088045,0,0,0,0
X601939.CH.EQUITY,0.0225391798770509,0,0,0,0,0,0,0,0,0,0.0793525803307713,0,0,0,0,0,0,0,0.0270556838828348,0,0,0,0.476359089518534,0,0,0,0,0,0.0159928919963852,0,0,0,0.0800534860571548,0,0,0,0,0,0,0,0,0.111037574720502,0,0,0.0509656215593464,0,0,0
X601288.CH.EQUITY,0.059259281642194,0,0,0,0,0.126516439307797,0,0,0.0412188162622209,0,0.0655597528274718,0,0,0,0,0,0,0,0.100809679385038,0,0,0,0.0768060057203583,0,0,0,0,0,0,0.18072633025178,0,0,0.255790804255873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.325085602391596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160566567693071,0.272654206911862,0,0,0.441708124047434,0,0,0,0,0,0,0,0,0,0.260838673091563,0.10517481652787,0,0,-0.0851425255866242,0.0238766270512555,0,0,0,0,0,0,0,-0.0611469529090876,0,0,0,0.279513272030487
X601988.CH.EQUITY,0.350954518818363,0,0,0.504188035149013,0,0,0,0,0,0.0860552667132177,0,0,0.0310667420194408,-0.0263386347410657,0,0,0,0,0,0.0872888282602613,0,0,-0.0628451195716755,0.03562772768192,0.00104157065308071,0,0,0,0,0.0363631355092329,0,0,0,0,0,0,0,0,0,0,0,0,-0.0472172226311706,-0.0228031476571715,0,0,0,0
X600036.CH.EQUITY,0,0.360525136490275,0,0,0.0234508420174524,0,0,0,0,0,0,0.383279531831481,0,0,0.102624221884912,0,0,-0.0131224004362567,0,0,0.0465704383148622,0,0,0,0.00466943193187969,-0.166698119638343,0,0,0,0.144538639042052,0,0,0,0,0,0,0,0,0,0,0.0438616173997862,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.263002498345036,0,0,0,0,0,0,0,-0.0798447790868755,0,0,0,-0.18871298954888,0,0.31940111439012,0.346589194691672,0,0.176007873269402,-0.0220168045747139,0.0459508041045077,0,0,0.0675048814221752,-0.0332874654568919,0,0,0,-0.200429298138739,0,0,0,0,0,0.0311330346552622,0,0,0,0,0,0,0,0,0,0.0319017141532886,0,0,0
X601628.CH.EQUITY,0,0.176316378455703,0,0,0.051518677658,0,0,0,0,0.0270540012144759,0,0,0,0,0.250608709317592,0,0,0,0.0857128822277254,0,0,0,0,0,0,0,0,0.0637628968378987,-0.0538229020753878,0.138302176792442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492756758768227,0,0,0
X601166.CH.EQUITY,0,0,0.123748837813234,0,0,0.217167997448764,0,0,0.19857209019358,0,0,0,0,0,0.176809271600212,0,0,0,0,0,0,0,0,0.229774945730771,0,0.0895513464060482,0,0,0,0,-0.0676105233071164,0,0,0,0,0,0,0,-0.0174111496855759,0,0,0,0,0,0,0,0.0428718046342218,0.0789348637752877
X601328.CH.EQUITY,0.0449680674802584,0,0.0484128202763914,0.0360681666093793,0.0476330672798325,0.26379547422872,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0332303436685216,0,0.13763163746845,0,0.100547938466181,0.102058329755781,0,0,0,0,0,0,0,0.00223793653511221,0.0403539508938241,0.0262574583207755,0.132353050009072,0,0.067352507480688,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.00775023512268333,0.108430638145207,0,0,0,0,0.113039140863632,0,0,0,0,0,0,0,0.0192009108339555,0,0,0,0.0201498774391251,0.223984547056265,0,0,0,0,0,-0.0285039348272995,0,0,0.101609417434239,0,0,0,0,0,-0.0544698706780506,0.137906280823011,0,-0.045530210607166,0.145146440601622,0,0,0,0.259315639653918,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.02542746218151,0.0477766604457182,0,0,0,0,0,0,0,0.135210357336807,0,0,0.12193119003252,0,0,0,0,0,0,0,0,0,0,0,0.134024828656524,0,0,0,0.117694047527781,0,0,0,0.0898436785744409,0.0323177665112028,0.22460630376385,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.253688388444301,0,0,0,0,0,0,0,-0.144513028386318,0,0,0.201608675525955,-0.0868809730457471,0,0,0,0.269726499017475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124019062567666
X601601.CH.EQUITY,0,0,0,0,0,-0.205342570123303,0.0181585668320327,0,0.287002831893519,0,0,0,0,0.378682756486928,0,0,0,0,0,0,0,0,0.125602739731114,0.122929478692589,0,0.0893541442467473,0,0,0,0,-0.0853932773365677,0,0,0,-0.000724315052683199,0,-0.0358430931615578,0,0.224424168894805,0,0,0,-0.170134829848992,0,-0.0411975178631821,0,0,0
X11.HK.EQUITY,0.355831211164037,0,0,0,0.0862769248916344,0,0,0.246900280145635,0,0,0,0,0,0,0,0,0,0,0,0,0.325653919449995,0,-0.284287871103298,0,0.00793189195913082,0,0,0,-0.0976430875047022,0,-0.124305401011549,0,0,0,0,0.102846349304178,0,0,-0.0729272664158854,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.0652318585513242,0,0,0,0.0154491670496584,0.480767526392991,0,0,0.12598892766223,0,0,0,0.130613660233671,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.00880834804735383,0,-0.474820168418115,0,0,-0.16003376491842,0,0,0,0,0.435718801577082,0,0,0.0572300780404254,0,0.0489860376390233,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.429500867084995,0.281275270705683,0,0,0,0.0293022996489076,0,0,0,0.0502627181511606,0,0,-0.266689806812448,0,0,0,0,0.197150055166283,0,-0.145047808786315,0,0.129826298620906,0,0,0,0.0210693014426484,0,0,0,0,0.21821846579166,0,-0.129743771951113,-0.427204329409229,0,0,0
