,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X601838.CH.EQUITY,X2892.TT.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY,X601881.CH.EQUITY,X2801.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.247447545176581,0.494087332008145,0,0,0,0,0,0,0,0.217047242336104,0,0,0,-0.0906066897416156,0,0.242994803663715,-0.0443237567261923,0,0.196524349116113,0,0.0576602753545644,0.0794162966717241,0,0,-0.0859699954523925,0,0,-0.438187823321118,0,0.0186470953709106,0,0,0,0,-0.107520590130132,0,0,0,0,0,0,0,0,0,0,-0.146768692911491,0,0,0
X601939.CH.EQUITY,0.0109859741268259,0,0,0.228296130770303,0,0.201937934471707,0,0,0,0,0,0.514888246990106,0,0,-0.0483927441876572,0,0.136156633800763,0.086819893517631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468045808106702,0,0,0,0,0,0,0,0,0,0.0640739649595239,0,0,0
X601288.CH.EQUITY,0.516213152454683,0.0524700161404364,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0368947930150904,0,0,0,0,0.0450759903917839,0,0,0.171909749793689,0,0,0.0349355546217413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312607032029282,0,0,0
X601988.CH.EQUITY,0,0.25900303612114,0.205688848614356,0,0.326089389228243,0.126947809229112,0,0,0.158717218636523,0,0,-0.0692017270623364,0,0,-0.0527865044210782,0,0,0.0844610479528918,0,0,-0.27472328323394,0,0,0.0552717868913844,0.00425271083254119,0,0.152379918237112,0,-0.106642765741539,0,0,0,-0.0115319975694532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.036852341882162,0,0.0932022714952228,0,0,0,0.261385734526895,0,0,0,0,0,0,0,0,0,0.058599100108262,0,0,0,0,0,0,0,0,0,0,0,0,0.0762124371585918,0,0.0570489699866945,0,0,0.000436233765330987,0,0,0.0191828548066723,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0422169233267077,0.0274127515009691,0,0,0,0,0,0.475289442571745,0.0759840087675143,0,0,0,0,0,0.352065310314379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10282266100269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0873565475552424,0,0.039457587984941,0,0,0,0,0,0,0,0,0.357311750988802,0.0129673689628534,0,0,0,0,0,0.145158494108938,0,0,0,0.00713505941792617,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-6.93889390390723e-18,0,0.124145257998293,0,0,0,0,0,0,0.239592774978988
X600036.CH.EQUITY,0,0.439358908838341,0,0,0,0,0.200408060397695,0,0.242296882565719,0,0,0,0,0,0.225944163877566,0,-0.181987130583647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00949043729343866,0.0934102413696395,0,0,0,0,0,0,0,0,0,0,0,0.184098380601704
X601166.CH.EQUITY,0,0,0.0378687701927411,0.125123872110885,0,0,0,0,0,0,0,0,0,0,0.407287040624073,0,0,0,0,0,0,0,0,0.360073515519191,0,0,-0.12890440431768,0.207656355383034,0,-0.127102410258405,0.186297788455014,0,0,0.115250615760102,0,0,-0.0472937650913551,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.301396837643399,0.173890758706343,0,0,0,0,0,0,0.0235635928446394,0.00094254061509954,0,0,0.157527699257682,0.170517738571643,0,0,0,0.113559311376912,0,0.0888777517917835,0,0,0,0,0,0,0,-0.0666010999529797,0,0,0,0,0,0,0,0,0,-0.0287441169350624,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.000755590838006579,-0.097338220913256,0,-0.187633137316819,0.450239975352293,0,0,0,0.146181890569138,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.0866216694402879,0,0,0,-0.360179030229836,0,-0.186651130453023,0,0,-0.0159305634245212,0,0,0,0.00949180877979348,0,0,0,0,0.130423008956546,0.579963609641355,0,0,3.46944695195361e-18,0,0,0,0
X600016.CH.EQUITY,0.161066576548546,0.25139967303959,0,0,0,0.0432228514821478,-0.256214645181107,0,0,0,0,0,0,0,0,0,0,0.171388984413122,0,0,0.261479598804293,0.236906963852317,0,0,0,0,-0.2031681010158,0,0,0,0,0,-0.16979507381977,0,0,0,0,0,0,0,0.0840075091111804,0,0,0,0,0,-0.142468574573836,0,0,0
X601818.CH.EQUITY,0,0,-0.0679113833398983,0.266458811528154,0,0,0,-0.125599770793313,0.161918910305797,0,0.111207020394036,0,0,0,0.173800892429971,0,0,0,-0.15403818848768,-0.290003127770784,0,0,0,0,0,0,0,0,0,0.804851796108564,0,0,0,-0.031321193984962,0.0865660872862778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0073551632085048,0.197971521132335,0,0,0,0,0,0.217427453931672,0,0,0,0,0,0,0,0,0.127676994585544,0,-0.141472665215857,0,0,0,0.13505618986945,0,0,0,0,0,-0.0299923864449475,0,0,0.00686572652372829,-0.0845569079833,-0.0703352133187349,0,0.0611431662480885,0,0,0.156092016454794,0,0,0,0,0.0679869507814074,0
X000001.CH.EQUITY,0,0,-0.0517769769396232,0,0,0,0,0,0.504579198472088,0,0,-0.153050802823907,0,0,0,0,0,0.108524930705456,-8.67361737988404e-19,0.0176123092613956,0,0,0,0,0,0.00472256113394777,0,0,0,0,0.181669604053313,0,0,-0.0162333132533168,0,0,0.0475292558640234,0,0.00881787448742569,0,0,0,0,0,0,0,0.0497651990881455,0,0.22406629156858,0
X600015.CH.EQUITY,0,0,0,0,0,0.222753481559666,0,0,0,0.153573772049707,0.00696506379414207,0,0,0,0,0,0,0.0246311293051757,0,0,0,0,0,0,0,0,0,0,0,0,0.156263397095689,0,0,0,0,0.171595417470465,0.00347128871448671,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0.0588230300001544,0.0634317838915982,0,0,0,0,0,0,0,0,0.284425888992636,0,0,0,0,0,0,0,0.201652340225202,0.0404239095901873,0,0.0973701087359429,0,0,-0.0217404504476636,0,0,0,0,0,0,0,0,0.094140547859864,0,0.0982761393987561,0,0,0,0,0,0,0.029862359187877,0,0.0633981934071791,0,0,0,0.0406702628618159,0
X600919.CH.EQUITY,0,0,0,0.107502505541095,0,0.402289039448704,0,0,0,0,0,0,0.0232874906457509,0,0.240564708305182,0,0,0,0,0.214716246028354,0,0,0,0,0,0.228668030884624,0,0,0,0.0810456722476437,0,-0.115214184935439,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.189167392364946,0.157899632426166,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0.0320443407321954,0,0,0,0,-0.0553772529232444,0,0,0,0.0222712203435761,0,0.39631804139951,0.0125629433218953,0,0,0,0.422207502302583,0,0,0,0,0,0,0,0,0,-0.0468233868977534,0,0,0,0.32713012531578,0,0,0,0,0,0,0,0,0,0,0,0,0.000244717568695317,0
X002142.CH.EQUITY,0.309522488593397,0,0,0,0.0449199591923342,0.197246391644407,0,0.0624684899388658,0,0,0,0,0,0,0.1623824731238,0,0,0,0,0,0,0.068987222136066,0,0,0,0,0,0,0,0,0,0.109478652489232,0,0,0,0,0,0,0.0573875576982828,0,0,0,0,0,0,0,0,-0.266580962818493,0,0
X601916.CH.Equity,0,0,-0.00923454637419779,0,0,-0.235121062184399,0,0,0,0,0,0.247914229901322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399547372987953,0,0.233217697630633,0,0,0,0,0.165821858430403,0,0,0,0,0,0,0,0,0.155096439872789,0.148843968432622,0,0,0,0.115168621757095,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.0270282167335424,0.0665741399138101,0,0,-0.204869441613199,0.0368245080991053,0,0.120752629430042,0.00771223448042131,0,0,0,0.3177538496555,0.134595924904046,0.0469556220008228,0,0,0.0894542590644335,0,0,0,0,0,0,0,0,-0.038540554426422,0,0,0,0,0,0,0,0,0,0.165201862345879,0,0,0,0,0,0,0.173193874600579
X2882.TT.EQUITY,0.0852049326209855,0,0,0,0,-0.0344010900393726,0,-0.157894621244465,0,0,-0.0484824687197339,0,0,0,-0.00951702634624789,0,0,0,0,-0.0114560306391373,0,0,0,0.0195463038515205,0,0,0.332305427232252,0,0,0,0,0,0,0.179187555203657,0,0,0,0,0,0.533471161404831,0,0,-0.0185730532597245,0.0945933305486566,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.107731527174033,0,0.116187500853383,0,-0.769062490565871,0,0.026552517999972,0.11644531542394,0,0,0,0,0,0,0,0,0.400591051185748,0.244604490304734,0,0.229782374790865,0,0.383373694656139,0.143637432594297,0,0,0,0,0,0,0,0,0,0.228068802009796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,-0.00564260725541021,0,0,0,0,0,0.0986102198597361,-0.086706288323976,0,0,-0.0418220396934673,0,0,-0.0483638226527322,0,-0.010474831571992,0,0,0.157473429387292,-4.33680868994202e-19,0,0,0,-0.0263361896639338,0,0,0,0.151478890415732,3.46944695195361e-18,0,0.0867022049779049,0,0,0,0.298186810410038,3.46944695195361e-18,0,0,0,0.0457233350371266,0.243624022919327,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0.231885872161237,0,0,1.38777878078145e-17,0.012358691005721,0,0,0,0,0,0.0493578828881854,0,0,0.317262746486715,0,0.24249280996603,0,0,0,0.00597477810313062,0,0,-3.46944695195361e-18,0.00103702491683549,0,0,0,0,0.0250149673567335,0,0.0820535856665815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
