,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X2892.TT.EQUITY,X601077.CH.Equity,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.176555836181733,0,0.112049777958932,0,0,0,0,0,0,0,0,0.507153103968348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334252608843494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00923035359913931,0,0.0431103650256873,0
X601318.CH.EQUITY,0,0,0,0,0,0.100560850964813,0,0,0.0373241200813268,0,0,1.38777878078145e-17,1.38777878078145e-17,0.125655377402215,0,0,0,0,-0.0529430968601393,0,0,0,0,0,0,0,0.250468824858887,0,0,-0.183905764565643,0,0.446820307409548,0.0504908774802513,0,0,0,0,0,0.239504609718759,0,-0.166500700939389,0,0,0.130543253916852,0,0.184749714589747,0,0,0,0
X601939.CH.EQUITY,0.187892416187692,0,0,0.26053552569639,0,0.0776216445402863,0,-0.0532095767940225,0,0,0,0,0,0.0744257736218375,0,0,0,0,0.260584025261514,0,0,0,-0.166301286031715,0,0,0,0,0,0,0.411445174379875,0,0,0,0,0,0,0,0,0,0,0,0.0812793215672439,-0.0497002294936128,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.443347610568279,0,0.271892382357595,0,0,0.111162366819959,0,0,0,-0.0198628678937317,0,0,0,0,-0.0542566838012278,0,0.0471798507343044,0,0,-0.0268526420828811,0,0,0.0247065379436999,0,0,0,-0.0785753394308206,0,0,0.0513214666035753,0,0,0,0,0,0,0,0,0,0.168519335311274,0,0,0,0,0,0.0447315423663656,0,0,-0.0692919769041371,0
X5.HK.EQUITY,-1.38777878078145e-17,-0.0836297676576091,0,0.211203649536732,0,0.0447852985761881,0,-0.34289404389686,0,0,0,0,0.155542318606525,0,0,0,0,0.522695987866055,0,0,0,0,0.408219507551405,0,0,0.0182312853239496,0,0,0,0,0,0,0,0,0,0.207474986776175,0,-0.088057037181826,0,0,0,0,0,0,0,0.0584556208066143,0,0,-0.0367572873598171,0
X601988.CH.EQUITY,0.00276118644274144,0,0.0780355283261559,0.349235997374606,0.0268815597139267,0,0,0,0.102224321702225,0,0.130948250145748,0.0709366542338966,0,0,0,0,0,0,0,0.141998402871403,0.208381702990072,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.00929474499474748,0,0,0,0,0,0,0,-0.256955639243054,0,0
X600036.CH.EQUITY,0,0,0,0,0.0371607179276433,0,0,0.235900381709701,0,0,0,0.0327779620709735,0.398901855616365,0.173846293205458,0,0,0,0.0563538585202084,0,0,0,0,0,0,0,0,0.0815532057468316,0,0.0355542655260139,0,0.126360844536563,0,0,0,0,0,0,0,-0.0321032579226871,0,0,0,-0.0552335418745745,0.0586248020409964,0,0,0,-0.0360651165575939,0.0370928817866975,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.122675090711264,0,0,0,0.107388569220545,0,0,-0.193036491982651,0.0582184727763165,0,0.350371161403219,0.263470923850859,-0.00873584485866202,0.0330543377019974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235702153756495,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0294003979921291,0,0,0,0,0
X601628.CH.EQUITY,0,0.307785696677069,0,0,0,-0.07455912920409,0,0,0,0,0.0360523626077919,0,0,0,0,0,0.0214705573375107,-0.0718285341164451,0,0,0,0,0,0,0,0,0,0,0,0,0.105211862414348,0,0,0,-0.0608211896532782,0,0,0,-0.0923829277794077,0,0,0,0,0,0,0.172334783518596,0,0,0,0
X601658.CH.Equity,0,0,0.0388611967022717,-0.134332799028491,0,0,-0.114827826314674,0,0.0530852643880973,0,0,0,0,0,0,0,0.00731379077984269,0,0,0,0.0913119824472353,0,0,0,-0.093883037371529,0,-4.33680868994202e-19,0.147871304595739,0,0.048430444344135,0,0,0,0,0,0,0,0,0.0876489686242179,-0.208773995398041,0,0,0.345993144589117,0,0.0037658234062303,0,0,-0.245167293964985,0,0
