,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X2892.TT.EQUITY,X601077.CH.Equity,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.17628915069956,-2.16840434497101e-19,0.108524011509381,0,0,0,0,0,0,0,0,0.507896134675288,0,0,0.00225963915574202,0,0,0,0,0,0,0,0,0,0,0.0376911170887651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823916534278352,0,0.0402648551226935,0
X601318.CH.EQUITY,0,0,0,0,0,0.0700121102563702,0,0,0.122813856324327,0,0.0315014518826449,0,0,0.21733088112266,0,0,0,0,-0.175587127125077,0,0,0,0,0,0,0,0.233554863432359,0,0,-0.143584297469777,0,0.45160522628546,0,0,0,0,0,0.24352864333129,0,0,-0.209988456243734,0,0,0.0951794207637337,0,0.134974035310587,0,0,0,0
X601939.CH.EQUITY,0.189924648800722,0,0,0.289773674370083,0,0.059930726045039,0,-0.0588396606886488,0,0,0,0,0,0.0511247064711449,0,0,-0.0142323444987976,0,0.273311784801242,0,0,0,-0.139832002929384,0,0,0,0,0,0,0.418580992742052,-0.0198533491671447,0,0,0,0,0,0,0,0,0,0,0.0879893680006752,-0.0727675982925632,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.437844756112038,0,0.268269819606735,0,0,0.106872980029466,0,0,0,-0.0210771542068114,0,0,0,0,-0.053682699275775,0.0459860651107697,0,0,0,-0.0265729061203412,0,0,0.0224480016852308,0,0,0,-0.0763760044710975,0,0,0.0508748784138672,0,0,0,0,0,0,0,0,0,0.167369692833269,0,0,0,0,0,0.0438217231069386,0,0,-0.0689126533352938,0
X5.HK.EQUITY,0,0,0,0.187649654010009,0,0.0842367718554091,0,-0.351696468735722,0,0,0,0,0.136418180917187,0,0,0,0,0.394435589963792,0,0,0,0,0.489888064901408,0,0,0.0477369907977551,0,0,0,0,0,0,0,0,-0.0516950950804801,0.200243337637764,0,-0.0087946901717022,-0.0940037509894598,0,0,0,0,0,0,0,0,0,-0.0429161870603459,0
X601988.CH.EQUITY,0.0762339508677422,0,0.126245500516287,0.205707679130881,0,0,0,0,0.147080090068756,0,0,0.26393787797228,0,0,0,0,0,0,0,0.194743225761888,0.168381337074287,0,0,0,-0.0472719873604319,0,0.0570954924890177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101809383084846,0,0,0,0,0,-0.27231324388541,0,0
X600036.CH.EQUITY,0,0,0,0,0.0240601971067725,0,0,0.0603019595361275,0,-0.0438095184143817,0,0.186222953034789,0.0895780684996184,0.319222362699107,0,0,0,0,0,1.73472347597681e-18,0,0.0138863362195992,0,0,0,0.0665551737979601,0.0954201727166181,0,0.161551476255965,0,0.142035097332664,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0116786843507307,0,0,0,0,0.409227629748534,0,0.0613150599524744,0,0.140146344632618,0,0,0.0629740903040258,0,-0.0626262223450527,0.0845017045411121,0,0,0,0,0.180866660484027,0,0,0,0,0,0,0,0,0,0,0,0,0.0161406506252802,-0.0541892938712914,0,0,-1.0842021724855e-19,0,0
X601628.CH.EQUITY,0,0.371685449540433,0,0,0,-0.0407708570790752,0,0,0,0,0.00365886307400408,0,0,-0.0203543645604952,0,0.0382702007533339,0,-0.141515499642311,0,1.73472347597681e-18,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.202286239015821,0,0,0,-0.0249617908038056,0,0,-0.111909430198146,0,0,0,0.0105785917276133,0,0,0,0.137891192779678,0,0,0,0
X601658.CH.Equity,0,0.108339308720225,0,-0.0745502488663948,0,0,-0.11486514961385,0,0,0,0,0,0,0,0,0,0,0.0216650264445164,0,0,0.475062879780631,0,0,0,0,0,0,0.141988367321639,0,0,0,-0.274277276064336,0,0,0,0,0,0,0,-0.457319670808422,0,0,0.427998771806644,0,0,0,0,-0.157595380475867,0,0
X601166.CH.EQUITY,0,0,0.0834046366509889,0.0282815843347136,0,0,0.269053851761204,0,0,0,0,0,0,0,0.202186517790819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106673177007194,0,0.105530629278963,0.0277064742669939,0,0.0293795782306822,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.00320578171382017,0.149610360169234,0,0,0
X601328.CH.EQUITY,0,0,0.0316504491519844,4.33680868994202e-19,0,0.0576857973037365,0,0,0,0,0,0,0.564060610751978,0,0,0,0,0,0.161109759387048,0,2.71050543121376e-20,0,0,0.00789263419911668,0,0,0,0,0,0.129257025819502,0,0.00803241726153057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0757744357368923,0.193010106700262,-0.026120678697717,0,0,0,0.339599184543407,0,0.0880237338119156,0,0,0,-0.0604000607389645,8.67361737988404e-19,0,0.0195845154786099,0,0,0.158100015840696,0,0,0,0,0,0,0,0,0,0,0,0,0.032180443617187,0.16881008319844,0,0,0,0,0.0146293370672505,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0684085449930241,0.197687559145876,-0.0752783956932453,0,0.0520871167853141,0,0,0,0,0.172826041971826,0.107844991944478,0,0,0.0693505305332066,0,0,0,0,0,0,0,0,0,0.0398622899959401,-0.0682733896923657,0.105666200835784,0,0,0,-0.122766165996521,0,0,0,0,0,0.665718972133157,0,0,0,0,0.140952164331989,0,0,0,-0.0920776392692687,0,0,0.113787411521155,-0.392348907495108
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.253587540560703,0,0.340940983252889,0,0,0,0,0.00180444868560952,0,0,-0.078183770083677,0.386031770375828,0,0,0,0,0.259133067046878,0,0,0,-0.0503341485026885,0.145156670733558,0,0,0,0,0,0,0,0,0,0,0,0.0314718489955473,-0.0803238469146308,0,0,-0.0289839489076391,0,0.0977921149582557,0,0
X388.HK.EQUITY,0,0,0.114527849139792,0.203112720875125,0,-0.00518667948316463,-0.0510949362770053,0.287289147128456,0.0391128984416348,0,0,0,0,-0.0439638951256783,0.212082741364031,0,0,0,0,0,0,0,0.161387581480052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905980399698127,0,0,0,0,0,0,0,0,0,0,0.0127960578831524,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139711936723557,0.0503862361831245,0,-6.93889390390723e-18,0,0,0,0,0,0.360135032755973,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0339299956185166,0,0,0,0,0,0,-0.0317365998538642,0,0,0,0,0,0,0,0,0,0.059967204655795,0.614808664276615,-0.0411465175212919,0,0.197538600151981,0,0,0,-0.097116606481955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207035848384373,0,0
X601998.CH.EQUITY,0,0,0.117449746335832,0,0.0820729552204335,0,0,0,0,0,0,0,0.0491814195104573,0,0,0,0,0,0,0,0.0475943106420247,0,0,0.235030859548456,0,0,0.127820126415227,0,0,0,0,0.089399789306059,0,0.170826433380578,0,0,0,0,0,0,0,0,0.118594581411507,0,0.0483640118071378,0,0,0.00652087692350515,0,0
X267.HK.EQUITY,0,0,0,0,0.216884139986405,0,0,0.473748140135686,0.0448091197065507,0,0,0,0,0.0731493963889765,0,0.0627650444906732,0,0.210627342872861,0,0,0,0,0,0.0924193649672211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14048353477501,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.12677683539776,0,0,0,0.0660257492102317,0,0,0,0.0265015840640361,0,0.265326551282145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442916638699987,0,0,0,0.169076349219362,0,0,0.184998260508392,0,0,0,0,0,0,0,0.119803932007556,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407850499298595,0,0.265930179265947,0,0,0.0689040636641231,0.0502270863892878,0,0,0,0,0,0,0,0.275078887526983,0,0,0,0.160004794285578,0,0,0,0,0,0.0911611598241784
X2388.HK.EQUITY,0,0,0,0.00317623443770745,0.172055923194915,0,0,0.199608640098596,0,0,0,0,0,0,0,0,0,0.351904588322809,0.0855983774064796,0,0,0,0,0,0,0,-0.109351963841545,0.0982023498525105,0,0,0.127688991609815,0,0,0,0,0,0.0361169860737845,0.171418588890951,0,0.0521054294309183,0,-0.0328039267432053,0,0,0,0.021939377025821,0,0.0238462970370017,0,0
X601818.CH.EQUITY,0,0,-0.211079590655485,0,0,0,0,0,0,0,0,0,0,0.162097554464875,0,0,0,0,0.228653544603823,0,0,0,0,0,0,0,0,0,0,0,-0.0529607604502243,0.192127032047695,0,0.287618928125831,0,0,0,-0.00503747309734433,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0939443024338358,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0154437795796985,0,0,0,0,0,0,-0.0393745831549792,0,0,0,0,0,-0.130501841106351,0,0,0,0.0427282467423572,0,0,0.177393239140933,0,0,0.0810416565856956,0,0,0,0,0,0.583259883776824,0.0555376894412941,0,0,0,0.203075646700511,0,0,-0.0226897681902529,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,-0.281749146183314,0,0,0,0,0,0,0,0,0,-0.48603359061695,0,0,0,0,0,0,0,0,0,0,-0.0882800927631249,0.0265216345642305,0,0,0,0,0,0,0,0,0,0.43946192495323,0,0,0.521537262432096,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.342467414047455,0,0,0,0,0.22536398691682,0,0,0,0,0,-0.000276968669403601,0.0388668005632705,0,0,0,0,-0.0149901943383833,0,-0.106360087243546,0,-0.02217876238971,0,0,0,0,0,0,0,0,0.158654041761659,0,0,0,0,-0.25989271980626,0.0178766448299828,0,0,0,0,0,0,0,-0.152872062384192,0.322991206559407,-0.166739963993148,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0.093186609444626,0.0106694283583641,0.0722271129827471,0,0,0,0,0.0289940470957027,0,0,0,0,0,0,0.308072515017893,0,0,0,0.0775596015121433,0,0,0.137696820439079,0,0,0,0.00125480630314817,0,0,0,0.358591331050813,-0.0807783513417183,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0166195453157715,0,0.0814650692564941
X600837.CH.EQUITY,0,0,0,0,0,0.146133249762225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211979211396795,0.278024917471125,0,0,0,0,0,0,0.187511482812082,0,0,-0.181106395947027,0.289135399482781,0.241708974667723,0,0,-0.0468005816836594,0.0935577649024031,0,0,-0.0902112396467215,0,0,0
