,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.275066135862953,0,0,0.070006919072012,0,0,0,0,0.0966407694742195,0,0,-0.368171924091854,-0.0166409552812695,0,0,0,0,0.985669443018975,0,0,0,0.00858315217702415,0,0,0,0,0,0.0669856612774165,0,0,0,0,0,0,0,-0.059830056056373,-0.0479202838268959,0,0.0637857833820773,0,0,0.116414899783558,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072077180649883,0.150096825834687,0,0.0543405773303778,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0807065902284962,0,0,0,0,0.0284672291107207,0,0,0,0,0,0.00483772652682884,0,-0.00721180196856888,0,-0.158222753764069,0,0.146325953256306,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.0732106107148317,0,0,0,0,0,0,0.0806941544591131,0,0,0,0,0,0,0,0,0.0939635963684308,0,0,0.033268109555348,0,0,0,0.175529345428263,0,0,0.152475509650806,0,0,0,0,0,0,0,0,0,0,0,0,0.0453048982169812,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.176426034987196,0,0.372957808297966,0.0354662667474883,0.198690337652021,0,0,0,0.0264739836539204,0,0.0470069347738298,0,0,0.238801941131737,0,0,0,0,0,0,0,0.194565180062425,0,0,0.107525612597914,0,0,0,0,0,0,0,0,0.109702529368074,0,0.0457295993664502,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0397070051943264,0,0.0207855898105282,0,0,-0.274693559844187,0.0829784534127986,0.0135231342193078,0.0697604462941872,0,0,0,0,0,0,0,0,0,0,0.0440687586921578,0,0,0,0.0318208937430367,0,0,0,0,0.423848418142954,0,0,0,0,0,0,0,0,0,0,0,0.236547361024898,0,0.139196480248991,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.0333122387828322,0,0,0,0,0.388928447696326,0,0.35455460922085,0,0,0,-0.0699629529982409,0,0,0,0,0,0,-0.514033528866197,0,0,0.242641387299054,0,0.0377196132158987,-0.250748743071305,0,0,0.0778259327577748,0,0,0,0,0,0,-0.359801340095447,0.065015344610375,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0557368099577221,0,0,0,0,0,0,0,3.46944695195361e-18,0.117542998941576,0,0,0,0.244980124575645,0,0,0,0,0,0,-0.00451899697695978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854217796311717,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0,0.324084963404046,0,0,0,0,0,0,0.102588224813141,0,0,0,0.132319934669883,0,0,0,0,0,0,0.243411246931407,0.0106266557384267,0.00586176161877966,0.104521512850101,0,0,0.146349325570739,0,0,0,0,0,0,0,0,0.108364631772894,0,0,0,-0.138898688347105,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.0511998413138449,-4.33680868994202e-19,0,0,0,0,-0.117576918685128,0,0,0.0359935973422093,0.133790590687543,0,0,0.114383881603753,0,0,0,0.0803377535147095,0,0.150907216470449,0,0.179984734497013,0,0,0,0,0,0.0296865018147356,0,0.517206076639485,0,0,-0.0230907139524569,0,0,-0.0450242789822993,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0994009923395677,0,0,0.0945935487530955,0,0,0,0,0,0,0,0,0.113035435243931,0,0,0,0,0.0272068727373558,0.0836024163379592,0,0,0,-1.0842021724855e-19,0,0.0879819649816146,0,0,0,0,0,0.00142837747787389,0,0,0,0,0,0,0,0,0,0,0,0.291674840778015,0,0,0
X267.HK.EQUITY,0,0,0.0660899853824571,0.149712806766653,0,0,0,0,0,0.139078061549339,0,0,0,0,0,0,0,0,0,0.0400522149680608,0.0572680617006436,0,0,0,0,0,0.287845436879196,0,0,0,0,-0.271734497141893,0,0,0,0,0,0,-0.150167741689667,0.2968961052207,0,0.137086956753098,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0406744315884115,0,0,0,0.0255154728020849,-4.33680868994202e-19,0,-0.052942293137315,0,0,0,0.720543320743872,0.0406943498055706,0.0783226663957528,0,0,0,0,0,0,0.00616801440017033,0,0,0,0,0,-0.068922659264122,0,0,0.139093102749454,0,0,0,-0.032530466525584,0,-0.0839908598299102,-0.0937020268102958,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0.257243751825422,0,0,0.0332058184110358,0,0.0351665508812462,0,0,0,0,-0.0891308563068077,0,0,0.0433838541314051,0,0,0,0,0,0,-0.154807411468801,0,0,0,0,0,0.0104280908319055,0,0,0,0,0,0.311743575345725,0,0,0,0,0.0230801211740252,0,0.188820169474011,0,0,0,0,0,0,0.0351695545920086,0,-0.00950303873722531,0
X600016.CH.EQUITY,0,0.140607540369977,0,0.0969921959752268,0,-0.0675231336904719,0,0,0,0,0.0441994324769261,0,0,0,0,0,0,0,0,0.0957454116880139,0,0,0,0,0,0,0,0,-0.00367405157970522,0,0,0,0,0,0,0.748462484976649,0,0,0,0,0,0,0.0223132802654818,0,0.0653544386115256,0,0,0,-0.183374111199493,0
X601818.CH.EQUITY,0.0221777304801184,0,0,0,0,0,0,0,0,0,0.0711208722039004,1.08063137257173,0,0,0,-0.152495109370587,0.0646437648131398,0,0,0.0293632788524116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00750214768699101,0,0,0,0,0,0.00541521953955824,0,0.101745045267589,0.0232921512837773,0
X601628.CH.EQUITY,-0.0200110248857859,0.0500207990683974,0,0.129196371447239,0,0,0,0,0,0,0,0,0,0,0,0,0.223675333663419,0,0,0,0,0,0,0,0,0,0,-0.0268817196832445,0,0,0,0,0.22548195648732,0.10207729065981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141943102999275,0,0.163772124044784
X000001.CH.EQUITY,0,0,-0.109750019269886,0,0,0,0,0,0.335847195264533,0,0,0,0,0,0,0,0,0,0,0,0.141329067918932,0,0,0,0,0.136921258823303,0.135366617485752,0,0,-0.113647540296866,0,0,1.73472347597681e-18,0.156489651837454,0,0,0,0,0,0,0,0,0,0,0,0.0702841097370802,0,0.0607471466217461,-0.0222460727699693,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0450862678266417,0.125472908186764,0.100924777365879,0,0.0370682404297617,0,0.0168963856753245,0,0,0.218146020220369,0,0,0,0,0.0492348343593082,0,0,0,0.0404709275525945,0,0,0,0,0,-0.0920678795784169,0,0,0,0,0,0,0.140794928342313,0,0,0,0,0.88755306104933,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358413721261772,0,0,0,0.0985820691426437,0,0,0.0850228768014275,0,0.122688999731882,0,0,-0.10545972944352,0,0,-0.162441867045175,0,0,0,0.0417209162064014,0,0,0.272742711050508,0,0,0,0,0,0,0,0,0,0,0,0,-0.0633288207903586,0
X2388.HK.EQUITY,0,0,0,0.0842587136061714,0.00542394586962608,0,0,0.308581393545073,0,0,0.198116041365449,0,0,0,0,0,0,0,0,0,0.175129646569035,0,0,0,0,0,0,0,0,0.252078418607903,0,0,0,0,0.0176634713440468,0,-0.070039047567729,0,0,0,-0.0582100006791108,0,0.0211644761951317,0,0,-0.139043199339207,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0895432848038472,0,0.174726825594091,-0.168090222841627,0,0.126229318446361,0,0,0,0,0,0,0,0,0.256469188762399,0,0,0,0,0.539348140994061,0,0,0,0,0,0,0,0.0207189793460692,0,0,0,0,0,0,0,0.118293615098087,0,0,0,0.119790220723496,0.0893616343105943,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.74780102918655,0,0,0,0,0,-0.188147066133658,0,0,0,0.232334233713696,0,0,0,0,0.0547352581378634,0.072884324410987,0,0,0.107003692494407,0,0,0,-0.158652449912811,0,0.0876787961611251,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0311075611241121,0,-0.0406676328174718,0,0,0,0,0,0,0,0,0,0.211553817773725,0.310057202520127
X600919.CH.EQUITY,0,0,0,0.239059416734401,0,0,0,0,0,0.00918057549592467,0,0,0,0,0,0,0,0,0.00928669856921495,0,0,0,0,0,0,0,0,0.136178740313041,0,0.201014609836786,0,0.101718695559026,0,0,0,0,0.232132308774328,0,0,0,0,0,0,0,0,0,0,0.333294892183938,0,0
X601916.CH.Equity,0,0,0,0,0,0.204104447196677,0,0,0,0,0.188565249914274,0,0,0,0,0,0,0,0,-0.0803431531950355,0,0,0,0,0,0,-0.120669492823217,0,0,0,0,0,1.0575366720222,0,0,-0.0581642634982861,0,0,0.21251044778292,0.0875592648237598,0,0,0,0,0,0,0,0,0,0.029807198202645
X2882.TT.EQUITY,-0.00638557524665533,-0.147086676683026,0,0,0.154437262407316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105545340028969,0,0,0,0,0.78078422017398,0,0,0,0,0,0,0,0,-0.0273021576174327,0,0.0982685909200548,0.0903869757747307,0,0,0,0.021802992349992,0,0,0.0671161287071852,0.0300790055663607,0
X002142.CH.EQUITY,0,0.18122499462463,0,0,0,0.161963506246752,0,0,0.22424356031876,0,-0.0158559394734414,0,0,0,0,0,0.101492795114624,0,0,-0.0636589681432257,0,0,0,0,0,0,0,0,0,0,0.126801389886269,0.0449300161268488,0,0,0,0.220439304493941,0,0,0,0,0,0,0.149990280085919,0,0,-0.0303766787008514,0,-0.0389583817181,0,0
X601601.CH.EQUITY,0,0,0.0937993090807141,0,0.156263518151922,0,0,0.0992087894618237,0,0,0,0,0,0,0,0.23215122310371,0.0393947456452889,0,0.0879640577452529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434024283241387,0,0,0,0,0,0,0,0,0,0,0.0112053504309936,0,0,0,0.231469275546506,-0.1207646599271,0
X601009.CH.EQUITY,0,0,0,0.120303498489005,0,0,0,0.0750249555743293,0.147885219127862,0,0,0,0,0,0,0.0571435752644026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256407837637682,0,0,0,0,0,0.00145938078982487,0,0,0,0,0.161382040080473,0,0,0,0,0.0649070518285035,0.0272056142153321
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0.0276379635009818,-0.0212958931034083,0,0,0,0,0,0,0,0,0,-0.00851929846341013,0,0,0,0.697900714622553,0,0,0,0,-0.0689566175597628,0.0192291739115161,0,0.215696447622392,0,0,0,0.0394548682516698,0,0,0,0.0104365319751363,0.0923788715335024,0,0,-0.0680190560696119,0.00287306713209258,0,0,0,0
X11.HK.EQUITY,0,0,0.0891306152385339,-0.0827119731254369,0.509558777426099,0,0,0,0,0,0.0315187130981882,0,0,0,0,0,0,1.38777878078145e-17,0,0.0853117574529438,0.187185105952341,0,0.161120120920701,-0.0329458788156751,0,0,0,0,0,0,-0.00542162859977311,-0.179775832847562,0,0,0,0,0,0,0,0.309719756231625,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0.0338946331014465,0,0,0,0.0763542782388856,0,0,0,0,0,0,0,-0.0634615869180425,-0.157359794409589,0,0,0,0,0,0,0,0,0,0,0.0137628445277008,0,0,0.334253412685242,0,0,0,0,0,0,0,0.0749122999438789,0,0,0,0,0.233553348863146,0.150152865674785,0.0699042819187222,0,0.354205452964998,0,0,0,0
