,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY,X601077.CH.Equity,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.164074999393762,0,0.0808026333833269,0,0,0,0,0,0,0,0,0.305387144966404,0,0,0,0,0,0,0,0,0,0.0477240554144667,0,0,0,0.104232698497255,0,0,0,0,0,0,0,0,0,0.0212342553650966,0,0,0.121482500504871,0,0,0,0,0,0,0,0,0.0436234911712381,0
X601318.CH.EQUITY,0,0,0,0,0,0.0938405297005924,0,0,0.124130732215405,0,0,0,0.259991041293873,0,0,0,0,0,0,0,-0.0714746702214163,0,0,0,0,0,0.366841545534457,0,0,0.28007913170053,-0.209861724302839,0,0,0,0,0,0,0,0,-0.136998166495343,0.226237766271322,0,-0.004627907300854,0.139770891811773,0,0,-0.0734658566094478,0,-0.0586682233009332,0
X601939.CH.EQUITY,0.428831000883061,0,0,0,0,0,0,0,0,0,0,0.0547709800381097,0.065162352751503,0,0,0,0,0,0,0,0.146965755116399,0,0.0999813723610825,0,0,0,0,0,0,0,0.472877057287242,0,0,0,0,0,0,0,0,0,-0.0758897071012134,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.193621813722605,0,0.175059545723519,0,0,0.373653629934739,0,0,0,0,0,0,0,0,0,0.106972344640279,0,0,0,0,0,0,-0.0467893738648147,0,0,0,-0.0477442020737083,0,0,0,0.116840093524488,0,0,0,0,0,0,0,0,0,0.0831743510547762,0,0,0,0,0,0,-0.0461102276749311,-0.0304047519921232,0
X5.HK.EQUITY,0,0,0.135970169121962,0,0,0.173823229921498,0,-0.0257318519741036,0,0,0,0,0.239615100079897,0,-0.0872420592343421,0,0,0,0.518259518848047,0,0,0.0618323143790103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.280328480437056,0,0,0,0,0,0.0161167891687694,0,0,0.0967821916533202,0,-0.112725157028485,0
X601988.CH.EQUITY,0.238132114082813,0.184319136440612,0.253577724141546,0.0435195613515177,0,0,0,0,0.0592726752629276,0,0,0.10046602830869,0,0,0,0,0,0,0,0.0811475222239842,0,0,0.0887926686438361,0,0,0,0,0,0,0.0857098701341416,0,0,0,0,0,0,0,0,0,0,0,0.133151636192855,0,0,0,0.0784511636504924,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,-0.0341812174399589,0,0.299911826757652,0,0,0,0,0.31277567152106,0.190967112864041,0,0,0,0,0,0,0,0,0,0,0.0263938112971101,0,0.134090431057058,0,0,0,0,0.0788710628433082,0,0,0,0,0,0.000544708314313392,0,0,0,0,-0.0293129037454106,0.0407997945587771,0,0,-0.0050170798556541,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.143212006572908,0,0,0,0,0,0,0,0,0.31212133271194,0,0,0.270520835049046,0,-0.0115731799767671,0,0.153066758617986,0,-0.0186858298363455,0.088134019802809,0,0,0,0,0,0,0,0,0,0,0.0679121788500132,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.316954564921572,0,0,0,-0.0244803627280787,0,0.170722625547997,0,0,0,-0.0657295547754142,0,0,0,0.0218983930196536,0,0,-0.159065283316408,0,0,0,0,0,0,0,0,0,0,0,0,0.152710189199866,0,0,0,0,0,0,0,0,-0.017033196380882,0,0,0,0,0.13449446035514,0,0.0210004039568307,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,-0.339860019906815,0,0,0,0,0,0,0,0.488641065093714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215969052177008,0,-0.296132531768833,0,-0.032737580205061,0,0.597486407417489,0,0.28789907045591,0,0,0.114736328128096,0,0
