,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0.0809342117516154,0.440247856456057,0.242679061021287,0,0,0,-0.247296737492259,0,0,0,0,0.0859282526942618,0,0,0,0,0,0.0502704098327977,0,0,-0.0523939753874512,0,0.316847096675302,0,0.0215402203441773,0,0,0,0,0,0,0,0,-0.134900264818075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973840397956685,0
X601939.CH.EQUITY,0.0520754006502074,0,0.0510697784176353,0.0705657773969139,0,0,0.0828029278200385,0,0,0,0,0,0,0.274208289283874,0.0812504561976072,0,0,0,0.0486129828520688,0,0,0.252154999706568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380050397874665,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.372384487714727,0.156123638354213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070371458096262,0,0.0427331254941945,0.013420965821587,0,0,0,0.144837271392022,0,0,0,0,0,0.0932922148073015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0713720053893282
X601988.CH.EQUITY,0,0.0895564884153013,0.509423257821319,0,0.0604303168297378,0,0,0,0,0.307112679906174,0,0,0,0,0,0,0,0,0,0.0941980884344669,0,0,0,0,-0.0496870075855547,0,0,0.107802583839225,0.0500446065885137,0.00627651892053406,0,0,0,-0.0147689843374293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0250398682002239,0,0,0.0181062408171185,0,0,0,0,0.521211958466413,0,0,0,0,0,0,0,0,0,0,-0.143907606874319,0,0,0,0,0,0,0,0.518123634713684,0,0,0,-0.118617566933614,0.310469112237186,0,0,0,0,0.119985840147779,-0.0657625577175096,0,0,0,0.0680310087550819,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0842086027582796,0,0,0,0.0643740785943586,0.242995115259727,0,0,0,0,0,0.15431923652951,0,0,0,0,0,0,0,0,0.144228339935543,0,0,0,0,0,0,0,0.0426249212159138,0,0,0,0.0290974561394791,0,0,0,0,0,0.0465071804050658,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.134300968759017,0,0.0968891354733213,0,0,0,0,0,0,0,0,0.0825124547565315,0,0.184567245355375,0,0,0,0.368341624699985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438242081931502,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.119583839678069,0,0,0,0,0,0,0,0.0885377595292518,0.0699215238640102,0.145944001517303,0.0579228966900585,0.107774614130001,0,0,0,0,0,0,0.0819296923670494,0,0.168535496668142,0,0,0,0,0,0,0,0,0.0378211392301583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.427513310000941,0,0,0,0,0,0.0827310041873082,0,0.178066533472271,0,0,0,0,0,0.136066781881368,0,0,-0.0819002322345311,0,0,0,0,0.0377477385887177,0,0,0.129336186354954,0,0,0,0.0755393034470078,0,0,0,0,-1.38777878078145e-17,0,0.19963265883641,0,0,0,0,0,0,0,0.127343941384508,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.12846967637505,0,0,0,0,0,0,0.339630244087615,0.0125749623757869,0,0,0,0,0.0924379486361862,0,0,0,0,0,0,0,0,0,0,0.169396077097332,0,-0.0443669588624699,0,0,0,0,0,0,0,-0.0230097956424437,0,0,0,0.249300189983499,0,0,0,0,0,0,0,-0.18172426186858
