,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0529009989302052,-0.0324260191036624,0,0,0,0,0,0,0,0,0,0,0,0.167968247181933,0,0,0.0170051900869102,0,0,0.143929210483857,0,0.0725185895168607,0,0,0,0.0997813723609691,0.187887105960555,0,0,0,0.0612041195462705,0.264545171168207,0,0,0,0.0380031882114248,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.120957480438581,0,0,0.016417946890928,0,0,0,0,0.0551040132139559,0,0,0,0,0,0,0,0,0,-0.0599306241376256,0.0297136060313541,0,0,1.38777878078145e-17,0.146989396104779,0,0,0,0,0,0,0,0,0,0,0,0.0230103268977882,0,0,0,0,0,0,0,0.18229122395559,0.249737652977939,0.243419043862069,0,0
X600016.CH.EQUITY,0,0.0386537046714433,0,0.0992690619794749,0.14868638692368,0,0,0,0,0.078802135882149,0.102214195374424,0.20835926457167,0.151506282219514,0,0,0,0,0,0,0,0,0,0,0,0.0284351943078092,0,0,0,0,0,0,0,0,0,0,0.0800352756624086,0,0.017301606590136,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.262596266671745,0,0,0,0,0,0,0,0.149389105575592,0,0,0,0,0.0680243746212573,0,0,0,0.119911643899823,0,0,0,0,-1.73472347597681e-18,0,0.0560715309039769,0,0,0,-8.67361737988404e-19,0.0738345192460385,0,0,0.142444249676381,0,0,0,0.0889235761150992,0,0,0
X601601.CH.EQUITY,0.0609457054777935,0,0.490973714912665,0,0,2.77555756156289e-17,0.172557946210879,0,0,-0.0504293196867351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822669121350524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.0385401180848065,0,0,0.0418149346688783,-0.163629837530676,0,0,0.365855155467426,0,0,0,0,0,0,0.325770353001878,0,0,0,0,0,0,0,0,0,0,0,0,0.0492592512987214,0.0616774968624043,0,0,0.00542616643006334,0,0,0.260536864134165,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.217876358805276,0.372908601847992,0,0.137859118344222,0,0,0,0,0,0,0,0,0.123210284030252,0.463290262571809,0,0,-0.0997639909128306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164475233703162,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.116178420000588,-0.118582539838829,-4.33680868994202e-19,3.46944695195361e-18,0,0,0.110993730821927,0.148156397144996,0,0,0,0,0,0,0,0.111836408895149,0,0,-0.246008256915792,0,0,0.032573484102362,0,0,0,0,0,0,0,0,0.0365160106513254,0,0.0915004086540049,0,-1.38777878078145e-17,0.22670275765302,0.358306034577932,0,0,0,0,0,0.0760397675622263
X601998.CH.EQUITY,0,-1.73472347597681e-18,0,0,0.169641101730536,0,-0.0653872924729841,0,0.0142979290152488,0,0.043862316921007,0,0.115160847695543,0,0,0,0,0,0,0,0,0,0,0,0.260616570468511,0,0,0,0,-0.0164186973985933,0,0,0,0,0,0.440167891564337,0,0,0,0,0,0,0.0599412513402261,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.267533502145753,0.138295410964821,0,-0.152142313929831,0,-0.219381943009127,0,0,0.0271656596220786,0,0.265832208449447,0,0.110817639356772,0,0.231769873057247,0,0,0,0,0,0,0.199011918823499,0,0,0,0,0,0,0,0,0,0,0,0.130247675484257,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.104844029466162,0.232584763153715,0,0.0426832953157681,0,0,0,0,0,0,0.0759799051830165,0.248232464245286,0,-0.0276462691985718,0,0,0,0,0,0,0,0,0,0,0,0.0956327285196326,0,0,0,0,0,0,0,0,0,0,0,0.040848606094343,0,0,0,0,0,0.140778046128924,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.147002197909022,-0.0381439342468729,0,0,0.0739048084522798,0,0.396244244815734,0,0,0.040087397072285,0,0,0,0,0.0500720888577729,0,0,0,0,0,0,0,0,0.305372807973138,0,0,0,0,0,0,0,0,0,0,0,0,-0.0808991820684064,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.064496571849705,0,0.168554328413582,0,0,0,0.143390093455893,0,0,0,0,0,0,0,0,0,0,0,0.186434761745171,-2.16840434497101e-19,0.0371338937675593,0.0785282581413352,0,0,0,0,0,0.19564280112266,0,0.0670801900598344,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.16194803283164,0,0,0,0,0,0,0.000144728184399034,0,0,0,0,0,0.0661774667005429,0,0,0.102233157565447,0,0,0,0.0503650613721974,0,0,0,0.0100214344700419,0,0,0,0,0.423088674129187,0,0.145088827250057,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,-0.0633313849885998,0,0,0,0,0,0,0,0,-0.0616971989890032,0,0,0,0,0,0,0,-0.0191581753346751,0,0,0,0,0,0,0,0,0,0,0,0.130587877288568,0.601060762293574,0,0,0,0.0360631292026287,0,0,0,0,0,0,0,0.20319097132472,0
X300059.CH.EQUITY,0,0,0,0,0,0,0.126502804902395,0,0,-0.0470377907686786,-0.0653572247954523,0,0,0,0.672246550465968,0,0,0,0,0,0,0,0,0,0,-0.0353040822243651,0,-0.0895417050299434,-3.46944695195361e-18,0,0,0.160428907141235,0,0,0,0,0,-0.225138076359534,0,0,0,0,0,0.107347878821455,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0662253996412032,0,0,0,0,0.121545185612207,0,0,0.0839360653754706,0,0,0,0,0,0,0,0,0.334432109002915,0,0,0,0,0,-0.168957949175959,0,0.0304788837543292,0,0,0,0,0.403754992049004,0,0.0938846663493256,0,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.0716270660333783,0,0,0,0,0,0,0,0,0,0.226896486559094,0,0,0.293913318201019,0,0,0,0,0,0,0.0977693921654902,0,0,0,0,0.129915669710176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199529132725905,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0.049544171161445,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.160172539362492,0,0,0,0,0,0.0663999555495832,0.123474407208791,0,0,0,0,0,0,0,0,0,0,0,0,0.267245882844052,0,0,0.0904131791411774,0,0,0.0901062960545995,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.131204875142795,0,0.0388135181364212,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0496743296366454,0.179810412268389,0,0,0.150783901103426,0,0,0,0.0499120818118075,0,0,0,0,0.262830136361909,0.141203775941346,0.0631377099852562,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0398708475797031,0,0,0,0.0194264797374699,0.410454345745028,0,0,0,0,0.0993383624524212,0,0,0,0,0,0,0,0,0.0605364071430546,0,0,0,0,0.161936854563855,0,0,0,0,0.0135352395575397,0,0,0,0,0.214204838369074,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.098351826516061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736912065454705,0,0,0,0,0,0,0,0,0,0,0,0.251670001409649,0,0,-0.0141876156863493,0,0.180765943260737,0.0273739578915617,0,0,0.070272633920784,0.352069279440988,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.149149419295379,0,0,0,-0.118413836288078,0,0,-0.0405032773273157,0,0,0,0,0.0237705712928348,0,0,-0.0399320891623032,0,0,0,-0.057805842355256,0,0,0.571839189135146,0,0,0,0,0,0,0,0,0,0.289056892191285,0,0,0,0,-0.0766044853928961,0,0.0459554547150113,0,0,0.112193446623721,0
X600015.CH.EQUITY,0,0.245516590311826,0,0,0,0,0,-0.155702097230721,0,0,0,0.126082482305836,0.123597937869998,0.0379143143051149,0,0,0,0,0,0,0,0,0,0,0.361219973518153,0,0,0,-0.0371289569294517,0,0,0,0,0,0,0.226493538950837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,-0.0657567604249289,0,0,0,0.0562120717923487,0,0,0,0,0.0490118050707046,0,0,0,0,0,-0.119484981986869,0.0590803509300665,0,-0.0379869015414853,0,0,0,0.131458233480192,0,0,0,-0.0195305238584816,0,0,-0.00916575824637393,0,0.0209491273998311,0,0.298589675392695,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.483483001939795,0,0.0378175968814066,0.0297907282739804
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00702021105320798,0,0,0,0,0.0595153789485319,0,0,0,0,0,0,0.0257719517235554,0.0618977570139548,0,0,0,0.139053732068439,0.0434140424129193,0,0,0.344229189041169,0,0.0437059497147146,0,0.230726970015954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0.0972233634166218,0,0,0,0,0,-0.105149533727787,0,-0.0768099802441092,0,0.0508553930856715,0.0695731920127917,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355668787603233,0,0,0.0806708025654478,0.0799849969526507,0.143590300353097,0.00565393849310419,0,0,0,0,0,0,0,0,-0.041083609042625,0.4616169473842,0.141280503880484
X002736.CH.EQUITY,0.0574298625065788,0,0,0,0,0,0,0.0305763980096378,0,-0.114445413132079,0,0,0,0,0,0,0,0,0,0,0,0.153381028071693,0,0,0,0,0.0870716393830349,0,0,0,0.124867917919925,0,0,0.179093247249036,0,0,0,0,0,0,0,0,0,0.363913280921177,0,0,0,0,0,0.0714548414906524
X601916.CH.Equity,0,0,0,0.281047008837658,0,0,0,0,0,0,0,0,0,-0.188903032326106,0,0,0,0.231774216031547,0,0,0,0,0.274934513306239,0,0,0,0,0,0,-0.0651235937178744,0.131922830373159,0.126323634968005,0.00675159374045769,0,0,0,0,0,0,0,-0.0654406940024093,0,0,0,0,0.18163835268882,0,0.0382671887821648,0,0
X601236.CH.EQUITY,0,0,0,0,-0.0704550605202147,0,-0.133019259739068,0.00548664270043077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-3.46944695195361e-18,0,0,0.467914822586496,0,0,0,-0.0354113687580377,0.482164873237159,0,0,0,0.0594675194805023,0,-0.106631606984138,0.127705123749391,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0.0506523735094807,0,0,0,0,0,0,0,0,0,0,0,0.271292056229513,0,0,0,0,0,0,0.00105771109725128,-0.0184165035882381,0,0,0,0,0.131542148578607,0,0.0543130860122719,0.159101249233641,0.119217284730137,0,0,0,0.110332722321155,0,0,0,0,0,0,0,0.215710748943664,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.0308140319512423,0,0,0,0,0,0,0.0710360793899201,0,0,0.24258312330368,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612453370223791,0.118739045125309,0,0,0,0,0,0,0,0,0.152265157632494,0,0,0,0,0.282332689820938,0,0
X2884.TT.EQUITY,0,0,0,-0.145301240921803,0,0,0,-0.148497698293743,0,0,0,0,0,0.117469596257066,0,0.281698040423448,0,0.0266333883461242,0,0,-0.112504592721333,0,0,0,0,0.0869822257930224,0,0,0,0,0,0,0,0,0,0,0,0.0843007315103371,0,0,0,0,0,0,0,0,0,0,0.333400194296744,0.358217125565956
X600919.CH.EQUITY,0,0.114967718054924,0,0,0,0,0,0,0,0.0778466591249828,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0572821240760139,0,0,0.0767345672527044,0,0.0106657031858999,0,0.00260817354142443,0,0,0,0.0508333212061019,0.0864509299396266,0,-3.46944695195361e-18,0.239916732777888,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,-0.0711602562989771,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393037784881071,0,0.064423520434718,0,-0.0484714737661842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196005069292176,0,0.102138288200849,0,0.361930687351876,0,0,0,0.0520875856279951,0,0.361475318597828,0,0,0.250448080827001
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854658354066223,0,0,0,0,0,0,0,0,0.0163595819860242,0,-0.00881482349919808,0,0,0,-0.0124203966647277,0,0,0,0.176995492154797,0,0.457853808130254,0,0,0,0,0,0.198833860283078,0,0.0867779491324654,0
