,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X267.HK.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.0309404908484064,0.722729368838674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458474054838258,0.214544771008044,0,0,0,0,-0.16409372115814,0,-0.146571377716625,0.0255902816759619,0,0,0.0275420369767671,0,0,0,0,-0.099242300106897,0,0.0361765812191644,0.121230664166696,-0.177811536831958,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.287305297002983,0,0,0.138456960414808,-0.11719609883178,0,0,0,0,0,0,0,0,0,0.148577414768152,0,0,0,0,0,0,0,-0.0209592387717129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012845106270841,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.624114515494946,0,0,0,0,0.0258566868884657,0,0,0,0,0,0,0.323460692868505,0,0,0,0,0.00932927854397447,0,0,0,0,0,0,0,0,0,0.00324900692019975,0,0,0,0,0,0.143830005010812,0,0,0,0,0,0,0,-0.0868970552749969,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.073208380126975,0.0723639828896543,0.33914002334323,0,0,0.0703662845275154,0.0750431750954732,0,0,0,0,0.159985926115722,0,0,0,0,0.028454048078327,0,0,-0.00460067919215839,0,0,-0.200556854919872,0,0,0,0,0.012853308566186,-0.0177061227615749,0,0,0,0,0,0,0.0387922102856856,1.73472347597681e-18,0,0,0,-0.0757662532167323,0,0.00927905350563487,0,0,0,0,0.0745255926680085,0,0
X5.HK.EQUITY,0,0,-0.0343736249857852,0,0,0.0358167656123838,0,0,0.385440400806402,0,0,0,0,0,0.106283062630601,-0.359502472445293,0,0,0,0,-0.184809760504455,0,0.00288013965682486,0,0.236961089494949,0,-0.149095748964943,0,0.549060402684894,0,0.150472137163064,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393628010786629,0.231731689278777,0,0,0,0
X601658.CH.Equity,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.755117598316515,0,0,0,-0.173387380585829,0,0.0123630839510943,0.192080174803368,0,0,0,0,0,-0.208869454567909,0.00511564047815832,0,0,0,0,0,0,0,0.139194457406979,0,-0.107874027787682,0,0,0,0.134220874761776,0,0.0657854620609114,0.0711061452531219,0.0266448518764789,0,0,0,0,0,0,0,0.171740362983856
X601328.CH.EQUITY,0.184689276540262,0.184065956888413,0,0.239589457007493,0,-0.126226925623662,0,0,0.230788314704702,0,0,0,0,0,0,0,0,0,0,0.0250696308333213,0.00611694565871114,0,0,0,0,0,-0.0212524910496867,0,-0.0726932969229666,-0.0641655095492765,0,0.222656468616724,0,0,0,0.0433912097062476,0.141047224177712,0,0,0,-0.0185138015027467,0,0,0,0,0,0.136348451145777,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.176776951424032,0,0.0843916721404963,0,0,0,0.0579844021901049,0.319199504883861,0,0,0,0,0.0750166020520264,0.215436868122005,0.112043073927017,0,0,0.0812931029354974,0,0,0,0,0,0,0,0.0148762602066663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0.219541136275421,0,0,0.11991243155887,0.504853359639646,0,0.0656578891203755,0,0,0,0,0,0,0,0.224753673069931,0,0,0,0,0,0,0.0791563958754779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.277231184176862,0,0,0.198432590748537,0,0,-0.0799112073006652,0,0,0,0,0.426534401037758,0,0,0.0475471188713514,-0.0869586563157895,0,0,0.104927389911044,0,0,0.0333128410406223,0,0.0365858037279667,0,0,0,0,0,0,0,0.0175741567241036,0,0,0,0,0,0.111625732249851,0,0,0,0,0,0.0374294319956828,-0.055368002878575
