,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2884.TT.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.254630292954262,0.173566901463115,0,0,0,-8.67361737988404e-19,0,0,0,0,0.173293089519275,0,0.0458715246982315,0.245128608584095,0.0606264760273982,0,0,0,0,0,0.0128288261902232,0,0,0,-0.000869421635838819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182766212169223,0,-0.00632797681170402,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.168683766814711,0,0.0350492443913696,0.103994371266286,0,0.149544871532917,0.0581863746599645,0,0,0,0.0480296828392536,0.128552271344689,0.00512569361308747,0,0,0,0,0.0280220131205344,0.179195533696935,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.00365917883063377,0,0,0,0.0245660449402249,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.150252740442493,0.266356078985712,0,0.137005165754908,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.00520833299565249,0,0,0,0,0,0,0,0,0,0.054088696246436,0,0,0,0.192412534240803,0,0,-0.0556790752496851,0,0,0,0,0.0184543154896153,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.266990565932833,0,0,0.240859058901614,0.0469979605443043,0,0,0,0,0,0,0.262336678162616,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0918588811374858,0,0,0,0,0.0220800731001531,-0.0125074713373053,0,0,0,0.103375722308982,0,0,0.0562957540512255,0,0,0,0
X5.HK.EQUITY,0,-0.0271914149362107,0,0,0,0.0262173565683139,0,0,0,0.179530117368327,0.0317028065206595,0,0,0,0,0,0,0,0,0,0,0.306544991505733,0,0.0904247483166832,0,0.27394792528997,0,0,0,0.173997737956441,0,0,0,0,0,0,-0.0997991692273261,0,0,0,0,0,0,0,-0.340642373314192,0,0,-0.00535570117571407,0,0
X601658.CH.Equity,0,0.248298505901198,0,0,0.0765446003700002,0,0,0.0881894499045906,0.0817040084735387,0,0,0,0.0192278855911054,0,0.0488124520735479,0,0,0,0,0,0,0,0,0,0,0,0,0.0404678271771897,0,0,0,0,0.0447212582017019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.42145704071341,0,0,0,0,0,0,0,0,0.183803692348968,0.225926883612486,0.042723394599079,0,0,0.0276181639334452,0,0,0,0,0,0,0,0,0,0,0,0,0.0829392180738002,0,0,0,0,0,0,0,0,0,0,0,0,-0.00826672652310662,0.0699676818500341,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0637368344542856,0.160030714958472,0,0,0,-3.46944695195361e-18,0.0281268907729696,-0.0714087375409955,0,0,0,0,0.09844499085914,0,0,0,0,0,0,0,0,0,0,0.686367722193302,0,-0.0853444748283958,0.0382473734025385,0,0,0,0,0.0128175901220738,0,-0.140702345160284,0,0,0,0,0,0,0.0329893737351595,0,0,-0.0329814414125447,0,0.0336931906972621,0
X600036.CH.EQUITY,0.043537344387103,0,0,0,0,0,0.0480700916927906,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0879233550179022,0.49697219181818,0,0,0,0,-1.73472347597681e-18,0,0,0.0447535541692412,0,0,0.173359828960183,0,-0.0566511619175162,0,0.113520705357016,0,0,0.0257596250048773,0,0,-0.070043299404677,0,-0.00877294459414369,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0115039529774137,0,0.20917226343039,0,0.281131680747478,0,0,0.1331418244763,0,0,0,0,0.0274985106911848,0,0,0,0,0.105765672756616,0,0,0,0,0.157756471653997,0.0828301368849409,0,0,0,0,0,0,0,0,-0.0700798467661944,0,0,0,0,0,0,0,0,0.0222827604248217,0,0,0,0
