,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X601009.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.19069291213041,0,0,0.0370907163939861,0,0.347027966103066,0,0,0,0,0.0216441436144959,0,0,0,0,0,0,0,0.238320240183072,0,0.0134930968305105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205389214809436,0,0,0,0,0,0,0.0751447501800249,0
X601318.CH.EQUITY,0.229041313114729,0,0,0,0,0,-0.0107101463711405,0,0.176086032688185,-0.0221347651401843,0,6.93889390390723e-18,0,0,0.417589001408262,0,0,0,0.106973470784314,0,0,0,0,0.0585499001260097,0,0,0,0,0.0268293815695434,0,0,0,-0.0772382954812047,0,0,-0.0445847238835585,0,0,0,0,0.195744280452745,0,0.0071398498190894,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.182590944757044,0,0,0.0589392703684973,0,0,0,0,0,0,0,0,0.491085764689294,0,0,0.0129458867601105,0,0,0,0,0,0,0,-0.0329771718420311,0,0,0,0,0.200660548149047,0,0,0,0,0,0,0,0,0,0,0,0.062508980082157,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.366097154232775,0,0,0,0,0.493198776070326,0.0538583648383518,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0345467599490701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00855901108595704,0,0,0,0,0,0,0.0747190345683943,0,0,0.0101565272667854,0,0,0,0,0,0,0.025521638328601,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.283707667985637,0,0.238035679872147,0,0,0,0,0,0,0,0,0,0.747174190631459,0,0,0.530948063845274,0.0366007810125128,0,0,0,-0.0483152327391757,0,0,0,0,0,0,0,0,0,0,0,0,-0.0904906106652826,-0.130473416479561,-0.0990596875345298,0,-3.46944695195361e-18,0,0,0,-0.320488952064436,0
X601988.CH.EQUITY,0,0.0768822635511585,0,0,0,0,0,0,0.151672392810394,0,0,0,0.180963179914258,0,0,0,0,0.119245533945281,0.133171452901734,-6.93889390390723e-18,0.269170202239168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.241086680606963,0,0.00491083459684252,0.242812603170988,0,0,0,0.253602716406941,0,0,0,0,0,0,0,0,0.0327682637391093,0,0.108811448410421,0,0,0.0325661604623512,0,0,0,0,0,0,0,0,0,0,0,-0.0456348244141057,0.0758720415728366,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.225736268968359,0,0,0.0765297592824419,-6.93889390390723e-18,0,0,0,0.149478436030422,0,0,0,0.393322057421309,-0.0886047029139026,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.320902916096437,0.00880525510976676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588637333846174,0,0.0649522428656879,0,0,0.151782054268153,0,0,0.113192468345496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140691753786791,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.319034227825279,0,0,0,0,0,0,-0.236496591205067,0,0,0,0,0,0,0.145097097582863,0,0,0,0,0,0,0,0,0,0,0.468773354044329,0,0,0,0,0.370363977674408,0,0,0,0,0.122203263845111,0.0753748272317005,0.630711689921855,-0.125125214408869,0,0,0,-0.331390712290227,0
