,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X2881.TT.EQUITY,X601788.CH.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X601696.CH.Equity,X601916.CH.Equity,X2884.TT.EQUITY,X601009.CH.EQUITY,X601236.CH.EQUITY
X601398.CH.EQUITY,0,0,0.102755300780937,0.0294099672339541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1493779218706,0.507279454899167,0,0,0,0,0.191194911398062,0,-0.294342810814041,0,0,0,0,0,0,0,0,0,0,0,0,0.0695897669247247,-0.177456149107035,0,0,0,0,0.0741788566943181,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.216026344589716,0,0,0,0,0,0,0.0836290774383864,0,0,0,0,0.0485350938717435,0,0,0,0,0,0.0487974287937059,0,0,0,0,0,0.289444471923499,0,0,0,0,0,0,0,0,0.170547004337594,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.77158977509536,0,0,0.027255431975461,0,0,0,0,0,0,-0.00245257382633421,0,0,0,0,0,0.0118002931331488,0,0,0,0,0,0.05063984990598,0.00263406330117464,0,0,0,0,0,0,0,0,0.00230167111776125,0,0,0.0779488582519753,0,0.0890431638403221,0,0.010670101752253,0,0.0107406725107951,0,0.0421646195908646,0,0,-0.0168659841458514
X601288.CH.EQUITY,0,0,0.839105303507132,0,-0.079906895335395,0.09089000791555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0359918907349613,0,0,0,0,0,0.0833393680941601,0,0,0,0,0,0,0,0,0,0,-0.0509686231509378,0,0,-0.0700874381551608,0.1117355581768,0,0,0
X601628.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.563801731439692,0,0.148855027373141,0,0,0,0,0,0.014840756191493,0,0,0,0,0,0,0,0,-0.185919440150481,0,0.230155144184082,0,0,0,0.137310683685769,0,0,0,0.192852159829364,0,0,0,0,0,0.0665981751090907,0.110615656144444,0,-0.0158449550500346,-0.0681582116988274,0
X601988.CH.EQUITY,0,0,0,0.0288823621964572,-0.0720021967290913,0,0.0251548920704531,0,0,0,0,-0.143702044273449,0.170570952673869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665178969794582,0,0,0,0,0,0.836746103182743,0.11639230859572,0,0,-0.0432150781760863,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0102340417391046,0.394385510706698,0,0,0,0,0,0.0133673473471019,0,0,0,0,0,-2.16840434497101e-19,0.12235622901345,0,0,5.42101086242752e-20,0,0,0,0.200959790140232,0,0,0,0.154821061153181,0,0,0,0,0,0,0,0,0.0158880975005873,0,0,0,0,0,0.00579274719429564,0,0,0,0,-0.006875595727036,0,0,0
X1299.HK.EQUITY,0,0.288178363001231,0,0,6.93889390390723e-18,-0.0560715653068473,0,0,0.21373096223071,0.239023476921047,-0.0175449598131447,0,0,0,0,0,0,0,0,0,0,-0.0798473124903373,0.388491913671683,0,0,0,0,0,0,0,0,0,-0.135643305980202,0,0,-0.0396941929086232,0,0,0.042616548062856,0,0,0.221281506122868,0,0,-0.119564001091487,0.299408739364042,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10508089104817,0,0,0,0,0.185125122573072,0.574011980088498,0.0651850193624985,0,0,0,0,0,0,0,0,0,-0.244604253640401,0.158212906149663,0,0,0.0014981386028286,0,0,0,0,0,0.0931008493760888,0,-0.0143307256403247,0,-0.198871376946855,0
X388.HK.EQUITY,0,0,0,0,0.240354208422138,0,0,0.22536327617723,0.316268305346584,0,0,0,0,0,0,0,0,0,0,0,0.0828564023648033,0,0,0,0.0729734544080129,-0.102004939198561,0,0,0,0,0.148430671129125,0,0,0,0.1473050954503,0,0,0,0,0,0,-0.277553597580436,0.00984060127295837,0,-0.0718518754502422,0,0,0,-0.186355891796222,0
X601658.CH.Equity,0,0,0,0.230727286476578,0,0,0,0,0,0,0,0,0,0,0,0,0.120553561582056,0.203155554848566,0.00291185052486734,0,0,0,0,0,0.07695191814496,0,0,0,0,0,0.117100337894851,0,0,0,-0.0288563105294879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.093949948342241,0,0,0,0,0.0966369444864029,0,0,0,0.188355983831171,0.0423538523911433,0,0,0,0,0,0,0,0,0,0,0,0,0.441791526445452,0,0,0,0.0408510012819514,0,0,0.0319597805067225,0,0,0,0,0,0,0,0,0,0,0.0800053401720421,0,0,0,0.036301474371343
X601166.CH.EQUITY,0,0,0,0,0,0.451947950170601,0.0348544499204562,0,0,0.0681492438587589,0.0506175682135603,0,0,0,0,0.0607528700636028,0,0.147898630040328,0,0.0680553590755052,0,0.0226617309947943,0,0,0.013797083207584,0,0,0,0,0,0,0,0,0,-0.0325393681368138,0,0,0,0,0.119949371700636,0.036386314946358,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.478718848520259,0,0,0,0,0,0,0,0,0.123435058574627,0,0,0,0,0,0,0.135092373394777,0.0457939538052591,0,0,0.0809094347915642,0.0148529626358604,0.00877819226787713,0.0154398049747918,0,0,0,0,0,0,0.0397487398430985,0,0,0,0,0,0,0,0.079383478058989
X601328.CH.EQUITY,0,0,-6.93889390390723e-18,0.0531437519930469,0,0.0182408935646969,0.0936912033933477,0,0,0,0,0,0,0,0,0.0408890758447506,0,0,0,0.390368139858535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229555486984188,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.131494868984517,0,0,0,0,0,0,0,0.0622155225905397,0,0,0,0,0,0,0.451701063560579,0,0,0,0,0,0,0,0,0.0814181049321403,0,0,0,0,0,0.0100355993835903,0,0.183819087321444,0,0,0.0407846878455685,0,0.170945475784612,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.144982234534971,0,0,0,0,0,-0.0475887141438,0,0,0,0.00871794925251466,0,0,0,0,0.31500627871877,0,0,0.0107100545318109,0,-0.0344587315645227,0,0,0,0.18733776376838,0,0,0,0,0,0,0,0,0,0.318083140499087,0,0,0,0,0,0,0,-0.084383774097357,0,0,6.93889390390723e-18,0
X000001.CH.EQUITY,0,0.151294384080228,0,0,0,0,0,0,0,0,0,0,0.156568659156426,0,0,0.156452132495334,0,0,0.0824792813222119,0,0,0,0,0.0553687330656426,0,0,0.13779565225492,0,0,0,0.0862501992649512,0,0,0.00228467699635693,0,0,0,0,0,0,-4.33680868994202e-19,0.0879701960649223,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.675130849233178,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161941390817234,0,0,0,0,0,0,0.0982799540654232,0,0,0.169445563218183,-0.157705136804188,0,0,0,0,0,0,0.168902309759413,0,0,0.0545498641085471,0,0,0,0,0
X600016.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.101994613129239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135981227384203,0.243958655988675,0,0.0895656232605866,0.05372842782685,0,0,0,-0.248481161552987,0,0,-0.054516049410246,0,-0.00810284135995965,0,0,0,0,0,0.670002116909607,0,0,-0.111178202333726,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.147303223095655,0,0.0921610050401335,0,0.163517476866889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2215372110052,0,0,0,0,0,0,0,0,0,0,0.147362375574349,0,0,0,0,0,0,0.0616198073879631,0,0,0,0
X601998.CH.EQUITY,0.248885617604567,0,0,0,0,0,-0.0104786436624548,0,0,0,0,0,0,0,0,0,0.126524060719474,0,0,0,0,0,0,0,0,0,-0.0469491073670319,0,0,0,0,0,0,0,0,0,0,0.170149842766194,0,0.572812053703129,0,0,-0.0427336729659922,0.0836761833805859,-0.0211418004982059,-0.0118812850871613,-0.0758350504637211,0.0186189602025584,0,0
X2388.HK.EQUITY,0,0,0,0,-0.100956261182028,0,0,0.45852066860564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414631545066082,0.133945433815607,0,0.0864048591877131,0,0,0,0,-1.38777878078145e-17,0.100554271648696,0,0.0939066716809894,0.0467886889396957,0,0,0,0,0.0513033648873611,0,-0.168730604930583,0,-0.0462636670716557,0,0.0244852146006836,0,-0.154897064918141,0.087780679136103
X11.HK.EQUITY,0,0,0,0,0,0,0,0.145786685113669,0.320046777861908,-0.181769472658086,0,0,0,0.0486678114023036,0,-0.122662519137298,0,0,0,0,0,0,0.294763114278029,0,0,0,0.0629617029890542,0,0,0,0,0,0,0,0,0,0,0,0.0979765987337352,0,0,-1.73472347597681e-18,0,0,0,0.11551552695017,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0.271970123025515,0.0825865368928548,0,0,0,0,0,0,0,0,0,0,0,0,0.0613703391806019,0,0,0,0.178447979009849,0,0,0,0,0,0,0,0.0251565707824193,0,0,0,0.0805483990269139,0,0,0,0,0,0,0.0579183871447072,0,0,0,0.226013449661482
X601818.CH.EQUITY,0,0.0327937623253163,0,0.217393649150132,0,0.00659800870532868,0,0,0,0,0,0,0,0,0.0238981711642445,0.0635672729706307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168666360535188,0,0,0.15089137189583
