,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X600926.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0.221957019810354,0,0.221026306666991,0,0.127044225734826,0,0,0,0,0,0,0,0.162445350950418,0,0,0.097343589358512,0,0,0.0622674874280153,-0.0758529402969405,0,0,0,0,0,0,0,0,0,0,0,0.102704003246653,0,0,0,0,0.0645589784024703,0.027940401483689,0,0,0.00888559824323065,0,0,0.0732996452918496,0.0290785648607347,0,0,0
X601318.CH.EQUITY,0,0,0,0.119836964006347,0,0,0,0,0.174625876768893,0,0,0.0104546005553161,0,0,0,0.0658959710571078,0,0.187729684524224,0.114691581129189,0.0800817478107743,0,0,0,0,0,0.0205144826887055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141463648818425,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.125498044033634,0,0,0,0,0,0,0.213431116569993,0,0,0,0,0.0826120405782863,0,0,-0.0985020916997572,0,0,0.53835195225175,0.19031702138094,-0.0146169694612578,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0362532921845632,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0720603136512037,0,0.0159021936697646,0,0,0.0952829320012626,0.219387645967376,0.0904462644141971,0,0,0,-0.00958310276016874,0.23161172024653,0,-0.0107855564673248,0,0,0,0,0,0.211725636049261,0.0965534664879017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130258032462986,0.0538143125811343,0,0.127057147449903,0,0,0,0
X601288.CH.EQUITY,0.13807308286077,0,0.105173767458805,0,0,0.0139540543600684,0,0.288697924019106,0,0,0,0,0,0,0.0593333275868054,0.166771606998156,0,0,0,0,0,0,0,0,0,0.135847012081592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152092035707628,0,0,0,0,-0.0793922134853807,0,0,0.214820452766399
X601628.CH.EQUITY,0.0280042817404696,0,0,0,0.0795858719640788,0,0,0,0,0,0,0,0,0,0,0.0746424660590483,0,0,0,0.209506225166114,-0.0695714294169941,0,0,0,0,0,0.278729569409644,-1.73472347597681e-18,0,0.58253989506015,0,0,0,0.0359766537326445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.00118664197111738,0,-0.20184315456405,0.0150646260403207,0,0,0,0,0.0377484741931942,0,-0.0463832837050994,0,0,0,0,0,0,0,0,0.0920431887218156,0,0,0.227726811639746,-0.264280003030308,0,0,0,0,0.168624595011443,0,0,0.321191745099067,0,0.199494626529208,0,0,0,0,0,0,0.0273971428849389,-0.0947415651781384,0,0,0,0,0.223350561990549,0
X601988.CH.EQUITY,0.204049460510201,0,0.0744623931127345,0.254939993202402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234776340732458,0,-0.165961066206558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392556921228829,0,0,0.0797136738962025,0,0.02290550480998,0,0.0982411339189807,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.341304425228444,0,0,0.0645497675442907,0,0,0,0,0,0,0,0,0.0317617281978533,0,0.265191939508485,0,0,0.0557308107574582,0,0,0,0,0,0.0815162715922958,-0.0409059924186631,-0.149903516409832,0.281599729475755,0,0,0.0495261833280392,0,0,0,0,0,0,0,0,0,0,0,0,0.118326349988328
X601166.CH.EQUITY,0,0,0.0930454799964699,0.152567635094314,0,0,0,0,0,0,0,0.0739801133580202,0,0,0,0.0705123965505114,0,0,0,0,0.166166182063038,0,0,0,0,0.376375778552367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0772259644515095,0,-0.00358098010885185,0,0,-0.00426336308161404,0,0
X388.HK.EQUITY,0,0,-0.196995214095128,-0.251217820034958,0,0,0.0984625917908357,0,0,0,0,0,0.135261764774162,0,0,0,0.0430993596948913,0,0,0.252750255240247,0,0,0,0,0.196220830060022,0,0.0340608085394165,0,0,0,0,0,0.0389181987234445,0.0145208890161535,0,0.156744871972645,0,0,0,0,0,0,0,0,0,0,0,0.30958804985432,0,0
X601658.CH.Equity,0,0,0.160826669962468,0,0,0,-0.0756979290531763,0,0,0.485068959617266,-0.0104822871672562,0,0,0,0.0708594192334591,0,0,0,0,0,0,0,0,0,0,0.0561127005796163,0,0,0,0,0,0,0,0,0,-0.0234732154733061,0,0,0,0,0,0,0,0,0,0.357190629046073,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.334384008419863,0,0.0522037061455801,0,0,0,0.171950971499405,0.0944401269250292,0,0,0,0,0,0,0,0.0513830935511428,0,0.1143336717237,0,0,0,0.0538993809969061,0,0,0,0,0,-0.261207494684414,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0662555720636834,0.0924863892686035,0,0,0.36365866125474,3.46944695195361e-18,0,-0.120582095418509,0.0770073721079139,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0.0300247476939295,0,0,0,0,0,0,0,0.423398539439833,0,0.211965421839377,0,0,0,0,0,0,0,0,0.0649242295679413,0,0,0,0,0,0,0.217082129080586,0,0,0,0.0102628987648518,0,0,0.049547283604745,0,0,0,0,0,0.0119650787721253,0.0840160480323407,0
X601328.CH.EQUITY,0,0.141626341254984,0,0,0,0,0,0,0,0,0,0.0453180876442245,0,0,0,0,0,0.279753425111427,0,0,0,0,0,0.167922187045793,0,0,0,0,0.120642709147336,0,0.0129021043982674,-3.46944695195361e-18,0,0,0,0,0,0,0,0.119704685670836,0,0,0.123822370422426,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.243145594870904,0,0.0571488970645571,0.0699069282379488,0.102435869673558,0,0,0.0953837048924016,0,-0.0769460031902796,0,0,0,0,0,0,0,0.538219839741841,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478248896640624,0,0,0,0,0,0,0,0,0,0,-0.102636632162056,0,0.0100233158434056
X601066.CH.EQUITY,0,0,0.12170364791104,0,0,0.0623976235626607,0,0,0,0,0,0,0,0.300119374629864,0,0,0,0,0,0,0,0,0,0.0077515747836287,-0.0450077961660708,0,0.114603939165934,0,0,0,0,0,0.17769006625123,0,0,0.0591181048742654,0,0,0,0,0,0,0,0,0,0,0.0808033544359772,0.223455381015918,0,0
X600000.CH.EQUITY,0,0.162339212618864,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.403453961029593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709298312809224,0,0,0,8.67361737988404e-19,0.0257489803992906,0,0.0389269399510101,0,0,0,0,0,0,0.0307901291910765
X601319.CH.EQUITY,0,0,0,0,0,0,-0.119472361896253,0,0,0,0,-0.0969972391540202,0.398721303908548,0.041019520640075,0.185818662133542,0,0,0,0,0,-0.107369538426843,0,0,0,0,0,0,0,0,0.354056782818417,0,0,0,0,0,0,0.137126509346713,0,0,0,0,0,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0.0896586001458715,0,0,0,0,0.0387330103278641,0,0.0253275016044601,0.128589206360577,-0.0536364275824004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163312184202587,0.293241838415456,0,0,0.266554714398189,0,0,0.163473916704706,0,0,-0.0219243299815557,0,0,0.0307853396996136,0.0701390786067588,0
X002142.CH.EQUITY,0,0,0,0.446144800164765,-0.0564260532317536,0,-0.223788911128097,0,0,0,0,0,0.00897150091181151,0,0,0.0321320216558631,-0.00151842931928375,0,0,0,0,-0.061239946085133,0,0,0,0,0,0,0,0.276127674689945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813485286630124,0,0,0.0347924296096717
X2388.HK.EQUITY,0,0,0,0,-0.0200532556361721,0,0,0,0,0,0.227937798321635,0.157935486789173,0,0,0,0.308090561597336,0,0,0,0,0,0,0,0,0.133930690627301,0,0,0,0,-0.294572575676631,0.207853343952659,0,0,0.0326356657942823,0,0,0,0,0,0,0,-0.146689176042368,0,0,0,0,0,-0.260272344939222,0,0
