,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601009.CH.EQUITY,X5880.TT.EQUITY,X601901.CH.EQUITY
X601166.CH.EQUITY,0,0,0,0,0.0196911767599207,0,0.364801479413779,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.114419804783568,0,0,0,0,0,0,0,0,0,0,0,0,0.0208748236141797,0,0,0,0,0,0.0427918641528727,0,0,0,0.370082498047944,0.100440547176632,-0.0155427035657579
X601328.CH.EQUITY,0,0,0.0029904571509429,0,0,0,0,0,0,0,0,0,0.658534912015212,0,0,0,0,0,0,0,0,0.041826311289599,0,0,0,0,0,0,0.0174477652905216,0,0,0.196945595553693,0,0,0,0,0,0,0,0,0.0278034832357778,0,0,0,0,0,0,0,0.040470010879334,0
X600000.CH.EQUITY,0,0,0,0.180004225257647,0,0,0,0,0,0,0,0.207877740669157,0,0,0.0282269140733112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300330651843014,0.0613750062850921,0,0,0.125287825035783,0,0,0,0,0,0,0,0.0614308970403929,0,0.0856075374754291,0,0,0
X388.HK.EQUITY,0,0,0,0.0944241656479543,0.0868337795833265,0,0,0.171861479810351,0,0,0,0,0,0,0.199467470979939,0,0,-0.104420971441596,0.388143374919963,0,0,0,0,0,0,0,0,0,0,0.118106237514185,0,0,0,0,0,0,0,0,0,0,0.0258719233801099,0,0,0,0,0,0,0,0,0.0922990597746388
X000001.CH.EQUITY,0,0.0236416168622466,0,0,0,-1.38777878078145e-17,0.19045530510682,0,0,0,0,0,0.0981007657142949,0,0,0,0,0.0637048898092655,0,0,0,0.0852241745345544,0,0,0.206174496171267,0,0.132782112892347,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.135532037554142,0,0,0,0,0,0.0946247998334426,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.17051325523377,0.108263461545533,0,0.479873160444922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178265399766454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176412238492962,0,0,0.0341302563646522,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.41076049780331,0,0,0,0,0,0,0,0,0,0,0.31866225706351,0,0,0,0,0,0,0,0,0.178974398637555,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.0459880657213676,0,0,0,0,0,0,0,0,0,0,0,0.185240613382368,0,0,0,0,0,0,0,0,0.176223952099923,0,0,-0.186587677894732,0,0,0,0.560625134806704,0,6.93889390390723e-18,0,0,0,0,0.0244355827040764,0,0,0,0.10649749178298,0,0,0,0.00450270098714256,-0.0653715172941522,0,8.67361737988404e-19,0
X2388.HK.EQUITY,0,0,0.0152629153758331,0,0.18753608144667,0,0,0,0,0,0,0.0456020806403471,0.0128310831431331,0,0,0,0.481986413861026,0,0,0,0,0,0.102982299231166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118475598934946,0,0,0,0,0,0,0,0,0,0.0562147961648325,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0408566024003313,0,0,0,0,0,0,0,0,0,0,0,0,0.152114991028138,0,0.507958569507423,0.0407681982249432,0,0,0,0,0,6.93889390390723e-18,0,0.122608681326698,0,0,0,0,0,0,0.0139979069648848,0,0,0,0,0,0.00613157893254292
X600016.CH.EQUITY,0,0,0.0213225665741584,0,0,0.0734809058470511,0,0,0,0,0,0.468349085932903,0,0,0,0,0,0,0,0,0,0,0.0605990362414526,0,0,0,0,0.102282266063762,0,0,0,1.73472347597681e-18,0,0,0,0,0.109279758096734,0,0,0,0,0,0.0882210817444699,0,0,0.0821517359619411,0,0,0,0
X601998.CH.EQUITY,0,0,0.0623407991420743,0,0,0.132664476609043,0,0,0,0,0,0.180473809099189,0,0,0,0,0,0,0,0,0,0,0,0.037120091579745,0.154654196350072,0,0,0,0.102717328988486,0,0.0861401180608465,0,0,0.20953982889118,0,0,0,0,0,0,0,0,0.18598295888945,0,0,0,0,0,0,-0.0964918419892174
X267.HK.EQUITY,0,0,0,0,0.271104197160999,0,0,0.0950564232061133,0,0,0,0,0,0,0,0,0.0613002459697199,0,0.11058510365141,0,0.133064437913386,0,0,0,0.0442992412389667,0,0,0,0,0.0682521807990722,0,0,0,0,0,0,0,0,0,0,0,0,0.126814790569374,0,0,0,0,0,0.0871285468715932,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.366969977909919,-0.145369040128843,0,0,0,0,0,0.0512012375382519,0,0,0,0,0,0,0,0,0,0,0.0641306593898629,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.748435526824833,0,0,-0.0350339813910212,0,-0.157898389042725,0,0,0,0,0.298295520834149
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0.029735448795932,0,0,0,0.0963196161802227,0,0.326598319798646,0,0,0,0,0,0,0.124956528113703,0,0,0,0,0,0,0,-0.186053871787928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336944721870568,0.0639667374499311,0.00143292886419565
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186184167943511,0.0651822938119917,0,0,0,0,0,0,0.00554314887803606,1.73472347597681e-18,0,0,0.0593015805420538,0,0,0.0928124356213361,0,0.120168606579619,0,0,0.173952699382208,0,0,0,0,0,0,0,0.223397941568235,0,0
X002142.CH.EQUITY,0,0.302923021808963,0,0,0,0,0.370983889818662,-0.0108834379953795,0,0,0,0,0,0.0475686190432771,0,0,0,0,0,0,0,0,0,-0.0317110513532685,0,0,0,0,0,-0.0278741031165472,0.480428695580118,0,0,0,0,0,0,0,-0.028010716763573,0,0,0,0,-0.0845267881022564,-0.00389341949208879,0,-0.208689816983608,0,-0.0760603869749017,-0.143823652959742
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396383043604998,0,0,0,0,0.16380792101175,0,0,0,0,0,0,0,0,0.242954439900014,0,0.0316678616300963,0,0,0,0,0.150207667547015,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0.103959577168226,0.0218255744651591,0,0.0276642565179752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235215765996493,0,0.142606381030957,0,0,0,0,0,0,0,0,0.200083591220185,0,0,0.112885705373177,0,0,0,0.132625698591631,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0.0613026937344077,0,0,0,0,0,0.115065640850753,0,0,0,0,0,0.102396163587489,0,0.0174530741472554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260259077510744,0,0,0.122204684912869,0,0,0,0,0,0.268491814888356,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.0643602368981719,0,0,0,0,0,0.181030185384471,0,0,0,0.0328681870761593,0,0,0,0,0,0,0,0,0,0,0.0731343048396847,-1.38777878078145e-17,0,0,0,0.0182106084468463,0,0.144973840877359,0.0725346111073921,0,0.0740942760644753,0,0,0,0.184271535561685,0,0,0,0,0.0989534359799923,0,0,0,0
X601229.CH.EQUITY,0,0,0.205109195814833,0,0.170379225592617,0,0,0,0,0.136859583120375,0,0.369007226113519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162806751264402,0,0,0,0,0,0,0,0,0.088843493809647,0,0.123549843849418
X601169.CH.EQUITY,0.100325578005074,0,0,0,0.0469951719061042,0,0,0,0,0,0,0.378725021091273,0.0446468048697381,0,0.0457897595393805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295376940681857,0,0,0.0936718239703103,0,0,0,0,0,0.159668878970648,0,0.064056846691509,0.0339061571046198,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.366097398759762,0,0,0.037819922532951,0,0,0.0309145161963649,0,0,0.148740153175981,0,0,0,0,0,0,0,0,0.0212210255703378,0,0.204171983101363,0,0,0,0,0,0,0,0,0,0.0485953821479984,0,0,0.0401938326784563,0,0.0414936875634536,0,0
X600999.CH.EQUITY,0.0491335741490142,0,0,0,0,0.0468393820351846,0,0,0,0.0125021182047128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147408792189585,0.405571519612683,0,0,0,0,0,0,0,0,0.181948700621028,0,0,0.13893548944048,0,0.131136888742562,0.0631533172849054,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0.290525064175437,0.0614047603853745,0,0,0,0,0.213898882879745,0,-0.0352864060910472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611342253931028,0,0,0.0748967658027693,0,0,0,0,0,0,0,0.0997590022537249,0,0,0,0,0,0,0.203918368177152,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508731586874825,0,0,0,0.126395630310264,0,0.24262763299306,0,0,0,0,0.035717270300055,0.0529433073045639,0,0,0.0741152404714804,-0.0148212151719207,0,0,0,0,0
X2891.TT.EQUITY,0,0,0.0501180937908541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781814168347316,0,0,0,0,3.46944695195361e-18,0,0,0,0.155831235132162,0,0,0,0,0,0,0,0,0.15911412855887,0,0,0,0.336909959147005,0
X2886.TT.EQUITY,0,0,0,0,0.291709062891337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124360029836001,0,0,0,0,0,0,0,-0.310365695330552,0.245707926412481,0,0.204471869510718,0,0,0,0,0.323124958455158,0,0.352657574076157,-0.00982881718250863,0,-0.405240403065507,0.0247371763906858,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0448338902849647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160467883862767,0,0,0,-8.67361737988404e-19,0.114853535942203,0,0,0,0,0,0.191414076738348,0,0.150178220275893,0,0,0,0,0,0,0,0,0.311385975062445,0,0.111226795314547,0,0.0253901350525815
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348141984642283,0,0,0,0,0,0,0.046775512839977,0,0,0,0.0554964057432142,0.612092405169026,0,0.112195476206419,0,0,0,0,-0.0973522779830799,0,-1.73472347597681e-18,0,0.0722220367808724,0,0,0,0.0395417029768269,0,0,0.0301024909980873,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,-0.0272527047557169,0,-0.0205523442369608,0,0,0,0,0,0,0,0.00690312527464619,0,0.235530852313891,0,0,0,0.111275504036525,0,0,0.0555697986693391,0,0,0,0,0.148705384644608,0,0,-1.73472347597681e-18,0,0.417920816644573,0,0,0,0,0,0.0391473769684013,0,0,0,0.0461182228181027,0,0,0
X601916.CH.Equity,-0.124989622249473,0,0,0,0,0,-0.425465613865139,0,0,0,0,0,0,0,0.215348657997011,0,0,0,0,0,-1.38777878078145e-17,0.746293484947717,0,0.111968459305757,0,0,0,0,0,0,0,0,0,0.15825146763379,0.0587215149758221,0.20593140230354,0,0,0,0,0,0,0,-0.0117455022973574,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0.312751374898497,0,0,0,0,0,0.29187699665846,0,0,0,0,0,0,0,0,0.390869041434954,0,0,0,0.0662257619156796,0,0.138962150116864,0,0,0,0,0,0,0,0,0,-0.311229453005399,0,0,0,0,0,0,0,0,-0.175321360965992,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0.0472258035560118,0,0,0,0,0.0778061440999806,-0.0685514354390881,0,0,0,0,0,0,-0.0707524933698025,0,0,0,0,0,-0.18074393245636,0.00272037332339533,0.356762502971407,0,0,0,0,0,0,-0.121173672933529,0,0,0,0,0,0.112621750208923,0.533393638486967,0,0.109328384657166,0,0,0,0,0,0.26411485190147,0,0,0
X600919.CH.EQUITY,0,0,0.126040784014952,0,0,0,0,0,0,0,0.0881976412013397,0.494392092674918,0.0427669814701847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145899264096753,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,-0.0590039952680871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.455496841927304,0,0,0,0,0,0,0.124731075605507,0,0.078707563393799,0,0,0,0,0,0,0.0412984799523655,-0.209495144926241,0,0,0.649603818337051,0
X601009.CH.EQUITY,0,0,0,0.0256591819365327,0,0,0,0,0,0,0.00323624156959752,0,0.00188829586898383,0.106014767359094,0.0122602839489812,0,0,0,0,0,0,0,0,0,0.214792451128019,0,0,0,0,0,0,0.0849071219038151,0.298642625555774,0.176643527797875,0,0,0,0,0,0.0487270391975868,0,0,0,0,0.0221854323739749,0,0,0,0,0
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178397322922168,0,0,0,0,0,0,0,0,0.0675995360218729,-0.0324621476650989,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0148994798002241,0,0.56641885688289,0,0.0925371498776417,0,0,0
X601901.CH.EQUITY,0,0,0,0,0,0,-0.148228544682525,0,0,0,0,0,0,0,-0.00810420006533122,0,0,-0.108975746934296,0,1.01978808534869,0,0,0,0.128145532405182,0,0,-0.022410745701884,0,0,0,0,0,0,-0.06771493807836,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193411140883826,0.308645103996847,0
