,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.37762293153324,0,0.0769520416770064,0,0,0,0.193783871338397,-0.388203452064865,-0.0782415630579823,0,-0.101061423817028,0.196725447111908,0,0,0.826586562772396,0,0,-0.404047870637443,0,0,0.0578664735428095,0,0,0,0,0,0,0,0,0,0,-0.0617161863873029,0,0,0.0622074565597494,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.100621277729588,0.203380561962055,0,0.0325986531039798,0,0,0.170434611965784,0,0,0.00458029747135102,0.0861122987585775,0,0,0,0,0,0,0,0,0.188735598728762,0,0.218157815965901,0,0.00294236628714244,0,0,0,0,0,0,0,0,0,0,0,0.116510964850816,0,0,0,0,0
X601939.CH.EQUITY,0.354948182620374,-0.116475227509655,0,0,0,0,0,0,0,0,0.0278292727717816,0,0,-0.031258590459462,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.343783946660174,0,0.205090980321905,0,0.472054806131731,-6.93889390390723e-18,0,0,0,0.0508858283364697,0.1308070743935,0,0,0,0.111810446872105,0,-0.0928974269964612,0.236194398297445,0,0.0694841602364632,0,0.0173249229232388,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.24836891036217,0,0.691969738873708,0.0158663615714128,0,0,0,-0.187444969953456,0,0,0,0,0,0,0.175156535254788,0,-0.669159053554177,0,0,0,0,0,0,0,0,0,0.696457112830615,0,0,0,0,0,-0.0465898443895192,0,-0.183841279795044,-0.021341732403786,0,0,0,-0.250632847807431,-0.190967361466135
X5.HK.EQUITY,0,-0.120693561190702,0,0,0,0.0787141013304979,0,0.261792218768642,0,0.117772181754013,0,0,0,0,0.162681343097331,0,0,0.146166496354949,-0.131878347765541,0.156362961914756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776963108688954,0,0.155921598704644,0,0,0,0,0,0,0,0.0816648195438333,0.0890585434372427
X601988.CH.EQUITY,-0.0576011314559096,0,0,0,0.44427491751243,0,0,0,0,0,0,0,0,0,0,0,0.124867704441018,0,-0.140739370271862,0,0,0,0,0,0,0,0,0,0,-0.0266100994009686,0,0,0,0,0.202813917872436,0,-0.0425738915218237,0,0,0,0,0,-0.0428620686796173,0,0,0,0.16942090547217,-6.93889390390723e-18
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.212487032062178,0.277960529547972,0.112291747349963,0.244347738464039,0.261129287818956,0,0,-0.028749316690941,0,0,0,0,0.153302072992652,0,0,0.00128250645470343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00734801165606007,0.341620687921491,0,0,0,0,0.0481393671333915
X1299.HK.EQUITY,0,0.229477685638063,0,0,0.44442122347663,0,0,0,0.0355749210061088,0,0,-0.0154688878672322,0,0,0,0,0,0.0960643641555338,0,0,0,0,-0.0698020742176415,0,0,0,-0.0459730117067621,0,0,0,0,0,-0.087784678093913,0,0.119344521032634,0,-0.05707491098666,0,0,0,0,0,0,0,0,0,0,-0.102337303227965
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.112181607465363,0,0,0.0971287134906772,0.307690484709284,0,0,0,0,0,0,0,0,0,0,0,0.192815084124117,0,0.121248142634971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428037322879276,0,0,0,0,0,0
X601166.CH.EQUITY,0.0110598058594244,0,0,0.272094651523539,0,0,0,0,0,0,0,0.195899019754388,-0.0226402323024744,0,0,-0.0417555232164834,0,0,0,0,0,0,0,0,0.118333313947232,-0.00198362532346411,0,0,0,-0.108687526049593,0,0,0,0,0,0.127769080300513,0,0,0,0,0,0,0,0.257852039893962,0,0,0,0
X601328.CH.EQUITY,0.133144598302851,0.327252269175675,0.048979796784793,0,0,0,0.397769007986979,0,0,0,0,0,0,0,0,0,0,0,0.0841210788036314,0,0,0,0,0,0,0,0,0,0,0,0.0137264224783627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853544488492138,-0.318669228140546,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.167541462078212,0,0,0.524638646457019,0.108647729638082,0,0,0,0,0,0,0,0,0.122605991567997,0,0,0,0,0,0,0,0,0,0,0,0,-0.0056270945901049,0,0,0,0,0,0.283963338510488,0,0,-0.109724731490302,0,-0.00924564461506361,0.0911756601902469,-0.199807649114144,0.0227261565716061,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.102531192523447,0,0,0.252195552435435,0,0,0,0,0,0.147545332107076,0,0,0,0,0,0.422105817785877,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,-0.105775333508086,0,0,0,0,0.0691027810965743,0,0,0,0,-0.0699078025137845,0
X601601.CH.EQUITY,0,0.0164242438422418,0,0,-0.163731867851341,0,0.000370679123015073,0,0.644067151726637,0,0,0,0,0,0.0228148256366691,0,0.0110291163128389,0,0,0.0837653473585824,0,0,0,0,0,0,0,0,0.0401831884137785,0,0,0,0,0,0,0,0.00626065335366177,0,0,0,0,0,-0.0667536005581257,0,0,0,0,0
X11.HK.EQUITY,0,0,0.0411607069005281,0,0.227293403241945,0.158212210336204,0.00339253188729391,0,0,0,0,0,0,0.0684746233115889,0,0,0,0.291349360134675,0,0,0,0,0,0,0,0,0.22181975033765,0,0,-0.0385717693001572,0,0,0,0.055178820858395,0,0,0,0,0,0,0,0,0,0.122481039785416,0.194196107635298,0,0,0
X388.HK.EQUITY,0,0,0,0,0.237904342390321,0,0,0.288779372972977,0,0,0,0,0,0.152996152134601,0,0,0,0.107171428150141,0.15871519101094,0.0839041568599154,0,0,0,-0.100253761339834,0,0.0399593153689521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135845785567539,0,0,-0.0574415157058804,0,0,0,0,0
