,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY
X601328.CH.EQUITY,0,0,0,0.293605816562683,0,-0.0451397443712789,0,0,0,-0.0780694052589661,0,0,0.311400653502115,0,0,0,0,0.327471264638085,0,0,0,0,0,3.46944695195361e-18,0.0327397442051925,0,0.0379515678804406,0,0.0308925870213568,0,0,0.0703844898940972,0,0,0,0,0,0,0,0,0,0,-0.00937290357784641,0,0,0,-0.0152280762879752,-0.00887383800852172,0,0
X601166.CH.EQUITY,0,0.0793709595892008,0,0,0,0,0.175109024294473,0,0,0,0,0,0.0727482478393915,0,0,0.0487828420069241,0,0,0,0,0,0,0,0,0.278231616478837,0,0,0,0,0,0,0,0,0,0,0,0.0386231011682581,0,0,0.0587787817271804,0,0,0,0.0438420835754858,0,0,0,0,0.247416727204026,0
X600000.CH.EQUITY,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.364986957263065,0,0,0,0,0,0,0.0163448019353434,0.10518796108051,0,0,0,0.030725478061941,0,0,0,-1.38777878078145e-17,0,0,0.171370801363557,0,0,0.0514615538784178,0,0,0,0,0,0,0,0,0.17628006425538,0,0,0,0.081022115968963,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205271969974895,0.283330880569172,0,0,0,0,0,0.242336703066565,0.0627390189905577,0.00466515674115103,0,0,0.11044948952667,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.222134855955644,0,0,0,0,0.449763257930304,0,0,0.00460683423594727,0,0,0,0,0.0357973425500169,0,0,0,0,0,0.0125027634166721,0,0.0568718219589646,0,8.67361737988404e-19,0,0,0,0,0,0.0151617416600048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0949787917287746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989191169987773,0,0.0246072055556834,0,0,0,0,0.0663535453471619,0,0.206848064875262,0,0.036085636255648,0,0,0,0,0,0,0,0,0.140283868980208,0.298359037306842,0.0615454788203085
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.170385791520863,0,3.46944695195361e-18,0,0,0.0947739860873841,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.149518762047868,0,0,0,0.268238743558722,0,0.0909687724707235,0,0.101938520081493,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0551702481847737,0,0.255210328431951,0,0,0,0,0,0.318588178393044,0,0,0,0,0,0,0,0.168731580425522,0,0,0,0,0,0.071191091168996,0,0.00203882908972707,0,0,0,0,0,0,0,0,0.077509358705474,0,0,0,0,0,0.0596235341630094,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0.014230067990911,0,0,0,0.040351737363694,0,-0.0692451995064567,0,0.142416104363077,0,0,0,0,0,0,0,0.267321983113691,0,0,0,0,0,0,0,0,0.234933497134497,0,0.0752476089137947,0.322004442746194,0,0,0,0,0,0,0,0,-5.55111512312578e-17,0,0,0,0
X601601.CH.EQUITY,0,0.00123424614406581,0,0.322642461215176,0,0,0,0.0902700690104718,0.0513799024246938,0,0,0,0,0,0,0.0220983876648749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478401206839686,0,0.337051040048299,0,0,0,0,0,0,0.035821084166865,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,-0.335172680884746,0.438818641115344,0,0.243225170739702,0,0,0,0,0,0,0,0,0,0,0,0.195733303873231,0,0,0.477590089107221,0,0,0,0,0,0,0,0,-0.0219581845195674,0,0.0594646038525698,0,0,0,0,0,0,0,0,0,-0.121556984621411,0,0,-0.197735294590729,0,0,0
X267.HK.EQUITY,0,0,0,0,0.202253857816588,0,0,0,0,0,0,0.121952008106419,0,0,0.0348880889522126,0.114207249680841,0,0,0,0,0,0,0.193006938220274,0.130061646272374,0,0,0,0.0173468188751207,0,0,0,0,0,0,0,0,0,0.12312938979275,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,-0.184809372660935,0.0286278991274406,0,0,0,0,0.0910199616951414,0,0.324096116893103,0,0,0,0,0,0.353037185409907,0,0,0,0,0.104329185627466,0,0,0,0.0174611229382059,0,0.162440678942852,0,0,0,0,0.00341270065406167,0,0,0,0,0,0,0.191284139279892,0,0,0,-0.000609924931224422,0,0
X601066.CH.EQUITY,0,0,0,-0.15009236103735,0,0.112646294075237,0.0441799983902029,0,0.105090682094515,-0.0512372889090719,0,0,0,0,0,0,0,0,0,0.101933675294331,3.46944695195361e-18,0,0,0,0,0,0,0,0.0843733264132463,0,0.0224444017096288,0,0,0,0,0,0,0.553672707429476,0,0,0,0,0.263630075311456,0,0.0595169775373985,0,-0.0261550130268394,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.343026953868956,0,-0.0608608973800271,0,0,0,0,0.603900755633732,0,0,0,0,0,0,0,0,0.0409251556671418,0,0,0,0,0,0,-0.028560211401776,0,0.0343603055184867,0,0,0,0,0,0.0216494757787243,0.00819716603843376,0,0,0.0545795019907858,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111270746696917,0,0.121821484091379,0.198115348157352,0.039472895801284,0,0,0.0936717164899438,0.149319217167008,0,0,0.0562304013997709,0.0317221131978579,0,0,0,0,0,0,0,0,0,0.0793070340022337,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108814974319158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29193379501365,0,0.0361122404535926,0,0,0,0.0914852485053264,0.167636281791223,0,0,0.237900137074913,0,0,0.0906203061444231,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0.281800853294164,0,0,0,0,0.0458995324741089,0,0.110112543866058,0,0,0,0,0.0694858406343617,0.229190831761161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106822145194638,0,0,0,0,0,0,0,0.148547271515287,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142622619348858,-0.0507798438981009,0,0.0649008211555836,0,0,0,0,0,0,0,0,0.35699246676409,0.0963198927375309,0,0,0,0,0.156017200652647,0.0697542676832555,0,0,0,0,0.148614915843492,0,0,0,0,0,0,0,0,0,-0.0613078363275563,0,0.0208184827974812
X601229.CH.EQUITY,0,0,0,0.207392185254348,0,0,0,0,0,0.0916775534361367,0.0891973230908966,0,0.201066205365894,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0105187411020588,0.0867172767842782,0,0,0,0,0,0,0.05234206104838,0,0,0,0,-0.0568848941563019,0,0,0,0,0,0,0,0,0.305673060244671,0
X300059.CH.EQUITY,0,0,0,0,-0.0517405395615494,0,0,0,0,0.0491759809070664,0,0,0,0.0782501843571834,0,0,0,0,0,0,0.180869051902088,0,0,0.107222428996926,0,0.265499946793759,4.33680868994202e-19,0,0,0.0312092111172417,0,0,0,8.67361737988404e-19,0.121206653778999,0,0,0,0,0,0,0,0.0885080893971762,0,0.103259421194584,0,-0.147007628910541,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0.098978631168289,-0.132354482589244,-0.0568623353826208,0,0,0.162915714721898,0,0,0,0,0,0.225381532211363,0,0,0.0278655528488384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189991463600229,0,0,0,0,0.529609982786625,0,0,0,0,0,0,0.187115856920636,0,0
X000166.CH.EQUITY,0,0,0,0,0,0.0660286174663358,0,0,0,0,0,0,0.0237764509244992,0.233240096887434,0,0,0,0,0,0,0,0,0,0,0,0.0364779664472219,0.159116148753602,0,0.138870932890483,0.02601178421151,0,0,0,0,0,0,0,0,0.0873768062466373,0,0,0,0,0,0.00486027264306972,0,-0.0324909639749191,0,0,0.265633668115517
X601336.CH.EQUITY,0,0,0,0,0,0,0.0539656138361196,0,0,0,0,0,0,0,0,0.343753713297628,0,0,0,0.0197497503782361,0,0,0,0,0,0,0,0,0.22510482129227,0,0,0,0,0,0,0.150303662580881,0,0,0.0467708066061673,0,0,0,0,0,0,0.0929299721767129,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722733645145246,0.00310241810472837,0,0,0,0,0,0,0,0,0,0.0105333715398102,0.116137896895132,0,0.174399165626804,0,0,0.0249078351168052,0.196028292404223,0.0873106476263108,0,0,0,0.0759266055413084,0.107559451080752,0,0,0,0,0,0,0.0550575872476675,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.0224499786642699,0.00407787008977343,0,0,0,0,0,0,0.243597597342582,0,0,0,0.0537321506856488,0,0,0,0,0,0,0,0,0,0,0,0.0493824786280259,0,0,0,0,0.163972205304209,0,0,0.301767833192617,0.0296338820634952,0,0,0,0.12773127794359,0,0,0,0.0124614955964478,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,-0.222692482169376,0,0,0,0,2.77555756156289e-17,0,0,0,0.0920927605673923,0,0,0,0,0,0,0,0.0077346211634583,0,0.229472396610438,0,0,0.042730818336559,0,0,0,0,0,0,0,0.486063601779972,0,0,0,0,0,0,0,0.253541287907206,0,0,0,0,0,0.12736335802541
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328410248796109,0,0,0,0.219677383902223,0,0,0.0115935580368876,0,0,0.0293879955304719,0,0,0.0291833378342297,0.0458701103832949,0,0,0.0396124995603651,0,0,0,0.20933518680666
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609353473104855,0,0,0.126453016326277,0,0,0,0.0549718086137883,0,0.204885110915912,0,0,0,0.120486067108867,0.144316698216434,0,0.135351814025333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188859187918452
X2886.TT.EQUITY,0,-0.0388859628369495,0,0,0,0,0,0,-0.0321569480329992,0,0,0,0,0,0,0,0,0,0,0,0,-0.0599447736276596,0,0,0,0,0,0,0,0,-0.0339142619771037,0,0,0,0,0,0,0,0,0,0.400182619492113,0,0,0.248465262836874,0,0,-0.0253098739986138,0.396865757354845,0,0
X2881.TT.EQUITY,0,0,0,0,0,0.0332519490160712,0,0.379850862647104,0,-0.0191419519700011,0,0,0,0,-0.0755213832521625,0,0,0,0,0,0,0,0,0,0,0.0336592054579255,0,-0.0160655510691212,0,0,0,0.274710461825661,0,0,0,0,0,0,0,0.101174856415633,0,0,0,0.250013909110474,0,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0.0863186766408528,0,0,0,0,0,0,0,0.4071372612487,0,0,0,0,0,0,0.0701571170828229,0,0.0241457202739632,0,0,0,0,0,0,0,0,0.317580634333102,0,0,0,0,0,0,0,0,0,0,0,-0.0330487147272078,0.089732656573287,0
X601236.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.168279043062546,0,0,0,-0.078062580534655,0,0,0.14964707357733,0,0,0,-0.110799396062876,0.0456107903611335,-0.26486126696012,0.124433842264806,0,0,0,0,0,0,0.793192579435185,0,0,0,0,0,0,0,1.73472347597681e-18,0.0826762244429039,0,0,0,0,0,0,0.0296189853812855,0,0,0.17713732827297
X2891.TT.EQUITY,0,0,0.0696179512717325,0,0,0,0,0,0,-0.0624934580534692,0,0,-0.278636748936266,0,0,0,0,0,0,0,0,0,0.0704501679882124,0.0454102370266362,0,0,0,0,0,0,0,0,0,0,0,0,0.64608032298764,0,0,0.324300488445517,0.18908365161047,0,0,0,0,0,-0.1826486546939,0.208514378138834,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16955648199162,0,0,0,0,0,0,0,0.182966910414918,0,0.312978931705409,0,0,0,-3.46944695195361e-18,0.075616643378741,0,0,0,0,0,0,0,0,0,0,0,0.0794670267856197,0,0,0,0,0.0670331712913792,0,0.492926003476921
X600919.CH.EQUITY,0,0.12195895190281,0,0,0,0,0,0,0,0.0532483581722626,0.21823463819706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419522559135326,0.034116374959188,0,0.119545191600318,0,0,0,0.181403562474449,0,0,0,0,0,0,0,0,0,0,0.275924458778617,0
X601696.CH.Equity,-0.310130338925271,0,0,0,0,0,0,0,-0.035115747704705,0,0,0,0,0,0,0.218732648566572,0,0,-0.155798442073752,0,0.0948425515868342,-0.0847578095513052,0,0,0,0,0,0,0,0,0,0.10834371056253,0,0,0,0,0,0,0,0,0,0,0.0209224857760089,0,0.211746959603264,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,-0.174226835168031,0,-0.115733730160595,0,0,0,0.0892319905155551,0,0,0,0,0,0.386561965513096,0,0,0,-0.281346332893863,0,0.195872078197019,0,0,-0.184884372601639,0,0,0.151163278450993,0,0,0,0.18358351603523,0,0,0,0,0,0,0,0,0,0,0,0.732105377139245,0,0,0,0,0,0
X601009.CH.EQUITY,0.0069551750964591,0,0,0.0291980148668599,0,0,0,0,0,0,0,0,0.0182669681353469,0,0,0.0778143402663233,0,0.434229898621504,0,0,0,0,0,0,0.0642905909882308,0,0.0474487553542977,0,0,0,0,0,0,0,0,0.0166186397968742,0,0,0,0,0,0.19916818879545,0,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595593054098969,0.223678113972743,0,0,0,0.193883937309302,0,0.19168117008743,0,0,0,0,0,0,0.0589893718376209,0.0845406198635631,0,0.248750010564745,0,0.0381354213669626,0,0,0
