,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X600926.CH.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY
X601658.CH.Equity,0.0892262442465452,0,0.098173302117789,0,0.0433122771468367,0,-0.106111280339468,0,0,0,0,0.291958428879472,0,0,0.00952708966498148,-0.0747036404321219,0,0,0,0,0,0,0,0,0,0.143198874635913,0,0,0,0,0.0666334880561253,0,0,0,0,0,0,0.0381636548622135,0,0,0,0,0,0,0.27169166239359,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.139501569063514,0,0,0,0,0,0,0,0.00815656088079563,0,0,0.169210687483429,0,0,0.0467342293569675,0,0,0,0,0,0,0,0,0.44590362473219,0,0.131132834987162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124416726905192,-0.145997989462037,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0899199986353207,0,0,0,0,0,0,0,0,0.527912387003739,0,0,0.203106133968825,-0.0230272666077759,0.154475055401632,0,0,-0.035569205485422,0,0,0,0,1.73472347597681e-18,-0.0152899626867722,0,0,0,0.0307435612758164,0,0,0,0,0,0,0,0.169274195087863,0,0,0,0,0,0,0,0.0964863355069268
X000001.CH.EQUITY,0,0,0,0,0.441591115635189,0.128206482222483,0,0,0,0.137457165375094,0,0.248796558264738,0,0,0,0,0,0,0,0,0,0,0,0.000286399683479029,0.0133871418385147,0,0,0,0,-0.231989270297186,0,0,0,0.0378207401472414,0,0,0,0,0,0,0,0,0,0,0,-0.125629135413889,0,0.296095709970892,0,0
X601328.CH.EQUITY,0,0,0,0.0282206464775457,0,0,0,0,0,0,0,0,0,0,0,0,0.0872334845307695,0.255902254440338,0,0,0,0,0.383624817100851,0,0,0,0,0,0,0,0.131871607427269,0,0,0,0,0,0,0,0.0165359068283218,0,0,0,0,0,0,0,0.0416944049089955,0,0,0
X601066.CH.EQUITY,0,0,0.0326253318887742,0,0,0,0,0,0,0.008588322103788,0,0,0.513722591858579,0,-0.0394998498061599,0,-0.0698322691724984,0,-0.0163625539801526,0,0,0,0,0,0,0,0.0621829253645076,0,0,0,0,0,0.211961727969039,0,0,0,0,0,0,0.0735282362691879,0,0,0.0211746275122134,0,0,0,0,-0.0421564827726752,0,0
X601601.CH.EQUITY,0,0.271065432455928,0,0.153618563491289,0,0.149254973837705,0,0,0,-0.0492408173975364,0,0.229720030256752,0,0,0,0,0,0,0.302667964574807,0,0,0,0,0,0.0223985957116303,0,0,0,0,0,0,0.0751478399254285,0,0,0,0,0,0,0,0,0,0,0.00326739967027151,0,0,0,0.00463603749927791,0,-0.1239837641375,0
X600000.CH.EQUITY,0,0.0024505608203658,0,0,0,0,0,0,0,0,0,0,0,0,0.487234197166623,0,0,0,0,0,0,0.0413190409002318,0,0,0,0,0,0,0,0.0372065097813459,0,0,0,0,0,0.101629191462805,0.0926861094615025,0,0,0,0.00215268886677414,0,0,0.0717296542005627,0.0965880390622833,0,0,0,0,0
X601319.CH.EQUITY,0,0.01703419818144,0,0,0,0,-0.0743975715391767,2.16840434497101e-19,0.0351695115520184,0,-0.0340051548579759,0,0,0.287380307830869,0.214323893935519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282721143278912,0,0,0,0,0.137376399354548,0,0,0,0,0,0,-0.0349337260523908,0,0.00824904641505727,-0.0933617254177481,0.0226376995121622,0,0
X2388.HK.EQUITY,0.157677249793287,0,0,0,-0.150620321892916,0,0.0435377617537058,0,0.159625010121071,0.0306008625724802,0.0119143580883626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455005747144234,0,0,0,0.141605374696845,0,-0.268046555292728,0,0.114209028422309,0,0,-0.0119878200224624,0,0,0,0,0,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0.0483817446460601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474463964078275,0,0,0,0,0.106360279846731,0,0,0,0,0,0.0129802055766854,0.29364090197422,0,0,0,0.285759415871584,0,0.0944564301882048,0,-0.0456457498661263,0,0,0,0,0.0596582890399503,0
X601998.CH.EQUITY,0,0,0.0954950739321701,0.264772173354499,0,0,0,0,0,0,0,0,0,0,0.0393912950592195,0.181932600547302,0,0.124513004158796,0,0,-0.105143983658755,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33864089818017,0,0,0,0,0,0,0,0,0,0,0,0.125389630116175,0
X600016.CH.EQUITY,0,0,0.0898758306625254,0,0,0,0,0,0,0,-0.14053843289793,0,0,0,0.150487405820144,0.0483092696862526,0,0,0.0618052990672796,0,-0.0531498388101826,0,0,0,0,0.0137026321016278,0,0.857353222790923,0,0,0.00261630917223335,0,0,0.0579362868438059,-0.0191838666914626,0,0.218960369877835,0,0,0,0,-0.208768384422435,0,0,0.147709130050205,0,0,0,0,-0.329721878055838
X11.HK.EQUITY,0,0,0,0.0487425684020799,0,0,0,0,0.420063518558824,0,-0.213190772859292,0,0,0.0490338066561526,0,0,0,0,0,0.304275311202945,-0.00413191527568534,0,0,0,0,0,0,0,0,0.234305392771509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123542710366215,0,0.0169610118346338,0
X002142.CH.EQUITY,0,0,0,-0.0672879188111027,0.46262592070482,0,-0.2424038619174,0,0,0,0,0,0,0.025787582573605,0,-0.0418933138057201,0.0412645590001439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320972480370036,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.109035116771015,0.0467075807014181,-6.93889390390723e-18,0,0
X601818.CH.EQUITY,0,0.0735353239379766,0,0,0,0,0,0,0,0,0.15866181764914,0.195241820196965,0,0,0,0,0.0143971655755676,0,0,0,0,0,0,0,0,0,0,0.158815270079608,0,0,0,0,0,0,0,0,0.0715749682877343,0,0,0,0.24248097441534,0,0,0,0.0335517302467617,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0.211850326842411,0.0582028998253575,0,0,0.00177688539064755,0.0888835933571601,0,0,0,0,0.000206751726236094,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217379735835868,0,-0.113256228580785,0,0,0,0.0815078067366706,0,0.0848790483568681,0,0.226773851042345,0,0,0,0.250928608768442
X601688.CH.EQUITY,0,0,0,-0.0197231750309929,-0.0651811862981424,0,0,0,0,0,0,0,0.163567016822903,0,0,0.0879914981141827,0,0,0,0,0,0,0.290316487430317,0,0,0,0,0,0,0,0.420117107500575,0.13616772911697,0,0,0,0,0,0,0,0,0,0,-0.0220697275990999,0,0,0,0,0,0.0160011419548087,0
X600837.CH.EQUITY,0,0,0,0,0,0.109614005396885,0,0,0,0,0,0,0.179072357717297,0,0.0739399933012472,0,0,0.0323959713313973,0,0,0.130033431369069,0,0,0,0,0,0,0.278151945602342,0,0,0,0,0,0.0185480902876778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100992896305878
X267.HK.EQUITY,0.150466010666067,0,0,0,3.46944695195361e-18,0,0.180023268383785,0,0,0,-0.0129538065120066,0,0,0,0,0,0,0.181469386953652,0,0,0,0,0,0.0438575342649901,0,0,-0.0840532776588973,0,0,0,0,0,0,0,0,0,0,0.17668572263451,0,0,0.0355658552459051,0,0,0,0.0875258179735011,0,0,0,0,-0.0691404418254617
X601211.CH.EQUITY,0,0,0,0,0,0.0208532144897785,0,0,0,0.0318643013265037,0,0,0.116272889919701,0,0.349213680524844,0,0,0,0,0,0,0,0.00920421251739634,-0.237706641154842,0,0.0879475879431932,0.176870642061919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233911162164265,0,0.0948577208203052,0,0,0.183623877431927,0
X601336.CH.EQUITY,0,0,0,0,0,0.456471395975645,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.129233744444272,0,0.0511339425805892,0,0,0,0,0,0,0,0,0.0383760394318703,-8.67361737988404e-19,0,0,0,0,-0.0807936123835204,0.207233338957373,0,0,0,0,0,0,0,0,0,-0.0134611564160036,0,0,0.0412106788007375,0.239055863627201,0
X002736.CH.EQUITY,0,0,0,0,0,0,-0.0471483100568747,0,-0.295029953569039,0.0207767053697948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696554505943058,0,0,0,0,0,0,0,0,0,0,0,0.0285220508214568,0,0.191398961218431,0
X2882.TT.EQUITY,0.0777233988982898,0,0,0,0.0854822239569937,0,0,0,0,0.0338163354930555,0,0,0.147642677384978,0,0,0,0,0,0,0,0,0,0,0.175488824561679,0,0,0,0,0.13546470140642,0,0,0,0,0,0,0,0,0.620154020592732,0.0272105727101281,0,0,0,0,0.184110149927876,0,-0.088208454182674,0.026062396819729,-0.223579288041896,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0.212566726490383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164849966956722,0,0,0,0.0409431149096442,0,0,0,0.101288765845761,0,0.0247253989015387,0,0.167046451371818,0,0,0,0,0,0.209824863335403,0,0,0.173027298832865,0,0,0,0,0,0,0.235559881314503,0.0314353048442281
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00455263704544179,0,0,0,0,0,0.153263230352467,0,0,0,0,0.390420247210786,0,0,0,0,0,0.0999248637615008,0,0.112748307844176,0,0.240677513013914,0,0,0,0,0,0,-0.0911316013876728,0,0,0,0,0,0,0,0,-0.0238095159370152,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.189552931518125,0,0.142994097039958,0,0,0,0,-0.0489372760145814,0,0,0,0,0,0,0,0,0.179637554629434,0,0.148414032271033,0,0,0,0,0,0,0,0,0,0,0.140299893985085,0,0,0,0,0,0.398813712105139,0.288432014880533,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.115894005892186,0,-0.0066447515444949,0.0124357154176141,0.101481209965052,0,0,0,0,0,0,0,-0.193154371613879,0,0,0,0,0,0.0793279452968093,0,0,0,0,0.0168474027330289,0,0,0,0.252479052288621,0.0491473776101392,0,0,0,0,0,0,0,0,0.383238782272334,0.105158659924522,0,0,0.0359868871699366,0,0
X601169.CH.EQUITY,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206277282846481,0,0,0,0,0,0,0.125747382171461,0,0,0,0.0576800244927335,0.0271737684102092,0,0,0,0,0,0,0,0.117515906054472,0,0.251243122700928,0,0,0,0.118040763125128,0,0,0,0,0.00330316028786501,0,0,0,0
X600918.CH.Equity,0,0,0.0664992755298323,0,0,0,0,0,0,0,0,0,0.0186438480016434,0,0,0,0,0,0,0,0.198550076070298,0,0.0859875003075492,0,0,0,0,0.00575508099422114,0,0,0.111002195040064,0,0.0606301935521751,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0863883733073029,0,0,0.0475735355382417,0.331949022812194
X600015.CH.EQUITY,0,0,0,0,0,0,0.0345917683323942,0.0663378977047915,0,0,0,0.165979720880594,0,0,0.079811097806864,0,0.0932311342810272,0,0,0,0,0.0179894812700503,0,0,0.0985985145497767,0,0,0,0,0.0376285014404161,0,0,0,0,0.0669355446275981,0,0,0,0.201641587892491,0,0,0.214846374591341,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0.0648245360451493,0,0,0,0.126559650169463,0,0,0,0,0,0.233940491720179,0,0,0,0,0.177477586014383,0,0,0,0,0,0,0,0.117545202214081,0,0,0,0,0,0,0,0,0,0,0.0506752784379224,0,0,0,0,0,0,0,0.108316981985544,0,0.0495700789892375
X2886.TT.EQUITY,0,0,0,0,0.439608105363089,0,0.0458695969784233,0,0,0,0,0,0,0.105090839716554,0,0.209113973492757,0,0,0,0,0,0,0,0.239448338416499,0.0437578414668291,0,0,0,-0.436907109445456,0,0,0,0,0.0189902944577153,0,0,0,0.144588208995528,0,0,0,0,0,0,0,0,0,-0.316987013768195,0.0249581196163109,0
X2891.TT.EQUITY,0,0,0.00108702737811844,0.0235205691763159,0.0782084299895625,0,0,0,0,0,0.00926276754362692,0,0,0,0,0,0,0.0663495790299436,0,0.127022551567649,-0.0720365382373103,0,0,0,0,0,0,0,0,0,0,0,0.00442085897766829,0,0,0,0,0.206557242848043,0,0,0,0,0.260637556881673,0,0,0,0.205997108631024,0,0,-0.0724172090188968
X601009.CH.EQUITY,0.270316088474983,0.125992710236989,0,0.0734141717217258,0.241024118495086,0,0,0,0,-0.14617327325475,0.041266204409544,-0.175547751199535,0,0,0,0,0,0,0.028727625675592,0,0,0,0,0,0,0.211953421239351,0,0,0,0,0,0,0,0,0,0,0.0134253925061804,0,0,0,0,0,0,0,0,0.143543876746734,0,0,-0.047655162289527,0
X601788.CH.EQUITY,0,0,0,-0.000998664653686143,0,-0.04683761315599,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.215760747556698,0,0,0,0,0.245778171380613,0,0,0,0,0,0.368418270329584,0,0,0,0,0,0,-0.0941379396903807,0,0,0.347410322479633,0,6.93889390390723e-18,0,0,0.111226685205171,0,0,0.0200601830967649,0,0,-0.117924750752602,0,0
X2884.TT.EQUITY,0,0,0,0,0.0682207121721909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557932205583305,0,0,0,0.114532513978089,0,0,0,0.0544122893931492,0.012723585609791,0,0,-0.0464136492148119,0.477432531221738,0,0,0,0,0,0.217204378908142,0,0,0,0,0,0.0550772363748917
X600926.CH.EQUITY,0,0,0,0,0,0.173507424147034,0,0.303759838313302,0,0,0,0.0478581203558688,0,0,0,0,0,0,0,0,0,0,0,0,0.132535371833317,0.172008745867542,0,0,0.0518040935320638,-0.0443915496341801,0,0,0,0,0,0,0,0,0,0,0,0.0407350603570614,0,0,0,0,-0.0878529128087195,0,0,0
X601901.CH.EQUITY,0,0,-0.07172453364335,0,-0.0724392205732698,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0283086718119663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286879442857901,0,0,0,0.0445881862394595,0.187486405141866,-0.0125803273856818,0.221853536029044,0,0,0,0,0,0,0.267268032162849,0,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,-0.208150354302264,-0.0375909202171595,0,0,0,0,0,0,0.0271998564249021,0,0,0,0,0.130177052045147,0,0,-0.079781701520175,0,0,0,0,0.0802307374972215,0,0.0268614651230413,0,0,0,0.181470744197462,0,0,0,0.20012230460141,0.23123721172208,0,0,0,-0.128595210022814,0,0,0,0,0,0
