,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.528267954385302,0,0.049895962812194,0,0.0174595965054196,0,0.0867340657972651,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.248500376139286,0.0834104599811842,0,0,0.0266617601127022,0,0,0,0.0208724813736987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0139133804654099,0,0.318876473649064,0,0,0,0.126511911262786,0,0,0,0,0,0.0678977147578803,0,0,0,-0.029573873468405,-0.0357834125861541,0.0578432387837275,0.210583630513726,0,0,0,0,0,0,0.154733903761114,0,0,0,0,0.00779628559645265,0,0,0.0603107637404439,0,0,0,0,0,0,0,0,0.112917971200149,-0.0465493039889414,0,0,0,0,0
X601288.CH.EQUITY,0.199687014238847,0.171351118118069,0,0.163153365188159,0,0,0.168239616185718,0,0,0,0,0,0,0,0,-0.0706947662712407,0,0,0.0049930898653704,0,0,0,0.294318513451418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137818557518878,0,0,-0.0790088911468491,0.252656950621164,0,0,0
X601988.CH.EQUITY,0.0550328248962747,0,0.467396433285599,0,0,0,0,0,0,-0.0681491050892785,0,0,0,0,0,0,0,0,0.076234637817319,0,0,-0.0327897648737105,0,0.178705770764876,0,0,0,-0.255136745738852,0.148200950279399,0,0.00205106257358129,0,0,0.0629873811135186,0,0,0,0,0.061749291660985,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.25592811023287,0,0,0,0,0,0.165707704793339,0,-0.100530517785164,0,0,0,0,0,0.0556661384438829,0.103367166083637,0,0,0,0,0,-0.0487588710415422,0,0.0785544356949303,0,0,0,0,0,0.0695165822498225,0.0790629870196927,0,0,-0.0182790715201276,0,0,0,-0.119565093053518,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.198178548378141,0.131167920796392,0,0,-0.0344496261367567,0,0,0,0,0.101788194121935,0,0,0,0,0,0,0,0,0,0,0.243912853666601,0,0.140036135344986,0,0,0,-0.0168783333037731,0.0201079996636055,0,0.176639566613495,0,0,-0.103800583237067,0,0,0,0,0,0,0,0,0,-0.0104498725769972,-0.0619856340667539,0,0.307302578979718,0
X601328.CH.EQUITY,0,0,0.0541334021244666,0.191843813826941,0,0,0,0,0,0,0.0249953954248748,0.0372883331920453,0,0,0,0,0,0,0.364982922761689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0167483684459561,0,0,0.0289998816588499
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0238240088908747,0,0,0,0,0,0,0,0,0,0,0,0.201962755594813,0,0.0736887138308651,0.0160993751734462,0,0,0,0,0,0,-0.00547076835364918,0,0.257434736564918,0,0,0,0,0,0,0,0,0.209162393708177,0,0,0.0975773478120618,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.0413168564432216,0,0,0,0.280695718765207,0.15451719799057,0,0,0,0,0.229072005343713,0,0,0,0,0,0,0.000214497762379702,0,0.0849682199527755,0,0,0.152479571131487,0,0,0,0,0,0,0.0413468930379329,0,0,0,0,-0.0317510202121301,0,0,0,0.12110210641651,0,0,0.0482863222924726,0,0.0373662655756394,0
X601166.CH.EQUITY,0.045414705079822,0,0,0,0.100129377405906,0.131921032406494,0,0,0.120511407756116,0,0,0,0,0,0,0,0.379374572506396,0,0,0,-0.191390088809202,-0.0110970097281296,0,0,0,0.142706945076385,0,0,0,0,0,0,0.239718281658212,0,0,0,0,0,0,0.0636319016335114,0,0,0,0.0135728604729426,0,0,0,0,0,0
