,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.274271443043152,0,0,0,0,0,0,0,0,0,0.09335619644675,0,0,0.00589042817398094,0,0.0516894764224779,0,0,0,0,0,0,0,0,0.0964921773147793,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169104016244,0,0,0,0,0,0
X601939.CH.EQUITY,0.388953139530655,0,0,0,0,0,0,0,0.0274698001668326,0,0.210312394424366,0,0,0,0,0,0,0,0.037596122846752,0.100379752758274,0,0,0,0,0,0.0571148642635002,0,0,0.0382009169699442,0,0,0,0,0,0,0,0,0,0,0,-0.0442000731250693,0,0.149880198166073,0,0,0,0,-0.0681081033220624,0,0.068263982709695
X601288.CH.EQUITY,0.788964143421605,0,0,0,0,0,0,0,0,0,0,0,-0.069847314969325,0,0,-0.109118992878037,0,0,0,0,-0.000656062490096986,0,0,0.042614102889484,0,-0.125313153147913,-0.0786055155377252,0.148138840243461,0,0,0,0,0,0,0,0,0,0,0,0,-0.0524512670520183,0,-0.0517406942700659,0,0,0,0.209560370297174,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.118405763122658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,-0.05188929230054,0,0,0.100969967548511,0,0,-0.332709728102384,0,0,0,0.130996160764539,0,0,0,0.0778246078713383,0,0,0.271297543569897,0.262572898049331,-0.0938733630136094,0,0.0176548922935277,-0.082443806789794,0,0,0,0,0,0,0,0,0,0,0.0701506683531929,-0.0110323320275465,0,0,0,0,0,0,0.094996600714899,0,0,0,0,0,0
X601658.CH.Equity,0,0.184702437328408,0,0,0,0,0,0,0,0.0624068775369074,0,0,0,0,0,0.0952046443818493,0,0,0,0,0,0.0452307400581484,0,0,0,0,0,0.345339096927552,0,0,0,0,0.0212339521292523,0,0,0,0,-0.0297646753736024,0,0,0,0,0,0.107685043506757,0,0,0,0,0,0.158345375217445
X601328.CH.EQUITY,0,0,0.104588956378889,0,0,0,0,0,0,0,0,0.230276988948495,0,0,0,0.1118386716532,0,0,0,0,0.022471505342154,0.220542137958334,0,0,0,0,-0.102270660164234,0.0497625266082203,0,0,0,0,-0.0137823970755752,0,0,0,0,0,0,0,-0.00143813595012677,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.154244438663758,0,0,0,0,0.0403222965879412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271141479305931,0.014134340078591,0,0,0,0,0.0623413711108215,0,-0.179212242927693,0.144066196545973,0,0,0,0,0,0.565049922505094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507097876111033
X600036.CH.EQUITY,0,0.076691485870243,0,0,0,0,-0.0143952847988236,0,0,0,0.0878747373064903,0,-0.10715212887428,0,0,0.209574714321283,0.200363634157786,0.0961039367168981,0,0,0,0,0,0,0,0,0.068151746713895,0,0,0,0,0.0100423292828586,0,0,0,0,0,0,0,0,0,0,0,0.0637413576542066,0,0,0.0765926510180701,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.0122820728209737,0,0.375213116553581,0,0.140603631815079,0.186963921773061,0,0,0,0.0527956313586056,0.13663782263823,0,0.13848107148613,0,0,0.251373254809024,0,0,0,0,0,0,0.0576118812750499,-0.0340676630871014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121444166523915,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.0573406331858861,0,0,0,-0.126744320718465,0,0.326861185720004,0,0,0,0,0.15735933287017,0.0237439528037915,0.120834628963021,0,0,0,0.0073583695401331,0,0.0829520812418482,0,0,0,0,0,0.101667901141174,0,0,0,0,0,-0.183951625506664,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0890773542694052,0,0,0,0,0,0,0.386192718032195
X601998.CH.EQUITY,0,0.160263984791944,0.13421317897232,0,0,0,0.225035372059471,0,0,0,0,0,0,0,0.170035363745749,0.00990089314722098,0,0,0.0627981851169241,0,0.123927976946487,0.0114110704352347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.041933848820311,0,0,0,0.0563845471685792,0,-0.127758503476468,0,0,0,0,0,-8.67361737988404e-19,0.121686258676656,0,0,0.227234984741845,-0.00857792960903641,-0.197699223357517,0,0,0,0,0,0.0108108863161506,0,0,0,0,0,0,0,0,0.292018513282286,0,0,0,0,0,0,0.0619904952587218,0,0.02392518336046,0,0,-0.0695670365081453
X600016.CH.EQUITY,0,0,0,-0.206737105832762,-0.0655333231736694,-0.116167144764719,0,0,0,0,0.308859859215566,0,-0.311914648479824,0,0.023562816384566,0,0.0317468227323742,-3.46944695195361e-18,0,0,0.441605929967767,-0.00430365593857822,0,0,0,0,0.181171192557784,0,0,0,0,0,0,0.354091495180389,-0.00855455533576703,0,0,0,0,0,0,0,0,0,0,0.297340737775856,0,0,0,0
X601818.CH.EQUITY,0.240073612356391,0,0.0446157881180017,0,0,0,0,0,0,0,0.131612624249938,0.088134673926088,0,0.0930090911379817,0,0,0,0.107322442433428,0,0,0,0,0.0225889996097049,0,0,0.0522166674856803,0.090892840210868,0.109280306721935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00511542713660745,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0601611011136252,0,0,0,0,0,0,0.146253454734546,0,0,0.531305920758996,0,0,0,0,0,0,0,0.0073671027148812,-0.138472389479863,0.183181288526166,0.086992453272068,0.0654348535338701,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274315385789025,0,0,0.0419581808136458,0,0.104797310040444,0,0,0,0,0,0.103309833897001,0.227203246016214,0,0.070430819482096,0,0,0,0.0447377341435538,0.0784761533324365,0,0,0,0,0,0,0,0,0,0.152204834651348,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.357438807691922,0.0284015583271003,0,-0.077455468375001,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.114515539565262,0,0,0.442955543102631,0,0,0,0,0,0,0.00691879945955318,0,0,0,0,0,0.00103988937689733,0,0.100837860981248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,3.46944695195361e-18,0,0.0762809590951681,0,0,-0.166658766236505,1.38777878078145e-17,0,0,0.192084643168487,0.0699028420506594,0.225535908498675,0,0,0,0,0,0.0234351629151836,0,0,0,0,0.385793056509378,0.0507148343767318,0,0.00476259136530304,0.0787961396007198,0,0,0.121152915781302,0,0,0,0,0,0,0.211097975004199,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.194655999601958,0,-0.117587301900689,0.250608781167955,0,0,0.0600501210383902,0,0,0.0271582443363433,0,0,0.0587927581859715,-0.271718660387549,0,0.151705197360623,0,0,0,0,0,0,0,0,0,-0.138650226418349,0,0.204684409708695,0,-0.13730259354243,0,0,0,0,0.0872141470255697,0,0,0,0,0,0,-0.164100931871683,0,0,0,0,0,0,0.289354367791146
X2388.HK.EQUITY,-0.437983925473766,0,0,0.0270262181375485,0.168155134832436,0,0,0,0,-0.0380081632930811,0,0.0725150338995389,0.0829525477303785,0.40640700106659,0,0,0,-0.0969492687980559,0,0,0,0,0,0.063172959120736,0,0,0,0,0.330919971145382,0,0.094980815898468,0,0,0,0,0,0,0,0,0,0,0,0,0.265491033135919,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,-6.93889390390723e-18,0,-0.0950300350591208,0.245245679621232,0.280075702409313,0,0,0.0082777859028097,0.0235940574077637,0,-0.0886297378487237,0,0.143515714021984,0,0,0,0,-0.02878824461884,-0.0267127902712266,0,0.0430575414895903,0,0,0,0,0.0393928749060083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00733616397921571,0.198466868210506
X600919.CH.EQUITY,0,0,0,0,0,0.183540375068838,0,0,0.0190731906594745,0,0,0,0,0,0,0,0,0,0,0,0,0.221888222490602,0,0,0,0,0,0,-0.0360615521132744,0,0,0,0.0845659376476662,0.0424030411676313,-0.0156311150610938,0,0,0,0,0,0,0,0,0.131964457712757,0,0,0,0,0,0
X601916.CH.Equity,0.156035479425448,0,0.0621771594829326,0,0.119816532872471,0,0,0,0,0,0,0,0,0,0,0,0.198661833631576,0,0.0180013234557599,0,0.0563360539484443,0,0.0390566327820083,0,0,0,0,0,0,0,0,0.115460196595743,0.162159097654807,0.237911633686106,0,0.0639093838201747,0,0,0,0,0,0,0.0740414601635913,0,0,0,0,0,0,0.127971747690955
