,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X600926.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X600919.CH.EQUITY,X601901.CH.EQUITY,X601788.CH.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0,0.29661753304455,0.000603995592428906,0.101525039611417,0,-0.0262991414595109,0.347587598042832,0,0,0,0,0,0,0,0,0,0,-0.0524597334914092,0,0,-0.0014369712770097,0.157402340397173,0,0,0.128107760880275,0,0,0.0486657711777274,0,0,0,0,0,0,0,0,0,0,0,-0.0316986440920743,0,0,0.0101360180450918,0,0,0,0.0413453981952161,0,0
X601318.CH.EQUITY,0,0,0.0872970688092666,0,0,0,0,0,0.177767256152014,0,0.0391688817832506,0,0.0936833868008821,0.00273773641826119,0,0,0,0,0,0.108356546607674,0,0,0,0,0,0.175424087123731,0.145616871950566,0,0,0,0,0,0,0,0,0,-0.128438981330308,0,0,0,0,0.0487546767737926,0,0,0.0861791372694942,0,0,0,0.185324127873831,0
X601939.CH.EQUITY,0.537012926389691,0,0,0,0,0,0.00905373393138442,0,0.248395765344536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204917837767644,0,0,0,0,0,0,-0.0222322817336819,0,0,0,0,0,0.118025544228827,0,0,0,0,0,0.122196278682572,0.0549452239491173,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.202603139458264,0,0,0,-0.165251927357698,0,0,0.236245816901044,0,0,0,0,0,0,0,0,0,0.195388985867597,0,0,0.0895610049852434,0.0222525708933315,0,0,0,0,0.0545645531007678,0,0,0,0,0,0,0,0.387009179385359,-0.0425935928167026,0,0,0.0254187588558076,0.015133619200152,0,-0.0476774577121379,0.0283798742238083,0,0
X601288.CH.EQUITY,0,0,0.154313746244387,0,0,0,0.0213408633501879,0.46608057661309,0,0,0,0.0441830295709862,0,0,0,0,0,0,0,0,0,0.0779071662346377,0,0,0,0,0.138928382083334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638747930581466,0,0,0,0
X1299.HK.EQUITY,0,0,0,0.0611012857632407,0,0,0,0,0,0.241097573116907,0,-0.189675768653968,-0.0791539750197838,0,0.143990838117246,0,0,0,0,0,0,0.262690690801264,0,0.0154550906648515,0,0,-0.232909603358245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26930915568044,0,0.136352738863015,0,0,0,0,0
X601628.CH.EQUITY,0.0159744543254949,0,0,-0.102470673619724,0,0.0634618082385784,0,0,0,0.11117419901918,0,0,0,0,0,0.22472593818518,0,0,0,0,-0.0459348968708717,0,0,0,0,0,0,0,0,-0.109675146809452,0,0.529689174204266,0,0.0138138696151502,0,0,0,0,0,0,0,0,0.0211460762858558,0,0,0.0912670600600071,0,0,0,0
X601988.CH.EQUITY,0.0778285581311682,0,0,0,0.305468677810096,0,0,0,0,-0.0498250374484772,0,0.131208782738503,-0.0471674169923145,0,-0.114850377809219,0,0.276315478378444,0,0,0,0,0,0,0,0,0.00956765584792301,0,0,0,0,0,0,0,0.196087187788062,0,0.0928702921399828,0,0.0742700382536477,0,0,0,0,0,0,0,0,0,0,0.122145289032129,0
X5.HK.EQUITY,0,0.347665615781232,0.185568837332888,0,0,0,0,0,0,-0.0778331722666406,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.353991681514797,0,0,0.15219784399568,0,0,0,0,0,0,-0.142029813734296,0,0,0,-0.0319675264175197,3.3881317890172e-21,0,0.00636771789888793,-0.0995386402499349,0,0,0,-0.0173795093079674,0,0,0,0,0,-0.0261996929421409
X388.HK.EQUITY,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.127308386531547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913940449065832,0,0,0,0,-0.172041512724031,0,0,0,0.220066257634045,0,0,0.215121098793989,0,0,0,0,0,0.0619263380763877,0,0,0,-0.359997486899131,-0.0487731510175436,0,0.105801413144803,0,0
X601166.CH.EQUITY,0,0,0.0255632502453074,0,0,0,0,0,0,-0.238815350549357,0,0,0.438672139086872,0,0,0,0,0,0,0,0,-0.0418121473187009,0,0,0,-0.0191451232711058,0.333989713311449,0,-0.0113068987313553,0,0.0590863089725839,0,0,0,0,0,0,0,0.0184655014639848,0,0,0,0,0.0897857648127347,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,-0.135457409763477,0,0.517086741068384,0,0,0,0,0,0,0.0274670697934073,0,0,0,0,0,0,0,0,0,0.156599918652147,-0.117626504962335,0,0,0,0,0,0,0,0.234523367899085,0,0,0,0,0,0,0.0935217503713927,-0.0392492337240307,-0.0513100332838916,0,0,0,0,-0.0159294268565437,0,0
X000001.CH.EQUITY,0,0,0,0.0366662051013605,0,0.0555434210799297,0,0,0,0,0.0941499908771287,0,0,0.0980271003144669,0.0258927686004459,0.189447349303577,0,0,0,0,0.292693435345092,0,0,0,0,0,0,0,-0.0902836233479142,0,0,0,-0.0826277086206816,0,0,0,0,0,0,-0.0151947786351579,0,0,0,0.368205743254582,0,-0.0885958338032731,0,0,0,0
X600030.CH.EQUITY,0,0.0801440323185323,0,0,0,0,0,0,0,0,0,-0.0239101093922392,0.0140617384261754,0,0,0,0,0,0.269025516165309,0,0,0,0,0,0,0,0,0,0,0.149371958612613,0.169848228007444,0.00890315758777696,0,0,0,0.16185787731074,0,0.0679819857063819,0,0,0,0.00260260821845659,0,0,0,0,0,0.0195979589780096,0,0
X601601.CH.EQUITY,0,0.45681117444972,0.128162275512734,0,0,0.213116461124528,0,0,0,0,0,0,0,0,0,0,0,0,0.0299755072960116,0,0,0,0,0,0,-0.194049461315521,0.117276487321073,0,0,0,0,0.136398933597155,0,0,0,0,0.0766872130948326,0,0,0,0,0,0.0840971180318174,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,-0.0174419403957701,0,0,-0.0406235916601296,0,0,-0.0276387407580688,0.106353688078865,0.240872710103557,0,0,0,0,0.222280555060811,0,0,0,0,0,0,0.184125968532329,0,0,0,0.0943415615672723,0,-0.100080377481097,0,0,0,0,0,0.223848699125621,0,0,0,0,0,0,0,0,0,0,0.0782755978705412,0
X601328.CH.EQUITY,0,0,0.0358463583605314,0,0,0,0.0285650229663404,0.0228899165055253,0,0,0,0.224384530985194,0,0,0,0,0,0.338621101612315,0,0,0,0,0,0.10783714955986,0,0,0,0,0.110373054499239,0.0920067536292185,0,0,0,0,0,0,0,0,0,0,0.073541986641337,0,0,0,0.0983471485824741,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0428402767780875,0,0,0.132793657837766,0,0,0,0,-0.0199157644317033,0,0,0,0.363201970697564,0,0,0,0,0.0735167204492108,1.73472347597681e-18,0,0.0172236368972786,0,0,0,0,0,0,0,0.102092835486431,0,0,0,0,0,0.0307200711916273,0.204777993547752,0.0140728401017736,0,0,0.0165137966483889,0,0,0,0,0,0
X601066.CH.EQUITY,0.00308541133517206,0,0,0,0,0.0583482866833134,0.152714733863811,0,0,0,0,0,0,0.225163416688175,0,0,0,0,0,0,0,-0.00433159108334879,0.00695724867299743,0,-0.0924748513055679,0,0,0,-0.0966431978167146,0,0,0,0.0634402156063255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307709100607868,0.147575732855355,0.208178571540278,0.153953268001718
X601319.CH.EQUITY,0,0.216098950946289,0,0,0,0,0,0,0,-0.0268378629616157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105231521236624,0.147302496830624,0,-0.00574471588441302,0,0.00776760250521583,0,0,0,0.0673069641265193,0.17896075398594,0,0,0,0,0,0.0495868075504161,0,0,0
X002142.CH.EQUITY,0,0,-0.05923988041259,0,0,0,0,0,-0.0765299095813247,0,0.070360246442804,0,0.254046297052551,0,0,0,0,0,0,0.129913904800558,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0547646803124167,0,0,0,0,0,0,0,0,0,0,0.289418419841546,0,0,0,0,0,0.0800995835569817
X11.HK.EQUITY,0,0,0,-0.0145631317716593,0,0.0838286791240802,0.0529195636816396,0,0.46054070711444,0,0,0,0,0,0.0493965509910971,0,0,0,0,0,-0.00924462913348594,0,0,0,0.094265130564923,0,0,0,0.259297599890114,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.119244753169216,0,0.036913737314551,-0.0591936294212683,0,0,-0.118599593724889,0,0,0.053865962829404
X601998.CH.EQUITY,0.225435857659319,0,-0.0470138844717788,0.0151347194331638,0.345472963483119,0.0519936913012312,0,0.176513565960092,0,0,0,0,0,0,0,0,0,0.078523840282514,0,0,0,0,0,0,0,0,0.143965567519968,0,0,0,0,0.00187467717414212,0,0,0,0,0.0520707035995729,0,0,0,0,0,0.0222504385991689,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0710008985996741,0.00175617929497761,0,0,0.0568220969128815,0,0.044090673908124,0,0,0,0,0,0,0,0.131297558748943,0.00917239812456164,0,0,0,0,0,0,0.0614759668110958,0,0.10520659101294,0.378383615565614,0,0,0,0,0,0,0,0,0,0,0,0.398497460365072,0,-0.222071394173198,0,0,0,0,0.280946079385114,0,0,-0.0213298871560552
