,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0.412116476363566,0,0,0.355385751100503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265454740949659,0,0,0,0,0,0,0,0,-0.0663414091599675,0,-0.197726517924378,-0.078902407276251,0,0,0,0.129162640809124,0,0,0,0,0,-0.0881597783357262
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.130409615174452,0,0.0648129826464792,0.224305875676591,-0.00895333136882076,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.441079692065534,0,0,0,0,0,0,-0.00441042812549134,0,0.0526103689601154,0,0,0,0,0.042137189445551,0,0,-0.0368615216006358,0
X601939.CH.EQUITY,0.0156090673809578,0,0,0,0,0,0,0,0,0.0476473604253967,0,0,0,0,0,0,0,0,0,0,0,0,0.469675682983883,0,0,0,0,0,0.0185460834192828,0,0,-6.93889390390723e-18,0.0795438379987578,0,0,0,0,0,0,0,0,0,0.126530559254718,0.0255842013343098,0.0671083659120325,0,0,0
X601288.CH.EQUITY,0.129850420561285,0.0173288429578197,0,0,0,0.0406702619684171,0,0,0.0591728557116738,0.0997544061520042,0,0,0,0,0,0,0,0,0.0984995847193696,0,0,0,0.124756391706274,0.0408287907929284,0,0,0,0.0739144075586802,0,0.0617348128904729,0,0,0.282052163469558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.0692179530063904,-0.257156372153006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493977914334442,0.326460367824872,-0.233298589628731,0,0,0.331664199837943,0,0,-0.0609128605468831,-0.00680211245102026,0,0,0,0,0,0.128278119902041,0.245705797422602,0,0,-0.0886210092567138,0.0908403815912069,0,0,0,0,0.0831092794085819,0,0,-0.072424487273511,0.0533617084496898,0,0,0.308012949083219
X601988.CH.EQUITY,0.125020782734629,0,0,0.226340841181899,0,0,0,0,0,0,0.202351509026297,0,0,-0.0163360401671024,0,0,0,0,0,0.126357447254891,0,0,0,0.0900175261162954,0,0,0,0,0,0.0292869527536962,0,0,0.299246076388211,0,0.101268476475306,0,0,-8.67361737988404e-19,-0.104481555691918,0,-0.010324166457947,-0.135284858640198,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.415393396557267,0,0,0.14033866406725,0,0,0,0,0,0,0.0490421358799002,0,0,0.0813176057645467,0,0,0,0,0,0,0,0,0.241058633914211,-0.0811350391807024,0.0247394575353152,0,0,0,0.122340530959972,0,0,0,0,0,0,0,0,0.00239326362358362,0,0.0513863085123273,0,0,0,0,0,0,0.0119693274211165
X1299.HK.EQUITY,0.0361859029479436,0.241152511333883,0,0,0,0,0,0,0,0,-0.144779316471757,0,0,-0.153353806269768,0,0.296122533330695,0,0.356198579894867,0.175047947356075,-0.019025403108888,0.0567491538992868,0,0,0.0741325669056593,0,0,0,0,-0.194849784366698,0,0,0,0,0,0.0766804486666397,0,0,0,0.0107721986475164,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,-2.71050543121376e-20,0,-3.46944695195361e-18,0,0,0,0.0350805843734114,0,0,0.0397076774192603,0,0.0484832740400709,0,0.209826823488468,0,0,0,0,0,0.137518092527033,0,0,0,0,0,0,0,0,0.251824563250551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0241277401441912,0.00821773703824197,0,0.101141489166609,0.0518021135578524,0.392793014963119,0,-2.16840434497101e-19,0,0,0,0,0.0169677308929655,0,0.0952098378419315,0,0,0,0,0.0577932605610042,0,0.0102044477278791,0,0,0,0,0,0,0,0,0,0,0.108382578992024,0,0,0.178713050609548,0,0,0.0444743826947394,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0736476146854004,0,0,0.185779174576955,0,0,0.245435932311244,0,0,0,0,0,0.0995448055996855,0,0,0,0,0,0,0,0,0.168534546931118,0.059346643892917,0,0,0,0,0.0515536885818194,-0.00437387811253951,0,0,0,-0.0611473156809172,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.122981272227891
X600000.CH.EQUITY,0,0.175500500773324,0,0,0,0,0.0634134026949841,0,0,0.0289424014652033,0,0,0,0,0.015731829660556,0,0,0,0,0.196956973417876,0,0,0,0,0,0,0,0,0,0,0,0,0.259107394871621,0,-0.0200785820593178,0,0,0,0.0943093942770918,0,0,0.182333864501768,0,0,0,0,0,-0.0288441184137995
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.00101066491252439,0.0490007402306072,0,0,0,0,0,0,0,0,0.151301045515244,0,0.192650273838207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763056817358381,0,0,0,0.0581756288555244,0.0298783603061373,0.0985941217503445,0.27064061056601,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.348061526235706,0,0,0,0,0,-0.0612161603129582,0,-0.100853598312525,0,-0.100903777235319,0.134420089003444,-0.0223571296771134,-0.13423328848275,0,0,0.344509634485228,0,-0.0771104882295435,0,0,0,-0.0787540418999896,0,0,0,0.211705315423589,0,0,0.165355950862904,0.0210234427063391,0,0,0,0,0.080907622850975
X601601.CH.EQUITY,0,0,0,0,0,-0.191269600870845,0,0,0.278186780637803,0,0,0,0,0.41180646367209,0,0,0,0,0,0,0,0,0.0881176655592867,0.107210255280134,0.0781897124588233,0,0,0,0,0,-0.0627031696659997,0,0,0,-0.00513957000218248,0,-0.0371771078564768,0,0.201271147356649,0,0,-0.159325984433587,0,0,-0.0549083152128448,0,0,0
X11.HK.EQUITY,0.376706000449759,0,0,0,0.156974608098946,0,0,0.206380054069412,0,0,0,0,0,0,0,0,-0.00955142713102415,-0.0553061892759433,0,0,0.391230883210735,0,-0.198534446433737,0,0,0.0113848281514368,0,0,-0.126013568787773,0,-0.120764748129912,0,0,0,0,0,0,0,-0.00404408068252683,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.256568558290558,0.236840963144535,0,0,0,0,3.46944695195361e-18,0,0,0.163821923466216,0,0,-0.170892937967418,0,0,0,0,0.284791578088228,0,-0.0782864501370789,0.00886237692940737,0.0251756507374381,0,0,0,0.0825724068653706,0,0,0,0,0,0.164619232749975,-0.133839407213692,-0.440370341939524,0,0,0
X388.HK.EQUITY,0,0,0.0110322855006637,0,0,0,0,0.566763612837161,0,0.0201349261273894,0,0,0,0,0.100677940846598,0,0,0,0,0,0,0,0,0,0,0,0,-0.434251735552841,0,0,-0.0593604606870607,0,0,0,0,0.48164572953376,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0.12759877737603,0.0153097668701904,0,0,0.0987426425654417,0.0483324000148927,0,0,0,0,0,0,0,0,0,0.227248659271291,0,0,0.0157468133350751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.026498557988108,0,0.0548137887117792,0,0,0,0.187711071617343,0
X600016.CH.EQUITY,0.177573653142233,0,0,0,0,0.120544930270613,0,0,0,0.037399983160818,0,0.0332618900600008,0.0740604133117285,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.191942813030764,0.199753064187226,0,0.14504170315208,0,0,0,0,0,0,0.138608807560664,0,0,0,0,0,0,0.221369907702743,0,-0.0609551013281803
X2388.HK.EQUITY,0,0,0,0,0.806213117297284,0.0319114357163612,-0.103964524415704,0,0,0,0,0,0,0,0,0.253118574034694,0,0,-0.117797749751508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566120822090447,0,0,0,0.0498914455303846,0.0937255240564596,0,0,0,0,0,-0.0283763546517018
X600030.CH.EQUITY,0,0.0591347457954813,0,0,0,0.0878933118902707,0,0,0,0,0,0,0,0.00325936225734653,0,0,0,0,0.0256968046261032,0,0.0102018027473127,0,0,0,0,0.0216125716037496,0.22680874251493,0,0,0,0,0,0,0,0,0.219458490931044,0.0979093083606245,0,0,0,0,-0.0752407127908829,0.271392162472724,0.149438536215071,0,0,0,0
