,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601328.CH.EQUITY,0.145377937653528,0,0,0.273671055072208,0,0,0,0,0,-0.0638742788080174,0,0,0.0281029796572508,0,0,0,0,0.269069860910349,0,0,0,-0.0309028328879701,0,0,0.0569527572558499,0,0,0,0.183855306110056,0,0,0,0.120624212833114,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0940212398887113,0,0,0,0.264531348930757,0,0,0.0105875560887196,0,0.0793879557252771,0,0,0,0,0.0897525976031512,0,0.0635345340296808,0,0,0,0,0,0,0.175262147272852,0,0,0.0364578905846248,0,0,0,-8.67361737988404e-19,0,0,0,0.0541678031478205,0,0.0935656855215383,0.0169494081708511,0,0,0,0,0,0.0101119478963464,0,0,0,0.0293555908015493,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.280703104618432,0,0,0,0,0,0,0.105544174493884,0,0,0,0,0.18747333291287,0,0,0,0,0,0,0,0,0,0.173202363215828,-8.67361737988404e-19,0.0767998551007716,0,0,0,0,0,0,0,0.138923997964028,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.177415479814235,0,0,0,0.348912820090335,0,0,0,0,0,0,0,0,0,0.118797375574729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179497666429598,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057331584386008,0,0,0.0318621539784657,0.113743204284085,0,0.322836897330719,0,0,0,0,0,0.0836708975594071,0.321755341570395,0,0,0,0,0.0584639417780685,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.43807825081554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196303324070975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206702160560744,0.151669566611456,0,0,0
X601601.CH.EQUITY,0.127519009214807,0,0.679160797075364,0.00200186095742848,0,0,0.0160616711130765,0,0,-0.0762296559241009,0,0,-4.33680868994202e-19,0.102706218551369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.122581225083862,0,0.00650076069629032,0.206003409279283,0,0,0,0,0,0.21624776707844,0,0.0354109489737848,0,0,0,0,0,0,0,0,0,0.0373328675816437,0,0.0285320344593689,0,0,0,0,0,0,0,0.137398601414286,0,0,0.192247496771029,0,0.00931070023511655,0,0,0,0,0.0144549031572609,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.0619943900393061,0,0.224927246910217,0,0,0,0,0,0.0202107295541681,0,0,0,0,0,0,0.0741770041222505,0,0,0,0.196432446880155,0,0,0,0.159219415269552,0,0,0,0,0,0,0,0.0129343292208798,0,0,0.187822866187225,0,0,0,0.0384662784530437,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.107605356768935,0.343332421085157,0,0.129588959872188,0,0,0,0,0,0,0.193121942686422,0,0,0,0.497028824074001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.180749637341818,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.032355317545782,0,0,0,0,0,0.368700018394132,0,0,0,0,0,0.278916093407601,0,0,0,0,0,0,0.0835497602731314,0,0,0,0,0,0,0.108546512705343,0,0,0.0863076863799038,0,0,0,0.0416355832869267,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.143537108662184,0.340760397203676,-0.0397047799818926,0.130649956285412,0,0,0,0,0.112710901940978,0,0,0,0,0,0,0,0,0,0,0.500092439246231,-0.0216420637064871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021632444987553,0,0.374918896406535,0,0,0,0,1.73472347597681e-18,8.67361737988404e-19
X601998.CH.EQUITY,0,0.158986034144897,0,0,0.14451451895738,0,0,0.0148565683540612,0.060774514876189,0,0.0706740936167018,0,0.0899630871292509,0,0,0,0,0,0,0,0,0,0,0,0.0496495218742866,0,0,0,0,0,0,0,0,0,0,0.417893453050345,0,0,0,0,0,0,0.016915786333535,0,0,0,0,0.0012434605545976,0,0
X267.HK.EQUITY,0,0,0,0,0.0603804588462124,0,0.325220800078224,0.111932152999564,0,-0.238999469658676,0,0,0,0,0.0171386656973606,0,0,0,0,0.23798502099135,0,0.0586014024410064,0,0,0,0,0,0.191711944560115,0,0,0.00175969087712049,0,0,0,0.118524922667516,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X601818.CH.EQUITY,-4.33680868994202e-19,0.127374279387179,0,0,0.0377711495841875,0,0,0,0,0,0,0.32688769989687,0,0,-3.46944695195361e-18,0,0,0,0,-0.0273918173927009,0,0,0.254724458519929,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.109155303496281,0,0,0,0,8.67361737988404e-19,0.039786561901212,0.0013983530096776,0,0,0.127270827221245,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369159911355171,0,0,0,0,0,0,0,0,0,0,0,0.0559731852180568,0,0.00115905655523773,0,0.106112904956749,0.17589069883911,0,0,0,0,0,0.355617332362166,0,0.165056208084677,0,0,0,0.0327979810336633,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.348326905586527,0.364772439839054,-0.0596784332571616,0,0,0,0,0.303464192664761,0,0,0,0,0,0,0,0.0864733812316857,0,0,0,0,0,-0.0121010293085232,0,0,0,0,0,0,0,0,-0.0592791366282726,0,0,0,0,0.0838430478765829,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0291990770511254,0,0,0,0.275566367944431,0,0,0,0,0,0,0,0,0.0394912629870897,0,0,0,0,0.000300914987530446,0,0,0,0,0.057622950303788,0,0.113678267926703,0,0,0,0.384817132571358,0,6.93889390390723e-18,0.119930333640849,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.056177033943374,0,0,0,0,0,0,0,0,0.0600196940599651,0,0,0,0,0,0,0.46715778879708,0,0,0,0.0533133154670447,0,0,0,0,0.185731307568991,0.00600754055842417,0,0,0,0.222398700632728,0,0,0,0,0,0,0,0,0,-0.0956703907795696
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0.0152518975415863,0,0,0,0,0,0,0,0,0,0.263662981666386,0,0,0,0.00169265617479526,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.513851623424038,0,0,0,0,0,0,0,0,0,0,0,0.0756202638056723,0
X300059.CH.EQUITY,0,0,0,0,0,0,0.133037348863257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319242685129476,-0.130786820012938,0,0,0,0,0,0,0.108393222165368,0,0,0,0,0.104219639440165,0,0,0,0,0.45411242635022,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.0211973916898012,0,0,0,0,0,0.0788222102204888,0,0,0,0.229008393846687,0.226153395451163,0,0,0,0,0,0,0,0.0125046480332185,0,0.0220034796499991,0,0.0903037270097137,0,0,0,0,0,0,0.0201337357836524,0,0,0,0,0,0.161506756663198,0,0,0.110682900152493,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0475064564590258,0,0,0,0,0.138305757992599,0,0,0,0,0,0.0510795849653409,0,0,0.0890226102186901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321093549818551,0.586583187477071,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.0194837438592834,0,0,0,0,0,0,0,0,0,0.261044150974098,0,0,0,0,0,0,0,0,0,0,0.195498762462659,0,0,0.0971592983827243,0.0735436213694641,0,0,0,0,0.255978049630171,0,0,0,0,0,0,0,0,0,0.0236144900420497,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.106799351497367,0,0.371375064583946,0,0,0,0,0,0,0,0,0,0,0,0,0.11639172240573,0,0,0,0,0,0.28136465050365,0,0,0,0,0,0,0,0,0.0109960436263469,0.0956553571148075,0.0194123148327473,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0310060652459292,0.0603338617062445,0,0.0581385889184165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135183771464037,0,0,0,0,0.482903595921759,0,0,0,0,0.187455753260256,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.272794703185979,0,0,0,0,0,0,-0.184000777097961,0,0,0.0670402194412382,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.413060400698379,0,0,0,0,0,0,0,0,0.209606897085731,0,0,0,0,-0.0172523703056223,0,0,0,0,0.130224187299037,0
X600015.CH.EQUITY,0,0.147187029718304,0,0,0,0,0,-0.0797461052025153,0,0.00773099093682079,0,0.403954315775331,0,0.130633358503197,0,0,0,0,0,0,0.146306741359008,0,0,0,0.0556099488513038,0,0,0,0,0,0,0,0,0,0,0.199510267095563,-0.0755488506043511,0,0,0,0,0,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,-0.0710608905083183,0,0,0,0.0591521050487216,0,0,0,0,0,0,0,0,-0.132338905055771,0,0,0,0.090260538606407,0,0,0,0,0,0.108215857594672,0,0,0.00938541628383131,0,0,0,0,0,0,0.275657857205172,0,0,0,0,0,-0.0369737898447846,0.0012269514147517,0,0,0.503127673410778,0,0.079726894036577,7.36819105396254e-05
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182008951971902,0,0,0,0,0,0,0,0.049869967812024,0.0129096971860384,0,0.128159146161832,0,0.0198409714800086,0.383938170581701,0.0143679426662566,0,0,0,0,0.140844812549302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0127496253310461,0,0,0,0,-0.108748785488467,0,0.0465856863796587,-0.23786711694269,0,0,0.0799853002188472,0,-0.0168896944863777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121138998783466,0.34360437563244,0.0361016010368246,0,0,0,0,0,0,0,0,0,0.411659707964127,0.1916857473466
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.0770980289783228,0.0323729969449795,-0.0981203924863576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547102095536251,0,0,0,0.0867564548004932,0.172745325087567,0.140454908672866,0,0,0,0,0,0,0,0,0.0143743109881512,0,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.242856468637593,0,0,0,0,0.139682035394817,0.245106970979362,0,0,0,0.365952907703709,0,0,0,0,0,0.00579825725655467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260479492266783
X601236.CH.EQUITY,0,0,0,0,0,0,0,0.00925510630911548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132433984266579,0.70230941481224,0,0,0,0.0218627649677945,0,0,0,0.114836961027182,0,-0.0135305215459285,0.0375546420511116,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,-0.10875927356167,0,0,0,0,0,0,0,0.0363253742857583,0,0,0,0,0,0,0,0,0,0,0.118349256863788,0.179395853824131,0,0,0,0,0,0,0.243811843728938,0,0,0,0,0,0.167601735554735,0,0,0,0.0282067476179985,0,0,0,0,0.423962713232359,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0100081097825816,0,0,0.223555894198369,0,0.075274668740102,0,0,0,0,0.095144453676303,0,0,0,0.0152479714187968,0,0,0,0,0,0.108222410243803,0.0310249704338993,0,0,0,0,0,0,0,0,0.270469723102081,0,0,0,0,0.103382037086544,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,-0.189199290711023,0,0,0,0,0,0,0,0.240927306067707,0,0,0,-0.115740478579587,0,0.079534114063572,0,0,0,0,0.270850441612986,0,0,0,0,0,0,0,0,0,0,0,0.0875320045759714,0,0,0,0,0.0378561398699416,0,0,0,0,0.422133765511542,0.229527841479924
X600919.CH.EQUITY,0,0,0,0,0.0349907936277889,0,0,0,0,0.0675494700022564,0,0,0,0,0,0,0,0.0537864170978838,0,0,0,0,0.174093079720177,0,0,0,0,8.67361737988404e-19,0.188361325106278,0,0,0,0,0,0,0.0474111051751776,0,0,0,0,0,0,0.0900119269197251,0,0,0.202405310094076,0,0,0,0
X2892.TT.EQUITY,-0.0289905796231115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100005568252939,0,0,-0.0599400725055476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274133232690687,0,0.0704861845944962,0,0.342814931407759,0,0,0,0.0580317195638841,0,0.394991011158299,0,0,0.252935429693723
X5880.TT.EQUITY,0,0,0,0,0,0,0,0.000103960055963438,0,0,0,0,0,0,0,0,0,0,0,0.0190844968007964,0.0826493693772209,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400085333405406,0,0.01441422411094,0,0.146067470064852,0,0.469781244436063,0,0,0,0,0,0.233190809963437,0,0.0763596946924181,0
