,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.199602514737395,0,0.0810303968257545,0.144346920761282,0,0,0,0,0,0.224927755084688,0.146023803335519,0,-0.244983063125868,0,0,0,0,0,0.0846943706577307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180946922277345,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0702601920870664,0.0759156007141395,0,0.289584137851564,0,0,0.258983497182075,0,0,0,0,0,0,0,0,0,0,0,0,0.0585505324622604,0,0,0,-0.240982642386179,0,0.0104086109287813,0.170676697402105,0,0,0,0.0637116431414384,0.136751581654295,0,0,-0.0435154190862893,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.48591870538018,0,0,-6.93889390390723e-18,0,0.180746380857923,0,0,0,0,0,0,0.0693231924942843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368026809761559,-0.110981798748435,0,0.043985143097143,0,0,-0.0473932114098876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.474336796513164,0,0.188562271183004,0,0,0.0869196198976235,0,0,0.00917900217561972,0,0,0,0,0,0,0,0,0,0,-0.080607003160808,0,0,0,0,0,0,0,0,0.0451139032429058,0,0,0.0355710217821883,0,0,0,0,0,0,0,0,0,0.291066444539795,0,0,0.0348915015974384,0,-0.0506543584358749,0,0
X5.HK.EQUITY,0,0,0.045215205328023,0,0,0,0.012471235188614,-0.298915080589889,0,0,0,0.259342116322319,0,0,0,0.736151661827491,0,0,0,0,0.0231558687947971,0,0,0,0,0,0,0,0,0,0,0,0.00720836284588227,0,0.107042903561279,0.102247283499686,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.00921299849786248,0,0.14045675536297,0.335022705262587,0,0,0,0,0.118172376084164,0.168812132795405,0.0903347295410797,0,0,0,0,0,0,0,0.0151026668574343,0.123297323596035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225913466216292,0,0,0,0,0,0,-0.190809088181491,0
X600036.CH.EQUITY,0,0.279460443197458,0,0,0,0,0,0,0,0,0,0.091512860762855,0.181622065289853,0.0940674342725735,0,0,0,0,0,0,0.0903737872432898,0,0,0,0.159660164026257,0,0,0,0,0.082441840389061,0,0,0,0,0,0.061732354311995,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.160087856795988,0,0,0.0929143087959413,0,-0.0100951532135942,-0.198802382286004,0,0.38493373098472,0.279706496937359,0,0,0,0.0892157915283636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522910364618796,-0.0374977727742556,0.101543411016631,0,0,0,0
X601628.CH.EQUITY,0.185837113821066,0.177077664278141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128609324090694,0,0,0,0,0,0,0,0,0,-0.157046160043083,0,0,-0.0669750008180179,0,0,0,0,0,0,0,0.117680402859453,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.000484059962356023,0,0,0,0,0.288842061222739,0,0.18662289484913,0.403771936506156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362486552892889,0,0,0,0,0,0,0,0,0.111492981031214,0,0,0.128930771937126,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.0977065476681761,0.0578232712189551,0,0,0,0,0.337854458328144,0,0,0,0,0,0.182295199790262,0.0235228567201688,-0.111272329545046,0.156520976024569,0.105967625645723,0,0,0,0,0,0,0,0,0,0.138354768726052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
