,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2880.TT.EQUITY,X2888.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0,0.386656015962946,0.308116349679076,0,0,0,0,0,0,0,0,0.0277342540582375,0,0,0,0,0,0.0748155693462972,-0.0951996404462766,0,0,0,0.217394218786538,0,0,0.1005980328201,0,1.73472347597681e-18,0,0,0,0,0,-0.16085643064984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238296827747103,0
X601939.CH.EQUITY,0.0520056980448485,0,0,0.117932946884554,-0.047689332550427,0,0.106399166849618,0,0,0,0,0,0,0.221450450252401,0.186261194163948,0,0,0,0,0,0.179045135146524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.394956510984545,0.0530216674069125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026047435275602,0,0,0,0,0.163020317361434,0,0,0,0,0,0,0,0.0788076796269392,0,0,0,0,0.0394481315535787,0,0,0,0,0,0,0,0,0.0319571954201294,0.137830300872673
X601988.CH.EQUITY,0.0983469616259597,0,0.416848830296188,0,0.0410621635023986,0.0875826703878299,0.0928119576141083,0,0,0.103551973034974,0,0,0,0,0,0,0,0,0,0,0.206238081344165,0,0,0,0,0,0,0.105835264085175,0.144644938850181,0,0,0,0,-0.181675978213158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.353894216284505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639367875504562,0,0,0,-0.0164652209269979,0.309286011163542,0,-0.0728868743813313,0,0,0,0,0.102393012293384,0,0,0.0760511434549968,0,0,0,-6.93889390390723e-18,0
X601658.CH.Equity,0,0,0.120493659407439,0.0431489058345491,0.041340657344505,0,0,0,0.291771438194536,0,0,0,0,0.103794946987109,-6.93889390390723e-18,0,0,0,0,0.0405540983341797,0,0,0,0.155481890875007,0,0,0,0.0793138632200249,0,0,-0.0271534210621265,0,0,0,0,0.00863889247272932,0,0,0,0.0904986054979501,0,0,0,0,-0.0206736110919315,0,0,0,0,0
X601328.CH.EQUITY,0.00274060897936883,0.0441189129787701,0,0,0,0,0,0,0,0,0,0.215011428130409,0.0722372649279958,0,0.164169498407655,0,0,0,0.333275105867198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423261296919844,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0619951401636276,0,0,0,0,0,0,0,0.107172717305867,0.115256860484249,0.0465119471268202,0.191290504290283,0,0,0,0,0.0031275967757561,0,0.0227172340880466,0.0877108735444945,0.090151036594658,0,0,0,0,0,0,0.128214874176809,0,0,0.0442425242288094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.267904080608859,0,0,0,0,0,0.154022405041719,0,0.247878292484239,0,0,0,0,0,0,0.0910408056338652,0,0,0,0.0208484290453211,0,0,0,0,0.00593904881919027,0,0,0,0,0,0,0,0,0,0,0,0.2210876554128,0,0,0,0,0,0,0,0.272038748167052,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0045143912582778,0,0.0234290329987109,0.0904219319872264,0,0,0,0.204843871967232,0,0,0,0,0.178079470660136,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.290294646064274,0,-0.161341893619191,0,0,0,0,0,0,0,-0.140328260224689,0,0.246677470364293,0,-0.0176839645669543,0,0,0,0,0,0,0.0597174841561661,0
