,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0,0,0.0549837690143215,0,0.16074401703938,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.546735619360949,0,0,-0.321645295254315,0,0,0,0,-0.106423703450884,0,0,0,0,0,0,0,0,0.0939453249773694,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.124751813861085,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.127783292051799,0,0,0,0,0,0,0,0.0595054494136207,0,0,0.0492567795898264,0.17093711320156,0,0.0884463634054223,0,0,0,0,0,0.237666451979816,0,0,0,0,0,0,0,0,0.155577603359305,0,0
X601939.CH.EQUITY,0,0.0539003363377104,0,0.787975726847426,0,0,0,0,0,0.0149942753601208,0.0534471972717303,0,0,-0.0551311481897535,0,0.0836352893417114,0,0,0,0.00993390116269462,0,0.0414934545248034,0,3.46944695195361e-18,0,0,0,0,0,0,0.0763700430565721,0,0,0,0,0,0,0,0,0,0,0,0,0.0237844539887961,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.801907886466626,0,0,0,0,-0.0374894869058575,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0646058742972406,0,0.0601903271918281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180145934936805,-0.0555687702235359,0,-0.0126437538470889,0.0458474200677061,0,0.00407960245313881,0,-0.213042810595231
X601628.CH.EQUITY,0.0107305599494076,0,0,0,0,0,0,0,0,0.214585316446503,0,0.299121956727993,0,0,0,0,0,0,0.184651428090362,0,0,-0.149673520656475,0,0,0,0,0,0,0,0,0.379151591610896,0,0,0,0,0,0,0,0,0.0620026479811049,0,0,0,0,0,0,-0.0292759314963486,0,0,0.114894952507532
X600036.CH.EQUITY,0,0,0.0655559694789864,0.276562253529741,0,0,0.00978604085646348,0,0.016366410264371,-0.0225533575440356,0,0,0,0,0,0,0.155668271348685,0,0,0,0,0.0351594927511798,0,0,0.0981051941713683,0.0873296997781876,0.164788506887702,0,0,0,0,0,0,0,0,0.0687504153142473,0,0,0,-0.0405534961824708,0,0,0.0339960409268428,0,0,0.0115053990816406,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.060642884905926,-0.0494899905046082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332922343608136,0,-0.120353411526483,0,0.992698819290136,0,0,0.0725472165767871,-0.00673234507450816,0,0,0,-0.0113555057129162,0,0,-0.0177458996317882
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.421085099137749,0,0,0,0,0.0308677195207544,0,0,0,0,0,-0.0996876409682494,0,0.302706616412355,0,0,0,0.102475900404966,0,0,0,0,0,0,0,0,0,0,0,0,0.0625345959296429,0,0,0,0,-0.0745036985680918,0,0.227857738118741,0,0,0.173695176490957
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0965229791069021,0,0,0,0.400472176764424,0,0,0,0,0,0,-0.19738024296262,0,0,0,0,0,0.126101305030793,0,0.0703787831212727,0,-0.143068222782311,0,0,0,0,0,-0.00940404833337662,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.346583893963505,0,0,0.144525546754023,0.237208889811092,0,0,0,0,0,0.121664926524852,0,-0.307493028758701,0,0,0,0,-0.0312493180080645,0,0.294512724894148,0.148021545528148,-0.242829875576257,0.376335892771051,0,0,0,0,0,0,-0.200114112580322,0,0,0,-0.307032208115992,0,0,0,0,0,0.226072641096856,0,-0.179826765896998,0,0,0,0
