,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,X601236.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601696.CH.Equity,X601009.CH.EQUITY,X600958.CH.EQUITY,X601901.CH.EQUITY
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0330042262733172,0,0,0,0,0,0,0,0,0,0,0,0.106018960811965,0.357061474081512,0,0,0,0.0134541583682538,0.0578216628078694,0,0,0,0,0,0.148437190598753,0.135987349140882,0,0,0,0,0,0,-1.38777878078145e-17,-0.0174953443956286,0,0.11096010964633,0
X601229.CH.EQUITY,0,0,0,0,0.123441398852711,0,0,0,0,0.0227552731742778,0,0,0.299190745515086,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.179890692100474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337431356339666,0,0
X300059.CH.EQUITY,0,0,0,0,-0.0646193087408905,0.0243014061099987,0,0,0,0.0488035773183549,0,0,0,0,0,0,0,0,0.139118894684165,0,0,0,0,0.0841074294869401,0,0.310861574017858,0,0,0,0.0144321885793344,0,0,0,0.169363131961412,0,0,0,0,0,0,0,0,0,0.0935071085348249,0.119940661709406,0,-0.145535352893472,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,-0.0385744615199278,-0.111867733198749,0,0,0,0,0,0,0,0.242857638505701,0,0,0,0,0,0,0,-0.00238710719693528,0,0,0,-0.0500442932901243,0,0,0,0,0,0,0,0.160643019482472,0,0,0,0.792135530868408,0,0,0,0,0,0,-0.00403910956640554,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0.0779501408900531,0,0,0,0,0,0,0,0.269123286524754,0,0.0354548996915053,0,0,0,0,0,0,0.00855015497915913,0,0,0,0.375840176768459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666312931768923,0,0,0,0,0.167794992321451,0.0483555993848718
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753073438098539,0,0,0,0,0,0,0,0,0,0,0.00927625847419465,0.124091402294241,0,0.164039752479528,0,0,0.00787245302393795,0.236581167487113,0,0.12917329141396,0,0,0,0.123401892662636,0,0,0,0,0,0,0.0371836653577231,0,0,0,0
X601336.CH.EQUITY,0,0,0.0770998594650344,0,0,0,0.0494443359148071,0,0,0,0,0,0,0,0,0,0.0939391160826997,0,0.0285479004892411,0,0,0.343543412347008,0,0,0,0,0,0,0.0374253187294787,0,0,0,0,0.230861301216289,0,0,0,0,0.126744512168432,0,0,0,0,0,0.0262220712232774,0,0,0,0,0
X601169.CH.EQUITY,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.0929525003989001,0,-6.93889390390723e-18,0,0,0.0935232190253451,0,0,0,0.214934085540031,0,0,0,0,0,0,0.0340453147687212,0,0,0.363586856453008,0,0,0,0,0.020604307987715,0,0.0512494093444044,0.0797864894057512,0,0,0,0.0424323137227404,0,0,0,0.0080346105325815,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,-0.19016183398493,0,0,0,0,0,0,0,0,0.0832134264273496,0,0,0,0,0,0,0,0.167975499628814,0,0.193364743953789,0,0,0.0668068710642181,0,0,0,0,0,0,0,0.482774399877892,0,0,0,0,0,0,0.16523795923241,0,0,0,0,0,0.042472707127227,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0166174955661595,0,0,0,0.0255302111168188,0,0,0,0,0,0,0,0,0,0.0224547465712218,0,0,0,0,0.220152676935163,0,0,0,0.196065146646298,0.0769610561039003,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0610668070995584,0,0.11208820162263,0,0,0.216802250975472,0.00813149627099227
X002736.CH.EQUITY,0.128217858512766,0,0,0,0,0,0,0,0,-0.0151513974888679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12194731325772,0,0.238870676339127,0,0,0.0629313753674624,0.153042715352741,0.0923195945789842,0,0.179539659183891,0,0,0,0,0,0,0,0,0.0260630381753786,0,0,0,0,0,0,0.0472069038595277,0
X2881.TT.EQUITY,0,0,0,0,0,0.0680466017820018,0,0.280662491434155,0.0381889489899578,-0.0271268521602721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264415523199844,0,0,0,0,0,0,0,0,0.0673903196430787,0,0.263980431749851,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,-0.0355839930698591,0,0,0,-0.136648266975317,0.0681108645364289,0,-0.152050093453275,0.108551681559228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.196354933635351,0,0,0,0,0,0,0,0,-0.0863542557837236,0,0,0,0,0,0.757609306002576,0,0,0.477317377400638,0.0599599535824305,0,0,-0.0364923547742439,0,0,0
X601916.CH.Equity,0,0,0,0,0.00308912442091105,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.165500124798589,0,0.218078210856305,0,0,0,0,0,0,0.0998320197359077,0,0,0.294685101620832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.165811337671641,0,0
X2891.TT.EQUITY,0,0,0.141241211225892,0,0,0,0.106092684185325,0,0.150294136891848,-0.101768477455572,0,0,-0.091718376805897,0,-0.0573583265359097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591585180736073,0,0,0.0277794682113636,0.590827637436017,0,0,-0.190995636863943,0,0,-0.226075187660065,0,0,0
X601236.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696416828084683,0,0,-0.229404455724102,0,0,0,-0.0581313584695776,0.100463078067388,0,0,0,0,0,0,0.748584740709553,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.1039720351881,0,0,0,0.173207920492074,-0.160699025267393
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0148116880751028,0,0,0,0,0,0,-0.208232591440505,0,0,0,0,0,0,0.174827540790552,0,0.359651741957111,0,0,0,0,0.0891473139362426,0,0,0,0,0,0,0,0,0,0,0,0.0708654004903839,0.0898564122001025,0,-5.55111512312578e-17,0.0167376182600535,0,0.463392945600475,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461138912146707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790768618392533,0,0,0.140148846631471,0,0,0,0,0,0,0,0,0,0.249713734513221,0,0
X601696.CH.Equity,-0.146583977946903,0,0,0,0,0,0,0,-0.0304031979717812,0.0338749628139527,0,0,0,0,0.173934017814485,0,0,0,0.0610322030145041,0,-0.115230565302387,0,0,0.056654168445913,0,0,0,0,0,0,0,0,-0.0321167988954906,0,0.0333879726640636,0,0,0,0,0,-0.0355732973567628,0,0,0.0992523020238547,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.0557887200737021,0,0,0,0,0,0,0.169055225883053,0,0.130690519156786,0,0,0,0.147677354084917,0.0780720813685598,0,0,0,0.0121085786072719,0,0,0,0,0,0,0,0,0,0,0,0,0.0475238265302907,0.0893410149307594,0,0,0,0,0,0.167962036694684,0,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409409751894844,0,-0.0818930829644471,0.0916518911650158,0,0,0,0.199366869916849,0.171819342312887,0,0,0.136451673284425,0,0,0,0,0,-0.0390042619458423,0.089302893150377,0.270130168069509,0,0.0202323862580777,0,0,0.0578272066041425
X601901.CH.EQUITY,0,0,0,0,0,0,0,0,0.316233905077972,-0.045465552396517,0,0,0,0.740136402765914,0.155841828700646,0,-0.290493645304707,0,0,0,0,0,0,0.0741176541552305,0,0,5.55111512312578e-17,-0.16069611843937,0,0,0,0,0,0,0,0,-0.159601360857724,0.24262491718473,0,0,0,0,0,0,0,0,0.0862104808839788,0,0,0
