,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0.211525268143348,0,0,0,0,-0.041655137169112,0,0,0,0,0,0,0,0,0,0.301239505147899,0,0,0,0,0,-0.167209266935749,0.029412405542108,0,0,0,0,0,0,0,0,0.0608911454473233,0,0,0,0,1.38777878078145e-17,0.158627410743404,-0.903050030216496,0,0,0,0,0.0830260557734055,0
X601939.CH.EQUITY,0.0513778203781077,0,0,0.216802682637084,0,0,0,0,0,0,0,0.296077056131089,0.260438929343352,0,0,0,0,0,0,0,0,-0.0212478573066735,0,0.0450989833768495,0,0,0,0,0,0,0,0,0,0,0.00395701327838297,0,0,0,0.11640345597105,0,0,0,0,0,-0.0744093674195585,0,0.0288603549911503,0,0.00252057393637733,0
X601318.CH.EQUITY,0,0,0,0,0.0776200326525891,0.205597077141449,0,0,0,0,0,0,0,0,0,0,0,0,0.354173983235544,0,0,0,0,0,0.116352349425883,0,0,0,0,0,0,0.295096765206807,0,0,0,0,0,0.0319966924686039,0,0,0,0,0,0,-0.0642722089811763,0,0,0,0.0547929255644437,0
X601288.CH.EQUITY,0,0.337192236435235,0,0,0.280592130029701,0,0,0.071246631208482,0,0,0.0367017324321027,0,0.113464383655683,0,0.0332073246620512,0,0,0.0267669282035542,0,0.0557930576082215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0642885584470601,0,0,0,0,0,0,0,-0.0234541343621861,0,0,0.0104437313678767,0,0,0,0
X601988.CH.EQUITY,0,0.0581790903140199,0,0.170805651506423,0,0,0,0,0,0.446513386486679,0,0.208820025653559,0,0,0,0.150981365972995,0,0,-0.0990591516717569,0,0,0,0,0,-0.0321420657062927,0,0.133547895932346,0,0,0,0,0,0,0,0.0300522825737736,0,0,0,0,0,0,0,0.1150494534929,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.231182936887685,0.10684958932569,0,0,0,0.0997018404545313,0.10850100551108,0,0,0,0,0,0,0,0,0,0.00325722656100268,0.0655143500088778,0,0,0.0185241347828417,0,0,0,-0.0784554606524893,0,0.368520245129518,0,0,0,0,0,0,-0.0486051543819316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.505648589103886,0,0,0,0,-0.109700677641961,0,0,0,0,0,0,0,0,0,0,0,0.0625092262793592,0,0,0,0,0,0.177845058311589,0,0.0297073226598342,0,0,0,0.0979703707982151,-0.0629004378271601,0,0,0,0,0,0,0,0.084465367825785,0,0,0,0,0.0976766719290371,0
X1299.HK.EQUITY,0,0,0.0808058219245953,0,0,0,0.00134108276637873,0,-4.33680868994202e-19,-0.0444975180817949,0.262779547982635,0,0.0989422241381729,0,0,0,0,0.198964332538731,0,0,0,0.199090502270584,0.20001433572059,0,0,0,0,-0.120180881067616,0,0,0,0,0,-0.143873705770075,0,0,0,0,0,0,0,0.188793481321606,0.188005557663179,0,0,0,0,0,0.246387684381091,-0.049884472922354
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351834841016625,0,0,-0.591862533974987,0.745130662872915,0,0.638806595810612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795596207218118,0.163027251232798,0,0,0.145411814474726,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134684437850372,0.152563842276018,0,0.211292805184152,0,0,0,0,0,0,0,0,0,0,0,0.0781107338518815,0,0,-0.028224786111964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
