,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X601881.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X600926.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.249280423306114,0.344090577984324,0,0,0,0.0173712843988716,0,0,-0.033430532128138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104695913747818,0,0,0,0,0,0,0.101635564092307,0,0.0789776605376405,0,0,0,0,0,0,0,0.101366926606882,0,0,0.155326095147317,0,0.0683238600205712,0,0.0540480415475843,0
X601318.CH.EQUITY,0,0,0.0327969203053958,0,0,0,0,0.0139834838644346,0.0430171786303741,0,0,0,0,0.0367378077071543,0,0,0.0364505152578553,0.126279164425163,0.356566249187035,0,0,0,8.67361737988404e-19,0.127968597914657,0,0,0,0,0,0.135263521044551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692157262952573,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.203851212703825,0,0,0,0,0,-0.0418437242644352,0.114860124900007,0,0,0,0,0,0,0,0,-0.240790418451423,0.742182041089549,0.056063308294492,0.0937784533419484,-0.135382345571496,0,0,0,0,-0.0145210195629745,0,0,0,0,0,-0.157674521616856,0,-0.0756118444825082,0,0,0,0,0,0,0,0,0.0699115791859966,-0.109242082878413,0,0,0
X601288.CH.EQUITY,0.322263440927522,0,0.0505292022956165,0,0,0,-0.00668292436013882,0.0387079822050595,0,0,0,0,0,0,0.165406277363639,0,0.184005938702771,0,0,0,0,0,0,0,0,0.10240354354727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139029042003558,0,0,0,0,0,0,-0.0380402929733125,0.107575045695874,0
X600036.CH.EQUITY,0,0.0673885812532558,0.230274020874934,0,0,-1.73472347597681e-18,0.233219415294487,0.0941609541928034,0,0,0,0.0699664091269439,0,0.164319531402413,0,0,0,0,0,0,0,0,0,0,0.256632165569014,0,0,0,0,0.00850716218049143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136978572133375,0,3.46944695195361e-18,0,0,0
X601628.CH.EQUITY,0.106849727102772,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0614145907061605,0,0.273410422642971,0,0,0.038071469183725,0,0,0,-0.0704383107346709,-0.101810120466856,0,0.165900695427964,0,0.0253312890764078,0,0,0.591428315440003,0,0,0.103890688086311,0,0,0,0,0,0,0,0,0,0,0,0,0.0422883277496676,0,0
X1299.HK.EQUITY,0,0,0,-0.145945326960406,0,0,0,0,0,0.227924949548934,-0.00382616244574816,0,0,-0.120643056854418,0,0,0,0,-0.012779951696319,0,0,0.404550481331531,0,0.0969908753993433,0,0,0,0,0,0.020421038433403,0,0,0,0,-6.93889390390723e-18,0.116496793841684,0,0.116231288606422,0,0,0,0,0,0,0,0,0,-0.103085938658255,0.0842983229841742,0.258192012912638
X601988.CH.EQUITY,0.297287810076189,0,0,0.0970315572504289,0.327383244642583,0,0,0,0,0,0,-0.094778998774148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903602415189916,0,0,0.178430471626279,0,0,0,0,-0.115407925585001,0,0,0,0,0,0,0.199994555844269,0,0,0,0,0.169404275440174,0,0,0
X5.HK.EQUITY,0,0.207114512107874,0,0,0,0,0,0,0,0,0,0,-0.0717961627324304,0,0,0,0,0,0,0.0383049554712404,0,0,0.0440735725786303,0.327428352999656,0,0,0,0,0,0.277883820159696,0,0,-0.203794134009267,0,0.355691409780897,0,0,0,0,0,0,0,0,0,0,0,0.0120636211910412,0,0.0921702900161451,0
X388.HK.EQUITY,0,0,0,0,0,0,0.0436562104674443,0,0,0,0,-0.0138459497819895,0,0,0,0,0,0,0,0.428763765558512,0,0,0,0.279155957761263,-0.0868475150796019,0,0,0,0,0,0,0,0.151413161377235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243210028116243,0,0
X601658.CH.Equity,0,0.0307043131229513,0.0122319274371506,0,0,0,0,0.100591707247602,0,-0.0209398156101141,0,0.0216244707924462,0,0.23870293876934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386461703958235,0,0.144661980228161,0,0,0,0,0,0,0.114269976653507,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102809977923687,0,0,0,0,0,0,0,0,0,0,0,0.274237582880324,0.0415658337097795,0,0.00122086143772749,0,0,0.0161263324478235,0,0,0,0,0.103816477738296,0,0,0,0,0.147965925826606,0,-0.0744828407875671,-0.0297640245679074,0,0.201985600392989,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.00396698186858536,0,0,0,0,0,0,0,0,0.542871158200394,0,0,0.272007350415917,0.0929042385351932,0,-0.192161241677182,0,0,0,0,0,0,0.0664940915653589,0,0,0,0.0267227606916676,0,0.0597209939229217,0,0,0,0,0,0,0,0,0,0,0,0,0.0400066492424667,0,0.0848698506621682
X000001.CH.EQUITY,0,0,0,0,0.202501423445406,0.109979209259748,0,0,0,0,0,0.422080220429382,0.0542005115334784,0,0,0,0,0,0.018022428668424,-0.0256791126409237,0,0,0,0.114788843057021,0.142904574317942,0.0787840952102933,0,0,0,-0.0561156728095502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.316631371681792,0.250336069511118,0.00994530104767277,0,0
X601328.CH.EQUITY,0,0.104825915054726,0,0.139390593036819,0,0,0,0,0,0,0.0647956332594806,0,0,0,0,0,0,0.388488938581939,0.0725045063342528,0,0,0,0.0916055380827038,0,0,0,0,0,0,0,0.132214787243617,0,0,0,0,0,0,0,0.0758964808653952,0,0,0,0,0,0,0,-0.0129096131927499,0,0,0
X601066.CH.EQUITY,0,0,0.03315943511121,0,0,0,0,0,0,0.0504608473077214,0,0,0.535581634962265,0,-0.0388284040350529,0,-0.109808880499143,0,-0.0146585778975286,0,0,0,0.0482051083626046,0,0,0,0,0,0,0,0,0,0.203888364109244,0,0,0,0,-0.00734954425159628,0,0,0,0,0.0216212571909137,0,0,0,-0.0159561811069948,0,0,0
X601601.CH.EQUITY,0,0.246058043340298,0,0.141068239458383,0,0.132138101756818,0,0,0,-0.0160973999891169,0,0.242967807579624,0,0,0,0,0,0,0.342951282394662,0,0,0,0,0,0.0336803171135137,0.0224922515563431,0,0,0,0,0,0.0340630698513203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117861423455642,0,0
X600000.CH.EQUITY,0,0.0230192069059585,0,0,0,0,0,0,0,0,0,0.0140451202108043,0,0,0.474690872143337,0,0,0,0,0,0.0305427647042892,0,0,0,0,0,0,0,0,0.027770992544124,0,0,0,0,0,0.105345741681487,0.0805017060843361,0,0,0,0,1.73472347597681e-18,0,0.0595089282650413,0.0892812658437416,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,-0.0292157793059361,0,0,0,0,0,0,0.296316452175898,0.133708631170656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295632005179195,0,0,0,0,0.125009343470662,0,0.0499539215725926,0,0,0,0,-0.0168856855245176,0,0,0.0669704421238616,0,-0.0665481085057368,0
