,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X601901.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0.242075607610322,0,0.148081771848346,8.67361737988404e-19,0,0,0,0,0,0,0.214431973373736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841215129863968,0,0,0,0,0,0,0.051835475849428,0,0,0.0313964001891183
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0451072961122587,0,0,0,0.328158217691317,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.146517234986861,0.513307773552233,0,0,0.318748775100345,-0.105862282044277,0,0,0,0,0,0,0,0,-0.236816733113445,0.153288202362475,0,0,0,0,0.0381756194435748,0,-0.0408400627872081,0,0
X601939.CH.EQUITY,0.38512844121244,0,0,0,0,0,0,0,0,0,0,0.0656717340626385,0,0,0,0,0,0,0,0.264284677756384,0,0.0946395943481498,0,0,0,0,0,0,0.0130553517054119,0,0.423349065895125,0,0,0,0,0,0,0,0,0,-0.0694312141030875,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.308262451856345,0,0.0487328074704027,0,0,0.341354314162889,0,0,0,-0.00218951815427771,0.121302149126425,0,0,0,0,0.112109894843258,0,0,0,0,0,-0.0165900422498822,0,0,0,0,-0.125678390601742,0,0,0,0.214891429968669,0,0,0,0,0,0.0848268859394202,-0.0232591162663333,0,0,0,0,0,0,0,0,0,-0.0119496312599489,-0.0405905968853552,0
X5.HK.EQUITY,0,0,0.11275327583118,0.0371001238480328,0,0.144751066973627,0,-0.0385909643906695,0,0,0,0.20425541607039,0.0886283811918468,0,0,0,0,0,0.454036939188439,0,0,0,0,0,0,0,0,0,0,0,0,0.0893251181810222,0,0,0,0,0,-0.280265147456537,0,0,0,-0.0254178146672581,0,0,0,0,0,-0.0898070978409329,0,0
X601988.CH.EQUITY,0.0479444056294605,-3.46944695195361e-18,0.108475169455753,0.38571448926591,0,0,0,0,0.155108620424587,0,0,0.157098720537603,0,0,0.083153988220622,0,0,0,0.0725114007866531,0,0,0.0116935020636386,0,0,0,0,0.00252479672712468,0,0,0.217758160298629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572903216309311,0,0,0,-0.196860081248477
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.251712397495195,0,0,3.46944695195361e-18,0.0205314366063604,0.280229775795929,0.217264228804461,0.0348201319806393,0,0,0,0,0,0,0,0,0,0,0.0131772830464008,0.13912831932467,0,0.0513107322191719,0,0,0.0247262848752516,0,0,0,0,0,0,0,0,0,0,-0.0114038940170079,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117837779677362,0.383667707748641,0,0,0.031627940638105,0,0,0.160997098210836,0.0911790582346711,0,-0.0854247912838512,0.0841093392305488,0,0,0,0,0,0.16268246237949,0,0,0,0,0,0,0,0,0,0,0,0.0521907700826764,-0.0638949459819554,0.0386267821571105,0,0,0,0
X601628.CH.EQUITY,0,0.335370582453505,0,0,0,0,0,0.0446928594822558,0,0,0,0,0,0,0,0.0875455664257739,0,0,-0.176580346467851,0,0,0,0,0,0,0,0,0,0,0,0,0.177207328068817,0,0,0,0,0.0469126682038714,0,0,0,-0.0469523498525233,0.0161145472116741,0,0,0,0.0749254886789577,0,0,0,0
X601658.CH.Equity,0,0,0,0,-0.15199221190323,0,0,0,0,0,0,-0.286910038605847,0,0,0,0,0,0,0,0,0.518636826049042,0,0,0,-0.0927146567159026,0,0,0,0,-0.301013491336101,0,0.00847112156402929,0,0,0.0347292591928834,0,0,0,-0.397903180589101,0,0,0,0.573965023832464,0.217027798784075,0.313049417736085,0,0.118369421461299,0.0671954596131825,0.0567074132347609,0
