,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X300059.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X000069.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0.410146799419088,0,0.0956111133957444,0.0784996867560128,0,0.0675690290295102,0,0,0,0,0,0.0413649751386988,0,0,0.102048474199878,0.0430705287986506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164962210649135,0,0,0,0.110979717421846,0,0.00128683611500683,0,0
X601939.CH.EQUITY,0.206576162679127,0,0.0249756858593639,0.287208217270416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133587331595994,0,0,0,0.0506043677420065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148431205842887,0,0.047585843117451
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0605238955970217,0.137048827596798,0,0,0,0,0,0.305216268724568,0,0,0,0,0,0.0364542313762629,0.0962704919412285,0,0,0,0,0.111805149066407,0,0,0.015013997721383,0,0,0.0924600252412152,0,0.109090210744221,0,0,0,0,0,0,0,0,0,0,0,0.0444258295747007
X601288.CH.EQUITY,0.0352701060190589,0.269991909511781,0,0,0,0.0844404645986015,0,0,0,0.231862351659822,0,0,0,0,0,0.0209225293239686,0,0,0,0,0,0.176235302486757,0,0,0,0,0,0,0,0,0,0,0,0.0895116015942489,0,0,0,0,0,0,0,-0.0214556792955626,0,0,0,0,0.0329686309853558,0
X5.HK.EQUITY,0,0,0,0,0,0.643996518299631,0,0.238948583805122,0,0.00306976336928387,0,0,0,0.247765399110795,0,-0.303865634770903,-0.287153901544804,0,0,0,0,0,0,0,0.134790641837054,-0.0448895022708529,0,0,0,0.180224161226887,0,0,0,0,0.0680628566027846,0,0,0.0213965449922315,0,0,0,0.0358471193002783,0,0.226761724637019,-0.807409724002011,0,0.218030012910364,0
X601988.CH.EQUITY,0.167590088511938,0.0582078594162831,0,0,0.0233880938415448,0,0,0,0.159239593311996,0,0,0.130171728424465,0.063466298116296,0,0,0.0734939515659257,0,0,0,0.436928802174202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.00960234693290477,0,-0.106358140807487,0,0,0,0,0,0,-3.46944695195361e-18,-0.00471334145196647,0,0,0,0,0,0,0,0,0.7814494565821,0.0984868723340008,0,0,0,0,0,0,0,0.0485938629609121,0.11433091720577,0,0,0,0,0,0,0.0289738286019953,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.1149778590968,-0.038774942883328,0.270808198974636,0,0,0,0,0,0.193636600120817,0.0948046026692547,0,-0.0140019626239014,-0.137806507630822,0,0,0,0,0,0,0,-0.0844295948972703,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0967043261081892,-0.169512363507636,0,0.441016875848564,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.197948148432205,0.0546663310037293,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.076184278194674,0.164124530385373,0,0,0,0,0,0,0,0,0.282420159948545,0,0,0,0.0874542159578202,0,0,0.0492166942261726,0,0.0551607241819217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0845896851328681,0.0765430699046923,0,0.0321752999200216,0,0.0192838460443797,0.0439971989162418,0,0,0,0.186321525388694,0,0,-0.0359562111727625,0,0,0,0.356552710389719,0,0,0,0.0815320929260708,0,0,0,0,0.105170005168892,0.0543532262020413,0,0,0,0,0,0,0,0,0,0,0.0843235545827803,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.137105496209471,0.0501461095736508,0,0,0.05829817660398,0.187565382202226,0,0.167395858563234,0.133716533939536,0,0,0,0,0,0,0,0,0,0.0614829371003054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676322693981069,0,0.0943519061345376,-0.0644031044367405,0.0082855709893161
X600000.CH.EQUITY,0,0,0,0,0.065003840396989,0,0.244898655689267,0.0906840886415256,0,0.113067067537032,0.067868223632721,0,0,0,0,0,0,0,0,0.12086721238061,0,0.0106930466840174,0,0,0.0389140378050894,0,0,0.00497706083925232,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0325851599065322,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19
X11.HK.EQUITY,0,0,0,0,0.136863508280046,0,0,0.308770483018519,0,0,0,0,0,0.173077855993447,-0.00976288955860257,0,0,0.22381277137903,0,0,0,0,-0.104763249232544,0,0,0,0.0321995803848424,0,0,0,0.342362444340598,0,0,-0.081029665337711,0,0,0,0,0,0.206636841479208,0,0,0,0,0,0,0,-0.104494545241836
X2388.HK.EQUITY,0,0,0,0,0.183104854681698,0,0,0.0448233453136199,0,0,0,-0.0755635655155016,0,0,0,0,0,0.0524160887218284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350378711681446,0,0,0,0.0611496486670215,0,0,0.0193286385292125,0.146952073024066,0,0.0266189623997279,0,0,0
X601319.CH.EQUITY,0,0,-0.036131872317261,0,0,0,0,-0.353445236881944,0,0,0,0,0,0,0,0,-0.0904704600062912,0,0,0,0.328615731210879,0,0,0,0,0.547271488649401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355771314858627,0.0763172748144297,0,0.252216544424362,0,0,0.0714876538042091,0.0593421175695327
X601601.CH.EQUITY,0.230509743069539,0,0.105607699906855,0,0,0,0.145972411829926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.245989978008124,0,0,0,0,0,0,0.0871953381396989,0,0,0,0,0.0333152924185497
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0530955391338758,0.090780158847163,0,0,0,0.141738401422831,0,0,0.163987685933148,0,0.0327352331572175,0,0.218280760553426,0,0,0,0,0,-0.0769371628178676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142810884646663,0,0,0.0703929923339814,0,0
