,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X601901.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X601788.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.242773758570984,0,0.0771312431880204,0,0,0.364332368457887,0,0,0,0.137953186694232,0,0,0,0,0,0,0,0,0,0,0.104249296005353,0,0.0279668698601504,0,0,0,0,0,0,0.10718758309737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.237589292763473,0,0,0,0,0,0.0578280289167799,0,0.0240509715139357,0,0.0587211120687481,0,0.180877873925149,0,0,0,0,0.0894431967016781,0,0,0,0,0,0.186943862475317,0,0,0,0.0295903933369064,0,0,0,0,0.106843932027609,0,0,0,0,0,0,0,0.00471193895070997,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.452755286740821,6.93889390390723e-18,0,0,0,0,0,0,0.186092557118778,0,0,0.165804837966048,0,0,0,0.0236883341029886,0,0,-0.110563663111286,0,0,0.126399554936245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128620284930884,0,0,0.0705772337626897,0,0,0,0.331484420653703,0,0,0
X601288.CH.EQUITY,0,0,0.0374608436916496,0,0,0,0.0240302335732909,0.40907260408639,0,0,0,0.0924384510749434,0,0,0,0,0.0607924464927383,0,0,0.0760222478736188,0,0,0,0,0,0.154331767921284,0,0,0,0,0,0,0,0,0,0,0,0,0.0113321367558277,0,0,0,0,0,0,0,0.0725390910948198,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.197519410733507,0,0.0308975559136273,0,0,0,-0.176880047433438,0.237262683186025,0,0,0,0,0,0,0,0,0,0.162597698730076,0,0,0,0,0,0,0,0.0899468468721116,0.0214573089746125,0.0464135693728308,0,0,0,0,0,0,0.400860304371723,0,0.0158078777436572,0,0,0.0177941536978175,0.207636275651992,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0782245359596351,0,0,0,0,0.165083639353996,-0.101738845283282,-0.133405810489117,0,0,0,0,0,0,0,0,0.225944045511589,0,4.33680868994202e-19,0.00156301064515734,0,-0.0934213576600969,0,0,0,0,0,0.206140906817336,0,1.73472347597681e-18,0,0,0,0,0,0,-0.07688005545261,0,0.203729175511375,0,0.0100345610198893,-0.026718782727943,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-0.0827276484569688,0,0,0,0,0.109277349817724,0,0,0,0,0,0,0,0,0.193431002098619,0,0,0,0,0,-0.0477625788370982,0,0,0,-0.0965745460228204,0,0.598070274646563,0,0,0.0340397601171257,0,0,0,0,0,0,0,0,0.042041649945508,0,0,0,0.117719957951877,0,0,0
X601988.CH.EQUITY,0.123838980989385,0,0.0886224345099409,0.4124323601522,0.0273869895824013,0,0,0,0,0.107750144507027,0,0,0.0762406735231597,0,-0.0242963331878497,0.229561497304168,0,0,0,0,0.0109467185980294,0,0.023125605823073,0,0,0,0,0,0,0,0,0.0178102743497506,0,0,0,0,0,0,0,0,0.0143656044982118,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.233328391891435,0.0523193059339658,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0281823670595977,-0.0296386029037036,-0.0356933999628144,0,0,0,0,-6.93889390390723e-18,0,0.250621910372982,-0.0841190618393416,0,0.244354928703792,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.220907526050697,0,0,0,0,0,0,0,0.251083751957065,-0.350110078060181,0,0
X388.HK.EQUITY,0,0,0,0,-0.274724992077249,0.492193585309428,-0.116660729692099,0,-0.109775394097535,0,0.161140796474941,0,0,0,0,0,0,0,0.0945351180950026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114123391036822,0,0,0,0,0,0.0649964334708329,0,0,0.158364955085554,0,0.227393848536514,-0.295767332080245,0,3.46944695195361e-18,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0208783914082274,-0.0474240505271969,0,0,0,-0.0572789315220652,0,0.150886294866817,0.442048229622085,0,0,0,0,0,0,0,-0.0523333131429164,0,0,0,0,0.210922486992015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147106749801195,0,0.0825037570755739,0,0,0,0
X601658.CH.Equity,0.000843263052963035,0,0,0,-0.270670833391628,-0.0321215281853021,0,0.12535201540671,0,0,0.347524174489593,0,0,0,0,0.154487589710805,0,0,0.194566068701434,0,-0.00389592057178465,0,0,0,0,0,-0.157278251057206,0,0,0,-0.0826497309468476,0,0,0,0,0,0,0,0,0,0.313625870650857,-0.10039581897843,0,0,0,0.17798903929465,0.154893650088233,0,0,0
X000001.CH.EQUITY,0,0,-0.0181411300212529,0,0.436136282138116,0,0.182829118111476,0.106165116161303,0,0,0.410298978841594,0,0,0,0.149149016301815,0,0,0,0,0,0.000493338697432851,0,0,0.0534735508908305,0,0,0,0,0,0.0201287906427643,0,-0.2229106472549,0,0,-0.146557137396429,0,0,0,0,-0.192827764579814,0,-0.01237700042788,0,0,-0.206443457863343,0.18184992102004,-0.0620825658758664,0,0,-6.93889390390723e-18
