,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.193485333263173,0,0,0,0,0,0.0575340436134672,0.029933978999116,0,0,0,0.361766788408245,0,0.045100659080228,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13577098967736,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0.117324638942361,0,0,0,0.0331863905512374,0.0633682380078964,0,0.0442824099704667,0,0,0,0.506210240235314,0,0,0,-0.0473728317096217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255002671948143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0308686059966706,0,0,0.174973155671633,-0.00577361679591149,0,0.144518251796393,0,0,0,-0.0675230118004028,0,0,0.329023661193387,0,0,0,0,0.0891293877340404,0,-0.0254838230789238,0,0,-0.079075810405065,0,0,0,0,0,0,0.11382647444619,0,0,0,0,-0.0098621359667051,0,0,0,0,0,0,0,-0.0337846224952429,0,0,0.126099522079353,0,0,0
X601988.CH.EQUITY,0.0439207508656249,0.329540877145589,0.303080176027788,0,-0.0768176946760166,0,0,0,0,0,0,0,0,0.039174901357753,0,0,0,0,0,0,0,0,0.0211317864434557,0,0.00228707216697781,0,0,0,0,0,-0.149322848296242,0.221543608815046,0,0,0,0,0,0,0,0,0.12178093129388,0,0,0,0.149927486181345,0,0,0,0,0
X5.HK.EQUITY,-0.172214939983712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110702731582877,0,0,0,0,0.859157819649866,0,0,0,0,0.0990876278696485,0,0,0,0,0,0,0,0,0,-0.107076697130459,0,0,0,0,0.0139587442426374,0,0.265314209560483,0.0374732058217471,0,0,0,0,0,0,0.0557145509976129
X601658.CH.Equity,0,0.27388063982679,0,0,0,0,0,0.0314009669332767,0,0,0.0410158765221239,0,0,1.73472347597681e-18,0.308472370602963,0,0,0,0,0,0,0,0.0592400527960633,0,0,0,0,0,0,-0.0731247113397866,0,0,0,0,0.113313698555397,0,0,0,0,-0.00442302178724187,0,0,0,0,0,-0.148778918316529,0,0,0,-0.0146389538168229
X601328.CH.EQUITY,0.282774302634091,0,0.059427950040401,0,0,0,0,0,0.0612374695882244,0.0173804902886262,0,0,0,0,0.363006478520838,0,0.0819845746974797,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479643178343791,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0122460171239374,0,0,0,0,0,0,0.0501255633234072,0.0163906830593911,0,0,0,0.119951428361914,0,0,0,0,0,0,0,0.16723840872207,0,0,0.542545455894908,0,0,0,0,0,0,0,0,0,0,-0.109736598709971,0,0,0,0,0.0837257633237372,0,0,0,0,0,0,-0.0191538291293809
X600036.CH.EQUITY,0,0,0,0,0.0360899090834145,0,0,0,0,0,8.67361737988404e-19,0.0338733393747043,0,0,0,0,0.846480349716231,0,0,0,0,0,0,0,0.166744758355,0,0,0,0,-0.117329600934362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985115677494476,0,0.224694634812851,0,0,0
X601166.CH.EQUITY,0.0920818957828876,0,0,0,0,0,0.0504765113088779,0,0,0,0.039860204010358,0,0.138460888516171,0,-6.93889390390723e-18,0.0530620745222266,0.33436505007592,0,0,0,0,0.0783434928428242,0,0,0,0,0,0.0580103963405474,0,0,0,0,0,0,0,0,-0.0387695345982775,0,0,0,0,0,0,0,0,-0.0230159503793026,0,0,0,0
