,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY,X601211.CH.EQUITY
X601398.CH.EQUITY,0,0.388451686710571,0,0.0422769130080192,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0578324756611972,0,0,0.119785115205359,0,0,0,0,0,0,0.0263040052040673,0,0,0,0,0.098527976675111,0,0,0,0.0502023365689406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0
X601939.CH.EQUITY,0.0557152898219974,0,0.283767060024028,0,0,0,0,0,0,0,0,0,0.0216571427215808,0,0,0,0,-0.00733968724749479,0.0747540246646345,0.263730989958581,0,0,0.0691890604008261,0,0,0,0.0599394891323497,0,0,0,0,0,0,0,0.0731753290104218,0,0,-0.031087190775057,0,0,0,0,0,0.137730791373763,0,0,0,0,0,0
X601288.CH.EQUITY,0.443002468397165,0.20641022858655,0,0.133366248708579,0,0,0.140706380889728,0,0.0990451470393089,0,0,0,0,0,0,-0.0482806927446671,0,0,0.0578664829959802,0,0,0,0,0,-0.0361617853589878,0.065939765383228,0,0.17945484481078,0,0,0,0,0,0,0,-0.0600046370304305,0,0,0,0,-0.0733285214133906,0,-0.098595764908865,-0.0405823628822837,0,-0.121249055171604,0.174495836197127,0,0,0
X601988.CH.EQUITY,0.178917893353337,0,0.537244954528177,0,0,0.00867669192106604,0.0842324348434321,0,0,0,0,0,0,0,0,0,-0.0216583236900523,0,0,0,0,0,0,0,0,0,0,-0.235771161279879,0.170668557637121,0,0,0,-0.306496173314162,0.108395459144142,0,0,0,0.107212180002615,0,0,0,0,0.242045583480763,0,-0.150346987294883,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.293975380385848,0,0,-0.0248339098463321,0,0,0.150319947282216,0,-0.14172448445781,0,0.0601625044122311,0,0,0,0.0821202535006903,0.223240194944655,0,0,0,0,0,0,0,0.181729711183413,0,0,0,-0.0328601383557194,0,0.0295594759183558,0.0123283824519467,0,0,-0.0326933836825125,0,0,0,-0.132473791158758,0,0,0,0,0,0,0
X601658.CH.Equity,0.00752321023064799,0,0,0.105445127820667,0.0725961069518914,0,0,0,0,0,0,0,0.00902905787915438,0,0,0,0,0,0,0.0907813132297984,0,0,0,0.305282129205978,0,0.091091842352415,0,0,0,-0.100537678214488,0,0,0,0,0,0,0,0.0390615452928095,0,0,0,0,0,0,0,-0.0944522321192438,-0.0677490835087532,0,0.371350567992148,0
X601328.CH.EQUITY,0,0,0.207864438068446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182212051715715,0,0,0.0552730797774689,0.0390098599663316,0,0,0,0,0,0,0,0.0563691794772553,0,0,0,0,0,0,0,0,0,0,0.0594254900731455,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,-0.0415475079372283,0,0,0,0,0,0,0.0710280060454141,-0.0312426766027925,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.247523239465562,0,0,0.0548611353737463,0,0,0,0,0,0,-0.0472577109125278,0,0.33375966968109,0,0,0,0,0,0,0,0,0.114799451165768,0,0.0688032114639323,0,0,0.0961100531394665
X600036.CH.EQUITY,0.0500703399213796,0,0,0,0,0,0,0,0,0.204516018885138,0.11456037644866,0,0,0,0.0580846373554036,0.268220275822303,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0513901493127824,0,1.73472347597681e-18,0,0.0508218378795559,0,0,0.0155891663564338,0,0,0,0,0,0,0,0,0,0,0,0.0172837985263506,0,0.219566892601112,0
X601166.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0.402241745326886,0,0,0.194119310198212,0,0.0538207689158117,0,0,0,0,0,0,0,0,0,-0.17460947869681,0.0596012840515351,0,0,0,0,0,0.234400364215817,0.0463484866110654,0,0,0,0.0786552756886546,0,-0.0708054755837307,0,0,0.0818565642294616,0,0,-0.025969995145101,0,0,0,-0.0646713468785277,0,0,0,0,0
