,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X600061.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0,0.46049785931676,0,0,0,0,0,0,0.153966910557241,0,0,0,0.184155511715159,0.125625694800367,0,0,0,0,0,0,0,0,0,-0.0100221103233853,0,0,0,0.0435236228070668,0,0,0,0,0,0,0,0,0,0,0,-0.0240152761402207,0,0,0.0716543537081298,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0383948602627252,0,0,0,0.176112273350455,0.276098972138497,0,0,0.000199711233566898,0,0,0.293921801509737,0,0,0.0698051159106658,0,0,0,0,0,0,0,0,0,0,0.00395057662615002,0,0.108897397769794,0,0,0,0,0.0806589740960588,0.0843188057059361,0,0,0,0,0,0.075319373057918,0,0,0,0,0
X601939.CH.EQUITY,0.0440605809232641,0,0,0.628525463943173,0,0.0389932261816183,0,0,0,0.158034658271912,0,0,0,0,0,0,0,0.028159831467702,0,0,0,0,0.091955364336347,0,0,0,0,0,0,0,0.0246287115301052,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0.0602052606391191,0,0.0174271674986837,0,0,0,0.0587787169459115
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.242939747100419,0.188008415075043,0,0.94179714287023,0,0,-0.0159959870562774,0,0,-0.309786233889574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,-0.107543226085101,-0.259062513339868,-0.0154859803477838,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0642499769965849,0,0.415083773710825,0,0,0,0,0,0,0,0,-0.0298517132200324,0.0488470765259808,0,0,0,0.0263773466820064,0,0,0,0,0,0,0.229957694915994,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.256488053267448,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.281695798634494,0,0,0,0,0,0.159925309801616,0,0,0,0,0,0,0,0,0,0,0.169117517932558,0,0,0,0,0,0,0,0,0.164945197982009,0,0,0,0,0,-0.202051423060656,0,0,0,-0.0614856095481377,0,0,0,0,0,0,0.297021288885122
X600036.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0522970798678923,0,0,0,-0.0957249734104088,0,0,0,-0.10111708565326,0,0,0,0.57693791370842,0,0,0,0,0,0,0,0,0.0825926398091255,-0.120529638960115,0.34276518475025,0.0370333382452893,0,0,0.036812493018585,0,0,0,0.0993026203806451,0.113457628585915,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.296158614056041,0,0,0.142516951479738,-0.0401875797675918,0,0,0,0,0,0,0,0.223057596404001,-0.0648570774904683,0.402311817728418,0,0,0,0,0,0,0,0,0,0,-0.080314966027989,0,0,0,0,0,-0.191465577030344,-0.188595916580703,0,0,0,0,0,0,0,0,0,-0.0645155989161547,0,-0.0625628046203925,0,0
X601628.CH.EQUITY,0,0,0,0.0292551563258861,0,0,0,0,0,0,0,0.13174158402756,0,0,0.30383658116088,0,0,0,0,0,0,0,0,0,0,0,0.223320393456168,0,0,0.181475228674033,0,0,0.0969915392508919,0.0917216560615783,0,0,0,0.0569514082865538,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.100198993856876,0,0.419026240944175,0,0,0,0,0,0,0,0,0,0.435551197476091,0,0,0.00198098553170759,0,0,0.174509582761742,0,0,0,0,0,0,0,0,0,0,0,-0.066816385101087,0,0.187265008375627,0,0,0,0.0112549190718121,0,0,0,0,0,0,0,0,0,0,0
