,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X600000.CH.EQUITY,0,0,0.116115781870777,0,0,0,0.231467484706548,0.00944663201275639,0,0.000296878397780767,0.536458696135178,0,0,0,0,0,0,0,0.073644254546812,0.0215967439642662,0,0,0,0,0,0,0,0,-0.000594447929625471,0,0,0,0,0,0,0,-0.0348926844144403,0.257046289385699,0,0,0,-0.164187145453959,0,0,0,-0.119756767224551,0.0572637311522099,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.074958267893615,0,0,0,0.30018301951208,0,0,0,0,0.15779847165736,0,0,0,0,0,0.346704244632086,0,0,0,0,0,0,0,0,0.107875525227594,0,-0.0457340435867587,-0.0467818508241101,0.0626794460707858,0,0.045965609367372,0,0.0518961996614189,0,0,0,0,-0.123827307580905,0
X601601.CH.EQUITY,0,0.0348460494036748,0,0,-0.0549378853570832,0,0.0148265206820314,0,0.57264959538113,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0771017080648142,0.0792898921427309,0,0,0,0,0,0,0,0,0,0,0.0521222739665943,0,0,0,0,0,0.0599575031034936,0.00527085383170616,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.225534052395182,0.044767274740378,0,0,0,0,0,0,0,0.0611206843166022,0,0,0.408504861718404,0,0,0,0,0,0,-0.086772934342931,0.0182321135725721,0,0.201067117440858,0,-0.020861419369445,0,0,0,0,0.168645455167844,0,0,0,0,0,0,0,0,0,0.120067105597699,0.171241521383591,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0751394291142591,0,0,0.28606582795975,0,0,0,0,-0.0253327717057919,0.222920812022886,0,0,0.474887026264176,0.159028784365583,0,0,0,0,0,-0.206806179080547,0.0414987780339297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735919811897136,0,0,0,0,-0.0318922974802927,0,0,0
X2388.HK.EQUITY,0,0.284725274787629,0,0,0.210774862794387,-0.170763914854852,0,0.00880544523800466,0,0,0,0,0,0,0,0.0915788814348063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463473639268474,0,0,0.0052075350035617,0.759878248755813,0,0,-0.03685752371931,0
X267.HK.EQUITY,0.014130632599211,0,0,0,0,0,0,0,0,0.138146739884207,0,0,0,0,0.37231290564689,0,0,0,0,0,0.362378265462268,-0.353626320382287,0,0,0,0,0.0145756526652271,0,0,-0.104913698649585,0,-0.190408730519121,-0.0762333638842469,0,0,0,0,0,0,0,0,0,0.0749322081122665,0,0,0,0.133332669622783,0
X601998.CH.EQUITY,0,0,0.0251618262483908,0,0.195627673597768,0,0,0,0,0,0,0.174142019874086,0.225115334259286,0,0,0,0,0.0938599579406103,0,0,0,0,0,0,0,0,0.192555569405062,0,0,-0.130554117571889,0.136493441226645,0,0,0,0,0,0,0,0.236565470964609,0,0,0,0,0,-0.0747380488851432,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.162121507400196,0,0,0,0.0569181708305084,0,0,0.0344542771783939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41979791805926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.0329835810520491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156646491707024,0,0,0,0.123081029242298,0,0.0359733829774582,0,0.162433530439468,0,0.135564105258634,0,0,0,0,0,0,0,0.310673623762404,0,0,0,0,0,0.276575250189414,0,0.0439670321279259,0,0,0,0
X000001.CH.EQUITY,0,0.119405180350034,0,0,0,0.141096486676203,0,0,0.167604155527572,0,0.16340764551326,0,0,0,0,0.0625735701061667,0,0,0,0,0,0,0,0,0,0.0241863302848024,0,0,0,0.0237570169290359,0,0,0,0,0.100098402180905,0,0,-0.0508790991041586,0,0,0,0.0656438992212364,0,0,0,0,0,0.0271171811311963
X601818.CH.EQUITY,0,0,0,0.398271684219999,0,0,0.135268101976632,0,0,0,0,0,0,-0.0193067945895879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420987269396288,0,0,0,0,0,0,0,0.0596445607926111,0.321895269710764,0,0,0,0,0.160501217150106,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112977356730952,0,0,0,0,0,0,0,-0.124446217591538,0,0,0,0,0,0,0,0.0776110618650005,0,0,0,0,0,-0.0689428478074034,0,0.338142866106951,0.0211631227598703,0.204414379358831,0.366079678224,0,0,0.0156222919147864,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,-8.67361737988404e-19,0,0.134963334556398,0,0,0,0.233847699649278,0,0,-8.67361737988404e-19,0,0,0,0,0.125091714709679,0,0,0,0,0.118129542069503,0,0,0,0.135017248703384,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.163618430432238,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0072455900923207,0,0,0,0,0,0,0,0,0,0,0,0,0.0527777350037595,0.121990119110024,0,0,0,0,0,0,0.0487934700769251,0,0,0,0.00326484709677747,0,0,0,0.182366218875476,0,0,0.0176299220317352,0,0.263806367107211,0.0699695939416043,0.0149635840756267,0,0,0.238940075742408,0,0
X601229.CH.EQUITY,0.406343158632529,0.0888670544137438,0,0,-0.0469156256307168,0,0,0,0,0,0,0,0,0.00226337671545704,0,0,0,0,0,0,0,0,0,0.0153452290542662,0,0,0,0,0,0.280040742342973,0,0,0,3.46944695195361e-18,0,0.221197271198227,0.0683722395968038,-0.0591919294756692,0.0594982072523356,0,0,0,0,0,-0.0817290264250033,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0.0618110065692151,0,0,0,0,0,0.0122285380345042,0,0,0.00583788989343978,0,0,0.148962966345414,-8.67361737988404e-19,0,0,0,0,0,0,0.0103946442142787,0,0,0,0,0.190067512499173,0.0532488276400869,0,0,0,0,0,0,0.147246440762745,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.410511675540348,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260827075396896,0,0,0,0,0.314334015562235,0.16260173508615,0,0,0,0,0,-0.205247543006552,0.0112150401711664,0,0.062497135968286,0,0,0.154792905436842,-0.103184870610078,0.0704612162868373,0.0929112866697243,-0.0671138692771519,0,0,0,0,0.12159186706572,0,0,0
X002142.CH.EQUITY,-0.0562902809934188,0.0895830221323499,0.258268406378101,0,-0.0898800185092593,0.121114411706959,0.246592582720414,0,0,-0.0323128752358105,0,0,0,0,0,0,0,0,0,0,0,0.25664277192251,0,0,0.190685632725398,0,0,0,0,0,0,-0.0291340011846209,0,0,0,0,0.0416257418048274,0.0365084003311769,0,0,0,0,0,0,-0.17548250154019,0,-0.105091540852276,0
X601169.CH.EQUITY,0,0,0,0,0,0,-0.176184657899199,0,-0.0426712449201981,0,0,0,-0.260671175368274,-0.0732679889694863,0,0,0.264164419015639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28772941809249,0,0,0,0,0,-0.0891897155277075,0.0838174760621039,0,0,0,0,-0.20428256067122,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116543536847735,0,0,0,0,0,0,0.142319473363837,0,1.73472347597681e-18,0,0,0,0,0.0405229751693506,0,0,0,0,0,1.06411934756571,0,0,0,0,0,-0.141995431785608,-0.0420779872082418,0,0,0.00142336012003062,0.0339288450729283
X600015.CH.EQUITY,0,0,0.00662814205484354,0,0,0,0,0,0,0,0.00904019533606239,0.0784360227434566,0,0,0.0470826394089302,0,0,0,0.133332459010949,0,0.209875440720744,0,0.179689179322093,0,0,0,0.00791443192222169,0,0.0439529554292878,0,0.444119376629248,0,0,0.0221380018268305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0.0326433048077308,0.0808512021026642,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0372284612090675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484697991992633,0.0659976811146503,0,-0.00345836280091058,0.334799007027821,-0.0180401592152436,0.453555342615077,0.153336531040652,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0.0198734916015028,0,0,0.036936171697929,0,0,0,0,0,0.0658128988668134,0,0,0,0,0,0.122408012456772,0.0776793491877838,0,0,0,0,0.231053886614041,0,0,0,0,0,0,0,0.00925310453227064,0,0,0,0,0,0,0,0,0,0,0,0,0.111465188487003,0.306788118558523,-3.46944695195361e-18,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0071069037128868,0,0,0.0917611826987436,0,0,0,0.078440314834821,0,0.0247424825272282,0,0,0.445401719865645,0.0411994277145194,0,0.101451728266765,0,0,0,0,0.0717350832588503,0.0981032716110884,0,0,0,0.178057281337368,0,0.0861086308725794,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,-0.229446567925131,0,0,0,0,0,-0.0543749922484566,-0.12300255937591,0,0,0,-0.110730467563674,-0.0638830103982249,0,0,0,0,0,0,0.532381989896309,0,0.027591520328877,0,0,0.0806800103322564,0,0.642066917133066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,-0.0426122957791782,0,-0.225888278914424,0.239746392601896,0,0,0,0.0330737167133782,0,0,-0.0998837047649929,0,0,0,0,0,-0.108763995747841,0,0,0,0,0,0,0,0,0,0,-0.0979418157757247,0,0,0,0,0,0,0,0,0,0,0,0.42557324116491,0.343734098914788
X300059.CH.EQUITY,-4.33680868994202e-19,0,0,0,0.128704438601883,0,0,0.0160553327882526,0,0,0,0,0,0,0,0,0,0,0.0665287031519846,0,0,0,0,0,0,0,0,0.227530263747103,0,0,0,0,0.0114108177181257,0.22221801679019,0,1.73472347597681e-18,0,-0.00419404257535731,0,0,0,0,0,0,0,0.206411888569014,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0.19029253734059,0,0,0,0.0264303656156493,0,0,0.332957974966379,0,0.129459240962734,0,0,0,0.581357736214531,0,0,0,-0.0169528617101919,0.100489171573188,0,-0.117517690533779,0,0,0,0,0,0,0,0,0,-1.51652728489073,0,0,0,0.101247603427226,0,-0.0856083087882091,0,0,0
X000776.CH.EQUITY,0,0,-0.0448051117100853,0,-0.0333913429211691,0,0,0,0,0,0,-0.154078493512915,0,0,0,0,0.0893155047483542,0.0339290879176005,0,0,0,0,0,0.430530898174849,0.0333778070641888,0.0738740415133686,0,0,0,0,0.0937539994217182,0,0.0954882390740116,0.32764310528433,0,0,0,0,0,0,0,0,0,0.0453677298417661,0,0,-0.0440758851915971,0
X601881.CH.EQUITY,-0.0243111143653411,0,0,0,0,0,0,-0.052155207075697,0,0,0,0,0,0,0,0,0,0,0.02228385067702,0.0721182046334211,0,0,0.117910903259647,0,0,0,0,0.166537569827511,0.0104768993487595,0,0,0,0,0.0113886832809791,0,0,-0.201089013013801,0.125188221068687,0,0,0.174426767024929,0,0,0,0,0.291103051027091,0,0
X600919.CH.EQUITY,0,0,0,0.0700417189207021,0,0,1.18073544598191,-0.0838325443382225,-0.166597014387561,0,0,0,-0.255637780087301,-0.14946221323347,0,-6.93889390390723e-18,0.229554535689034,0.188635204654034,0,0,0,-0.0476389142794183,0,0,0,0,0,0,0.389751086860855,-0.379009829072115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150100172263397,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.435559365057195,0,0,0.0407580631868305,0.219773374113129,0,0.386728197782462,0.102703940184752,0,0,0,0,0,0,0,0,-0.114499850301682,0,0.213793455978564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.372099054343718,0,0,0
X2884.TT.EQUITY,0.210808404785815,0,0,0,0,0,0,0,0,0,0,-0.160616282682357,0,0,0.0393191910322755,0,0,0,0,0,0.0136521217143779,0,0,0,0,0,0,0,0.0400739223027983,0,-0.126681658749596,0,0,0,0,0,0,0.325170562445647,0,0,0,0,0,0,0,0,0.122817064999685,0.348852170933167
X600958.CH.EQUITY,0,0,0.0917904380070525,0,0,0,0,0,0.100109578236179,0,0,0,0,0,-0.0992595283850899,0,0,-0.0066623671478486,0,0,0,0,0.0244527073313766,0,0,0,0,0.149771755897381,0,0.0606601389429828,0,0.0775077759508513,0,0.0252050419804352,0.122812507475787,0,0,0,0.352769351213303,0,0,0.0576463031824707,0,0,0,0,0,0
X2892.TT.EQUITY,0.0231086308923404,0,0,0,0,0.184413028651698,0,0,0,0,0,0.117356674234638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369692438050075,0,0,0.113206166521573,0,0,0,0,0,0,0.375004993006986,0,0,0,0,0,-0.162176004964235,0.430325121650195,0,0,0.047844511186583
X5880.TT.EQUITY,0,0,0,0,0,0,0,0.0385913991104591,0,0,0,0,0,0.0130060517900583,0,0,0,-0.0168125245201586,0,0,0,0.228423693522718,0.0406174120254269,0,0,0,-0.168529622228156,0,0,0,0,0,0,0,0,0,0.205095858886181,0.134076031326143,0,0.203864261570385,0,0,0,0.0123924979964649,0.241457780146326,0,0.381089350815949,0
