,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.146275913013816,0,0.0494618873110541,0,0,0,0,0.314843513522322,0.0399436636865558,0,0,0,0,0,0,0.192708992034108,0,-0.00907525679667641,0,0,0,0,0,0.200070485277016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.380451360349046,0,0,-6.93889390390723e-18,0.065342916789686,0,-0.0993272431547334,0,0,0.02469634533878,0,0,0.475123060773597,0,0,0,0,0,0,0,0,0,-0.0246473384305249,-0.0195442019117677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844601849744656,0,0,0,0.00143637409837655,0,0,0,0,0.0369868432751055,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.027544572323243,0,0,0,0,0,0,0,0,0,0,0,0,0.143272435673716,0,0,0,0,0,0.185694107576015,0.146821818150009,0,0,0,0.0809618816648445,0,0,0,0,0,0,0.231480070216598,0,0
X601288.CH.EQUITY,0.381065153054029,0,0,0,0.347254731038316,0,0,0,0,0,0.0747673353188146,0,0,0.0497782873480276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878948927963465,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.319165635703743,0,0,0,0,0,0,0.323494373870613,0,0,0,0,0,0.104833018029266,0,0,0,0,0,0.0124068080406101,0,0,0,0,0.0881478197064529,0,0,0.0738545249116763,0,0,0,0,0,0,0,0,0,0,0,0,0.0283804480268237,0,0,0,0.0943362641837369,0,0
X600036.CH.EQUITY,0,0,0.0559487386196545,0,0,0,0.063277428136041,0,0,0.0324092236882674,0,0.38620141652795,0,0,0,0,0,0,0,0,0,0,0.174580610974689,0,0,0.0213981435838192,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.159354643945306,0,0,0,0.0473907650227892,0,0,0.10697662308089,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.132267747974178,0,0,0,0,0.0454522595496763,0,0,0,0,0.412327323335894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380147096465415,0,0,0,0,0,0,0,0.131256847589955,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.348514649925314,0,0.880311703769515,0,-0.675422031029154,0,0,0.717419806082791,0,0,0,0,0,0,0,0.168914332049021,0,0,0,0,0,0,0,0.0147921970702049,0.0212158322075329,0,0,0,0.338410422396017,0,0,0,-0.291616586493646,0
X601628.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.120061761957966,0.162806971304109,0,0.156814033875732,0,0.299584870667451,0,0,0,0,0,0,0,0.0460288623423469,0,0,0,0,0,0,0,0,0,0,0,0,0.0934503198630749,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203813332315714,0,0,0,0.485586735290969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491570859140428,0,0,0,0,0,0.0600717341925391,0,-0.590502748684713,0,0,0.0692170257790874,0,0
X601328.CH.EQUITY,0,0,0,0.282490974613362,0,0,0,0,0,-0.0161372304750821,0,0,0.352023894652094,0,0,0.142140116897631,0,0,0,0,0,0,0,0,0,0,0.0168550580718823,0,0.103560226662587,0,0,0.152608273075778,0,0,0,0.0142916117666955,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421464375325573,0
X601166.CH.EQUITY,0,0.237063772517908,0,0,0,0.255311489089984,0,0,0,0,0,0,0,0,0,0,0.058713900804421,0,0,0,0,0,0,0,0.200302416092952,0,0,0,0,0,0,0,0,0,0,0,0.0272405467382126,0,0,0.0458452983410267,0,0.0987249214969649,0.0076983562199191,0,0,0,0,0.0829761782437996,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.240108886936148,0,0,0,0,0.295372529337135,0,0,0,0,0,0.12784301385939,0,0,0,0,0,0,0,0.0806427350474443,0,0,0,0,0.111548299555301,0,0,0,0,0,0,0.119017915515376,0,0,0,0.0033844360566464,0,0,0,0
X388.HK.EQUITY,0,0,0.189772806775365,0,0,0.00503837065129037,0.458248097274871,0,0,0,0.0375640565072092,0,0,0,0,0,0.0284729466264807,0,0,0,0,0,0.0406016984905441,0,0,0,0,0,0,0,5.42101086242752e-20,0.0208776043321582,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.00496619501577368,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.26664987893919,0.192053113233164,0,0.0132014168700089,0,0,0,0,0.00627055421261641,0.235059568259033,0,0,0.167727756825881,0,0,0.0357458146144284,0,0,-5.42101086242752e-20,0.00429653563750129,0,0,0,0,0
X600016.CH.EQUITY,0,0.0709728956169033,0,0.0499320981546708,0,0,0,0,0,0,0.258815649118783,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.319947520503469,0,0,0,0,0,0,0,0.0097640114517114,0,0,0,0,0,0.179645788726966,0.050156502995477,0,0,0,0,0.0428702626286731,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.301542147463673,0,0.0222799042812573,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0353200658302083,0,0,0.157814674860946,0,0,0,0,0,0.0662105261760484,0,0,0,0,0,0,0,0,0,0,0,0,0.0776648708922859,0,0,0,0,0.0196041469562284,0.148712257487817,0.23465860977076,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.194686231810929,0,0,0,0,0,0,0,0,0.24869822095866,0,0,0,0.0438003060830986,0,0,0.138808827975355,0,0,0,0,0.0766684346492991,0,0,0,0,0,0.0433002004308135,0,0,0,0.22552712690607,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,-0.221081252737101,0,0.254048078317355,0.308740470870536,0,0.0881937621864118,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.594375904138185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127124018369087,0
X601601.CH.EQUITY,0,0,0,0.0768721447242973,0,0,0.083777864235637,0,0,0,0,0,0,0,0,0,0,0.488720831548609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035094920092628,0,0.03536238824863,0,0,0,0,0.110716621037934,0,0,0,0,0,0,0.128068422140756,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.0593560342832288,0,0,0,0,0,0.25390064719363,0,0,0,0,0.391407136758526,0,0,0,0,0,0,0,0,0.00557371695240756,0,0,0,0,0.0859375069288877,0,0,0,0,0,0,0,0,0,0.162763450979174,0,0.116454217301969,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.117104288571669,0,-0.0377708458890068,0,0,0,0,0,0.173594814347864,0,0,0,0,0,0,0,-0.0663654682913545,0,0.022205398780198,0,0.128500694963171,0,0,0,0,0,-0.00341711116616861,0,0,0,0,0.493206393219038,0,0,0,0,0,0,0,0,0,0.144623123789524,0,0,0,0
X601066.CH.EQUITY,0,0,0,-0.0741558951543918,0,0.0431871002003077,0.133694905521448,0,0.0526285362483217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652496807673228,0,0,0,0,0,0.190345453208113,0.216026077479552,0,0,0,-0.143734953345599,0
X267.HK.EQUITY,0,0,0,0,-1.38777878078145e-17,0,0.130167284360957,0.128985631700554,0,-0.0972879538322714,0,0,0,0.218690964484107,0,0,0,0.195205494487697,0.166187316541719,0,0,0,0.0550678768354724,0,0,0,0,0,0,0,0,0,0,0,0.120433535537125,0,0,0,0,0,0,0,0,0,0.104194696254446,0,0,0,0.0817773793824121,0
X601818.CH.EQUITY,0,0,0,0.0700933630109798,0,0,0,0,0,0,0,0.446071680786679,0,0,-0.00883442704150421,0,0,0,0,0,0,0.4775340194239,0,0,0,0,0,0,0,0,0,0,-0.0708924297160987,0,0,0,0,0,0,0,0,0.0405669173648769,0,0,0,0,0,0,0.0482692488592572,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356202849740094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267318669783511,0.208011165897567,0.107997471428327,0,0.0959110122456485,0,0,0,0,0,0,0,0,0,0,0.0191358221283721,0,0.0505816764539152,0,0.121778114339432,0,0.0260036020064912
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190028237943408,0,0,0,0,0,0,0,0.0141997567832579,0,0,0.191036923839716,0,0.0611324750913372,0,0,0,0.173097104737632,0.165528966022781,0,0.0910798158919485,0,0,0.106189015816408,0.0282475388480986,0,0,0,0,0,0,0,0.198109928464902
