,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X300059.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X000069.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY
X601166.CH.EQUITY,0.0599439051446217,0.148776238100952,0.0342423724409016,0,0,0,0,0.177511626990288,0.137523905102525,0.156257564240359,0,0.0735134866677889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487591571194069,0,0.103253553430319,-0.0544243198004572,0.0139416889463258
X600000.CH.EQUITY,0,0,0,0,0.0665212116456708,0,0.0918496657987948,0.246821760402923,0,0.114750246054508,0.0687205368181014,0,0,0,0,0,0,0,0,0.12202528723589,0,0.0108244990264669,0,0,0,0.0394879526587279,0,0.00506161747764507,0,0,0,0,0,0,0,0,0.0330330284438332,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.00640954470984573,0,0.229834480351718,0,0,0,0,0,0,0.272358693075185,0,0,0.324322511950573,0.426890291000074,0,0,0,0,-0.302919552066643,0,0,0,0.0733939479943203,0,0,0,0.141602657285871,0,-0.0167512108576903,0,0,0,0,0,0,0.102268209520383,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.0962616815370022,0,0.0815233184970946,0,0,0,0,-0.00665394689255846,0.00577453013847706,0,0,0,0,0.0894819188734763,0,0,0.0465905005939649,0,0,0,0.0472786213874517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695971471157062,0,0,0,0,0,3.46944695195361e-18,0,0,0
X601319.CH.EQUITY,0,0,-0.0602532948826939,0,0,0,-0.327536671750244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261293509858442,0,0,0,0.628768419396888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00994615628079541,0.131979506590021,0,0.224227818434775,0,0,0.0343098871906848,0
X388.HK.EQUITY,-2.77555756156289e-17,0,0,0,0,0,0.0110266878003691,0,0.0954626029115476,0,0,0,0.15120915417739,0,0,0,0.165325531432684,0.0466590362098149,0,0.238090761313959,0,0,0,0,-0.0863435993862093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121837839217474,0,0,0.083810324403064,0,0
X601601.CH.EQUITY,0.0775490333431644,0,0.114918948875386,0,0,0,0,0.14979019020606,0,0,0,0,0,0,0,0.0702154982902913,0,0,0,0,0,0.0485310397765416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166254594665306,0,0,0,0,0,0,0,0,0,0.00451469361589907,0,0.146885298321251
X267.HK.EQUITY,0,0,0,0,0.250130620302826,0,-0.217375116248535,0,0,0,0,0,0.107310545054379,0.280597597065449,0,0,0,0,0,0,0,0,0,0,0.19627570782587,0,0,0,0,0,0,0,0,0,-0.058880401667719,0,0.519976462300309,0.0952009778348671,0,0,0,-0.501644979723573,0,0.195270972707796,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0.129927136570048,0,0,0,0.260798765707338,0,0,0,0,0,0,0,0,0,0.0966710949477952,0,0,0,0,0,0.0127042518417764,0,0,0.114823251587424,0,0,0.0409447532882065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0387074352074263,0,0.0995876561683533,0,0,0,0,0.325605036207834,0,0,0,0,0,0,0,0,0,0,0,0.052651236450321,0,0,0.0403639995682732,0,0,0.0239392234937493,0,0,0.289055530330733,0.0133367334772777,0,0,0,0,0,0.0979624394427041,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341739120142437,0,0,0,0,0,0,0,0,0.080028855049261,0.0386417089849244,0,0.396916752000809,0,0,0,0.0356303042609487,0,0,0.157945299679818,0,0,0,0,0,-0.00646044746434202,0,0.0561261649439334,0.220971204440238,-0.0131131480692415,0,0,0,0
X000001.CH.EQUITY,0,0,0.110320155710713,0.110362913179169,0,0.0199832351626731,0,0,0,0,0,0,0,0,0.0119181438001,0,0.0957260905150978,0,0,8.67361737988404e-19,0,0,0,0,0.0116870793685835,0.162331549709715,0,0,0,0,0,0.184091546529415,0.0831151530402459,0,0,0,0,0,0,0,0,0,0,0,0,0.151994563759271,0,0
X601818.CH.EQUITY,0.0637050896063776,0,0,0,0,0,0,0.272794337131954,0.0900315297850389,0.104935253153562,0,0.0297906771032992,0,0,0,0,0,0,0,0.00697731933939592,0,0,0,0,0,0,0,0.159353051716871,0,0,0,0,0,0,0,0,0,0,0,0,0.0155038771989223,0,0.149777568977312,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0.0170991342600294,0,0,0,0,0,0,0,0,0,0,0,0.0941280851676505,0,0,0,0,0,0,0,0,0,0,0,0,0.232518650694862,0,0.0532127804982071,0,0.153820513050693,0,0.346325911025141,0,0.0972206244535048,0,0,0.0601711702140766,0,0,0,0,0,0,0.0561599580510239
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728953284561231,0.319409358172651,0,0.0791524746716083,0.0479795504737534,0,0,0,0,0,0,0,0,0,0.160136322326821,0,0,-0.10498328139072,0,0,0,0.18280675110635,0,0,0,-0.0692486968708793,-0.23374677236126,0,0,0.272882837697725,0,0,-0.203958407238778,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0.089026160251087,0,0.203189817621167,0,0,0,0,0,0,0.174782258525914,0,0,0,0,0,0.337348423815536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110295553515031,0.191454866819192,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0787511626120216,0,0,0.00902741378434161,0,0,0,0,0.582187157501965,0,0,0,0,0.0997782121029871,0,0,0,0.0248013542174305,0,0,0,0.0766419735318593,0,0.0747827930106683,0,0,0,0,0,0.0144638870571211,0.0204629749896072,0,0,0.00592547150788661,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0338849099148748,0,0,0,0,0,0,0.0282420572184769,0,0,0,0,0,0.157951697035784,0.212442375715763,-0.107962473620859,0,0,0,0,0,0,0.412023422771533,0,0.14001808049007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0.188827851327351,0.0713081513215844,0.0223870425610853,-1.73472347597681e-18,0.0364946472675009,0,0,0,0.0636264821259891,0,0.0591269298648637,0,0,0.179384549686233,0,0.0186373505732556,0,0,0,0,0.0830795533854726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780279412374849,0,0.00708762727256746,0,0.14637974792862,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097595844720739,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,6.93889390390723e-18,0.0241216039788493,0,0.28665309048883,0,0.0883511575163984,0,0,0,0.0533148805406955,0,0,0.331542238147964,0.0330925937082744,0,3.46944695195361e-18
X2882.TT.EQUITY,0,0,0,0,0,0,0,-0.252360444204273,0.228657020219612,0,0,0,0.136199154617649,0.0339258745886636,0,0,0.267627409685972,-0.183808745853688,0,0,0,0,-0.030867871515234,0,0.0243991201718032,0,0,0,0,0,0,0,0,0,0.346116766477155,0,0.125536134023538,0,0.200263546902008,0,0,0,-3.46944695195361e-18,0,0,-0.08414304570062,0,0.225747351868356
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.242011009775062,0,0,0,0,0,0.0348679135598062,0,0,0,0,0.391181713388119,0,0.0511274161269771,0,0,0,0.344364203238686,0.0141304968523301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.0707385527335092,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0336851700987323,0,0,0,0,0,0,0,0,0.155040253859624,0,0,0,0.097344199145566,0,0,0,0.0776792839525453,0,0,0,0,0,0.216733992096415,0,0,0,0,0,0,0,0.353649235261019,0,0.000328026130685183,0,0
X000166.CH.EQUITY,0,0,0,0,0.0157223931564744,0,0,0,0,0,-0.0281057068385502,0,0.0300618583249899,0.0162255471969243,0,-0.0128455055811622,0,0,0,0,0,0,0,0.289629878002784,3.46944695195361e-18,0,0.243362823397916,0,0,0,0,0,0,0,0,0,0.343678396624081,0.029152371283774,0,0,0,0.0790261687326633,0,-0.0189605966669822,0.0935031976715013,0,-0.118225885989042,0
X2881.TT.EQUITY,0,0,0,0,0,0,-0.0711267508058362,0,0,0,0,0,0,0.0277761443647137,0,0,-0.173864467862379,0.0768367431471632,0,0,0,0,0,0,0.118800425641075,0,0,0,0,0,0.554827042700784,0,0,0,0,0,0,0.0709137556741211,0.0623454860579229,0,0,0,0,-0.02993686655596,0,0,0.258916181854486,0.0218363726446344
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010297555766489,0,0,0,0,0.408948483651368,0,0,0.316208088340289,-0.0514253520635807,0,0,0,0,0.0380340213693638,0,0,0,0.0599854283759488,-0.00841916026821517,0,0.142458263334819,0,0,0,0,0,0,0,0.077582414451308,0,-0.0576190634656281,-2.16840434497101e-19
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.121736800222851,0,0,0,0,0,0.0529366162442406,0,0,0.524951268768625,0,0,0,0,0,0,0,0,0,0,0,0.0366426087718726,0,0,0,0,0,-0.0515329649735032,0,0,0.134510356972802,0,0,0.152678914683016,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,-0.0702401273860445,0,0,0,0,0,0,0,0.137358996726204,0,0,0.027287750717127,0,0,6.93889390390723e-18,0,0,0.302141073358652,0,0,0,0,0,0.318672299430679,0,0,0,0,-0.0959466466700083,0,0,0,0.0711531349161647,0,3.46944695195361e-18,0,0.0622563040452891,0.0108094761542635,0.251690537095874,0,-0.0180615314175854,0
X2891.TT.EQUITY,0,-0.0533759932871158,0,0,0,0,0,0.0140711779517088,0,-0.0285816566826151,0,0,0,0,0,0,-0.0157727900827987,0.194650584693877,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.363502671875216,-0.120947951615959,0.228521312464173,0,0,0,0.0450973306562564,-0.456030143911104,0,0,0,0.141384938414364,0,0,0,0,0.308964643778015,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,-0.115979954060246,0,0,0,0,0,0.0542103059434171,0,-0.0558199439949748,0,0,0,-0.033902592681368,0,0,0,0,0.115405968841951,-0.193317781325134,0,0,0,0,0,0.142125319035124,0,0,0,0.192646081198568,0,0,0.156363761805071,0,0,0,0,0,0,0,0.049288350596776,0,0.00712486455893357
X600919.CH.EQUITY,0,0,0,0,0,0.334356059946738,0,0,0,0,0,0,0,0,0.0273593350018369,0,0,0,0,0,0,0,0,0.333838765176699,0,0,0,0,0,0,0,0.178022403770026,0,0,0,0.0799386370374183,0,0,0,0,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0.00872132950597269,0,0,0,0,0,0,0,0,0.0378699827810951,0.0201029213801787,0,0,0,0,0,0,0,0,0,0.0577635773905195,0,0,0,0,0.1760994349435,0,0,0,0.202662816588143,0,0,0.0661905278091179,0.0803327918044927,-0.0052552055802962,0,0,0,0.202771541886933,0,0,0.0742713137907766,0,-3.46944695195361e-18
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.166203773929099,0.0224140087841003,0,0.162002409535087,0,0,0,0,0.498121698653714,0,0,0,0,0.00972080476688736,0,0,0,-0.0318460539609409,0,0,0,0,0,0,0,0,-0.137313811083909,0,0,0.208836718125594,0,-0.0212738277349273,0,0,-0.0976350158446429,-0.0729261388322358
X601009.CH.EQUITY,0,0,0,0,0,0,0,0.104130453608083,0,0,0.463395798427679,0,0,0,0,0,0,0.176738686468184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109950371236847,0,0,0,0,0,0,0,0,0.0741369383194635,0,0,0,0,0,-0.00750185690747088,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0.316484678437043,0,0,0,0,0,0.0920926952868358,0,0,0,0,0,0.207243745775374,0.111621930082464,0,0,-0.0661854493393874,0,0.209457738771174,0.0468453810316705,0.0640293909219614,0,0,0,0
X000069.CH.EQUITY,0,0,0,0,0,0,0,0.145405377888089,0,0,0,0,-0.0441687773997322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641569660953446,0,0,0,0,0,0,0.336098716127457,0,0.219937355433804,0,0,0,0,-0.0468174100104971,0
X2884.TT.EQUITY,0,0,1.73472347597681e-18,0,0.0369034630495879,0,0,0,-1.0842021724855e-19,0,0,0,0,0.15529196868359,0,0.129882728069676,0.0200120650306581,-0.00178432754942998,0,0,0,0,0,0,0.0968012160630045,0,0,0,0,0,0,0,0,0,0.206556646808514,0,0,0,0,0,0,-0.0402124874826918,0,0,0,0,0,0.470012521203966
X2892.TT.EQUITY,0,0,0,0,0,0,0.170656409154281,0,0,0,0,0,0.12265144774594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192970111687419,0,0.170991055462301,0.251497862001359,0
