,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X000001.CH.EQUITY,0,0.265343689863509,0,0,0,0.0888853224674658,0.0477446218092451,0.00979086631986274,0,0,0.00291880784144381,0,0,0,0.0425092250728127,0,0,0,0,0.0854138026648091,0,0,0,0,0,0,0,0,0,0.111809532902522,0,0,0.132835640571437,0,0.115838888491666,0,0,0,0,0,0,0,0,0.0309068922130048,0,0,0.0351437070320151,0
X601818.CH.EQUITY,0,0,0,0.223034508576985,0,0,0,0.477385050247359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400775454166092,0,0,0,0,0,-0.0316334913007284,0,-0.363113264825862,0,-0.30393179197925,0,0,0.361433979389437,0.00106319127687908,0,0,0,0,0,0.0378226091122608
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0278001764999625,0,0,0,0,0,0,0,0.383704386674588,0,0,0,0,0,0,0,0,0.0241742688879361,0,0,0.0666232306928298,0,0,0,0,0.116641482173006,-0.0196334685814668,0,0,0.349929062991677,0,0,0.0311498613958602,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0.0309612161391939,9.69243237403061e-05,0,0,0,0,0,0,0,0,0,0,0.251650025080139,0.0297507000922592,0,0,0,0,0,0.0329913193785371,0.0322277963539912,0,0,0,0,0.0399337019025277,0.0113581838313058,0,0.171174816516523,0.0528852462091107,0,0.296635862508239,0,0.0949148845656613,0,0,0,-1.73472347597681e-18,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.20550605936348,0,0,0.0911441940971636,0.0731875670276936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502923414385397,0,0,0,0,0,0,0,0,0.357744815580852,0,0,0,0,0,0,-0.0832187899703728,0,0.00082434536465362
X600837.CH.EQUITY,0,0,0,0,0,0.0155474343995566,0,0,0.0195505173505016,0,0.128983315950647,0,0,0,0,0,0,0,0,0.0783760719383871,0,0,0,0.280593791864331,0,0,0,0.0279566331008553,0,0,0,0,0,0,0,0,0,0,0.328922701283372,0,0,0,0,0,0.085298185383214,0,0.0164413850181028,0.00564208139504785
X601066.CH.EQUITY,-0.0576640049715051,0,0,0,0,0,0,0,0,0,0,0,0,-0.225454659933402,0,0,0,0,0,0,0,0,0.171824896737171,0,0,0,0,0,0,-0.173157175496141,0,0,0,0,0,0,0.425619859600096,-0.181119183050181,0,0,0,0,-0.035856912619997,0,0,0,0,0
X601229.CH.EQUITY,0.407074248063869,0,0,0,-0.0120623228112301,0,0,0,0,0,0,0,0.207253170071004,0,0.125601402978897,0,0,0,0,0,0,-4.33680868994202e-19,0.0765183111800443,0,0,0,0,0.000163794895035202,0,0.204229889392251,0,0,0.0295559451469434,0,0,0,0,0.122941627979195,0,-0.153513347563561,0.0600741617602221,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.283399810257464,0.258627179822083,0,0,0.0419424129948355,0.136202353356814,0.108329589585269,0,-0.161653218738557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149470516930054,0,0,0.0255595583084147,0,0,0.0907722881840473,0,-0.136726098928643,0,0,0,0.0136564527387116,0,0.127044569591546,0,0,0,0,0.129248425560772,-0.0188555975100151,0,0
X000166.CH.EQUITY,0,-0.0272231643191572,0,0.0507256586486261,0,0,-0.0385805702970576,0,0,0,0,0.0885097027420467,0,0.140497056203927,0,0,0,0,0,0,0,0,0,0,0.0122771767968234,0,0,0.0218201968581762,0,0,0,0,0,-0.0140541433563412,0.0920268003908722,0,0.460158318897358,0,0.322129225455378,0,0.0321502990370309,-0.0143814370089067,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.0633284365693148,0,0,0,0,0,0,0,-0.125834935298228,0,0.0195848342810703,0,0.202295630080675,0,0,0,0.0989787407131946,0,0,0,0,0.22370676039595,0,0,0,0,0.646000263554413,0.0255604925757703,0,0,0,0,0,0.0356051498994501,0,0.222478201568789,0,0,0,-0.266216544000235,0.124078391101683,0
X600015.CH.EQUITY,0,0,0.0672246034958493,0,-0.286686129177917,0,0,0.416352089645053,-0.163144978716554,0,0,0,-0.342219989974718,0,0,0,0,0,0.548534738459019,0,0,0.18600704963751,0,0,0,0,0,0,0.121107020521144,0,0,0.255165042651529,0,0,0,0,0,0,0,0,0,-0.158882775206192,0,0,0,0,-0.0134885978651463,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,-0.0642037566058255,0,0,0,0,0,0,0,-0.0237854261050686,0,0,0,0,-0.267394846025644,0,0,0,0,0,0,-0.0163494543400486,0,0,0.244376227440187,0,0,0.194378249271207,0,0,1.17314560542614,0,0,0,0,-0.22582044247914,0,0,0,0,0
X002736.CH.EQUITY,0,0,0.00289383845040334,0,0,0,0.0778556334628143,0,0,0,0,0.0391719084279352,0.0119164959201417,0,0,0,0,0,0,0.265968507348214,0,0,0.0137013241509098,0,0,0,0,0,0,0.0638709101759537,0.0657321468573513,0,0,0.0818368364881244,0,0,0.257435828092497,0,0,0,0,0,0,0.0282293330222078,0.180004907653361,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181781391770082,-8.67361737988404e-19,0,0,0.00287191011801252,0,0,0,0,0.445230729137013,0,0.129943006801439,0.0145207903491925,0,0,0,0,0,0,0.203323183110483,0,0,0,0.138055835722378,0,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.128232112619724,-0.0451157005243148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737768459573309,0,0,0.459028101881176,0,0.0166687084485336,0,0.0460764371601688,0,0,0.0607730518502417,0,0,0.306200750086051,-0.0389702077563502,0,0,8.67361737988404e-19,0,-0.0436628562323574,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.120328847686134,-0.0522208820747174,-0.175837115999568,0.0752545106855375,0,-0.168106310039029,-0.0520111818504099,0,0,0,0,0,0,0,0.0382360251406383,0,0,0.520033335959196,0.398807001449032,0,0,0,0.656539263924738,0,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.00887763744203357,0,0,0,-0.580392889774593
X000776.CH.EQUITY,0,0,0,0,-0.118936910744519,0,0,0,0,0,0,0,0,-0.0380415487117563,0,0,0,0,0,0,0,0,0,0,0.349743500654302,0.00895523834191883,0.155115285244296,0,0,0,0.3110579340661,0,0,0,0,0,0,0,0,-0.0304205951689973,0,0,0,0.228531744859681,0.0371171591696067,0,0,0
X2886.TT.EQUITY,-0.0502948751352398,0,0,-0.101446751877376,0,0,0,-0.0350548914195479,0,-0.218315609519466,0,0,0.0734049054768802,0.375107132807332,0.239615678604177,0,0,-0.198650309338255,0,0,0,0,0,0,0,0,0,0.0215594145525119,0,0,0,0,-0.153095161464578,0,0,-0.0208670727415332,-0.225422206461173,0,0,0,0,0,0,0.0494020071999396,0,0,0.384517914161869,0
X601881.CH.EQUITY,0,0,0,0,0,0,-0.15811691351883,0,0,0,0,0,0,0.103684121942861,0,0,0,0,-0.113510916256526,0,0.0931429497351201,0,0.08458637570858,0,0,0,0.53318714272439,0,0,0,0.289733079390704,-0.0569499654464799,0,0,-0.0361780926365699,0,0,-0.0720348423463949,0,0,0,0,-0.0517969339579671,0,0.278137857177653,-0.0157982792799738,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291775132778134,0.236378071249121,0,0.144163698516912,0,0,0,0,0,0,0,0,0,0,0.0807547774330836,0,0,0.266887968474425,0,0.0680949527862511,0,0,-0.823487444047053,0.084182323523465,0,0,-0.10940604564654,0,0,0,0,-0.0602302315404816,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,-0.0789022914943901,0.788400173900165,-0.0490920911563424,0,0,-0.140013505332778,3.46944695195361e-18,0,-8.67361737988404e-19,0,0.186294259068287,0.0920387953199179,0,0,0.00573766782754531,-0.127617786328655,0,0,0,0,0,0.130535954598195,0,-0.223393289561314,0,0,0,0,0,0.189354874917615,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.00850171212561491,0,0,0,0,0,-0.103196601630162,0,0,0,0.259013593794107,0,0,0,0,0,0.151629966839913,0.16866110105937,0,0,0,0.378077161357098,0.018420351542135,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0561462954547299,0,0,0,0,0,-0.0539806674639772,0,0,-0.0904491784114217,-0.193343610689175,0.329673932482116,0,0,-0.239835337632935,0,0.0319661510783312
X600958.CH.EQUITY,0,0,0.104588396082441,0,0,0,0,0,0.0684852198899932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337797847407155,0,0,0,0.209773479412928,0,0,0.0230079509137293,0,0,0,0.0585789903171802,0.148326248311694,0,0.371179733577597,0,0,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0.076855837020952,0.0488236336178602,0,0.0219635119038737,0,0.0725733299569607,0,0,0,0,0.0982365320900862,0,0,-0.159317972887803,0,0,0,0,0,0,0,0,0,0,0.229765419014997,0,0,0,-0.0302224822355343,0,0,0.21416228206475,0,-0.0870706966625001,0,0,0.310753431113527,-0.225448686930167,0,0,0,0,0,0.364528830049235,0
X2892.TT.EQUITY,-3.46944695195361e-18,0,0,0,0,0.207342183652935,0,0,0,6.93889390390723e-18,0,0,0.072778179126649,-0.183430366228189,0,-0.0973484617986596,0,0,0,0,0,0.0429354178619053,0,0,0.017358102206341,0,0,0,0.0467163849772911,0,0,0.0905705113312779,0,0,0,0,0,0,0,0.329526570525514,0,0,0,-0.0841982199001882,0,0.46904626764095,0,0
X000069.CH.EQUITY,0,0,0,0,0,0.471433013806714,0,0,0,0,0.284290044090023,0,0,0,0,0,-0.0313689454741083,0,0,0,0,0,0,0,0,0.164365414944672,0,0,-0.0668931922360419,0,0,0,0,0,0,0.0885802238971381,0,0,0,-0.0470912141614939,0,0,0,0.10347007819204,0,-0.203413511850834,0,0
