,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.064795666282273,-0.0710975785631175,0,0,0.650729257125476,0,0,0,0,0,-0.0749003488839162,0.808371924670647,0,0,-0.246692113232301,0,0,0,0,0,0,0,-0.0238177105028933,0,0,0,0,0,0,0.309893950151015,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.106589680498529,0,0.256510384361891,0.0196886007132096,0,0,0,0,0.0828064171527,0,0.0711921671008824,0.0194205259395137,0,0,0,0,0,0,0,0.155997934441534,0,0,0.0990541281772961,0.0969652975643781,0,0.03635963360433,0,0.0343979066807352,0,0,0,0,0,0,0,0,0.0974890815370762,0,0,0,0,0
X601939.CH.EQUITY,0.510244178253939,-0.121901800463233,0,0,-0.138588667820726,0,0,0,0,0,0,0,0,-0.00480803908476479,-0.0938814337490366,0,-0.0985679371337981,0,0.18327051173339,0,0,0,0,0,-0.372747249676102,-0.110175908744169,0,0,0.185660781502199,0.857263852087705,0,0,0,0,0.0910762552715747,0,0,0,0,0,0,0,-0.0548789766057888,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.219072089687149,0,-0.137974048761607,0,0,0,0.912340941629939,0,0,-0.0672163413980838,0,0,0,-0.237953937118202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.248074962147367,-0.038737287416953,0,0.0756682661856846,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0748236586008485,0.504748441230469,0,0,0,0,0,0,0,0,0,0.032766861062641,-0.0946743604887961,0.141048504184826,0,0,0,0,0,0,0,0,0,0.124298022086868,0,0,0,0,0,-0.0741374933805469,0,0,0,0,0,0,0.325755336398941,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.380998035938284,0,0.0132823542031194,0,0.186177354316339,0,0,0,0,0,0,0,0,-0.226565006708077,0,0,0,0.201596277182537,0,0,0.0765639387471743,0,0,0,0,0.00257146116473351,0,0,0,0,0,0,0,-0.206210574949277,0,0,0,0,0,0,0,0,0.422173816889601,0
X1299.HK.EQUITY,0,0.0186337586470725,0,0,0.395402697146856,0,0,0,0.109798168877242,0,0,0,0,0.159463001755923,0,0.247036752795281,0.187346610827095,0,0,0,0,0,0,0,0,0,0,-0.143869456245421,0,0,0,0,-0.0805414832470141,-0.128399973230941,0.137737113242598,0,0,-0.0575531038036149,0,0,0,0,-0.150886706700618,0,0,-0.0828120876619679,0,0
X600036.CH.EQUITY,0,0.122604638642477,0,0,0,0,0,0,0,0.395017913473345,0,0,0,0.133516466079821,0.19625605937057,0,0,0.146223374416475,0,0,0,0,0.115025470777345,0,0,0,0,0,0,0,0,-0.252822141545091,0.365233793362147,0,0,0,0,0,0,0,0,0,0.210032892974646,0,0,0,0,0
X601628.CH.EQUITY,0,0.199183317982558,0.0308786817680275,0.0886260994560139,0,0,0,0,0,0,0,0,0,0,0.227934723902017,0,0,0,0,0,0,0.0175175145924156,0,0,0.212879226688472,0.0218756936055614,0,0,0,0,0,0.0146846441728075,0.089372403547524,0.0755657908553068,0,0,0,0,0.0422292947532308,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.00544604643593449,0,0,0,0,0.756357055239274,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0887824711234393,0,0,0,0,0,0,0,0,0,-0.00248417210380238,0,0,0,0.0164223649713819,0,0,-0.196353489592476,0,0,0,0,-0.0649632636074551,0,0,0,0,-0.0515500318509739,0,0,0.12191011676809
X601166.CH.EQUITY,0.231121376881187,0,0.0700236441085264,0.215608937175287,0,0.0232167233600425,0,0,0.00875074305664758,0.0499744526455005,0,0,0.325175228783075,0,0,0,0,-0.122481842509298,0.0504252297452369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162835445225461,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0343192806855476,0,0,0,0,0.0858238413744524,0,0,0,0,0,0,0,0,0,0,0.287990136610653,0,0,0,0,0.488797483722854,0,0,-0.0299323968193295,0,0,0,0,0,0.0832471199324624,0,0.0016012826218619,0,0,0,-0.169866326597386,0,0
X600000.CH.EQUITY,0,0,0,0,0.0232817134213456,0,0.062569591327115,0.0338919788843763,0,0.326254848753125,0.418798579506155,0,0,0,0.0150259928712221,0.0454730562690404,0,0,0,0,0,0,0,0,0,0,-0.128737982255725,0,0,0,0,0,0,-0.0616175110810907,0,0,0,0,0,0.154183945469713,0,0,0,0,0,0,0.189391125200113,0
X11.HK.EQUITY,0,0,0,0,0.42410033815094,0,0,0.0741355788462014,0,0,0,0,0,0,0.227516072635885,0,0,0,0,0,0,0,0,-0.501415981365713,0,0.196071018539839,0,0,0,0,0.515691870676933,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.107377788118889,0,0.0131632432211089,0.160165477708625,0
X601601.CH.EQUITY,0,0.0818763222917726,0,0,0,0,0,0.0265984681860219,0.193368002729986,0,0,0.0335867190759841,0.011506597274719,0,0,0,0.0225245541438207,0,0.0461730215528244,0,0,0,0,0,0,0.286117268674751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792846544711061,0,0,0.0680467383923527,0
X388.HK.EQUITY,0,0,0,0,0.0579272619888596,0.0274999289868318,0,0,1.38777878078145e-17,0,0,0,0,0.0821357301611521,0.115960703626976,0,0.599905850231559,0.0374324363185688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261997478122129,0,0,0,0,0,0
X2388.HK.EQUITY,-0.0347177824803984,0.461810532397767,0,-0.274318087411613,0.198233032251128,-0.502404674462593,0,0,0,0,0.041540608757345,0,0,0,0,0.527449102191795,0,-0.113174344205414,-0.216965705438249,0,0,0,-0.0296473144289966,-0.103318639174738,0,0,0,0,0,0.124006930423138,0,0,0,0,-0.0281973191136248,0,0,0,0,0,0,0,0,0.404410254120024,0,0,0,0
X267.HK.EQUITY,0,0,-0.0707397603025958,-0.00181142042297726,0,0,0,0,0,0.0785374511861303,-0.073499061906381,0,0,0,0,0.217210079366762,0,0,0,0,0,0,0,0.00241503821552007,0,0,0,0.0744912454198732,0.184663455637564,-0.298839606062728,0,0,0,-0.176954407903134,-0.376537990114834,0,0,0,0.298620089606764,0,0,0,0.102469043730062,0,0,0,0.226276492444219,0
X601998.CH.EQUITY,0.276948497062811,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.157071342522853,0,0,0,0,0,0,0.0870316916877631,0,0,0,0.239784256784207,0,0,0.0909649639088972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862738358367967,0,0.0661922162102856,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746838094429543,0,0.268265840537485,0.204898038840533,0,0.363831573106223,0,0,0,0,0,0,0,0,0.00613860651264397,0,0,0.0882864343581483,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.0626337304331631,0,0,0,0,0,0,0.178111978429948,0,0,0,0,0,0.0164094073553087,0,0,0,0.133133265454717,0,0,0,0,0,0,0,0,0,0.351023620269465,0,0,0,0,0,0,-0.00744723170441932,0,0,0,0,0,0,0,0
