,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X601236.CH.EQUITY,X601881.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601696.CH.Equity
X2882.TT.EQUITY,0,0,0,0,-0.00591492929633104,0,0,0,0,0,0,0,0,0,0,-0.0338294157363076,0,0,0,0,0,0,0,-0.075931756128368,0,0,0,0,0,0,0,0,0,0.605006735272879,0,0,0,0,0,0,0,0,0,0,0,0.00864050257532509,0,0,0.225442039804601,0
X300059.CH.EQUITY,0,0.00484404585358941,0,0,0,0,0,0,0,0,0,0,0,0,0.442739075175089,0,0,0,0,0,0,0,0,0,0,0,0.251201555151348,-0.210530446289399,0,0,0,0,0,0,0,0,0,0,0,0,0.176009284183023,0,0,0,0.0760759294907747,0,-0.0283807971629689,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.348982150198275,0,0,0,0,0,0,0,0,0,0.18484920339498,0,0,0,0,0.0579535076325208,0,0,0,0,0,0,0,0.0180166274271152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553856159473391,0,0.213899326763885,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,-0.0208041126669928,0,0,0,0,0,0,-0.0674515720655068,0,0,0,0,0,0,0,0,0,0.106805282142166,0,0,-0.0144199469016662,0,0.0497818371845979,0,0,0,0.2083039061843,0,-0.0644193568972756,0,0.04454494407839,0,0,0,0,0,0.449831850356203,0.0646412491439506,0,0,0.0771623850356441,0.0210088408491402,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0.00902782428697661,0,0,0,0,0,0,0,0,0.163517330169743,0,0,0,0,0,0.139805752671898,0,0.182468441490791,0.1878752496983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929577262834833,0.144447222957639,0,0,0,0,0,0
X2881.TT.EQUITY,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.000280183549413476,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0720578966112431,0,0,0,0,0.477830412642082,0,0,0,0,0,0,0,0,0.325427887420722,0,0,0,0,0,0.0980608085477692,-0.119271014714517,0,0,0,0.0176169691851074,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.144464603695318,0,0,0,0,0,0,0,0.0731212105994947,0,0,0,0,-0.0967476386642515,0,0,0,0,0,0,0.495349817291,0,0,0,0.128964143004574,0,0,0,0,0,0.173435305639171,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.086812868684401,0,0.116677076319683,0,0.0984747191019083,0,0,0,0,0,0,0,0.117692497918951,0,0,0,0,0,0,0,-0.106971372405321,0,0.475568107470682,0.152229567777015,0,0,0,0,0,0,0.129253105246708,0,0,0,0,0,0,-6.93889390390723e-18,-0.0108300165648532,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.144922255984676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198783407664855,0,0.0492442481324706,0,0,0,0,0,0,0,0,0,0,0.309672996695361,0,0,0,0.156069080018703,0.0361891201652838,0.105931684959769,0,0,0.208040887149299,0,0
X2886.TT.EQUITY,0,0,0,-0.0541232542738867,0,0,0,0.0525559233546569,0,0,0,0,0,0,0,0,0,0,0,0.0774001793596875,0,0,0,0,0,0,0,0,0,-0.0233514645614092,0,0,2.16840434497101e-19,0.217920115537542,0,0,0.0389304230723271,0,0,0,0,0,0,0,0,0,0.4127376519907,0,0.191065140761134,-0.0274257517793171
X600015.CH.EQUITY,0,0.321865297241721,0,0,0,0,0,-0.176886474592847,0,0.018519166912781,0,0,0.0749609119085925,0,0,0,0,0,0,0,0,0,0,0,0.371781431387303,0.192048500291529,0,0,0,0,0,0,0,0,-0.0882094500297735,0,0.206601709381163,0,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0.137028634425002,0,0,0,0,-0.026887111208893,-0.0424230807236891,0,-0.100133327823589,0,0.0206122962265994,0.0879059155369276,0,0,0,0,0,0,0,0,0.00414558131683213,0,0,0,0,0.114409592157659,0,0,0.0560023778826256,0.065890891164635,0.114617437066018,0,0,0,0,0,0,0,0,0,0.519110908051441,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0114429312278961,0,0,0.239384677236055,0,0,0.209285094073912,0,0.058006307165385,0,0,0,1.73472347597681e-18,0,0,0.256754795724255,1.38777878078145e-17,0.00532608586850048,0.0196776986171265,0,0.107779781768536,0,0,0.00780664171974725,0,0,0,0,0,0,0,0,0,0.114243571042172,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.0593109456652369,0,-0.0729429110320069,0,0,0,0,0,0,0,0,0,0,0,0.228232043043124,0,0,0,0,0.203267517985707,0,0,0,0,0,0,0,0,0.21869550712175,0,0,0,0,0,0,0,0,0.28798163114852,0,0,0,0,0
X601916.CH.Equity,0,0,0,0.232847681662275,0,0,0,-0.19960655366528,0,0.122875804350296,0,0.158530534955965,0,0.227355768830371,0,0.0399262912868192,0,0,0,0,0,0,0,-0.118618780659463,0,0,0,0,-0.0150527528175346,0,0,0,0,0,0.34731898030006,0,0.00105269405628634,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0548665227046446,0,0.193048692600513,0,0.290734803934197,0,0,0,0,0,0,0,0,0.0647318551155645,0.0764623684397597,0,0,0,0,0,0,0.113311979964636,0,0,0,0.19018479898831,0,0,0,0,0,0.0181687775787142,0,-0.0297286807624414,0,0,0,0,-0.0422459767012778
X601236.CH.EQUITY,0,0,0,0,0.0484025112774372,0,-0.0706523782299865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171616524522692,-0.0464765029333078,0,-0.011041523163864,0,6.93889390390723e-18,0,0.0586173467291353,0,0,0,0,0.0973889382294892,0,0,0,0,0,0.375740250255092,0.456591167076968,0,0,0,0,0,0,0,0.165122277806524
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346071424799238,0,0,0,0,0,0,0,0,0,0,0,0.176356247163267,0,0,0,0,0.175036715817702,0,0,0,0,0.0818619237820239,0,0,0,0,0.210348955806436,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,-0.04442838596421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387550254296625,0,0,0,0,0,0.00775288737943772,0,0,-0.00967339525664918,0.078294706896049,0,0,0,0,0,-0.144967181004276,0,0,0,0,0,0.198212944517202,0,0.0254128879463123,0,0,0,0,0.199412943545388,0,0,-0.0571615114721843,0.520071664347702,0
X600919.CH.EQUITY,0,0.133469992820828,0,0,0,0,0.0465134167374808,0,0,0.0686331525385411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634263911206408,0.0350379039536517,0,0,0,0,0,0,0.130314855728712,0,0,0,0,-0.0276806413560534,0,0.00670501578328456,0.0981624256548068,0.225115700457066,0.0577400410743945,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,-0.0671837310894686,0,0,0,-0.155219151395792,0,0,0,0,0,0,0,0.122630320772037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907074998380873,0,0.0750435186803849,0,0,0.0771289589529917,0,0.435556021547907,0,0,-0.130057225031352,0,0,0.000636799442360975,0.555480471371714,0,0,-0.0125630056006218
X601696.CH.Equity,-0.0513614869022983,0,0,0,0,0,0,0,0,0.0541277734650983,0,0,0,0,0,0,0,0,0,0,0,-0.0509380701180519,0,0,0,0,0,0,0,0.0741076347495904,0.196987315247026,0.0887995644439204,-0.147621271884302,0,0,0.13913355838356,0,0,0,-0.0299475328823385,0,0,0,-0.0258818081636941,0.0300607378560916,0.366964010070975,0,0,-0.349658866959354,0
