,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X601236.CH.EQUITY,X601881.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0.452323557543816,0.17032061238008,0,0,0.0243772099920658,0,0,0,-0.0623704375322088,0.140252706589202,0,0,-0.0706448425601032,0,0,0,0,0.0615591525215506,0,0,0,0.0380271841311295,0,0,0,0,0,0,0,-0.0476300288857209,0,0,0,0,0,0,0,0.0579023222357598,0.0668882890659989,0,0,0,0,0,0,0,0,0,-0.0228581945281766
X601939.CH.EQUITY,0.0927643517468006,0,0,0.144798813017564,0,0,0,0,0,0,0.214950828198256,0,0,0.276184985949477,0,0,0,0,-0.0930810034278228,0,0,0,0.164396376320085,0,0,0,0,-0.160625079531637,0,0,0,0,0,0,0,0,0,0,0.131471077800852,-0.0377673417553154,0,0,0,0,0,0,0,0.0964288916789606,0,0
X601318.CH.EQUITY,3.46944695195361e-18,0,0,0,0.199192439715411,0.211687230043919,0,0,0,0,0,0,0,0,0,0,0,0,0.128326319562047,1.73472347597681e-18,0,0,0,0.136929585462618,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.104510142901485,0,0,0,0
X601288.CH.EQUITY,0.203941326221623,0.220074071833795,0,0,0.156099651127807,0,0,0,0,0,0,0,0,0.0526110167366861,0,0,0.0889466246864052,0,0,0,0,0,0,0,0,0,0,0.125680054832671,0,0,0,0,0.0592586954467868,0,0,0,0,0,0,0,0,0,0,0.0417036641317236,0,0.0266192513839224,0,0.0386332887411205,0,0
X601988.CH.EQUITY,0,0.0918001400027991,0,0.538382854137578,0,0,0,0,0,0.374961712151659,0,0,0,0,0.112326867461541,0,0,0,0,0,0,0.0455786779952261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.380902699585391,0,0,0,0,0,0,0,0,0,0,0.232515554416488,0,0.111755751453273
X600036.CH.EQUITY,0,0.0717185759399983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717564072063779,0.0316849674217348,0,0.286479381609398,0,0.046515170738895,0,0,0,0,0.256417275294971,0,0,0,0,0.0781534696184701,0,0,0,0,0,0,0.0248552956051347,0,0,0,0,0,0,0,0.0505082383900955,0,0,0.145058252125175,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.207781025779357,0,0,0.258911262170079,0,0,0.159794895541391,0,0,0,0,0,0.343188286805624,0,0,0,0.0134341127101779,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106206403892288,0,0,0,-0.392167090814162,0.760507554402312,0,0.0890050028705946,0.624358172486016,0,0,0,0,0.139760778371813,0,0,0,0,0,-8.67361737988404e-19,-0.113163446156216,0,0,0,0,0,0.0434078893467784,-0.149681515689433,0,0,0,0,0,0,-0.111921814632976
X601628.CH.EQUITY,0,0,0,0,0,0.181153768761384,0,0,0,0,0,-0.173799835067118,0,0,0,0,0,0,0.171987980603428,0,0,0,0,0,0,0,0,0.0421662067133749,0,0,0.300898987944185,0,0,0,0,0,0,0.140575771920005,0,0,0,0,0,0,0,0,0.0934832101652232,0,0,0
X601658.CH.Equity,0,0.0553578820293457,0,0,0.188262119462945,0,0,0,0,0,0,0,0,0,0,0,0,0.290937602524646,0,0,0,0,0,0,0,0,0,0,0.181690484347265,0,0,0,0,0,0,0,0.0809457859408336,0.0104762292599255,0,0,0,0,0.342366300030174,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0790162837098682,0,0,0.552380055081642,0,0,0,0,0,0,0,0.0612874374911152,0,0,0,0,0,0,0,0,0,0,0,0,0.177188836136036,0,0,0.0229095428586947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665726765840107,0,0,0
X388.HK.EQUITY,0,0,0.227031457219245,0,0,0,0.216490033639486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950220511971292,0,0,0,0,0,0,0,0,-0.0596966522192864,0,0.089936662616239,0,0,-0.00561733341523681
X601166.CH.EQUITY,0,0,0,0,0,0.381400129981131,0,0,0,0.00236127536827447,0.0721329611642021,0,0,-3.46944695195361e-18,0,0.0598038922166772,0,0,0,0,0,0,0,0,0.235139402349464,0,0,0,0,0,0,0,0.0432963266316422,0.0326948275429308,0,0,0,0.0394885655599972,0.0919960033895718,0,0,0,0,0,0,0,0,0,0.0338000596749072,0
X600000.CH.EQUITY,0.137430830346607,0.0771872484304909,0,0.0964534442270252,0.0540426592193034,0,0,0,0.176975421744117,0,0,0,0,0,0,0.0165811831508162,0.0614866501163066,0.0786963364378864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087222560689243,0.0121988593310865,0,0,0,0,0,0,0,0,0,0.0952222837437658,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.06624736031937,0,0,0,0,0,0,0,0,0,0.248053182943623,0,0,0,0,0.221377334513866,0,0,0.0464966298224832,0.0358962192431323,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.127314345762919,0.110254650285638,0,0,0,0.0453084848624532,0,0,0,0
X000001.CH.EQUITY,0,0,0.29732912306619,0,0,0.0907966444441999,0,0,0,0,0.0286891646408675,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0359742829533465,0,0,0,0.0616223095176171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18148778813002,0,-6.93889390390723e-18,0.23535589033723,0,0,0
X600016.CH.EQUITY,0.184731398019581,0,0,0.313250558682971,0.0622409632985119,0.0495393619671709,0,0,0,0,0.128689032565064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972225311269944,0,0,0,0.104163248692141,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0
X601319.CH.EQUITY,0.0278306234724156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330401195525217,0,0,0,0,0.10545772980735,0,0,0.0970174292358477,0.194064942843414,0.131446145924313,0,0,0,0,0,0,0,0,0,0.0790496723041628,0,0.111643342418501,0,0.142649658503452,0,0,0,0,0,0,-0.0105018512762247
X601601.CH.EQUITY,0.177399652513148,0,0.302238123704439,0.0534582983700631,0,0,0,0,0,-0.0443668003427275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102144839795357,0,0,0.381310742946099,-0.110036689517731,0,0,0,0,0,0,0,0,0,0,0,0,-0.0597839136203799,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.308580246789423,0,0.103662995935388,0,-0.0272378392240045,0.168546231209361,0,0,0,0,-0.0666738691029162,0,0,0,0.431972620094959,0,0,-8.67361737988404e-19,-0.0324541052821118,0,0,0,0,0,0,0.117611793372649,0,0,0,0,0,0,0.0808791656538227,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,-0.0962441637125383,0,0,0.307562006020698,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.218943965748784,0.519932367368181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00891253409493697,0,0,0,0,0,0,0,0,-0.0800768882608531,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0788586599171427,0,0,0,0,0.473102477416151,0,0,0,-0.0622226111417526,0,0,0,0,0,0,-0.116538992960708,0.156722731667135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112891960989786,0,0,0.154187494908541,0,0.0864511824634342,0,0.0382910913777538,-0.0627368391181787
X601998.CH.EQUITY,0,0.141461218264282,0,0,0.0111128228674839,0,0,0,0,0,0.237802186861854,0,0.126995890308348,0.0609645682722489,0,0.0790433234431417,0,0,0,0,0,0,0,0,0.1289941603249,0.105471716369049,0,0,0,0,0,0,0,0,0,0,0.155673084184597,0.0453784479804892,0,0,0,0,0,0,0.0961978675312527,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,-1.73472347597681e-18,0.249147150835955,0,-0.281906964588759,0,0,0,0,0,0,0.337311777436033,0,0.0659583680562646,0,0.132677875893804,0,0,0,0,0,0,0.345330789096594,0,0,0,0,0.117201468487436,0,0.006145942656952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112260205607572
X601818.CH.EQUITY,0.119310311348088,0,0,0.273465157618513,0,0,0,0,0,0,0,0,0.32636469377542,0,0,0.0553480571365765,0,0,0,0,0,0,0.110465699511711,0,0,0.000754042389997363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480358980553241,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.144991228986351,0,0.0334491141058526,0.123654710136077,-0.016705252461136,0,0,0,0,0.293990683390614,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226940374633504,0,0.0403737697602302,0,0.401716393545483,0,0,0,0,0,0,0,0,0,0,-0.052571505462229,0.0262879923087586,0,0,0,0,8.67361737988404e-19
X601688.CH.EQUITY,0,0,0,0,0,0,0.044342318260093,0,0,0,0,0,0,0,0,-0.0025915957904595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547969896133291,0.185863592364827,0,0,0.0435956744756064,0,0,0,0,0.20279812185919,0.0243745211497399,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.291717168070477,0,0,0,0.0622069909248755,0,0,0.142698257247675,0,0,0,0.0646824264373269,0,0.072491622339917,0,0,0.321190219730348,0,0,0,0,0,0,0,0,0.0325292189863472,0,0,0,0,0.0421118677762978,0.0243056173750047,0,0,0,0,0,0,0,0
