,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X000069.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0,0.348944318344149,0.201720522542603,0.0551147631780711,0,0.0355493433065849,0,0,0,0,0,0.0182281068484238,0,0,0.0913777226152083,0.0675381523136375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144616297718798,0,0.10976980182905,0,0.00768561166217336,0.0174132627897776,0
X601318.CH.EQUITY,0,0,0.0258732986126938,0.0576944236785061,0,0,0.064847753362523,0,0,0.104913691404517,0,0,0,0,0,0.252915149697891,0,0,0,0,0,0,0.0981809614705423,0,0,0,0,0,0.261456501809139,0,0,0,0.0936697680792547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.488289556131703,0,0,0.189684862053005,0,0.0807739813836237,0,0,0,0.0202910293960265,0.0955346699271155,0,0,0,0,0,0,0,0,0,0,0,0.0376426804637862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0258701658559479
X601288.CH.EQUITY,0.188075146667317,0,0.288420365921211,0,0,0,0,0,0,0.253084692406349,0,0,0,0,0,0.0973538420672279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510375794320096,0,0,0,0,0.0710282964634992,0,0,0,0
X5.HK.EQUITY,0,0.0196377287656911,0,0,0,0.465746847147992,0,0.180569083686897,0,0,0,0,0,0,0.207971403616452,-0.252390557847061,-0.26258392142044,0,0,0,0,0,0,0.0704427474523137,0.281107551347503,-0.0438789370201832,0,0.108170985207811,0,0,0,0,0,0,0,0,0,0,0.0413752364701562,0,0,0,0,0.157518626656098,-0.764572015995779,0,0.266574832065804,0.0396986657530998
X601988.CH.EQUITY,0,0,0.291120164309194,0,0.0950285604830265,0,0,0,0.221204100480494,0,0,0,0,0,0,0.143375026152793,0,0,0,0.29709939234177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265604824558476,0.0262228978319713,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258148638654502,0.0735026203259634,0,0,0,0,0,0.711859337647813,0,0,0,0,0,0,0,0,0.0905969467090507,0,0,0,0,0,0,0,0,0.0329396312544954,0,0,0,0,0,0,-0.0137279384018101,0
X1299.HK.EQUITY,0,0,0,0,0.108408841908303,-0.0164758716067582,0.285850583231904,0,0,0,0,0,0.173381956261282,0,0,-0.0327158264757388,-0.132842827487096,0,0,0,0,0,0,0,-0.0532568338673968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353538302941625,-0.0279038016378777,0,-0.188021608026923,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0814956208671759,0,0.0437558840470602,0.0321856162533796,0,0,0,0,0,0.104309402123607,0,0,0,0,-8.67361737988404e-19,0,-0.0386773827861905,0,0,0,0.0425759419088211,0,0,0.242451591225507,0,0,0,0,0.129763405176925,0.216189084174526,0,0,0,0,0,0,0,0,0,0,0,0,0.00518727763144016,0,-2.16840434497101e-19,0,-0.0166564029033821
X601328.CH.EQUITY,0,0.21052997325242,0.0353160294685656,0.0923186137783911,0,0,0.016013879326775,0,0,0,0,0,0,0,0,0,0,0,0.149736121243333,0,0,0,0.0170766913255048,0,0,0,0,0,0.0684048655500917,0.310276809442609,0,0,0,0.0381044917657055,0,0,0,0,0,0.0544377292704584,0,0,0,0,0,0.016889689320196,0,0
