,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601696.CH.Equity,X601009.CH.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0.189170977578213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570602968756108,-0.274984067687776,0,0,0.0612246287219124,0.0155997416941372,0,-0.167643138536466,0,0,0,0,0,0,0,0,0.0188276220065775,0,0,0,0.156639210576436,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.178355399503355,0,0,0,-0.0277142959202328,0,0,0,0,0,0,0.0768455008531153,0,0,0,0,0,1.73472347597681e-18,0,0,0.0749651794958445,0.0390051430855575,0,0,0,0.281379126911208,0,0,0,0,0,0,0,0.327451367140278,0,0,0,0,0.0692895028139706,0,0.0752706830860186,-1.73472347597681e-18,0,0,0
X601939.CH.EQUITY,0,0.0614960186975137,0,0,0.746875966457758,0,0.00619166974492199,0,0,0.0258181628192847,0,0,0,0,0,0,0,0.011940242068369,0,0.00725796713691688,0,0,0.00418114077780112,0,0.0118809680055113,0,0,0,0,0,0,0,0,0,0,0.055337772085588,0,0,0,0,0,0,0,0.0441363431888642,0,0,0,0.101729299845747,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0798199297376601,0,0.30651964624774,0.0796505252068228,0,0,0,0,0,0,0.0124462926386672,0,0,0,0,0,0,0,-0.164521012330765,0,0.253530021602554,0.287022772375522,0,0,0,0,0,0.108631715011084,0,0,0,0,0,0,0,0,0.117563090988908,0,0,0,-0.0933722093091403
X601288.CH.EQUITY,0.0613041833355498,0,0.773208004812954,-0.0883838091380093,0,0,0.139833941356779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227211006395097,-1.73472347597681e-18,0,0,0,0.0166679754407057,0,0,0.0758585019702341,0,0,-0.0300282719222867,0,0,0,0.0129979237205715,0,0,0,0,0,-0.0151799907759817,0,0,-0.104202472670108,0,0.120619623576875,0,0
X600036.CH.EQUITY,0,0,0.404208505984753,0,0,0,0,0,0.018829155372837,0,0,0,0,0,0,0.104663463970067,0,0,0.00883237670657466,0,0,0,0.193299771417103,0,0.117399450585749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,-0.0411758173197362,0.0146748969292286,0,0,0,0,0,0,0,0,0.066845807394022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244267196138786,0,0,-0.0670351397437635,0.958164838110464,0.0423836311679918,0,0,0,0,0,-0.0526461656619435,0,0,0,0
X1299.HK.EQUITY,0,0.324660836165042,0,0,0,0.15997011868659,0,0,0,0,-0.106967709697874,0,0,0,0,0,0,0,0,0,-0.242807229751137,0,0.689233314835302,0,0,0.106519607173924,0,-0.0656739550061762,0,0,0,0,0,0,0,0,0,0,0,0,0.0777948096998557,0,0,0,-0.140453471010929,0.0770564084340408,0,0,0,0.191336082969022
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807054579346412,0.60194537404258,0,0.112043663496689,0,0,0,-0.0630907083265928,0,0,0,0,0,0.155903088904961,-0.192073767898256,0,0,0,0.080958893346028,0,0,0,0,0,-0.246303058228397,-0.022418967416434,0,0
X388.HK.EQUITY,0,0,0,0.415946361815261,0,0,0,0,0.332638755930601,0,0,0,0,0,0,-0.0069595736567743,0,0,0,0,0,0.101130012953775,0,0,0,0.31531739178413,-0.0421960376503904,0,0,0,0,0,0.241288496250013,0,0,0,0.116164043105026,-0.217100449225674,0,-0.250685770317902,-0.2799877869853,0,0,0.0671793032467141,0,0,-0.154684789800274,0.0824829802731585,0,0
