,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601696.CH.Equity,X601901.CH.EQUITY,X600919.CH.EQUITY
X601398.CH.EQUITY,0,0,0.106321514245204,0,0.546261477389144,0,0.033194833793816,0,0,0,0,0,0,0,0,0,0,0.099607563912243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11839699088618,0,0,0,0,0,0.0393199169870515,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0563564789528919,0,0,0,-0.0593348222921879,0,0,0,0.0976462945145481,0,0,0.00718216983132755,0,0.515949946213762,0.00326379239384958,0,0,0,0,0,0.115561884373494,0.0266187069828064,0,0,0.0186312672680539,0,0.107077245886238,0,0,0,0,0,0,0,0,0,0,0,0,0.0946912204189491,0.0280011628940613,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.37160757882125,0,0.0857616198771216,0,0,0,0.14632628855818,0,-0.124713984059944,0,0,0,0,0,0,-0.0542941416651449,0,0.485597408905131,0,0,0,0,0,0,0,0,0,0,0,-0.0655095444689205,0,0,0,0,0,0,0,0,0.0846706633689304,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0122545849951267,0,0,0,0.0132982426545588,0,0,0,0,0,0,0,0,0,0,0.306740008465711,0,0,0.00373527027969185,0.144749185523221,0,0,0,0,0,0.36270414550456,0,0.112109043114486,0,0,0,0,0,0.00708481620254311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.216044647709959,0.109947149353268,0.114480047491877,0,0,0,0,0,0,0,0,0,0,0,0,0.159524538991771,0,0,0,0,0,0.0992710398241091,0,0,0,0,0,0,0,0,0.0182807569508973,-0.0351484013873006,0,0,0,0,0,0,0,-0.0258998094306485,0.203127737748749,0.120996625751865,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.296953736726498,0.110797561430883,0,0,0,0.0376644042670047,0,0,0,0,0,0,0.205288100461707,0,0,0,0.026150573594601,0,0,0,0,0.053336444516826,0.0439874813648455,0,0.0603039091869593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108687210755159,0,0,0,0,0.134975370697675
X601988.CH.EQUITY,0.073083694541609,0,0.0306531102888158,0,0.119157722390506,0.27322227350307,0,0,0,0,0,-0.0800673288995863,0,0,0,0,0,0,0,0,0,0,0,0,-0.00918581197827896,0,-0.0110635839664414,0,0,0,0,0,0,0,0,-0.0295752481589495,0,0,0,0,0,0.605543422300193,0,0,0,-0.109253467828036,0.0483156188028706,0,0,0
X1299.HK.EQUITY,0,0,-0.160379017992352,0,-0.0664597113210553,0.0115922146454422,0,0,0,0.309763751928589,0,0.0838838265368741,0,0,0.13136381460643,0,0,0,0,0,0,0,0.0262264823754769,0.363070470012551,0,0,0,0,0,0,0,0.148024093418081,0,0,-0.106143996476311,0.0839180853942405,0,0.0479655229713126,0,0,0,0.130478143926554,0,0,0,0,-0.119688496515472,0,0,0
X5.HK.EQUITY,0,0.168359864800883,0,0.0108028265185147,0,0,0,0,0,0,0,-0.210755453112002,0,0,0,0,-0.0508136588958403,0,0,0,0,0,0,0.0219497703829281,0,0.364985754868879,0,0,0,0,0,0.275373840223979,0,0,0.0789170257062313,0.193203623228356,0,0,0,0.201981989330234,-0.064704617105312,-0.0532571144920725,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.333608666825718,6.93889390390723e-18,0,0,0.0297095620642046,0,0,0,0,0,0.103123664680341,0,0,0,-0.458199808794054,0,0,0,0,0,0,0.0731126117256498,0.243436330404126,0,0,0,0,0,0.34512211524349,0.168789166116122,0,0,0,0,0,0,-0.00800857995716339,0.0221170534386824,0,0.168935950673878,0,0,0,0,0,0.137296373026883,-0.389397051530657
