,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600918.CH.Equity,X601916.CH.Equity,X601009.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0.0870894386579762,0,0.173020706809646,0,0,0,0.409791148575613,0,0,0,0,0,-0.0105724214071294,0,0,0,0,0,0,0,0,0,0,0.261611074615758,0,0,0,-0.126560117855429,0,-0.211028447975758,0,0,0,0,0,0,0,0.0741568164478253,0.00597441634744084,0,0.0700413056704008,-0.00941077397330579,0.0928027160492494,0,0,0,0,0,0
X601939.CH.EQUITY,0.15710736412026,0,0,0.214663183749164,0,0,0,0,0,0,0.197187746462217,0,0,0.092763064652514,0,0,0.00680075391941419,0,0,-0.133829961405086,0,-0.0562585410752129,0.229209462334373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126657294969209,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.22754038947912,0,0,0,0.217259854658527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046246604605369,0,0,0,0,0,0,0,0.235379500419268,0,0,0,0,0,0,0,0,0,0.110152883693821,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295054387096842,0.0943191297101246,0,0,0.175315297324517,0,0,0,0,0,0.00200360331321096,0,0,0.184837942780617,0,0,0.0448778356380492,0,0,0,0,0,0,0,0,0,0.118697106824838,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.110238304337856,0,0.33386035169488,0,0,0,0,0,0.341995330559488,0,0,0,0,0,0,0,0,0,-0.12980229619725,0,0.178775036763759,0,0,0,0,0,0,0,0,0.108315065998483,0,0,0,-0.284461861260191,0,0,0,0,0,0,0,0.2196654837693,0,0.0496396767320595,0,0,0,0.346244159979682,0
X600036.CH.EQUITY,0,0.0168301369191416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967790190453937,0.0437841530347927,0,0,0.292346100160846,0.0744067590296184,0,0,0,0,0.227448516006778,0,0,0,0,0,0.0862628026530481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304319804970608,0,0.196987702903325
X1299.HK.EQUITY,0,1.38777878078145e-17,0,0,0,0,0,0,0.156634880436747,0,0.30567426168236,0.0377036515754327,0,0,0,0.20763495290984,0,0,0.455036749192869,0,0,0,0,0,0,0,0,0,-0.0746591962615134,0,-0.0348271947786355,0,0,0.0586872012818925,0,0,-0.0811415863119059,0,0,0,0,0,0,0,0,0,0,0,-0.0184785476523143,0
X601628.CH.EQUITY,0,0,0,0,0,0.182924022745652,0,0,0,0,0,-0.158963553690252,0,0,0,0,0,0,0.153635657573337,0.155441821829848,0,0,0,0,0,0.000548241157370748,0,0.0488440316313435,0,0,0,0.186761313109922,0,0,0,0,0,0.168701300157481,0,0,0,0,0.231934140696704,0,0,0.0906275437403266,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.397573069865843,0,0.63025685156906,0,0.029249492240416,0.670434058689603,0,0,0,0,0,0,0,0,0,0,0,-0.131045245201782,0,0.241924697936326,0,0,0,0.0233230929037293,0,-0.147990931372446,0,0,0.0416432615658956,0,0,0
X601658.CH.Equity,0,0,0,0.0755369386746436,0,0,0,0,0,0,0,0,0,0.205808318923957,0,0,0,0.317023848659628,0,0,0,0,0,0,0,0,0,0,0,0,-0.136177960083268,0.0207148497689636,0,0,0.00693185752941371,0,0,0,0,0,0,0,-0.0637043524263129,0.0628647198994289,0.226167537148899,0,0,0,0,0
X601328.CH.EQUITY,0.327938517597126,0,0,0.250968445793609,0,0,0,0,0,0,0,0.000518082337019623,0,0,0.13674922607448,0,0.0289552770925315,0,0,0,0,0,0.0327412101283388,0,0.147962703580913,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.028294241255393,0,0,0,0,0,0,0.0673049651311359,0,0,0,0
X388.HK.EQUITY,0,0,0.301324041604252,0,0,0,0.242618218439484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.490995412534277,0,0,0,0.0322688738646288,0,0,0,0.0347540343636315,0,0.00894409648406487,0,0,0,0,0,0,0,0,0.225406644293618,0,0,0,0,0,0,0,0,0.0319643050601215,0,0,0,0.0462489892152327,0.107692476330188,0,0,0,0,0,0.00957830116430122,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.257976850234917,0,0,0.0183866645971211,0.0613548952169084,0,0,0,0,0.0277668359614043,0,0,0.0275467702543763,0.0223277745451106,0.0123042346411359,0,0,0,0,0.15491919816265,0,0,0,0,0,0,0,0.0838769752781381,0,0,0.00400774484525061,0,0,0,0.107530303454218,0,0,0,0,0,0,0.144922236654783,0.025878288676401,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0632489579003775,0,0,0,0.0763138130786696,0,0,0.0472272676518581,0,0,0.245890323238572,0,0,0,0,0.10825881195389,0.24272509926818,0.0888069790832368,0,0,0,0,0,0,0,0,0,0,0,0,0.0540972302312905,0,0,0.0266078736134427,0,0.0187069900798945,0,0,0
X000001.CH.EQUITY,0,0,0.485901222332973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330971859181841,0.014683938153067,0,0,0,0,0,0.240205395778262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0692465981336402,0.226602187637006,0,0,0,0
X600016.CH.EQUITY,0.174051147501549,0,0,0.327402735545387,0.115492076007068,0.0341392018125724,0,0,0,0,0.0882123980828001,0.0172084695007619,0,0,0,0,0,0,0,0,0.0279850582848598,0,0,0,0,0,0,0,0,0,0.0515935376235226,0,0,0,0.155571053349288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0.019198005174949,0,0,0,0,0,0,0,0,0,0,0,0,0.115441787071781,0,0,0,0,0,0.0346139595518937,0,0,0,0.123399387021481,0,0,0,0.337440240565343,0,0,0.0300570323972993,0,0,0.0806901108256115,0,0,0,0,0,0,0.0626930986083876,0,0,0.0939878874528128,0,0,0,0,0,0
