,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601166.CH.EQUITY,0,0,0,0,0,0.303140416940039,0,0,0.301355994127813,0,0,0,0,0.197830091989183,0,0,0,0,0,0,0,0,0,0,0.123276727635608,0.106337553591012,0,0,0,0,-0.0569588787839743,0,0,0,-0.0634469958406787,0,0,0,0,-0.115302283219423,0,0,0,0,0,0,0.025479882877307,0.122406931856334
X600000.CH.EQUITY,0,0,0,0,0,0.0182370442034754,0.278962417734239,0,0,0,0.129743013026806,0,0,0.175568695044026,0,0,0,0.0845684268735764,0.00063264782498597,0.0591650182466013,0,0,0.115643967658681,0,0,0,0,0,0,0,0,0,0.0390616666365792,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.220170743963834,0,0.0959752950451484,0,0.103573686997181,0
X601319.CH.EQUITY,0.0543500286821935,0,0,0,0,0,0,0,0.433027360453601,0,0,0,0,0,0,0,0.20493216816966,0,0,0.0523985021123181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959342420257837,0,0,0,0,0.0340842623126163,0.0736070533462466,0.0501399222601503,0.25283441876331,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,-0.131178847142215,-0.285345672796128,0.0566131221369549,0,0.532633318657209,0,0,0.184265465908676,0,0,0,0.250363065811318,0,0,0,0,0,0,0.156741453091942,0,0,0,0,0,0,0,-0.15119943678227,0,0,0,0,0,0,0,0.0476674557133817,0,0,0,-0.11843779010198,0,0,0,0,0
X11.HK.EQUITY,0.0151787651392587,0,0,0,0.284148226251644,-4.33680868994202e-19,0,0.382977127836638,0,0,0,0,-0.0340300527980496,0,0,0,0,0.0229631522564935,0,0,0,0.223484062822833,0,0,0,0,0,0.0612017756860329,0,0,-0.133315476279643,0,0,0,-0.108855556790387,0,0,0,-0.0764662072752782,0,0,0,0,0,0,0,-0.0883649968313376,0
X000001.CH.EQUITY,0,0.2328718592305,0,0,0,0.0811742874719769,0,0,0,0,0.119803806357339,0,0,0,0,0,0,0,0.0114737905443355,0,0,0,0,0,0,0.0213056963082702,0,0,0.164219285248975,0,0,0,0,0,-0.055995913586701,0,0,0,0.18419327977812,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.558179152532797,0,0,0,0,0,0,0,0.0519673202221058,0,0,0,0.00348153634353727,0,0,0,0,-0.0258232359675195,0,0,-0.354097974287969,0,0,0,0,0,0,0,0.40271850167268,0,0,0.00655292473773748,0,0,0,1.38777878078145e-17,0,0,0,0,0
X267.HK.EQUITY,0.00100208299928158,0,0,0,0,0,0.154861174828448,0.0170921209186854,0,0.0358684897566321,0,0,0,0,0.0356205580714433,0,0.2727945629486,0,0,0,0,0,0,0,0,-0.0345327592595615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349444754893003,0.114486045614348,-0.00304258954209289,0,0,0.17988803141466,0
X600016.CH.EQUITY,0,0,0,0,0,0.36139357545135,0,0,0,0.0137749023266512,0,0,0,0,0,0.0412491452018553,0,0,0,0.00934936191736979,0,0,0.166949787356908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18332166659157,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.163107569196763,0,0,0,0,0,0,0.588085864475973,0.0121608766046855,0,0,0,0,0,0,0,0,0.15421399122879,0,0,0,-0.101967936060379,0,0,0,0,-0.0858268240863169,0,0,0,0,0,0,0.128604103056554,0,0,0,0,0,0,-0.113330900146689,0,0,0
X600030.CH.EQUITY,0.0807618027177011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208829537835517,0.0282008524525881,0,0.0111249150388249,0,0,0,0.0154377770037701,0,0,0,0,0.289412241274532,0,0,0.0570627695934887,0,0,0,0,0,0.223560649368233,0,0,0,0,0,0.240954023475278,-0.0467204320916847,0.175097306040359,0.0103388369772374,0,0,0
X2388.HK.EQUITY,0,0,0,0.0308999469035987,0.48616530397703,0.0991405253360794,-0.0587573058873012,0,0,0,0,0,0,0,0.452318018618331,0,0,-0.126621256149098,0,0,0,0,0.0079345278804903,0,0,0,0,0,0,0,-0.00725431788767441,-8.67361737988404e-19,0,0,-0.0176859243286609,0,0.0863832307201029,0,0,0,0.168848279524428,0,0.187474318664573,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.228485763079446,0,0.0492464992007598,0,0,0,0,0,0.0264051980886451,0,0,-0.0487786189569443,0,0,0,0,0.267980987440493,0,0,0,-0.116797085065715,0,0,0,0,0,0,0.044790928744451,0,0,0,0,0,0,0,0.0036641998038602,0,0,0,-0.0254111187904769,0,0,0,0.120465830845443,0
X601688.CH.EQUITY,0.0518841361612211,0,0,0,0,0,0,0,0,0.0143871771532096,0.101128597792468,0,0,0,0,0,0,0,0,0,0,0,-0.280672161624497,0,0,0,0,0.00843773946194547,0,0,-0.0130127311764846,0,0.151404064509508,0,-0.088837098501967,0,0,0.277250981433566,0,0.625280163269797,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,-0.111408095246587,0,0,0,0,0,-0.0775327928695851,0,0.0702515787265721,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0326827830821194,2.16840434497101e-19,0.327605003852518,0,0,0,0,0,0,0,0,0.0530395991032895,0,0,3.46944695195361e-18,-4.33680868994202e-19,0,0,0,0,0.326496359997759,0.0159976091247619,-0.0443047518516393,0,0,0.0253623368413099,0
X002142.CH.EQUITY,0,0.0719241437704104,0.275504786181929,0,0,0,0,0,0.0297511215891133,0,0.0801141288091902,0,0,3.46944695195361e-18,0,0.19906921345435,0,-0.12290160812838,0,0,0,0,0,0,0,0,0,0,0.109680408878094,0,0,0,0,0,0.104716251745195,0,0,0,0,0,0,0,-0.133666829124334,0.135714450988834,-0.0292264822494697,0.046203602672561,0,0
X601211.CH.EQUITY,0,0,0,0,0.0189753923017998,0,0,0,0,0,-0.0614236323407759,0,0.0725144138875051,0,0,0,0,0,0.0137992590239104,0,0.274617663352277,0,0,0,0,0,0,0,-0.0241841081553142,0,0.0473065327577454,0,0,0,0,0.466974823961941,0,0,0,0,0.0416197938994421,0.177177410908309,0,-0.0875768887639266,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639422393749433,0,0.13907325933357,0,0.423085220924756,0,0,0,0,0,0,0,0,0,0.175258172344118,0.166165252678985,-0.0101686256016671,0,-0.160282309015654,0.0875695391077325,0,0,0,-1.73472347597681e-18,0,0
X601229.CH.EQUITY,0.528622715594854,0,0,0,0,0,0,-0.0570680856281614,0,0,0,0,0,0.00799659054205874,0,0.37668219781939,0,0,0,0.094343836149842,0,0,0,0,0,0.0643389363326983,0,0,0,0,0,0,0,0,0.273605968170946,0,0,0,0,0,0,0,0,0,-0.150028434980852,0,0,0.103615063899495
X601336.CH.EQUITY,0,0,0,0.0110312363085103,0,-1.73472347597681e-18,0.139356806916409,0,0,0,0.104218021402894,0,0,0,0,0,0,0,0,0,0.0949358469435325,0.0227907807142384,0,0,0.0449418522319654,0,0.0702319062162667,0,0,0,0.263843079934651,-1.73472347597681e-18,0,0.279902866068326,0.122005080311301,0,0,0,0,0,0,0,0,0,0,0,0,-0.242372552300081
X2882.TT.EQUITY,0,0,0,0,0.00282495577188849,0,0.0355619440221761,0,0,0,0,0,0,0,-0.11955863461768,0,-0.0353814868413984,0,0,0,0,0,0,0,0,0,0.0916937248529571,0,0.00994495656501675,0.0836336911071936,0,0,0,0,0.313643938262906,0,0,0,0,0,0,0,0.0188842909095978,0,0,0,0,0.134136157187561
X600015.CH.EQUITY,0,0,0,0.0386179179060688,0,0.0321335450261931,0,0,0,0,0,0.231689630899557,0,0,0.112953197531622,0.00705676375852712,0.0443102132711657,0,0,0.0230634695046855,0.0514847206412774,0,0,0,0,0,0,0,0,0.0210914559390172,0,0,0.469388663765947,0,0,0,0,0.00856622645815255,0,0,0,0,0,0.00575858449874923,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,-0.377060964707817,0,0,0,0,-0.249933628894223,0,0,0,0,0,0,0,0.0456565438646397,0,0,0.123971728039509,0,0,0,0,0,0,1.05070281202206,0,0,0,0,-0.0430947891968037,0,0,0,0.0403807514921413,0,0,0,-0.141386639192145,0,0.135217108775204,0
X000166.CH.EQUITY,0,0.0218006747620826,0,0,0,0,0,0,0,0,0,0,0.0781589413598498,0.0416781819076515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103064639159416,0,0,0,0,0,0.164852271538009,0.0283161528342614,0.148705429313698,0,0.12503357728151,-0.0120468309094543,0,0,0,0,0.370315253755799,0,-0.0478116248784711
X2881.TT.EQUITY,0,0,0,0,0,6.93889390390723e-18,0,0.279254153446438,0,0,0,0,0,0,0,-0.174552290563888,0,0.0560742857361311,0,-0.291262045604859,0,0,0,0,0,0,0,0.297683801744819,0.22621194847416,0.322283736957507,0,0,0,0,0,0,0,-0.190029887266533,0,0,0,0,0,0,0,0,0,-0.0766759493706289
X600999.CH.EQUITY,0,0,0,0,0.0581833910919518,-0.135617844453127,0.0158095640664288,0,-0.0285812313367852,0,0,0,0,0.115759989564088,0,0,0.0673555155911438,0,0,0,0.319531732119709,0,0,0,-0.0862601116676059,0,0.313572360118946,0.0679645633654616,0,0,0,0.0600530926971254,0,0,0,0,0.0554005920719812,0,0,0,0,0.101951059585528,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.169534586587083,0.169503444145726,0,0,0,0,0,0.0293925144828637,0,0.0732609976816307,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.1139480721492,0,0,-0.0460026629597253,0,0,0,0,-0.0414770861298803,0.098559538740791,0.285993806357303,0.0224355802966882,0
X300059.CH.EQUITY,0,0,0,0,0,0.00912993817349214,0,0.182926896740729,0,0,0,0,0.222590351281489,-0.217077190897744,0,0,0,0,0,0.0165225914557788,0,0,0,0,0,0,0,0.145774841142941,0.114277419393575,0,0,0,0,0.137367917471272,0,0,0,0,-0.0179644469800544,0.0380429179271987,0,0.226937725341066,0,0,0,0,0,-6.93889390390723e-18
X2891.TT.EQUITY,0,0.156082753845683,0,0,0,0,0,0,0,0,0,0.19550455948056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179383201264389,0,0,0.00726721808195174,0,0,0,0,0,0,0,0,-0.780983772325088,0,0,0,0,0.392745353724635,0,0,0,0,0.615606161150695
X000776.CH.EQUITY,0,0,0,0,0,0.105196999418167,0,0,0,0,0,0,0.172664441764985,0,0,0,0,0,0,0,0,0,0,0.492665954715395,-0.00125085292367749,-0.0464847355769272,0,0.0564800998324995,-0.0847394040019071,0,0,0,0,0.161356486331616,0,0.0930574343354898,0,0,0,0,0,0,0,0,0,-0.0657500943683046,0,0
X2886.TT.EQUITY,-0.147753925824378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0950501974194239,0,0.0349078024057164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846036451607909,0.0593882559057543
X601881.CH.EQUITY,0,0,0.00324953584810907,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0284458753003164,0,0,0,0,0.0236066593641504,0.119529930956742,0.0540385136267368,0.303015864600151,0,0,0,0.0296449765088432,-0.0825191983499904,0.0142556042155482,0.101469251126299,0,0,0,0,0,0.142422454284997,0.00564690407772457,0,0,0.251732792012122,0,0,0,0,0,0,0,0,-0.0102360560735357,0
X600919.CH.EQUITY,0,0.271142612449891,0,0,0,0.169487187692616,0.362119033814753,0,-1.34820429032862,0,0,0,0,0,0,0,0,0.143791727481593,0,0,0,0.229583131876858,0,0,0,0,0.0716641217905788,0,0,0,0.0373387359836169,0,0,0.187735089393955,0,0.404357235215997,0,0,0,0,0,0,0,0.120276105190899,0,0,0,0
X601009.CH.EQUITY,0,0.189186422934049,0,0,0,0,0,0.128747301841272,0,0,0,0,0,0,0,0.292623525829125,0,0,0,0,0,0,0.494490067424335,0,0,0.0831586983292657,0,-0.00787499668778119,-0.00258166502986556,0,0,0,0,0,0,0,0,0,0.156450088122711,0,0.0298045601592176,0,0,0,-0.276542839932857,0,0,0
X2884.TT.EQUITY,0,0,0,0,-0.0237781722104629,0,0,0,0,0,0,0.301056688472175,0,0,-0.123937084084098,0.0347705761248119,0,0,0,-0.0898266084126791,0,0,0,0.0958237226265716,0,0,0,0,0,0,0.0314601699782251,0,0,0,0,0,0,0,0,0.0954575273835665,0.204114606069654,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,0,0.110041608863129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123602717043282,0.0285087575338648,0.0803946614498414,0.184618641911213,0,0,0,0,0,0.132058208382593,-0.0420969053566124,0,0,0.380998441279608,-0.024923274158013,0,0.0213241001526118,0.110994679968227,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.187603638927363,0,0,0,0,0,0,0.0180345791789147,0,0.0992172967642759,0,0,0,-0.0291344600537863,0,0,0,0,0.0514789580611088,0,0.0296969826536361,0,0,0,0,0,0,0,0.761046247196782,0,0,0,0.0408731729032824,0,0,0
X5880.TT.EQUITY,0,0,0,0.0196542554755974,0,0,0,0,0,0,0.111141401540856,2.71050543121376e-20,0,0,0,0,-0.0249983658713538,0.185222445734247,0,0,0,0,-0.18024879255784,0,0,0,0,0,0,0,0.21140482723983,0,0,0,0.28206543435875,0,-0.0590087093088295,0,0,0,0.407104487325962,0,0,0,0,0,0,0
