,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X2892.TT.EQUITY,X601077.CH.Equity,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.183165294662971,0,0.10749916293545,0,0,0,0,0,0,0,0,0.475284665750347,0,-0.146244008622596,0,0,0,0,0.12983711972076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751802942624886,0,0.0355313383903663,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.151788904817755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565720744620894,0.190752382570781,0,0,-0.2352536953622,0,0.45060070088637,0.0153611820594258,0,0,0,0,0,0.235965220014822,0,-0.0962579840201892,0,-0.039372102841939,0,0,0,0,-0.0457801985957708,0,0
X601939.CH.EQUITY,0.138283146886522,8.67361737988404e-19,0,0.363765627318345,0,0.0718602836597898,0,-0.0783894601448848,0,0,0,0,0,0.0889822635136964,0,0,-0.0197954320832737,0,0.102214273896497,0,0,0,-0.0883376879964029,0,0,0,0,0,-0.0154229141178179,0.491687521111839,0,0,0,0,0,0,0,0,0.00175519417648833,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.393170045358982,0,0.202221382571135,0,-1.73472347597681e-18,0.136134065968375,0,0,0.0305838786397393,0,0,0,0,0,-0.0165632685381359,0.0469214630380182,0,0,0,-0.00451977555066175,0,0,0,0,0,0,-0.0650176252326893,0,0,0.130967653832398,0,0,0,0,0,0,0,0,0,0.158641989869632,0,0,0,0,0,0.0656992214076195,0,0,-0.0288547160955256,0
X5.HK.EQUITY,0,-0.0921842398018698,0,0.291820427681554,0,0,0,-0.272655070454666,0,0,0,0,0.0953609320139916,0,0,0,0,0.603991369841312,0,0,0,0,0.263438939184932,0,0,0,0,0,0,0,0,0,0,0,0,0.217717335277119,0,-0.0808813365871171,0,0,0,0,0,0,0,0.0198978613427824,0,0,0,0
X601988.CH.EQUITY,-1.73472347597681e-18,0,0.0786906510523855,0.356147178998492,0.0310021112916332,0,0,0,0.105061988674697,0,0.132726843761087,0.0693437162063526,0,0,0,0,0,0,0,0.146042115960065,0.204247307376577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00373145822480852,0,-0.00093354355116612,0,0,0,0,0,0,0,-0.246213530211844,0,0
X600036.CH.EQUITY,0,0.0833321444406038,0,0,0.0651580501547021,0,0,0.254299789312452,0,0,0.0256092611936883,0.0190028342723161,0.220441635839433,0.217970374475535,0.0466402308569197,0,0,0.00451046622152449,0,0,0,0.100772273413934,0,0,0,0,0.0650166388680158,0,0,0,0.0171081710141672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838672228519871,0,-0.0862796579414749,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.14141995470887,0,0,0,0.127165128611378,0,-0.00379194922412695,-0.208544319747636,0,0.370481921800811,0,0.253792487973551,0,0.0941773456694464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0313445107100806,0,0.00611478215143265,-0.0415291644434446,0.0918505566437842,0,0,0,0
X601628.CH.EQUITY,0,0.338025372934929,0,0,0,-0.0736689559907305,0,0,0,0,0.035729946049938,0,0,0,0,0.0229255870873592,0,-0.0787079683887527,0,0,0,0,0,0,0,0,0,0,0,0,0.10594183405266,0,0,-0.0549127508336088,0,0,0,0,-0.0940982474208752,0,0,1.73472347597681e-18,0,0,0,0.198332256312826,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0.000924241877413547,0,0,0,0,0,-0.0358607425816508,0,0,0,0,0,0,0,-0.0720887368587329,0,-0.16126557132094,0,0,0,0,0.0410376219758701,0,0,0,0.0372206750157566,0,0,0,0,0,0,0,0,0,0.0317653966916254,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.046185401928639,0,0,0,0.348457394167842,0,0,0,0,0,0,0,0.278078874562032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102790964059252,0,0,0,0,0,0,0,0,0.0280359329267242,0,0,0.153374393162845,0,0,0
X601328.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.0757716196405821,0.0460650280753314,0,0,0,0,0,0.33520161635689,0,0,0,0,0,0.120827875817594,-0.104019789661037,0,0.0064046596446767,0.205930600152237,0,0,0,0,0,0,0.100116173983013,0,0,0.155641894650431,0,0.0623844645622729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0612762529348127,0.127642548779593,-0.0182698819936282,0,0,0,0.337919139660705,0,0.0852822642020107,-0.0455918153805247,-0.0305755255347805,0,0,0,0,0.0582222645389063,0,0,0.202407322784724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25064664829333,0,0,0,0,0,0,0,0,0,0.0574572784924412,0
X000001.CH.EQUITY,0,0,0.131144864315982,0,0,0,0.0567385457388391,0,0,0,0.123773290227835,0,0,0,0.0756538933840666,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.134368275588528,-0.12240294606199,0.186353503992443,0,0,0,0,0,0,0,0,0,0.607485577398415,0,0,0,0,0.00355468935856882,0,0,0,-0.044297604451295,0.0154132978417673,0,0.00299753193472287,-0.34000198802939
X601601.CH.EQUITY,-0.12871303990889,0,0,0,0,0,0,0,0.382988083519579,0,0.445159754752131,0,-0.060680227796875,0,0,0.171172822180552,0,0,0,0.142135973136257,0,0,0,0,0.205740657209126,0.0593148174445643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955845547495727,0,0.00493855011305243,0,-0.177036180002058,0,0.0674519918486627,0,0
X388.HK.EQUITY,0,-0.0204545449511555,0,0,0,0,0,0.55119289716978,0,0,0,0,0,0,0,0,0,0,0,-0.00588451114228819,0,0,0,0,0,0,0,0,-0.51478970235089,0,0,0,0,0.0383059274821835,0,0,0.133799799418388,0.0637537250289424,0,0,0.0517456114883498,0.0909636728378812,0,0,0.550725329112383,3.46944695195361e-18,0,-0.196050268416315,0,0
X601319.CH.EQUITY,0,0,0.0456153917101212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190535945540725,0.0115517734348239,0,0,0,0,0,0,-0.0721108406506716,0,0,0,0,0,0,0,0,0,0,0,0.0759399853881395,0,0.131971537078365,0,0,0.271041847623861,0.183564857355012,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.159279134329195,-0.0229506867931749,1.0842021724855e-19,0.248855148120917,0,0,0,0,0,0,0,4.33680868994202e-19,-0.068478622160704,0,0,0.000919630974772381,0,0.252582287740743,0.511379475380585,0,0,0.109603050894732,0,0,0,-0.0775710958155315,-0.135068646667134,0,0,0,0,0,0,-0.201554829824526,0.110280515392507,0,0,0,1.0842021724855e-19,0,0,0,0,0.0529023838428391,-0.0188694154555801,0
