,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.196448635560198,0,0,0.261548239082046,0,0,0,0,0,-6.93889390390723e-18,0,0.0949963408004849,0,0,0,0,0,0.264925779020663,0.110563271173893,0,0.0228901627220342,0.103047063437928,0,0,0,-0.0393839894405117,0,0,0,0.0139180731442406,0,0,0,0,0,0,0,0,0,0,0.0337145327770799,0,0.0494767626971652,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0165194369704281,0,0,0,0.0769469041872066,5.42101086242752e-20,0,0.0793571584300111,0,0.223808034166848,0,0.048913370955271,0,0,0,0.0303362924822774,0.309037287750699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137151670758164,0,0,0,0,0,0.0798114838206156
X601288.CH.EQUITY,0.240220651096194,0,0,0.266124803519707,0,0,0,0,0,6.93889390390723e-18,0,0,1.38777878078145e-17,0.1447767418778,0,0,0,0,0,0,0,0,0,0,0,0,0.0917874726512758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409308894714784,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.338174790074603,0,0,0,0,0,0,0,0,0,0.128555272737722,0.0804279649358494,0,0,0,0,0,0,0,0,0,0,0.031525286902831,0,0,0,0,0,0,0,0.23954357374427,0,0,0,0,0,0,0.0763479345220767,0,0,0,0,0,0,0.0115594414510294,0,0,0
X5.HK.EQUITY,-0.173751894219826,0,-0.0408957701805805,-0.125035864805916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539888850382163,0,0,0,0.298314919315854,0,0,0,0,-0.0382670969510419,0,0,0,0,0,0,0,0,0.0322107310931399,0.0611759469805239,0.2335947139755,0,0,0.0982621636691533,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.122564602171071,0,0,0,0,0,0.131378743384311,0,0,0,0.152818018285191,0.0351529174797147,0,0.24031744832235,0,0,0,0,0.0450044130557396,0,0,0,0,0,0,0,0,0,-0.00527666827966065,0,0,0,0,0,0,0,-0.0395170301357187,0,0,-0.01382744011476,0,0,-0.0113993439936401,0,0,0,0,-0.130020518897275,0
X601328.CH.EQUITY,0.389423069756424,0,0.108671809343179,0,0,0,0,0,0,0.088498028267655,0.0124273939550804,0.22128237701902,0,0,0.109454985920581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266241273222856,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0543998019550533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167451759458381,0,0.563732225777852,0,-0.0737229230067225,0,0,0,0,0,0,0.21275042738137,0,-0.0661412884614127,0,0,0,0.0265467092603977,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.13850533634212,0,0,0,0,0.240935251298305,0.251853358789338,-0.0861957890468716,0,0,0,0,0.0392289109541255,0.203531413391929,0,0.100533386071989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00648809620694244,0,0,0.0451869368815892,0,0,0,0
X601166.CH.EQUITY,0.151179913655866,-0.286564151063749,0,0,0.0150057649269872,0,0,0,0.12451519010461,0,0,0.0693973281310666,0.270523585890757,0,0,0,0.316999301649547,0,0,0,0.0378404542979841,0,0,0,0,0,0.131784187038646,0.0645214525177646,0,0,0,0,0,0,0,0,-0.050978042163068,0,0,0,0,0,0,0,0,0,0,0.0731524443137227,0,0
